# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.Homeodomain.0045	PRRX2	TRANSFAC	N
GM.5.0.Homeodomain.0045	VENTX	Unknown	N
GM.5.0.Homeodomain.0045	VENTX	HT-SELEX	N
GM.5.0.C2H2_ZF.0105	Zic4	JASPAR	N
GM.5.0.C2H2_ZF.0105	Zbtb7b	PBM	N
GM.5.0.C2H2_ZF.0314	Klf4	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf12	HT-SELEX	N
GM.5.0.C2H2_ZF.0314	KLF7	B1H	N
GM.5.0.C2H2_ZF.0314	Klf6	B1H	N
GM.5.0.C2H2_ZF.0314	Klf5	B1H	N
GM.5.0.C2H2_ZF.0314	Klf3	B1H	N
GM.5.0.C2H2_ZF.0314	Klf2	B1H	N
GM.5.0.C2H2_ZF.0314	KLF7	SELEX	N
GM.5.0.C2H2_ZF.0314	Klf6	SELEX	N
GM.5.0.C2H2_ZF.0314	Klf5	SELEX	N
GM.5.0.C2H2_ZF.0314	Klf3	SELEX	N
GM.5.0.C2H2_ZF.0314	Klf2	SELEX	N
GM.5.0.C2H2_ZF.0314	Klf12	SELEX	N
GM.5.0.C2H2_ZF.0314	Klf12	HT-SELEX	N
GM.5.0.C2H2_ZF.0314	Klf3	ChIP-seq	N
GM.5.0.Homeodomain.0045	ARID3B	Transfac	N
GM.5.0.Homeodomain.0045	ARID3C	Transfac	N
GM.5.0.Homeodomain.0045	Arid3c	Transfac	N
GM.5.0.Homeodomain.0045	OTX2	ChIP-seq	N
GM.5.0.Homeodomain.0045	OTP	ChIP-seq	N
GM.5.0.Homeodomain.0045	Prrxl1	ChIP-seq	N
GM.5.0.bHLH.0045	Olig2	B1H	N
GM.5.0.bHLH.0045	Bhlhe23	B1H	N
GM.5.0.bHLH.0045	NEUROG3	SELEX	N
GM.5.0.bHLH.0045	NEUROD4	SELEX	N
GM.5.0.bHLH.0045	NEUROD6	SELEX	N
GM.5.0.bHLH.0045	NEUROG2	SELEX	N
GM.5.0.bHLH.0045	NEUROG1	SELEX	N
GM.5.0.bHLH.0045	Neurog2	SELEX	N
GM.5.0.bHLH.0045	Neurod1	SELEX	N
GM.5.0.bHLH.0045	Neurod6	SELEX	N
GM.5.0.bHLH.0045	Neurod2	SELEX	N
GM.5.0.bHLH.0045	Neurog3	SELEX	N
GM.5.0.bHLH.0045	Neurod4	SELEX	N
GM.5.0.bHLH.0045	NEUROG2	HT-SELEX	N
GM.5.0.bHLH.0045	Msgn1	ChIP-seq	N
GM.5.0.bHLH.0045	NEUROG2	HT-SELEX	N
GM.5.0.SMAD.0002	Nfya	JASPAR	N
GM.5.0.SMAD.0002	NFIA	SELEX	Y
GM.5.0.SMAD.0002	Nfix	SELEX	N
GM.5.0.SMAD.0002	Nfib	SELEX	N
GM.5.0.SMAD.0002	Nfia	SELEX	N
GM.5.0.SMAD.0002	Nfic	SELEX	N
GM.5.0.SMAD.0002	NFIC	ChIP-seq	Y
GM.5.0.SMAD.0002	NFIA	HT-SELEX	Y
GM.5.0.SMAD.0002	NFIA	Unknown	N
GM.5.0.Runt.0006	RUNX2	SELEX	N
GM.5.0.Runt.0006	ENSG00000250096	SELEX	N
GM.5.0.Runt.0006	Runx2	SELEX	N
GM.5.0.Runt.0006	Runx3	SELEX	N
GM.5.0.Runt.0006	RUNX3	SELEX	N
GM.5.0.Runt.0006	RUNX3	ChIP-seq	N
GM.5.0.Runt.0006	ENSG00000250096	ChIP-seq	N
GM.5.0.Runt.0006	Runx2	ChIP-seq	N
GM.5.0.Runt.0006	Runx3	ChIP-seq	N
GM.5.0.Runt.0006	RUNX2	HT-SELEX	N
GM.5.0.Runt.0006	RUNX3	HT-SELEX	N
GM.5.0.bHLH.0136	FOXO1	HT-SELEX	N
GM.5.0.bHLH.0136	FOXO3	HT-SELEX	N
GM.5.0.bHLH.0136	FOXO4	HT-SELEX	N
GM.5.0.bHLH.0136	FOXO6	HT-SELEX	N
GM.5.0.bHLH.0136	FOXO1	SELEX	N
GM.5.0.bHLH.0136	FOXO3	SELEX	N
GM.5.0.bHLH.0136	FOXO4	SELEX	N
GM.5.0.bHLH.0136	FOXO6	SELEX	N
GM.5.0.Nuclear_receptor.0102	NR1D1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0102	Nr1d1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0102	Nr1d2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0102	RORC	ChIP-seq	N
GM.5.0.Nuclear_receptor.0102	Rorc	ChIP-seq	N
GM.5.0.Mixed.0010	ETS1	ChIP-seq	N
GM.5.0.bZIP.0041	Mlx	PBM	N
GM.5.0.Mixed.0106	RXRA	ChIP-seq	N
GM.5.0.Mixed.0106	TCF12	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Scrt1	B1H	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Scrt2	B1H	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SCRT1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Scrt1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Scrt2	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SCRT2	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SCRT1	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SCRT2	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SCRT1	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SCRT2	HT-SELEX	N
GM.5.0.bZIP.0096	Atf1	ChIP-seq	N
GM.5.0.bZIP.0096	ATF1	TRANSFAC	N
GM.5.0.bZIP.0096	CREB1	TRANSFAC	N
GM.5.0.bZIP.0096	CREB	TRANSFAC	N
GM.5.0.bZIP.0096	CREB1	Transfac	N
GM.5.0.bZIP.0096	ATF1	ChIP-seq	N
GM.5.0.bZIP.0096	CREB1	ChIP-seq	N
GM.5.0.bZIP.0017	Bach1	ChIP-seq	N
GM.5.0.bZIP.0017	NFE2	Transfac	N
GM.5.0.bZIP.0017	Nfe2	Transfac	N
GM.5.0.bZIP.0017	BACH1	ChIP-seq	N
GM.5.0.bZIP.0017	Bach1	ChIP-seq	N
GM.5.0.bZIP.0017	Bach2	ChIP-seq	N
GM.5.0.bZIP.0017	NFE2	TRANSFAC	N
GM.5.0.C2H2_ZF.0118	ZNF274	ChIP-seq	N
GM.5.0.C2H2_ZF.0118	Zfp369	ChIP-seq	N
GM.5.0.C2H2_ZF.0118	Zfp110	ChIP-seq	N
GM.5.0.C2H2_ZF.0118	ZNF274	Unknown	N
GM.5.0.Unknown.0133	CTCF	ChIP-seq	N
GM.5.0.Unknown.0133	CTCFL	ChIP-seq	N
GM.5.0.Unknown.0133	RAD21	ChIP-seq	N
GM.5.0.Unknown.0133	SMC3	ChIP-seq	N
GM.5.0.C2H2_ZF.0012	ZBTB33	ChIP-seq	Y
GM.5.0.C2H2_ZF.0012	ZBTB33	TRANSFAC	Y
GM.5.0.Mixed.0106	CACBP	TRANSFAC	N
GM.5.0.Mixed.0106	HNF4A	ChIP-seq	N
GM.5.0.Mixed.0106	HNF4G	ChIP-seq	N
GM.5.0.Mixed.0073	Dux4	PBM	N
GM.5.0.Mixed.0073	Lhx6	ChIP-seq	N
GM.5.0.Mixed.0073	Dux	PBM	N
GM.5.0.Mixed.0073	Onecut1	JASPAR	N
GM.5.0.Mixed.0073	Onecut3	JASPAR	N
GM.5.0.Mixed.0073	Onecut2	JASPAR	N
GM.5.0.Sox.0005	BBX	Unknown	N
GM.5.0.Sox.0005	Bbx	PBM	N
GM.5.0.Sox.0005	BBX	PBM	N
GM.5.0.Sox.0005	Bbx	PBM	Y
GM.5.0.Homeodomain.0169	HOXD8	HT-SELEX	N
GM.5.0.Homeodomain.0169	PAX4	Transfac	N
GM.5.0.Homeodomain.0169	HOXA6	SELEX	N
GM.5.0.Homeodomain.0169	HOXB9	SELEX	N
GM.5.0.Homeodomain.0169	AC012531.1	SELEX	N
GM.5.0.Homeodomain.0169	HOXD8	SELEX	N
GM.5.0.Homeodomain.0169	HOXC9	SELEX	N
GM.5.0.Homeodomain.0169	HOXB4	SELEX	N
GM.5.0.Homeodomain.0169	HOXC5	SELEX	N
GM.5.0.Homeodomain.0169	Hoxb9	SELEX	N
GM.5.0.Homeodomain.0169	Hoxd4	SELEX	N
GM.5.0.Homeodomain.0169	NP_032296.2	SELEX	N
GM.5.0.Homeodomain.0169	PAX4	TRANSFAC	N
GM.5.0.C2H2_ZF.0314	KLF1	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf1	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	KLF3	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf3	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf4	JASPAR	N
GM.5.0.C2H2_ZF.0314	KLF4	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf4	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	KLF5	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf5	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	KLF7	JASPAR	N
GM.5.0.C2H2_ZF.0314	Klf6	JASPAR	N
GM.5.0.C2H2_ZF.0314	Klf5	JASPAR	N
GM.5.0.C2H2_ZF.0314	Klf3	JASPAR	N
GM.5.0.C2H2_ZF.0314	Klf2	JASPAR	N
GM.5.0.C2H2_ZF.0314	Klf1	JASPAR	N
GM.5.0.C2H2_ZF.0314	KLF5	JASPAR	N
GM.5.0.C2H2_ZF.0314	KLF7	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf6	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf5	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf3	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Klf2	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	SALL4	ChIP-seq	N
GM.5.0.C2H2_ZF.0314	Sall4	ChIP-seq	N
GM.5.0.MADS_box.0002	AC002126.6	Transfac	N
GM.5.0.MADS_box.0002	MEF2A	Transfac	Y
GM.5.0.MADS_box.0002	Mef2d	Transfac	N
GM.5.0.MADS_box.0002	Mef2c	Transfac	N
GM.5.0.MADS_box.0002	Mef2a	Transfac	N
GM.5.0.MADS_box.0002	AC002126.6	ChIP-seq	N
GM.5.0.MADS_box.0002	Mef2d	ChIP-seq	N
GM.5.0.MADS_box.0002	Mef2c	ChIP-seq	N
GM.5.0.MADS_box.0002	Mef2a	ChIP-seq	N
GM.5.0.MADS_box.0002	MEF2A	ChIP-seq	Y
GM.5.0.MADS_box.0002	AC002126.6	SELEX	N
GM.5.0.MADS_box.0002	MEF2A	SELEX	Y
GM.5.0.MADS_box.0002	Mef2d	SELEX	N
GM.5.0.MADS_box.0002	Mef2c	SELEX	N
GM.5.0.MADS_box.0002	Mef2a	SELEX	N
GM.5.0.MADS_box.0002	MEF2B	SELEX	Y
GM.5.0.MADS_box.0002	MEF2D	SELEX	Y
GM.5.0.MADS_box.0002	MEF2C	ChIP-seq	Y
GM.5.0.MADS_box.0002	MEF2A	HT-SELEX	Y
GM.5.0.MADS_box.0002	MEF2B	HT-SELEX	Y
GM.5.0.MADS_box.0002	MEF2D	HT-SELEX	Y
GM.5.0.MADS_box.0002	MEF2B	Unknown	N
GM.5.0.MADS_box.0002	MEF2B	HT-SELEX	N
GM.5.0.MADS_box.0002	MEF2D	HT-SELEX	N
GM.5.0.MADS_box.0002	MEF2A	JASPAR	Y
GM.5.0.MADS_box.0002	MEF2A	HT-SELEX	N
GM.5.0.MADS_box.0002	MEF2A	TRANSFAC	Y
GM.5.0.MADS_box.0002	MYEF2	TRANSFAC	Y
GM.5.0.Unknown.0089	Ebf1	ChIP-seq	N
GM.5.0.Unknown.0089	EBF1	Unknown	N
GM.5.0.Unknown.0089	EBF1	ChIP-seq	N
GM.5.0.Unknown.0089	EBF1	JASPAR	N
GM.5.0.Unknown.0089	EBF1	HT-SELEX	N
GM.5.0.Unknown.0089	EBF3	Unknown	N
GM.5.0.Unknown.0089	EBF	ChIP-seq	N
GM.5.0.Unknown.0089	EBF1	SELEX	N
GM.5.0.Unknown.0089	EBF1	HT-SELEX	N
GM.5.0.bHLH.0062	LYL1	Transfac	N
GM.5.0.bHLH.0062	NHLH1	Transfac	N
GM.5.0.bHLH.0062	NHLH2	Transfac	N
GM.5.0.bHLH.0062	Tal1	Transfac	N
GM.5.0.bHLH.0062	Lyl1	Transfac	N
GM.5.0.bHLH.0062	Nhlh1	Transfac	N
GM.5.0.bHLH.0062	NHLH2	B1H	N
GM.5.0.bHLH.0062	Nhlh1	B1H	N
GM.5.0.bHLH.0062	NHLH1	TRANSFAC	N
GM.5.0.Paired_box.0004	PAX6	JASPAR	N
GM.5.0.Paired_box.0004	PAX6	Transfac	N
GM.5.0.Paired_box.0004	Pax6	SELEX	N
GM.5.0.Paired_box.0004	PAX6	Unknown	N
GM.5.0.Paired_box.0004	PAX6	TRANSFAC	N
GM.5.0.Paired_box.0004	Pax6	JASPAR	N
GM.5.0.bHLH.0062	MyoG	ChIP-seq	N
GM.5.0.bHLH.0062	ASCL1	ChIP-seq	N
GM.5.0.bHLH.0062	Ascl1	ChIP-seq	N
GM.5.0.bHLH.0062	Ascl2	ChIP-seq	N
GM.5.0.bHLH.0062	Myf5	ChIP-seq	N
GM.5.0.bHLH.0062	Myf5	JASPAR	N
GM.5.0.bHLH.0062	Myod1	JASPAR	N
GM.5.0.bHLH.0062	Myog	JASPAR	N
GM.5.0.bHLH.0062	Tcf12	JASPAR	N
GM.5.0.bHLH.0062	MYOD1	Transfac	N
GM.5.0.bHLH.0062	Myf5	Transfac	N
GM.5.0.bHLH.0062	TCF12	ChIP-seq	N
GM.5.0.bHLH.0062	MYOD1	ChIP-seq	N
GM.5.0.bHLH.0062	Myf5	ChIP-seq	N
GM.5.0.bHLH.0062	Myod1	ChIP-seq	N
GM.5.0.bHLH.0062	Myog	ChIP-seq	N
GM.5.0.bHLH.0062	Tcf12	ChIP-seq	N
GM.5.0.bHLH.0062	MYOD1	Unknown	N
GM.5.0.bHLH.0062	MYOD1	TRANSFAC	N
GM.5.0.bHLH.0062	MYOG	TRANSFAC	N
GM.5.0.bHLH.0062	MYOG	ChIP-seq	N
GM.5.0.Homeodomain.0079	ZNF35	PBM	N
GM.5.0.Homeodomain.0079	Zfp105	PBM	N
GM.5.0.Homeodomain.0079	ZNF35	Unknown	N
GM.5.0.Homeodomain.0079	Zfp105	PBM	N
GM.5.0.bHLH.0028	FERD3L	B1H	N
GM.5.0.bHLH.0028	Ptf1a	B1H	N
GM.5.0.bHLH.0028	Ferd3l	B1H	N
GM.5.0.bHLH.0028	Myf5	B1H	N
GM.5.0.Homeodomain.0045	NKX2-3	B1H	N
GM.5.0.Homeodomain.0045	Dlx6	B1H	N
GM.5.0.Homeodomain.0045	Emx1	B1H	N
GM.5.0.Homeodomain.0045	HOXA6	B1H	N
GM.5.0.Homeodomain.0045	HOXD3	B1H	N
GM.5.0.Homeodomain.0045	AC012531.1	B1H	N
GM.5.0.Homeodomain.0045	HOXB4	B1H	N
GM.5.0.Homeodomain.0045	HOXC5	B1H	N
GM.5.0.Homeodomain.0045	Hoxd4	B1H	N
GM.5.0.Homeodomain.0045	Prrxl1	B1H	N
GM.5.0.Homeodomain.0045	NP_032283.3	B1H	N
GM.5.0.Homeodomain.0045	MSX1	SELEX	N
GM.5.0.Homeodomain.0045	MSX1	HT-SELEX	N
GM.5.0.Homeodomain.0045	MSX1	HT-SELEX	N
GM.5.0.CENPB.0001	NR2C2	ChIP-seq	N
GM.5.0.CENPB.0001	ZBTB33	ChIP-seq	N
GM.5.0.Homeodomain.0045	Arid3a	PBM	N
GM.5.0.Homeodomain.0045	Lmx1a	PBM	N
GM.5.0.Homeodomain.0045	Lmx1b	PBM	N
GM.5.0.C2H2_ZF.0162	YY1	JASPAR	N
GM.5.0.C2H2_ZF.0162	Yy1	JASPAR	N
GM.5.0.C2H2_ZF.0162	Mbtps2	JASPAR	N
GM.5.0.C2H2_ZF.0162	YY1	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	Yy1	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	Mbtps2	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	Yy1	B1H	N
GM.5.0.C2H2_ZF.0162	Mbtps2	B1H	N
GM.5.0.C2H2_ZF.0162	NR3C1	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	TAF1	Unknown	N
GM.5.0.C2H2_ZF.0162	Yy1	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	USF1	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	USF2	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	YY1	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	ZFP42	ChIP-seq	N
GM.5.0.C2H2_ZF.0162	Zfp42	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	Ar	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	Nr3c1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	NR3C1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	Nr3c2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	Pgr	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	NR3C1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	PGR	ChIP-seq	N
GM.5.0.Nuclear_receptor.0121	Pgr	ChIP-seq	N
GM.5.0.Unknown.0122	Hoxa2	ChIP-seq	N
GM.5.0.Unknown.0122	PDX1	ChIP-seq	N
GM.5.0.Unknown.0122	Pdx1	ChIP-seq	N
GM.5.0.Unknown.0122	Hoxb4	ChIP-seq	N
GM.5.0.GATA.0004	GATA3	HT-SELEX	N
GM.5.0.GATA.0004	GATA4	HT-SELEX	N
GM.5.0.GATA.0004	GATA5	HT-SELEX	N
GM.5.0.GATA.0004	GATA1	TRANSFAC	Y
GM.5.0.GATA.0004	GATA6	TRANSFAC	Y
GM.5.0.GATA.0004	LMO2	TRANSFAC	Y
GM.5.0.GATA.0004	Gata6	PBM	Y
GM.5.0.GATA.0004	Gata2	PBM	N
GM.5.0.GATA.0004	Gata4	PBM	Y
GM.5.0.GATA.0004	GATA1	Transfac	Y
GM.5.0.GATA.0004	Gata2	Transfac	N
GM.5.0.GATA.0004	GATA6	Transfac	Y
GM.5.0.GATA.0004	LMO2	Transfac	Y
GM.5.0.GATA.0004	GATA3	SELEX	Y
GM.5.0.GATA.0004	Gata2	SELEX	N
GM.5.0.GATA.0004	GATA4	SELEX	Y
GM.5.0.GATA.0004	GATA5	SELEX	Y
GM.5.0.GATA.0004	GATA5	HT-SELEX	Y
GM.5.0.Sox.0027	SOX14	SELEX	N
GM.5.0.Sox.0027	SOX1	SELEX	N
GM.5.0.Sox.0027	SOX15	SELEX	N
GM.5.0.Sox.0027	SOX18	SELEX	N
GM.5.0.Sox.0027	SOX2	SELEX	N
GM.5.0.Sox.0027	SOX21	SELEX	N
GM.5.0.Sox.0027	SOX7	SELEX	N
GM.5.0.Sox.0027	SRY	SELEX	N
GM.5.0.Sox.0027	ENSMUSG00000079994	SELEX	N
GM.5.0.Sox.0027	Sox17	SELEX	N
GM.5.0.Sox.0027	Sox3	SELEX	N
GM.5.0.Sox.0027	SOX21	HT-SELEX	N
GM.5.0.Sox.0027	Sox1	HT-SELEX	N
GM.5.0.Sox.0027	SOX14	HT-SELEX	N
GM.5.0.Sox.0027	SOX15	HT-SELEX	N
GM.5.0.Sox.0027	Sox17	HT-SELEX	N
GM.5.0.Sox.0027	SOX18	HT-SELEX	N
GM.5.0.Sox.0027	Sox1	HT-SELEX	N
GM.5.0.Sox.0027	SOX21	HT-SELEX	N
GM.5.0.Sox.0027	SOX2	HT-SELEX	N
GM.5.0.Sox.0027	Sox3	HT-SELEX	N
GM.5.0.Sox.0027	SOX7	HT-SELEX	N
GM.5.0.Sox.0027	SRY	HT-SELEX	N
GM.5.0.C2H2_ZF.0106	OSR1	PBM	N
GM.5.0.C2H2_ZF.0106	OSR2	PBM	N
GM.5.0.C2H2_ZF.0106	Osr1	PBM	N
GM.5.0.C2H2_ZF.0106	Osr2	PBM	N
GM.5.0.bZIP.0041	ATF3	ChIP-seq	N
GM.5.0.bZIP.0041	SREBF2	SELEX	N
GM.5.0.bZIP.0041	Srebf1	SELEX	N
GM.5.0.bZIP.0041	SREBF2	HT-SELEX	N
GM.5.0.bZIP.0041	Srebf1	HT-SELEX	N
GM.5.0.bZIP.0041	SIN3A	ChIP-seq	N
GM.5.0.bZIP.0041	SREBF2	HT-SELEX	N
GM.5.0.bZIP.0041	Srebf1	HT-SELEX	N
GM.5.0.bZIP.0041	YY1	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	Oct4	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	TBP	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	TBPL2	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	Tbpl2	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	POU2F1	SELEX	N
GM.5.0.Homeodomain_POU.0023	POU2F2	SELEX	N
GM.5.0.Homeodomain_POU.0023	POU2F3	SELEX	N
GM.5.0.Homeodomain_POU.0023	POU3F4	SELEX	N
GM.5.0.Homeodomain_POU.0023	AL773544.1	SELEX	N
GM.5.0.Homeodomain_POU.0023	CR388229.2	SELEX	N
GM.5.0.Homeodomain_POU.0023	AL662833.4	SELEX	N
GM.5.0.Homeodomain_POU.0023	CR759815.4	SELEX	N
GM.5.0.Homeodomain_POU.0023	BX088580.2	SELEX	N
GM.5.0.Homeodomain_POU.0023	POU5F1B	SELEX	N
GM.5.0.Homeodomain_POU.0023	Pou2f2	SELEX	N
GM.5.0.Homeodomain_POU.0023	POU2F1	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	Pou2f3	PBM	N
GM.5.0.Homeodomain_POU.0023	POU2F1	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	POU3F4	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	POU5F1B	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	POU5F1	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	Pou2f2	PBM	N
GM.5.0.Homeodomain_POU.0023	POU2F2	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	Pou2f2	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	POU2F1	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	Pou2f3	PBM	N
GM.5.0.Homeodomain_POU.0023	POU2F3	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	POU3F4	HT-SELEX	N
GM.5.0.Homeodomain_POU.0023	POU5F1P1	HT-SELEX	N
GM.5.0.THAP_finger.0005	REST	ChIP-seq	N
GM.5.0.THAP_finger.0005	SIN3A	ChIP-seq	N
GM.5.0.Mixed.0010	EGR1	ChIP-seq	N
GM.5.0.Mixed.0010	SETDB1	ChIP-seq	N
GM.5.0.Mixed.0010	ETS1	ChIP-seq	N
GM.5.0.Mixed.0010	ENSG00000235187	ChIP-seq	N
GM.5.0.Mixed.0010	Etv2	ChIP-seq	N
GM.5.0.Mixed.0010	Ets2	ChIP-seq	N
GM.5.0.Mixed.0010	Erf	ChIP-seq	N
GM.5.0.Mixed.0010	ENSMUSG00000044690	ChIP-seq	N
GM.5.0.Mixed.0010	Fev	ChIP-seq	N
GM.5.0.Mixed.0010	ZNF76	ChIP-seq	N
GM.5.0.Mixed.0010	ZNF143	ChIP-seq	N
GM.5.0.Mixed.0010	Zfp523	ChIP-seq	N
GM.5.0.Mixed.0010	Zfp143	ChIP-seq	N
GM.5.0.Mixed.0010	SMARCC2	ChIP-seq	N
GM.5.0.Mixed.0010	Smarcc2	ChIP-seq	N
GM.5.0.Mixed.0010	Smarcc1	ChIP-seq	N
GM.5.0.Mixed.0010	NRF1	ChIP-seq	N
GM.5.0.Mixed.0010	Znf143	ChIP-seq	N
GM.5.0.Mixed.0010	ZNF143	ChIP-seq	N
GM.5.0.Unknown.0040	ZNF711	ChIP-seq	N
GM.5.0.Unknown.0040	Zfx	ChIP-seq	N
GM.5.0.Unknown.0040	Zfp711	PBM	N
GM.5.0.Unknown.0040	ZFY	PBM	N
GM.5.0.Unknown.0040	Zfa	PBM	N
GM.5.0.Unknown.0040	Zfy1	PBM	N
GM.5.0.Unknown.0040	Zfx	PBM	N
GM.5.0.bHLH.0055	RAD21	ChIP-seq	N
GM.5.0.bHLH.0055	SMC3	ChIP-seq	N
GM.5.0.Rel.0016	RELA	ChIP-seq	N
GM.5.0.Rel.0016	Nfkb1	ChIP-seq	N
GM.5.0.Rel.0016	REL	ChIP-seq	N
GM.5.0.Rel.0016	Rel	ChIP-seq	N
GM.5.0.Rel.0016	BCL3	ChIP-seq	N
GM.5.0.Rel.0016	NFKB1	ChIP-seq	N
GM.5.0.Homeodomain.0045	Isl1	ChIP-seq	N
GM.5.0.Homeodomain.0045	HOXB5	HT-SELEX	N
GM.5.0.Homeodomain.0045	ISL1	ChIP-seq	N
GM.5.0.Homeodomain.0045	Lhx3	ChIP-seq	N
GM.5.0.Homeodomain.0045	Isl1	JASPAR	N
GM.5.0.Homeodomain.0045	Isl1	B1H	N
GM.5.0.Homeodomain.0045	HOXA6	SELEX	N
GM.5.0.Homeodomain.0045	HOXB5	SELEX	N
GM.5.0.Homeodomain.0045	HOXD3	SELEX	N
GM.5.0.Homeodomain.0045	AC012531.1	SELEX	N
GM.5.0.Homeodomain.0045	HOXB4	SELEX	N
GM.5.0.Homeodomain.0045	HOXC5	SELEX	N
GM.5.0.Homeodomain.0045	Hoxd4	SELEX	N
GM.5.0.Homeodomain.0045	Hoxb2	SELEX	N
GM.5.0.Homeodomain.0045	LMX1B	HT-SELEX	N
GM.5.0.Homeodomain.0045	HOXD1	PBM	N
GM.5.0.Homeodomain.0045	Hoxb1	PBM	N
GM.5.0.Homeodomain.0045	Hoxa1	PBM	N
GM.5.0.Homeodomain.0045	Hoxb2	PBM	N
GM.5.0.Homeodomain.0045	HLX	B1H	N
GM.5.0.Homeodomain.0045	LMX1B	SELEX	N
GM.5.0.Homeodomain.0045	GSX1	HT-SELEX	N
GM.5.0.Homeodomain.0045	EMX1	PBM	N
GM.5.0.Homeodomain.0045	Emx1	PBM	N
GM.5.0.Homeodomain.0045	HOXA6	PBM	N
GM.5.0.Homeodomain.0045	HOXD3	PBM	N
GM.5.0.Homeodomain.0045	AC012531.1	PBM	N
GM.5.0.Homeodomain.0045	HOXB4	PBM	N
GM.5.0.Homeodomain.0045	HOXC5	PBM	N
GM.5.0.Homeodomain.0045	Hoxa4	PBM	N
GM.5.0.Homeodomain.0045	Hoxd4	PBM	N
GM.5.0.Homeodomain.0045	Gsx1	PBM	N
GM.5.0.Homeodomain.0045	Hoxb2	PBM	N
GM.5.0.Homeodomain.0045	Vax1	PBM	N
GM.5.0.Homeodomain.0045	Pdx1	PBM	N
GM.5.0.Homeodomain.0045	Vax2	PBM	N
GM.5.0.Homeodomain.0045	Hoxa5	PBM	N
GM.5.0.Homeodomain.0045	Hoxb4	PBM	N
GM.5.0.Homeodomain.0045	Hoxb5	PBM	N
GM.5.0.Homeodomain.0045	Hoxb3	PBM	N
GM.5.0.Homeodomain.0045	Hoxc4	PBM	N
GM.5.0.Homeodomain.0045	Hoxd3	PBM	N
GM.5.0.Homeodomain.0045	Hoxa3	PBM	N
GM.5.0.Homeodomain.0045	Emx1	JASPAR	N
GM.5.0.Homeodomain.0045	Emx1	B1H	N
