Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr13	19040809	19041210	13:19040809-19041210	.	.	19040809	19041210	0	1	401	19040808	cluster_3	Intron (ENSMUST00000003345/ENSMUSG00000021314, intron 1 of 20)	13	18948371	19150913	202543	1	ENSMUST00000003345	92439	ENSMUSG00000021314	ENSMUSG00000021314
chr13	20512500	20512901	13:20512500-20512901	.	.	20512500	20512901	0	1	401	20512498	cluster_3	Intron (ENSMUST00000072519/ENSMUSG00000041112, intron 16 of 21)	13	20794119	21024252	230134	1	ENSMUST00000021757	-281218	ENSMUSG00000021322	ENSMUSG00000021322
chr13	41468253	41468654	13:41468253-41468654	.	.	41468253	41468654	0	1	401	41468249	cluster_3	Intron (ENSMUST00000021794/ENSMUSG00000021365, intron 1 of 7)	13	41309916	41487320	177405	2	ENSMUST00000021794	18666	ENSMUSG00000021365	ENSMUSG00000021365
chr13	42412886	42413287	13:42412886-42413287	.	.	42412886	42413287	0	1	401	42412882	cluster_3	Distal Intergenic	13	42301270	42307989	6720	1	ENSMUST00000021796	111617	ENSMUSG00000021367	ENSMUSG00000021367
chr13	34646236	34646637	13:34646236-34646637	.	.	34646236	34646637	0	1	401	34646233	cluster_3	Promoter (1-2kb)	13	34628868	34648568	19701	2	ENSMUST00000152392	1931	ENSMUSG00000021411	ENSMUSG00000021411
chr13	34913459	34913860	13:34913459-34913860	.	.	34913459	34913860	0	1	401	34913456	cluster_3	Exon (ENSMUST00000021851/ENSMUSG00000021414, exon 2 of 8)	13	34909964	34919992	10029	2	ENSMUST00000021851	6132	ENSMUSG00000021414	ENSMUSG00000021414
chr13	51752662	51753063	13:51752662-51753063	.	.	51752662	51753063	0	1	401	51752657	cluster_3	Promoter (<=1kb)	13	51725224	51752165	26942	2	ENSMUST00000150662	-498	ENSMUSG00000021451	ENSMUSG00000021451
chr13	52113619	52114020	13:52113619-52114020	.	.	52113619	52114020	0	1	401	52113614	cluster_3	Distal Intergenic	13	51846744	51848224	1481	1	ENSMUST00000132480	266876	ENSMUSG00000021453	ENSMUSG00000021453
chr13	51823239	51823640	13:51823239-51823640	.	.	51823239	51823640	0	1	401	51823234	cluster_3	Distal Intergenic	13	51846678	51848468	1791	1	ENSMUST00000021903	-23038	ENSMUSG00000021453	ENSMUSG00000021453
chr13	53443679	53444080	13:53443679-53444080	.	.	53443679	53444080	0	1	401	53443674	cluster_3	Distal Intergenic	13	53466881	53473074	6194	2	ENSMUST00000021922	28994	ENSMUSG00000021469	ENSMUSG00000021469
chr13	53978554	53978955	13:53978554-53978955	.	.	53978554	53978955	0	1	401	53978549	cluster_3	Distal Intergenic	13	54051186	54055658	4473	2	ENSMUST00000021932	76703	ENSMUSG00000021478	ENSMUSG00000021478
chr13	69183156	69183557	13:69183156-69183557	.	.	69183156	69183557	0	1	401	69183150	cluster_3	Distal Intergenic	13	68620043	68999541	379499	2	ENSMUST00000022013	-183616	ENSMUSG00000021536	ENSMUSG00000021536
chr13	56853448	56853849	13:56853448-56853849	.	.	56853448	56853849	0	1	401	56853443	cluster_3	Intron (ENSMUST00000022023/ENSMUSG00000021541, intron 3 of 11)	13	56773764	56895494	121731	2	ENSMUST00000173067	41645	ENSMUSG00000021541	ENSMUSG00000021541
chr13	58679696	58680097	13:58679696-58680097	.	.	58679696	58680097	0	1	401	58679691	cluster_3	Distal Intergenic	13	58581690	58610877	29188	2	ENSMUST00000148396	-68820	ENSMUSG00000021553	ENSMUSG00000021553
chr13	76358841	76359242	13:76358841-76359242	.	.	76358841	76359242	0	1	401	76358834	cluster_3	Distal Intergenic	13	76384535	77031810	647276	1	ENSMUST00000125209	-25293	ENSMUSG00000021596	ENSMUSG00000021596
chr13	70934252	70934653	13:70934252-70934653	.	.	70934252	70934653	0	1	401	70934245	cluster_3	Distal Intergenic	13	70882948	70884503	1556	1	ENSMUST00000022091	51305	ENSMUSG00000021600	ENSMUSG00000021600
chr13	70883894	70884295	13:70883894-70884295	.	.	70883894	70884295	0	1	401	70883887	cluster_3	Promoter (<=1kb)	13	70882948	70884503	1556	1	ENSMUST00000022091	947	ENSMUSG00000021600	ENSMUSG00000021600
chr13	102590099	102590500	13:102590099-102590500	.	.	102590099	102590500	0	1	401	102590098	cluster_3	Distal Intergenic	13	102693558	102706955	13398	1	ENSMUST00000022124	-103058	ENSMUSG00000021624	ENSMUSG00000021624
chr13	98210141	98210542	13:98210141-98210542	.	.	98210141	98210542	0	1	401	98210132	cluster_3	Distal Intergenic	13	97898595	98206165	307571	2	ENSMUST00000109426	-3977	ENSMUSG00000021662	ENSMUSG00000021662
chr13	93460515	93460916	13:93460515-93460916	.	.	93460515	93460916	0	1	401	93460506	cluster_3	Intron (ENSMUST00000065537/ENSMUSG00000021690, intron 3 of 10)	13	93430097	93499808	69712	2	ENSMUST00000065537	38892	ENSMUSG00000021690	ENSMUSG00000021690
chr13	108349736	108350137	13:108349736-108350137	.	.	108349736	108350137	0	1	401	108349735	cluster_3	Intron (ENSMUST00000051594/ENSMUSG00000021697, intron 2 of 10)	13	108357426	108373956	16531	1	ENSMUST00000172402	-7289	ENSMUSG00000021697	ENSMUSG00000021697
chr13	109487408	109487809	13:109487408-109487809	.	.	109487408	109487809	0	1	401	109487407	cluster_3	Intron (ENSMUST00000122041/ENSMUSG00000021699, intron 3 of 16)	13	109442183	109951364	509182	1	ENSMUST00000119507	45226	ENSMUSG00000021699	ENSMUSG00000021699
chr13	110175456	110175857	13:110175456-110175857	.	.	110175456	110175857	0	1	401	110175455	cluster_3	Intron (ENSMUST00000167824/ENSMUSG00000021700, intron 3 of 4)	13	110054187	110280206	226020	2	ENSMUST00000167824	104349	ENSMUSG00000021700	ENSMUSG00000021700
chr13	92773949	92774350	13:92773949-92774350	.	.	92773949	92774350	0	1	401	92773940	cluster_3	Promoter (<=1kb)	13	92773161	92774974	1814	2	ENSMUST00000168299	624	ENSMUSG00000021702	ENSMUSG00000021702
chr13	92915321	92915722	13:92915321-92915722	.	.	92915321	92915722	0	1	401	92915312	cluster_3	Distal Intergenic	13	92844787	92858230	13444	1	ENSMUST00000076169	70535	ENSMUSG00000021704	ENSMUSG00000021704
chr13	105043857	105044258	13:105043857-105044258	.	.	105043857	105044258	0	1	401	105043856	cluster_3	Intron (ENSMUST00000063551/ENSMUSG00000021719, intron 2 of 5)	13	104947153	105054930	107778	2	ENSMUST00000063551	10672	ENSMUSG00000021719	ENSMUSG00000021719
chr13	105652036	105652437	13:105652036-105652437	.	.	105652036	105652437	0	1	401	105652035	cluster_3	Distal Intergenic	13	105443693	105448133	4441	1	ENSMUST00000022235	208344	ENSMUSG00000021721	ENSMUSG00000021721
chr14	14593848	14594249	14:14593848-14594249	.	.	14593848	14594249	0	1	401	14593847	cluster_3	Distal Intergenic	14	14703025	14799943	96919	1	ENSMUST00000057015	-108776	ENSMUSG00000021733	ENSMUSG00000021733
chr14	11643880	11644281	14:11643880-11644281	.	.	11643880	11644281	0	1	401	11643879	cluster_3	Intron (ENSMUST00000022264/ENSMUSG00000021745, intron 1 of 29)	14	11553581	11964131	410551	1	ENSMUST00000148113	90300	ENSMUSG00000021745	ENSMUSG00000021745
chr14	11641026	11641427	14:11641026-11641427	.	.	11641026	11641427	0	1	401	11641025	cluster_3	Intron (ENSMUST00000022264/ENSMUSG00000021745, intron 1 of 29)	14	11553581	11964131	410551	1	ENSMUST00000148113	87446	ENSMUSG00000021745	ENSMUSG00000021745
chr14	8525598	8525999	14:8525598-8525999	.	.	8525598	8525999	0	1	401	8525590	cluster_3	Intron (ENSMUST00000102996/ENSMUSG00000021747, intron 7 of 15)	14	8431192	8666240	235049	2	ENSMUST00000102996	140241	ENSMUSG00000021747	ENSMUSG00000021747
chr14	8315677	8316078	14:8315677-8316078	.	.	8315677	8316078	0	1	401	8315669	cluster_3	Promoter (1-2kb)	14	8297556	8318023	20468	2	ENSMUST00000120411	1945	ENSMUSG00000021750	ENSMUSG00000021750
chr13	112428513	112428914	13:112428513-112428914	.	.	112428513	112428914	0	1	401	112428512	cluster_3	Distal Intergenic	13	112475008	112506860	31853	1	ENSMUST00000070731	-46094	ENSMUSG00000021756	ENSMUSG00000021756
chr13	113372821	113373222	13:113372821-113373222	.	.	113372821	113373222	0	1	401	113372820	cluster_3	Intron (ENSMUST00000135096/ENSMUSG00000021763, intron 2 of 2)	13	113351603	113379711	28109	1	ENSMUST00000135096	21219	ENSMUSG00000021763	ENSMUSG00000021763
chr13	114324329	114324730	13:114324329-114324730	.	.	114324329	114324730	0	1	401	114324328	cluster_3	Intron (ENSMUST00000022286/ENSMUSG00000021764, intron 2 of 4)	13	114287795	114388094	100300	2	ENSMUST00000022286	63364	ENSMUSG00000021764	ENSMUSG00000021764
chr13	114466926	114467327	13:114466926-114467327	.	.	114466926	114467327	0	1	401	114466925	cluster_3	Distal Intergenic	13	114452262	114458730	6469	2	ENSMUST00000022287	-8197	ENSMUSG00000021765	ENSMUSG00000021765
chr14	17126282	17126683	14:17126282-17126683	.	.	17126282	17126683	0	1	401	17126281	cluster_3	Distal Intergenic	14	17660960	18036559	375600	1	ENSMUST00000022303	-534277	ENSMUSG00000021779	ENSMUSG00000021779
chr14	49523000	49523401	14:49523000-49523401	.	.	49523000	49523401	0	1	401	49522996	cluster_3	Promoter (2-3kb)	14	49317055	49525853	208799	2	ENSMUST00000146164	2452	ENSMUSG00000021852	ENSMUSG00000021852
chr14	33391698	33392099	14:33391698-33392099	.	.	33391698	33392099	0	1	401	33391695	cluster_3	Promoter (1-2kb)	14	33382305	33390308	8004	2	ENSMUST00000150659	-1391	ENSMUSG00000021936	ENSMUSG00000021936
chr14	33823844	33824245	14:33823844-33824245	.	.	33823844	33824245	0	1	401	33823841	cluster_3	Distal Intergenic	14	33923587	33935280	11694	1	ENSMUST00000168727	-99342	ENSMUSG00000021943	ENSMUSG00000021943
chr14	63306661	63307062	14:63306661-63307062	.	.	63306661	63307062	0	1	401	63306655	cluster_3	Distal Intergenic	14	63241102	63271692	30591	2	ENSMUST00000132122	-34970	ENSMUSG00000021944	ENSMUSG00000021944
chr14	60405788	60406189	14:60405788-60406189	.	.	60405788	60406189	0	1	401	60405782	cluster_3	Distal Intergenic	14	60378286	60381003	2718	1	ENSMUST00000022561	27503	ENSMUSG00000021986	ENSMUSG00000021986
chr14	29575452	29575853	14:29575452-29575853	.	.	29575452	29575853	0	1	401	29575450	cluster_3	Intron (ENSMUST00000022567/ENSMUSG00000021991, intron 2 of 37)	14	28904947	29721864	816918	2	ENSMUST00000022567	146011	ENSMUSG00000021991	ENSMUSG00000021991
chr14	28063899	28064300	14:28063899-28064300	.	.	28063899	28064300	0	1	401	28063897	cluster_3	Intron (ENSMUST00000090302/ENSMUSG00000040640, intron 11 of 15)	14	28504750	28527447	22698	1	ENSMUST00000063465	-440450	ENSMUSG00000021994	ENSMUSG00000021994
chr14	75340633	75341034	14:75340633-75341034	.	.	75340633	75341034	0	1	401	75340626	cluster_3	Intron (ENSMUST00000022577/ENSMUSG00000022000, intron 18 of 18)	14	75284373	75344426	60054	1	ENSMUST00000022577	56261	ENSMUSG00000022000	ENSMUSG00000022000
chr14	75635360	75635761	14:75635360-75635761	.	.	75635360	75635761	0	1	401	75635353	cluster_3	Distal Intergenic	14	75642259	75667137	24879	1	ENSMUST00000022579	-6498	ENSMUSG00000022002	ENSMUSG00000022002
chr14	77876227	77876628	14:77876227-77876628	.	.	77876227	77876628	0	1	401	77876220	cluster_3	Promoter (1-2kb)	14	77826217	77874917	48701	2	ENSMUST00000022590	-1311	ENSMUSG00000022013	ENSMUSG00000022013
chr14	78541317	78541718	14:78541317-78541718	.	.	78541317	78541718	0	1	401	78541310	cluster_3	Distal Intergenic	14	78492246	78536860	44615	2	ENSMUST00000022593	-4458	ENSMUSG00000022016	ENSMUSG00000022016
chr14	69912438	69912839	14:69912438-69912839	.	.	69912438	69912839	0	1	401	69912432	cluster_3	Intron (ENSMUST00000022678/ENSMUSG00000022085, intron 3 of 6)	14	69840420	70059886	219467	1	ENSMUST00000022678	72019	ENSMUSG00000022085	ENSMUSG00000022085
chr14	70961847	70962248	14:70961847-70962248	.	.	70961847	70962248	0	1	401	70961840	cluster_3	Intron (ENSMUST00000022699/ENSMUSG00000022103, intron 4 of 8)	14	70890130	70979838	89709	1	ENSMUST00000022699	71718	ENSMUSG00000022103	ENSMUSG00000022103
chr14	73620815	73621216	14:73620815-73621216	.	.	73620815	73621216	0	1	401	73620808	cluster_3	Distal Intergenic	14	73595406	73596142	737	1	ENSMUST00000159165	25410	ENSMUSG00000022110	ENSMUSG00000022110
chr14	120366677	120367078	14:120366677-120367078	.	.	120366677	120367078	0	1	401	120366676	cluster_3	Intron (ENSMUST00000088419/ENSMUSG00000022139, intron 2 of 8)	14	120275669	120431697	156029	1	ENSMUST00000167459	91009	ENSMUSG00000022139	ENSMUSG00000022139
chr15	6815761	6816162	15:6815761-6816162	.	.	6815761	6816162	0	1	401	6815755	cluster_3	Exon (ENSMUST00000022746/ENSMUSG00000022146, exon 1 of 18)	15	6820637	6824595	3959	2	ENSMUST00000176554	8433	ENSMUSG00000022146	ENSMUSG00000022146
chr14	56081957	56082358	14:56081957-56082358	.	.	56081957	56082358	0	1	401	56081952	cluster_3	Promoter (2-3kb)	14	56082166	56085216	3051	2	ENSMUST00000015594	2858	ENSMUSG00000022157	ENSMUSG00000022157
chr14	54675224	54675625	14:54675224-54675625	.	.	54675224	54675625	0	1	401	54675219	cluster_3	Intron (ENSMUST00000022793/ENSMUSG00000022185, intron 4 of 18)	14	54665126	54686060	20935	2	ENSMUST00000125265	10435	ENSMUSG00000022185	ENSMUSG00000022185
chr15	12414475	12414876	15:12414475-12414876	.	.	12414475	12414876	0	1	401	12414474	cluster_3	Intron (ENSMUST00000075317/ENSMUSG00000022197, intron 6 of 23)	15	12321496	12351265	29770	1	ENSMUST00000059680	92980	ENSMUSG00000022200	ENSMUSG00000022200
chr15	28067649	28068050	15:28067649-28068050	.	.	28067649	28068050	0	1	401	28067647	cluster_3	Distal Intergenic	15	27730652	28025848	295197	2	ENSMUST00000090247	-41802	ENSMUSG00000022263	ENSMUSG00000022263
chr15	27898121	27898522	15:27898121-27898522	.	.	27898121	27898522	0	1	401	27898119	cluster_3	Intron (ENSMUST00000090247/ENSMUSG00000022263, intron 6 of 56)	15	27730652	28025848	295197	2	ENSMUST00000090247	127326	ENSMUSG00000022263	ENSMUSG00000022263
chr15	25760244	25760645	15:25760244-25760645	.	.	25760244	25760645	0	1	401	25760242	cluster_3	Promoter (1-2kb)	15	25758785	25780409	21625	1	ENSMUST00000124966	1460	ENSMUSG00000022272	ENSMUSG00000022272
chr15	37290866	37291267	15:37290866-37291267	.	.	37290866	37291267	0	1	401	37290863	cluster_3	Intron (ENSMUST00000161405/ENSMUSG00000022286, intron 6 of 9)	15	37318403	37363562	45160	1	ENSMUST00000161933	-27136	ENSMUSG00000022286	ENSMUSG00000022286
chr15	38714129	38714530	15:38714129-38714530	.	.	38714129	38714530	0	1	401	38714126	cluster_3	Distal Intergenic	15	38661904	38692443	30540	1	ENSMUST00000022904	52226	ENSMUSG00000022295	ENSMUSG00000022295
chr15	38919730	38920131	15:38919730-38920131	.	.	38919730	38920131	0	1	401	38919727	cluster_3	Distal Intergenic	15	38933142	38949405	16264	1	ENSMUST00000163313	-13011	ENSMUSG00000022296	ENSMUSG00000022296
chr15	39974196	39974597	15:39974196-39974597	.	.	39974196	39974597	0	1	401	39974193	cluster_3	Distal Intergenic	15	39870603	39943994	73392	2	ENSMUST00000110305	-30203	ENSMUSG00000022305	ENSMUSG00000022305
chr15	40872306	40872707	15:40872306-40872707	.	.	40872306	40872707	0	1	401	40872302	cluster_3	Intron (ENSMUST00000053467/ENSMUSG00000022306, intron 4 of 7)	15	40655042	41104592	449551	1	ENSMUST00000053467	217265	ENSMUSG00000022306	ENSMUSG00000022306
chr15	41332526	41332927	15:41332526-41332927	.	.	41332526	41332927	0	1	401	41332522	cluster_3	Distal Intergenic	15	41447482	41861045	413564	1	ENSMUST00000090096	-114555	ENSMUSG00000022307	ENSMUSG00000022307
chr15	41359295	41359696	15:41359295-41359696	.	.	41359295	41359696	0	1	401	41359291	cluster_3	Distal Intergenic	15	41447482	41861045	413564	1	ENSMUST00000090096	-87786	ENSMUSG00000022307	ENSMUSG00000022307
chr15	41405136	41405537	15:41405136-41405537	.	.	41405136	41405537	0	1	401	41405132	cluster_3	Distal Intergenic	15	41447482	41861045	413564	1	ENSMUST00000090096	-41945	ENSMUSG00000022307	ENSMUSG00000022307
chr8	4791992	4792393	8:4791992-4792393	.	.	4791992	4792393	0	1	401	4791988	cluster_3	Distal Intergenic	8	4735980	4779534	43555	2	ENSMUST00000022945	-12459	ENSMUSG00000022322	ENSMUSG00000022322
chr15	35333054	35333455	15:35333054-35333455	.	.	35333054	35333455	0	1	401	35333051	cluster_3	Distal Intergenic	15	35296098	35303304	7207	1	ENSMUST00000022952	36957	ENSMUSG00000022330	ENSMUSG00000022330
chr15	61960585	61960986	15:61960585-61960986	.	.	61960585	61960986	0	1	401	61960579	cluster_3	Distal Intergenic	15	61985391	61990350	4960	1	ENSMUST00000022971	-24405	ENSMUSG00000022346	ENSMUSG00000022346
chr15	60929957	60930358	15:60929957-60930358	.	.	60929957	60930358	0	1	401	60929951	cluster_3	Distal Intergenic	15	60917589	60921270	3682	2	ENSMUST00000096418	-8688	ENSMUSG00000022347	ENSMUSG00000022347
chr15	55734782	55735183	15:55734782-55735183	.	.	55734782	55735183	0	1	401	55734777	cluster_3	Intron (ENSMUST00000039769/ENSMUSG00000060429, intron 3 of 6)	15	55621452	55626421	4970	1	ENSMUST00000166449	113331	ENSMUSG00000022369	ENSMUSG00000022369
chr15	64192874	64193275	15:64192874-64193275	.	.	64192874	64193275	0	1	401	64192868	cluster_3	Intron (ENSMUST00000177371/ENSMUSG00000022377, intron 2 of 27)	15	64158939	64208491	49553	2	ENSMUST00000176358	15216	ENSMUSG00000022377	ENSMUSG00000022377
chr15	64269236	64269637	15:64269236-64269637	.	.	64269236	64269637	0	1	401	64269230	cluster_3	Intron (ENSMUST00000177371/ENSMUSG00000022377, intron 1 of 27)	15	64191537	64311689	120153	2	ENSMUST00000176516	42052	ENSMUSG00000022377	ENSMUSG00000022377
chr15	85641146	85641547	15:85641146-85641547	.	.	85641146	85641547	0	1	401	85641138	cluster_3	Distal Intergenic	15	85535439	85581821	46383	2	ENSMUST00000023015	-59326	ENSMUSG00000022382	ENSMUSG00000022382
chr15	85776752	85777153	15:85776752-85777153	.	.	85776752	85777153	0	1	401	85776744	cluster_3	Intron (ENSMUST00000134880/ENSMUSG00000022383, intron 2 of 2)	15	85772214	85777767	5554	1	ENSMUST00000136453	4539	ENSMUSG00000022383	ENSMUSG00000022383
chr15	55188065	55188466	15:55188065-55188466	.	.	55188065	55188466	0	1	401	55188060	cluster_3	Intron (ENSMUST00000096433/ENSMUSG00000022419, intron 4 of 8)	15	55133436	55254202	120767	1	ENSMUST00000023056	54630	ENSMUSG00000022419	ENSMUSG00000022419
chr15	79810007	79810408	15:79810007-79810408	.	.	79810007	79810408	0	1	401	79810000	cluster_3	Intron (ENSMUST00000175858/ENSMUSG00000022421, intron 4 of 7)	15	79786353	79804766	18414	2	ENSMUST00000023057	-5242	ENSMUSG00000022421	ENSMUSG00000022421
chr15	84289316	84289717	15:84289316-84289717	.	.	84289316	84289717	0	1	401	84289308	cluster_3	Intron (ENSMUST00000023072/ENSMUSG00000022438, intron 4 of 12)	15	84271291	84273906	2616	1	ENSMUST00000131158	18026	ENSMUSG00000022438	ENSMUSG00000022438
chr15	84332598	84332999	15:84332598-84332999	.	.	84332598	84332999	0	1	401	84332590	cluster_3	Exon (ENSMUST00000023074/ENSMUSG00000022439, exon 8 of 13)	15	84326119	84342978	16860	1	ENSMUST00000163667	6480	ENSMUSG00000022439	ENSMUSG00000022439
chr15	83925410	83925811	15:83925410-83925811	.	.	83925410	83925811	0	1	401	83925402	cluster_3	Intron (ENSMUST00000156187/ENSMUSG00000022441, intron 19 of 31)	15	83866714	83919477	52764	2	ENSMUST00000144169	-5934	ENSMUSG00000022441	ENSMUSG00000022441
chr15	77788332	77788733	15:77788332-77788733	.	.	77788332	77788733	0	1	401	77788325	cluster_3	Exon (ENSMUST00000126796/ENSMUSG00000022443, exon 1 of 10)	15	77765328	77767190	1863	2	ENSMUST00000139729	-21143	ENSMUSG00000022443	ENSMUSG00000022443
chr15	94412989	94413390	15:94412989-94413390	.	.	94412989	94413390	0	1	401	94412980	cluster_3	Intron (ENSMUST00000128797/ENSMUSG00000022449, intron 2 of 3)	15	94351432	94404350	52919	2	ENSMUST00000129195	-8640	ENSMUSG00000022449	ENSMUSG00000022449
chr16	12178044	12178445	16:12178044-12178445	.	.	12178044	12178445	0	1	401	12178043	cluster_3	Intron (ENSMUST00000023138/ENSMUSG00000022494, intron 2 of 3)	16	11984581	12267803	283223	1	ENSMUST00000170672	193464	ENSMUSG00000022494	ENSMUSG00000022494
chr16	12018205	12018606	16:12018205-12018606	.	.	12018205	12018606	0	1	401	12018204	cluster_3	Intron (ENSMUST00000023138/ENSMUSG00000022494, intron 2 of 3)	16	11984581	12267803	283223	1	ENSMUST00000170672	33625	ENSMUSG00000022494	ENSMUSG00000022494
chr16	12296772	12297173	16:12296772-12297173	.	.	12296772	12297173	0	1	401	12296771	cluster_3	Distal Intergenic	16	11984581	12267803	283223	1	ENSMUST00000170672	312192	ENSMUSG00000022494	ENSMUSG00000022494
chr16	10337030	10337431	16:10337030-10337431	.	.	10337030	10337431	0	1	401	10337029	cluster_3	Distal Intergenic	16	10281749	10313968	32220	2	ENSMUST00000078357	-23063	ENSMUSG00000022505	ENSMUSG00000022505
chr16	26666397	26666798	16:26666397-26666798	.	.	26666397	26666798	0	1	401	26666395	cluster_3	Intron (ENSMUST00000096129/ENSMUSG00000022514, intron 2 of 10)	16	26624156	26715068	90913	1	ENSMUST00000174171	42242	ENSMUSG00000022514	ENSMUSG00000022514
chr16	28210200	28210601	16:28210200-28210601	.	.	28210200	28210601	0	1	401	28210198	cluster_3	Intron (ENSMUST00000100024/ENSMUSG00000022523, intron 3 of 4)	16	28160120	28445227	285108	2	ENSMUST00000100024	234626	ENSMUSG00000022523	ENSMUSG00000022523
chr15	75588523	75588924	15:75588523-75588924	.	.	75588523	75588924	0	1	401	75588516	cluster_3	Distal Intergenic	15	75596658	75598212	1555	1	ENSMUST00000023243	-7734	ENSMUSG00000022579	ENSMUSG00000022579
chr15	74667707	74668108	15:74667707-74668108	.	.	74667707	74668108	0	1	401	74667700	cluster_3	Downstream (<1kb)	15	74669083	74672552	3470	2	ENSMUST00000023268	4444	ENSMUSG00000022602	ENSMUSG00000022602
chr15	73461113	73461514	15:73461113-73461514	.	.	73461113	73461514	0	1	401	73461106	cluster_3	Distal Intergenic	15	73215557	73423191	207635	2	ENSMUST00000170939	-37923	ENSMUSG00000022607	ENSMUSG00000022607
chr15	91028417	91028818	15:91028417-91028818	.	.	91028417	91028818	0	1	401	91028408	cluster_3	Intron (ENSMUST00000067205/ENSMUSG00000022629, intron 1 of 35)	15	90933276	91049948	116673	2	ENSMUST00000067205	21130	ENSMUSG00000022629	ENSMUSG00000022629
chr16	52631350	52631751	16:52631350-52631751	.	.	52631350	52631751	0	1	401	52631345	cluster_3	Distal Intergenic	16	52248996	52454074	205079	2	ENSMUST00000023312	-177277	ENSMUSG00000022636	ENSMUSG00000022636
chr16	52029043	52029444	16:52029043-52029444	.	.	52029043	52029444	0	1	401	52029038	cluster_3	Promoter (2-3kb)	16	52031549	52208047	176499	1	ENSMUST00000114471	-2105	ENSMUSG00000022637	ENSMUSG00000022637
chr16	48562659	48563060	16:48562659-48563060	.	.	48562659	48563060	0	1	401	48562655	cluster_3	Intron (ENSMUST00000023330/ENSMUSG00000022652, intron 16 of 26)	16	48431237	48630905	199669	1	ENSMUST00000023330	131423	ENSMUSG00000022652	ENSMUSG00000022652
chr16	46592608	46593009	16:46592608-46593009	.	.	46592608	46593009	0	1	401	46592604	cluster_3	Distal Intergenic	16	46458852	46498525	39674	2	ENSMUST00000133935	-94084	ENSMUSG00000022656	ENSMUSG00000022656
chr16	46587330	46587731	16:46587330-46587731	.	.	46587330	46587731	0	1	401	46587326	cluster_3	Distal Intergenic	16	46458852	46498525	39674	2	ENSMUST00000133935	-88806	ENSMUSG00000022656	ENSMUSG00000022656
chr16	46567463	46567864	16:46567463-46567864	.	.	46567463	46567864	0	1	401	46567459	cluster_3	Distal Intergenic	16	46458852	46498525	39674	2	ENSMUST00000133935	-68939	ENSMUSG00000022656	ENSMUSG00000022656
chr16	44238803	44239204	16:44238803-44239204	.	.	44238803	44239204	0	1	401	44238799	cluster_3	Downstream (<1kb)	16	44240180	44269532	29353	2	ENSMUST00000127567	30328	ENSMUSG00000022696	ENSMUSG00000022696
chr16	44268402	44268803	16:44268402-44268803	.	.	44268402	44268803	0	1	401	44268398	cluster_3	Promoter (<=1kb)	16	44240180	44269532	29353	2	ENSMUST00000127567	729	ENSMUSG00000022696	ENSMUSG00000022696
chr16	17768801	17769202	16:17768801-17769202	.	.	17768801	17769202	0	1	401	17768800	cluster_3	Intron (ENSMUST00000129199/ENSMUSG00000022750, intron 2 of 2)	16	17764093	17771844	7752	1	ENSMUST00000129299	4709	ENSMUSG00000022750	ENSMUSG00000022750
chr16	16351409	16351810	16:16351409-16351810	.	.	16351409	16351810	0	1	401	16351408	cluster_3	Intron (ENSMUST00000023477/ENSMUSG00000022789, intron 1 of 17)	16	16312235	16359030	46796	2	ENSMUST00000023477	7220	ENSMUSG00000022789	ENSMUSG00000022789
chr16	16260825	16261226	16:16260825-16261226	.	.	16260825	16261226	0	1	401	16260824	cluster_3	Intron (ENSMUST00000039408/ENSMUSG00000041957, intron 7 of 12)	16	16302965	16308942	5978	1	ENSMUST00000159962	-41739	ENSMUSG00000022792	ENSMUSG00000022792
chr16	38729622	38730023	16:38729622-38730023	.	.	38729622	38730023	0	1	401	38729619	cluster_3	Distal Intergenic	16	38742264	38769049	26786	1	ENSMUST00000023482	-12241	ENSMUSG00000022793	ENSMUSG00000022793
chr16	34706610	34707011	16:34706610-34707011	.	.	34706610	34707011	0	1	401	34706607	cluster_3	Exon (ENSMUST00000023532/ENSMUSG00000022833, exon 8 of 13)	16	34690616	34725194	34579	1	ENSMUST00000023532	15995	ENSMUSG00000022833	ENSMUSG00000022833
chr16	79354857	79355258	16:79354857-79355258	.	.	79354857	79355258	0	1	401	79354850	cluster_3	Distal Intergenic	16	78953464	79091097	137634	2	ENSMUST00000060402	-263761	ENSMUSG00000022857	ENSMUSG00000022857
chr16	79533358	79533759	16:79533358-79533759	.	.	79533358	79533759	0	1	401	79533351	cluster_3	Distal Intergenic	16	78953464	79091097	137634	2	ENSMUST00000060402	-442262	ENSMUSG00000022857	ENSMUSG00000022857
chr16	78922688	78923089	16:78922688-78923089	.	.	78922688	78923089	0	1	401	78922681	cluster_3	Distal Intergenic	16	78930948	78947155	16208	1	ENSMUST00000114216	-7859	ENSMUSG00000022860	ENSMUSG00000022860
chr16	22661105	22661506	16:22661105-22661506	.	.	22661105	22661506	0	1	401	22661103	cluster_3	Distal Intergenic	16	22469222	22657221	188000	2	ENSMUST00000023578	-3885	ENSMUSG00000022861	ENSMUSG00000022861
