Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr17	79501177	79501578	17:79501177-79501578	.	.	79501177	79501578	0	1	401	79501170	cluster_2	Distal Intergenic	17	79614900	79682152	67253	1	ENSMUST00000040368	-113322	ENSMUSG00000036368	ENSMUSG00000036368
chr5	139675405	139675806	5:139675405-139675806	.	.	139675405	139675806	0	1	401	139675404	cluster_2	Distal Intergenic	5	139706886	139710227	3342	2	ENSMUST00000164584	34421	ENSMUSG00000036718	ENSMUSG00000036718
chr15	70713791	70714192	15:70713791-70714192	.	.	70713791	70714192	0	1	401	70713784	cluster_2	Distal Intergenic	15	71445678	71727838	282161	2	ENSMUST00000022953	1013646	ENSMUSG00000036800	ENSMUSG00000036800
chr4	135230718	135231119	4:135230718-135231119	.	.	135230718	135231119	0	1	401	135230717	cluster_2	Intron (ENSMUST00000037099/ENSMUSG00000037242, intron 2 of 5)	4	135213969	135272814	58846	2	ENSMUST00000037099	41695	ENSMUSG00000037242	ENSMUSG00000037242
chr6	72254206	72254607	6:72254206-72254607	.	.	72254206	72254607	0	1	401	72254199	cluster_2	Distal Intergenic	6	72206177	72235577	29401	2	ENSMUST00000042646	-18630	ENSMUSG00000037621	ENSMUSG00000037621
chr2	130634105	130634506	2:130634105-130634506	.	.	130634105	130634506	0	1	401	130634104	cluster_2	Exon (ENSMUST00000089561/ENSMUSG00000037703, exon 1 of 4)	2	130632839	130638095	5257	2	ENSMUST00000089561	3589	ENSMUSG00000037703	ENSMUSG00000037703
chr4	87126601	87127002	4:87126601-87127002	.	.	87126601	87127002	0	1	401	87126593	cluster_2	Intron (ENSMUST00000107157/ENSMUSG00000037996, intron 2 of 10)	4	87028283	87176285	148003	2	ENSMUST00000146815	49283	ENSMUSG00000037996	ENSMUSG00000037996
chr7	113783192	113783593	7:113783192-113783593	.	.	113783192	113783593	0	1	401	113783191	cluster_2	Intron (ENSMUST00000046687/ENSMUSG00000038156, intron 1 of 15)	7	113766174	113929876	163703	1	ENSMUST00000084696	17019	ENSMUSG00000038156	ENSMUSG00000038156
chr13	34221818	34222219	13:34221818-34222219	.	.	34221818	34222219	0	1	401	34221815	cluster_2	5' UTR	13	34182867	34193531	10665	2	ENSMUST00000128392	-28288	ENSMUSG00000038267	ENSMUSG00000038267
chr1	56865130	56865531	1:56865130-56865531	.	.	56865130	56865531	0	1	401	56865125	cluster_2	Intron (ENSMUST00000114415/ENSMUSG00000038331, intron 7 of 10)	1	56948134	56969840	21707	2	ENSMUST00000176759	104309	ENSMUSG00000038331	ENSMUSG00000038331
chr7	84128640	84129041	7:84128640-84129041	.	.	84128640	84129041	0	1	401	84128632	cluster_2	Intron (ENSMUST00000117085/ENSMUSG00000038459, intron 1 of 2)	7	84114251	84147815	33565	2	ENSMUST00000131505	18774	ENSMUSG00000038459	ENSMUSG00000038459
chr6	37021208	37021609	6:37021208-37021609	.	.	37021208	37021609	0	1	401	37021205	cluster_2	Exon (ENSMUST00000101532/ENSMUSG00000038665, exon 19 of 34)	6	36911467	37031028	119562	2	ENSMUST00000143046	9419	ENSMUSG00000038665	ENSMUSG00000038665
chr6	37120314	37120715	6:37120314-37120715	.	.	37120314	37120715	0	1	401	37120311	cluster_2	Intron (ENSMUST00000101532/ENSMUSG00000038665, intron 3 of 33)	6	37034608	37064510	29903	2	ENSMUST00000146656	-55805	ENSMUSG00000038665	ENSMUSG00000038665
chr3	152661429	152661830	3:152661429-152661830	.	.	152661429	152661830	0	1	401	152661428	cluster_2	Intron (ENSMUST00000045262/ENSMUSG00000039058, intron 1 of 13)	3	152462815	152668140	205326	2	ENSMUST00000045262	6310	ENSMUSG00000039058	ENSMUSG00000039058
chr1	186887091	186887492	1:186887091-186887492	.	.	186887091	186887492	0	1	401	186887090	cluster_2	Distal Intergenic	1	186967416	186970627	3212	1	ENSMUST00000045108	-79924	ENSMUSG00000039224	ENSMUSG00000039224
chr6	47228634	47229035	6:47228634-47229035	.	.	47228634	47229035	0	1	401	47228630	cluster_2	Intron (ENSMUST00000114641/ENSMUSG00000039419, intron 21 of 23)	6	47244402	47299570	55169	1	ENSMUST00000060839	-15367	ENSMUSG00000039419	ENSMUSG00000039419
chr9	116650860	116651261	9:116650860-116651261	.	.	116650860	116651261	0	1	401	116650859	cluster_2	Intron (ENSMUST00000111773/ENSMUSG00000039607, intron 10 of 14)	9	116577582	116822806	245225	2	ENSMUST00000173429	171545	ENSMUSG00000039607	ENSMUSG00000039607
chr8	121885529	121885930	8:121885529-121885930	.	.	121885529	121885930	0	1	401	121885528	cluster_2	Exon (ENSMUST00000045557/ENSMUSG00000040010, exon 4 of 10)	8	121881146	121907686	26541	2	ENSMUST00000045557	21756	ENSMUSG00000040010	ENSMUSG00000040010
chr4	140507329	140507730	4:140507329-140507730	.	.	140507329	140507730	0	1	401	140507328	cluster_2	Distal Intergenic	4	140544314	140568381	24068	2	ENSMUST00000140403	60651	ENSMUSG00000040964	ENSMUSG00000040964
chr3	133209909	133210310	3:133209909-133210310	.	.	133209909	133210310	0	1	401	133209908	cluster_2	Intron (ENSMUST00000147041/ENSMUSG00000040969, intron 1 of 13)	3	133112278	133234889	122612	2	ENSMUST00000147041	24579	ENSMUSG00000040969	ENSMUSG00000040969
chr19	24736679	24737080	19:24736679-24737080	.	.	24736679	24737080	0	1	401	24736677	cluster_2	Intron (ENSMUST00000047666/ENSMUSG00000041731, intron 7 of 10)	19	24684551	24763078	78528	2	ENSMUST00000133692	25998	ENSMUSG00000041731	ENSMUSG00000041731
chr1	10464730	10465131	1:10464730-10465131	.	.	10464730	10465131	0	1	401	10464729	cluster_2	Intron (ENSMUST00000153695/ENSMUSG00000042501, intron 5 of 9)	1	10472475	10477823	5349	2	ENSMUST00000147575	12692	ENSMUSG00000042501	ENSMUSG00000042501
chr1	130185845	130186246	1:130185845-130186246	.	.	130185845	130186246	0	1	401	130185844	cluster_2	Intron (ENSMUST00000073527/ENSMUSG00000042581, intron 21 of 27)	1	130163846	130165398	1553	1	ENSMUST00000143130	22000	ENSMUSG00000042581	ENSMUSG00000042581
chr5	121435514	121435915	5:121435514-121435915	.	.	121435514	121435915	0	1	401	121435513	cluster_2	3' UTR	5	121439418	121444378	4961	1	ENSMUST00000172908	-3503	ENSMUSG00000042719	ENSMUSG00000042719
chr4	35065449	35065850	4:35065449-35065850	.	.	35065449	35065850	0	1	401	35065446	cluster_2	Intron (ENSMUST00000102975/ENSMUSG00000073910, intron 2 of 3)	4	35152056	35154005	1950	1	ENSMUST00000058595	-86206	ENSMUSG00000042993	ENSMUSG00000042993
chr8	90242326	90242727	8:90242326-90242727	.	.	90242326	90242727	0	1	401	90242317	cluster_2	Distal Intergenic	8	90257946	90348126	90181	2	ENSMUST00000176034	105399	ENSMUSG00000043668	ENSMUSG00000043668
chr10	72100577	72100978	10:72100577-72100978	.	.	72100577	72100978	0	1	401	72100570	cluster_2	Distal Intergenic	10	71979890	71980694	805	2	ENSMUST00000049520	-119884	ENSMUSG00000043859	ENSMUSG00000043859
chr8	122198764	122199165	8:122198764-122199165	.	.	122198764	122199165	0	1	401	122198763	cluster_2	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	122269569	122272646	3078	1	ENSMUST00000055537	-70404	ENSMUSG00000043903	ENSMUSG00000043903
chr2	113654695	113655096	2:113654695-113655096	.	.	113654695	113655096	0	1	401	113654694	cluster_2	Intron (ENSMUST00000099576/ENSMUSG00000044042, intron 15 of 18)	2	113685090	113693151	8062	1	ENSMUST00000150510	-29994	ENSMUSG00000044042	ENSMUSG00000044042
chr11	45943290	45943691	11:45943290-45943691	.	.	45943290	45943691	0	1	401	45943286	cluster_2	Promoter (1-2kb)	11	45928269	45944935	16667	2	ENSMUST00000129820	1244	ENSMUSG00000044847	ENSMUSG00000044847
chr15	32041779	32042180	15:32041779-32042180	.	.	32041779	32042180	0	1	401	32041776	cluster_2	Distal Intergenic	15	32177289	32178296	1008	1	ENSMUST00000057633	-135109	ENSMUSG00000045267	ENSMUSG00000045267
chr5	35275231	35275632	5:35275231-35275632	.	.	35275231	35275632	0	1	401	35275228	cluster_2	Promoter (2-3kb)	5	35278566	35281761	3196	1	ENSMUST00000049545	-2934	ENSMUSG00000045318	ENSMUSG00000045318
chr1	128669342	128669743	1:128669342-128669743	.	.	128669342	128669743	0	1	401	128669341	cluster_2	Distal Intergenic	1	128589099	128592293	3195	2	ENSMUST00000142893	-77050	ENSMUSG00000045382	ENSMUSG00000045382
chr10	19413832	19414233	10:19413832-19414233	.	.	19413832	19414233	0	1	401	19413831	cluster_2	Distal Intergenic	10	19356560	19358606	2047	1	ENSMUST00000053225	57273	ENSMUSG00000045591	ENSMUSG00000045591
chr7	81596765	81597166	7:81596765-81597166	.	.	81596765	81597166	0	1	401	81596757	cluster_2	3' UTR	7	81571292	81596836	25545	1	ENSMUST00000165460	25474	ENSMUSG00000045795	ENSMUSG00000045795
chr7	125335486	125335887	7:125335486-125335887	.	.	125335486	125335887	0	1	401	125335485	cluster_2	Intron (ENSMUST00000061823/ENSMUSG00000045928, intron 1 of 2)	7	125329643	125349772	20130	2	ENSMUST00000061823	13885	ENSMUSG00000045928	ENSMUSG00000045928
chr6	8969677	8970078	6:8969677-8970078	.	.	8969677	8970078	0	1	401	8969669	cluster_2	Intron (ENSMUST00000160300/ENSMUSG00000046178, intron 2 of 2)	6	8949676	9249030	299355	1	ENSMUST00000060369	20002	ENSMUSG00000046178	ENSMUSG00000046178
chr7	126041292	126041693	7:126041292-126041693	.	.	126041292	126041693	0	1	401	126041291	cluster_2	Intron (ENSMUST00000073935/ENSMUSG00000046182, intron 1 of 6)	7	125878419	126082411	203993	2	ENSMUST00000073935	40718	ENSMUSG00000046182	ENSMUSG00000046182
chr7	121402967	121403368	7:121402967-121403368	.	.	121402967	121403368	0	1	401	121402966	cluster_2	Intron (ENSMUST00000084628/ENSMUSG00000046321, intron 1 of 1)	7	121392296	121501768	109473	1	ENSMUST00000084628	10672	ENSMUSG00000046321	ENSMUSG00000046321
chr8	114258655	114259056	8:114258655-114259056	.	.	114258655	114259056	0	1	401	114258654	cluster_2	Intron (ENSMUST00000049509/ENSMUSG00000046844, intron 3 of 8)	8	114205634	114230319	24686	1	ENSMUST00000150963	53022	ENSMUSG00000046844	ENSMUSG00000046844
chr12	39956384	39956785	12:39956384-39956785	.	.	39956384	39956785	0	1	401	39956381	cluster_2	Distal Intergenic	12	40009609	40014484	4876	2	ENSMUST00000138572	57699	ENSMUSG00000047446	ENSMUSG00000047446
chr5	34016704	34017105	5:34016704-34017105	.	.	34016704	34017105	0	1	401	34016701	cluster_2	Intron (ENSMUST00000042954/ENSMUSG00000045102, intron 20 of 24)	5	33995984	34005916	9933	1	ENSMUST00000056355	20721	ENSMUSG00000048142	ENSMUSG00000048142
chr3	19768670	19769071	3:19768670-19769071	.	.	19768670	19769071	0	1	401	19768669	cluster_2	Distal Intergenic	3	19693401	19695396	1996	2	ENSMUST00000061294	-73275	ENSMUSG00000049796	ENSMUSG00000049796
chr11	43817503	43817904	11:43817503-43817904	.	.	43817503	43817904	0	1	401	43817499	cluster_2	Intron (ENSMUST00000124306/ENSMUSG00000050541, intron 1 of 1)	11	43774606	43836332	61727	2	ENSMUST00000124306	18428	ENSMUSG00000050541	ENSMUSG00000050541
chr2	97478938	97479339	2:97478938-97479339	.	.	97478938	97479339	0	1	401	97478929	cluster_2	Intron (ENSMUST00000135431/ENSMUSG00000050587, intron 5 of 6)	2	97468089	97629063	160975	1	ENSMUST00000170144	10850	ENSMUSG00000050587	ENSMUSG00000050587
chr9	15938184	15938585	9:15938184-15938585	.	.	15938184	15938585	0	1	401	15938183	cluster_2	Exon (ENSMUST00000082170/ENSMUSG00000074505, exon 5 of 25)	9	15862614	15874556	11943	2	ENSMUST00000057920	-63629	ENSMUSG00000050901	ENSMUSG00000050901
chr15	34795191	34795592	15:34795191-34795592	.	.	34795191	34795592	0	1	401	34795188	cluster_2	Distal Intergenic	15	34837381	34842337	4957	1	ENSMUST00000072868	-41789	ENSMUSG00000050963	ENSMUSG00000050963
chr13	96172916	96173317	13:96172916-96173317	.	.	96172916	96173317	0	1	401	96172907	cluster_2	Distal Intergenic	13	95959443	96132577	173135	2	ENSMUST00000161263	-40340	ENSMUSG00000051111	ENSMUSG00000051111
chr3	105131102	105131503	3:105131102-105131503	.	.	105131102	105131503	0	1	401	105131101	cluster_2	Distal Intergenic	3	105066844	105078806	11963	1	ENSMUST00000070584	64259	ENSMUSG00000051788	ENSMUSG00000051788
chr9	61031615	61032016	9:61031615-61032016	.	.	61031615	61032016	0	1	401	61031609	cluster_2	Distal Intergenic	9	60821855	60838200	16346	2	ENSMUST00000063858	-193416	ENSMUSG00000052143	ENSMUSG00000052143
chr7	49094494	49094895	7:49094494-49094895	.	.	49094494	49094895	0	1	401	49094490	cluster_2	Distal Intergenic	7	49246189	49610087	363899	1	ENSMUST00000064395	-151294	ENSMUSG00000052512	ENSMUSG00000052512
chr18	58754743	58755144	18:58754743-58755144	.	.	58754743	58755144	0	1	401	58754738	cluster_2	Distal Intergenic	18	58836764	59053678	216915	1	ENSMUST00000052907	-81620	ENSMUSG00000053441	ENSMUSG00000053441
chr1	183531398	183531799	1:183531398-183531799	.	.	183531398	183531799	0	1	401	183531397	cluster_2	Distal Intergenic	1	183418503	183437053	18551	1	ENSMUST00000065900	112896	ENSMUSG00000053461	ENSMUSG00000053461
chr10	9459054	9459455	10:9459054-9459455	.	.	9459054	9459455	0	1	401	9459045	cluster_2	Distal Intergenic	10	9532531	9535681	3151	2	ENSMUST00000066742	76226	ENSMUSG00000053980	ENSMUSG00000053980
chr15	88362890	88363291	15:88362890-88363291	.	.	88362890	88363291	0	1	401	88362882	cluster_2	Distal Intergenic	15	88600302	88601542	1241	1	ENSMUST00000066949	-237011	ENSMUSG00000054117	ENSMUSG00000054117
chr12	8498786	8499187	12:8498786-8499187	.	.	8498786	8499187	0	1	401	8498778	cluster_2	Promoter (<=1kb)	12	8497763	8499985	2223	2	ENSMUST00000067384	798	ENSMUSG00000054364	ENSMUSG00000054364
chr15	87712185	87712586	15:87712185-87712586	.	.	87712185	87712586	0	1	401	87712177	cluster_2	Intron (ENSMUST00000068088/ENSMUSG00000054863, intron 2 of 3)	15	87625230	87759336	134107	1	ENSMUST00000068088	86956	ENSMUSG00000054863	ENSMUSG00000054863
chr7	112776648	112777049	7:112776648-112777049	.	.	112776648	112777049	0	1	401	112776647	cluster_2	Intron (ENSMUST00000084705/ENSMUSG00000055320, intron 2 of 11)	7	112759546	112842374	82829	1	ENSMUST00000168328	17103	ENSMUSG00000055320	ENSMUSG00000055320
chr11	55341800	55342201	11:55341800-55342201	.	.	55341800	55342201	0	1	401	55341795	cluster_2	Distal Intergenic	11	55250609	55336564	85956	2	ENSMUST00000068853	-5237	ENSMUSG00000055333	ENSMUSG00000055333
chr13	40606758	40607159	13:40606758-40607159	.	.	40606758	40607159	0	1	401	40606754	cluster_2	Distal Intergenic	13	40704005	40707949	3945	1	ENSMUST00000069457	-96846	ENSMUSG00000055732	ENSMUSG00000055732
chr15	3547584	3547985	15:3547584-3547985	.	.	3547584	3547985	0	1	401	3547581	cluster_2	Intron (ENSMUST00000069451/ENSMUSG00000055737, intron 1 of 10)	15	3319009	3581842	262834	2	ENSMUST00000161561	33857	ENSMUSG00000055737	ENSMUSG00000055737
chr16	88404229	88404630	16:88404229-88404630	.	.	88404229	88404630	0	1	401	88404221	cluster_2	Distal Intergenic	16	88505807	88506978	1172	2	ENSMUST00000069549	102348	ENSMUSG00000055811	ENSMUSG00000055811
chr17	78409972	78410373	17:78409972-78410373	.	.	78409972	78410373	0	1	401	78409965	cluster_2	Intron (ENSMUST00000070039/ENSMUSG00000056121, intron 2 of 7)	17	78377885	78418131	40247	2	ENSMUST00000070039	7758	ENSMUSG00000056121	ENSMUSG00000056121
chr12	73437480	73437881	12:73437480-73437881	.	.	73437480	73437881	0	1	401	73437473	cluster_2	Distal Intergenic	12	73364075	73371445	7371	2	ENSMUST00000070425	-66036	ENSMUSG00000056359	ENSMUSG00000056359
chr12	104605580	104605981	12:104605580-104605981	.	.	104605580	104605981	0	1	401	104605579	cluster_2	Distal Intergenic	12	104474488	104477489	3002	1	ENSMUST00000070814	131093	ENSMUSG00000056606	ENSMUSG00000056606
chr11	44909126	44909527	11:44909126-44909527	.	.	44909126	44909527	0	1	401	44909122	cluster_2	Promoter (2-3kb)	11	44912138	44972914	60777	1	ENSMUST00000140822	-2611	ENSMUSG00000057098	ENSMUSG00000057098
chr14	66720332	66720733	14:66720332-66720733	.	.	66720332	66720733	0	1	401	66720326	cluster_2	Intron (ENSMUST00000159365/ENSMUSG00000045875, intron 2 of 3)	14	66784529	66793758	9230	1	ENSMUST00000071522	-63796	ENSMUSG00000057913	ENSMUSG00000057913
chr7	67012646	67013047	7:67012646-67013047	.	.	67012646	67013047	0	1	401	67012640	cluster_2	Intron (ENSMUST00000148538/ENSMUSG00000058145, intron 10 of 10)	7	67047471	67078304	30834	1	ENSMUST00000154103	-34424	ENSMUSG00000058145	ENSMUSG00000058145
chr5	112678301	112678702	5:112678301-112678702	.	.	112678301	112678702	0	1	401	112678300	cluster_2	Distal Intergenic	5	112419151	112577198	158048	2	ENSMUST00000079491	-101104	ENSMUSG00000058153	ENSMUSG00000058153
chr1	92547263	92547664	1:92547263-92547664	.	.	92547263	92547664	0	1	401	92547254	cluster_2	Distal Intergenic	1	92573125	92574206	1082	1	ENSMUST00000074859	-25461	ENSMUSG00000058904	ENSMUSG00000058904
chr1	72032182	72032583	1:72032182-72032583	.	.	72032182	72032583	0	1	401	72032175	cluster_2	Distal Intergenic	1	72004288	72004770	483	1	ENSMUST00000076314	27895	ENSMUSG00000059483	ENSMUSG00000059483
chrX	70087253	70087654	X:70087253-70087654	.	.	70087253	70087654	0	1	401	70087246	cluster_2	Distal Intergenic	20	69945300	69945978	679	1	ENSMUST00000075654	141954	ENSMUSG00000059690	ENSMUSG00000059690
chr9	30059832	30060233	9:30059832-30060233	.	.	30059832	30060233	0	1	401	30059829	cluster_2	Distal Intergenic	9	29941548	29963141	21594	2	ENSMUST00000151977	-96692	ENSMUSG00000059974	ENSMUSG00000059974
chr4	117245681	117246082	4:117245681-117246082	.	.	117245681	117246082	0	1	401	117245680	cluster_2	Intron (ENSMUST00000165128/ENSMUSG00000060268, intron 1 of 12)	4	117213333	117251917	38585	2	ENSMUST00000165128	5835	ENSMUSG00000060268	ENSMUSG00000060268
chr6	77383669	77384070	6:77383669-77384070	.	.	77383669	77384070	0	1	401	77383662	cluster_2	Intron (ENSMUST00000160894/ENSMUSG00000063063, intron 8 of 19)	6	77242922	77244112	1191	1	ENSMUST00000161811	140748	ENSMUSG00000060780	ENSMUSG00000060780
chr3	79527820	79528221	3:79527820-79528221	.	.	79527820	79528221	0	1	401	79527813	cluster_2	Intron (ENSMUST00000076136/ENSMUSG00000061175, intron 1 of 16)	3	79504228	79515252	11025	2	ENSMUST00000130613	-12569	ENSMUSG00000061175	ENSMUSG00000061175
chr9	27624252	27624653	9:27624252-27624653	.	.	27624252	27624653	0	1	401	27624250	cluster_2	Distal Intergenic	9	27790775	27791518	744	1	ENSMUST00000134002	-166122	ENSMUSG00000062257	ENSMUSG00000062257
chr14	22326639	22327040	14:22326639-22327040	.	.	22326639	22327040	0	1	401	22326637	cluster_2	Intron (ENSMUST00000075639/ENSMUSG00000063458, intron 2 of 6)	14	22310165	22584439	274275	1	ENSMUST00000159107	16475	ENSMUSG00000063458	ENSMUSG00000063458
chr7	138184158	138184559	7:138184158-138184559	.	.	138184158	138184559	0	1	401	138184157	cluster_2	Distal Intergenic	7	138101433	138101539	107	2	ENSMUST00000082641	-82620	ENSMUSG00000064575	ENSMUSG00000064575
chr4	86019586	86019987	4:86019586-86019987	.	.	86019586	86019987	0	1	401	86019578	cluster_2	Distal Intergenic	4	86043394	86043494	101	2	ENSMUST00000082753	23507	ENSMUSG00000064687	ENSMUSG00000064687
chr1	129057169	129057570	1:129057169-129057570	.	.	129057169	129057570	0	1	401	129057168	cluster_2	Distal Intergenic	1	128885909	128886019	111	2	ENSMUST00000082803	-171151	ENSMUSG00000064737	ENSMUSG00000064737
chr8	89468787	89469188	8:89468787-89469188	.	.	89468787	89469188	0	1	401	89468779	cluster_2	Distal Intergenic	8	89589435	89589541	107	2	ENSMUST00000082824	120353	ENSMUSG00000064758	ENSMUSG00000064758
chr16	73203586	73203987	16:73203586-73203987	.	.	73203586	73203987	0	1	401	73203579	cluster_2	Distal Intergenic	16	73422793	73422959	167	2	ENSMUST00000082896	218972	ENSMUSG00000064830	ENSMUSG00000064830
chr7	77744178	77744579	7:77744178-77744579	.	.	77744178	77744579	0	1	401	77744171	cluster_2	Distal Intergenic	7	77910140	77910320	181	2	ENSMUST00000083006	165741	ENSMUSG00000064940	ENSMUSG00000064940
chr12	43962790	43963191	12:43962790-43963191	.	.	43962790	43963191	0	1	401	43962786	cluster_2	Distal Intergenic	12	43743037	43743165	129	1	ENSMUST00000083070	219754	ENSMUSG00000065004	ENSMUSG00000065004
chr14	93067907	93068308	14:93067907-93068308	.	.	93067907	93068308	0	1	401	93067898	cluster_2	Intron (ENSMUST00000068992/ENSMUSG00000055421, intron 3 of 3)	14	93138030	93138189	160	2	ENSMUST00000083080	69881	ENSMUSG00000065014	ENSMUSG00000065014
chr6	135548852	135549253	6:135548852-135549253	.	.	135548852	135549253	0	1	401	135548851	cluster_2	Distal Intergenic	6	135584192	135584306	115	1	ENSMUST00000083253	-34939	ENSMUSG00000065187	ENSMUSG00000065187
chr6	96348506	96348907	6:96348506-96348907	.	.	96348506	96348907	0	1	401	96348497	cluster_2	Intron (ENSMUST00000122120/ENSMUSG00000059187, intron 2 of 4)	6	96469435	96469531	97	2	ENSMUST00000083305	120624	ENSMUSG00000065239	ENSMUSG00000065239
chr7	34390856	34391257	7:34390856-34391257	.	.	34390856	34391257	0	1	401	34390853	cluster_2	Promoter (1-2kb)	7	34344646	34389540	44895	2	ENSMUST00000085585	-1317	ENSMUSG00000066568	ENSMUSG00000066568
chr12	12904631	12905032	12:12904631-12905032	.	.	12904631	12905032	0	1	401	12904630	cluster_2	Distal Intergenic	12	12911986	12912369	384	1	ENSMUST00000085720	-6954	ENSMUSG00000066629	ENSMUSG00000066629
chr12	9098638	9099039	12:9098638-9099039	.	.	9098638	9099039	0	1	401	9098629	cluster_2	Distal Intergenic	12	9029997	9036394	6398	1	ENSMUST00000085741	68642	ENSMUSG00000066637	ENSMUSG00000066637
chr17	70932003	70932729	17:70932003-70932729	.	.	70932003	70932729	0	1	726	70931996	cluster_2	Promoter (2-3kb)	17	70929058	70929546	489	1	ENSMUST00000092011	2946	ENSMUSG00000066983	ENSMUSG00000066983
chr17	70894842	70895243	17:70894842-70895243	.	.	70894842	70895243	0	1	401	70894835	cluster_2	Distal Intergenic	17	70929058	70929546	489	1	ENSMUST00000092011	-33815	ENSMUSG00000066983	ENSMUSG00000066983
chr17	5755591	5755992	17:5755591-5755992	.	.	5755591	5755992	0	1	401	5755586	cluster_2	Distal Intergenic	17	5816054	5816700	647	2	ENSMUST00000089182	60708	ENSMUSG00000068120	ENSMUSG00000068120
chr6	95331228	95331629	6:95331228-95331629	.	.	95331228	95331629	0	1	401	95331219	cluster_2	Promoter (2-3kb)	6	95313235	95333971	20737	2	ENSMUST00000159751	2342	ENSMUSG00000068180	ENSMUSG00000068180
chr13	6688460	6688861	13:6688460-6688861	.	.	6688460	6688861	0	1	401	6688454	cluster_2	Distal Intergenic	13	6662562	6662894	333	2	ENSMUST00000089635	-25567	ENSMUSG00000068324	ENSMUSG00000068324
chr3	6484045	6484446	3:6484045-6484446	.	.	6484045	6484446	0	1	401	6484039	cluster_2	Distal Intergenic	3	6615413	6620443	5031	2	ENSMUST00000091364	135997	ENSMUSG00000069118	ENSMUSG00000069118
chr10	69467868	69468269	10:69467868-69468269	.	.	69467868	69468269	0	1	401	69467862	cluster_2	Distal Intergenic	10	69534222	70015633	481412	1	ENSMUST00000047061	-65953	ENSMUSG00000069601	ENSMUSG00000069601
chr7	129266416	129266817	7:129266416-129266817	.	.	129266416	129266817	0	1	401	129266415	cluster_2	Intron (ENSMUST00000094018/ENSMUSG00000070366, intron 1 of 6)	7	129257094	129391307	134214	1	ENSMUST00000094018	9323	ENSMUSG00000070366	ENSMUSG00000070366
chr1	169916658	169917059	1:169916658-169917059	.	.	169916658	169917059	0	1	401	169916657	cluster_2	Distal Intergenic	1	169928648	169934653	6006	1	ENSMUST00000094348	-11589	ENSMUSG00000070532	ENSMUSG00000070532
chr15	102563762	102564163	15:102563762-102564163	.	.	102563762	102564163	0	1	401	102563761	cluster_2	Intron (ENSMUST00000108828/ENSMUSG00000052414, intron 2 of 10)	15	102528636	102529025	390	2	ENSMUST00000096143	-34738	ENSMUSG00000071584	ENSMUSG00000071584
chr6	51021149	51021550	6:51021149-51021550	.	.	51021149	51021550	0	1	401	51021144	cluster_2	Distal Intergenic	6	50846524	50878079	31556	2	ENSMUST00000161723	-143071	ENSMUSG00000073072	ENSMUSG00000073072
chr17	27315042	27315443	17:27315042-27315443	.	.	27315042	27315443	0	1	401	27315040	cluster_2	Distal Intergenic	17	27342460	27344825	2366	1	ENSMUST00000151398	-27017	ENSMUSG00000073430	ENSMUSG00000073430
chr4	155246634	155247035	4:155246634-155247035	.	.	155246634	155247035	0	1	401	155246633	cluster_2	Promoter (2-3kb)	4	155249802	155256419	6618	1	ENSMUST00000126803	-2767	ENSMUSG00000073684	ENSMUSG00000073684
chr7	125251076	125251477	7:125251076-125251477	.	.	125251076	125251477	0	1	401	125251075	cluster_2	Distal Intergenic	7	125219449	125219886	438	2	ENSMUST00000073056	-31191	ENSMUSG00000073844	ENSMUSG00000073844
chr9	51906898	51907299	9:51906898-51907299	.	.	51906898	51907299	0	1	401	51906893	cluster_2	Distal Intergenic	9	51832814	51875886	43073	2	ENSMUST00000152203	-31013	ENSMUSG00000074354	ENSMUSG00000074354
chr16	96252158	96252559	16:96252158-96252559	.	.	96252158	96252559	0	1	401	96252149	cluster_2	Intron (ENSMUST00000113800/ENSMUSG00000074892, intron 2 of 3)	16	96235801	96319859	84059	1	ENSMUST00000113800	16358	ENSMUSG00000074892	ENSMUSG00000074892
chr9	97455390	97455791	9:97455390-97455791	.	.	97455390	97455791	0	1	401	97455381	cluster_2	Intron (ENSMUST00000035027/ENSMUSG00000032452, intron 16 of 17)	9	97439501	97439627	127	2	ENSMUST00000104020	-15764	ENSMUSG00000077208	ENSMUSG00000077208
chr19	56162149	56162550	19:56162149-56162550	.	.	56162149	56162550	0	1	401	56162144	cluster_2	Distal Intergenic	19	56277518	56277645	128	2	ENSMUST00000104035	115095	ENSMUSG00000077223	ENSMUSG00000077223
chr6	36058173	36058574	6:36058173-36058574	.	.	36058173	36058574	0	1	401	36058170	cluster_2	Distal Intergenic	6	35975330	35975464	135	1	ENSMUST00000104058	82844	ENSMUSG00000077246	ENSMUSG00000077246
chr2	94969056	94969457	2:94969056-94969457	.	.	94969056	94969457	0	1	401	94969047	cluster_2	Distal Intergenic	2	94792205	94792336	132	2	ENSMUST00000104093	-176721	ENSMUSG00000077281	ENSMUSG00000077281
chr15	31207310	31207711	15:31207310-31207711	.	.	31207310	31207711	0	1	401	31207307	cluster_2	Distal Intergenic	15	31194205	31194338	134	2	ENSMUST00000104280	-12973	ENSMUSG00000077468	ENSMUSG00000077468
