Chrom	Start	End	X3_153568209_153572871	X119.842719313788	X.2.5453964683659103	X8.811523713474979e.13	X1.7349890191832198e.08	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr7	90938446	90943141	7_90938446_90943141	99.7064429813541	-1.90398420901568	5.74364402060806e-08	4.7121812819072e-05	Distal Intergenic	7	91090706	92447003	1356298	1	ENSMUST00000107196	-147565	ENSMUSG00000052572	ENSMUSG00000052572
chr6	53971490	53972717	6_53971490_53972717	43.2264896281642	-2.41182935614646	4.09115803651468e-06	0.00138195358364842	Intron (ENSMUST00000166545/ENSMUSG00000052955, intron 2 of 12)	6	53873379	53978662	105284	2	ENSMUST00000166545	5945	ENSMUSG00000052955	ENSMUSG00000052955
chr12	8451661	8455763	12_8451661_8455763	180.560015318912	-1.06322636744909	7.57540800059463e-06	0.00210084202157335	Distal Intergenic	12	8497763	8499985	2223	2	ENSMUST00000067384	44222	ENSMUSG00000054364	ENSMUSG00000054364
chr15	43940111	43943338	15_43940111_43943338	110.720329584779	-0.916564281243163	0.000947432707724194	0.0480797680801273	Distal Intergenic	15	43866695	43870029	3335	2	ENSMUST00000067469	-70083	ENSMUSG00000054409	ENSMUSG00000054409
chr10	56942396	56943826	10_56942396_56943826	51.5854645121337	-1.34624275697416	0.00062538035299441	0.0384765140661934	Distal Intergenic	10	56745134	56748254	3121	1	ENSMUST00000067972	197263	ENSMUSG00000054758	ENSMUSG00000054758
chr16	60604462	60607569	16_60604462_60607569	84.1428650496097	-1.1344781926025	0.000310222049455508	0.0254623912997116	Promoter (<=1kb)	16	59653483	60605248	951766	2	ENSMUST00000068860	0	ENSMUSG00000055540	ENSMUSG00000055540
chr16	60604462	60607569	16_60604462_60607569	84.1428650496097	-1.1344781926025	0.000310222049455508	0.0254623912997116	Promoter (<=1kb)	16	59653483	60605248	951766	2	ENSMUST00000068860	0	ENSMUSG00000055540	ENSMUSG00000055540
chr3	54961858	54966126	3_54961858_54966126	105.916955289557	-2.03441009000831	2.39676992126025e-09	5.89904996870179e-06	Distal Intergenic	3	54897071	54915887	18817	2	ENSMUST00000070342	-45972	ENSMUSG00000056306	ENSMUSG00000056306
chr3	54911723	54915776	3_54911723_54915776	109.050538027783	-0.923409136167608	0.000582014816315071	0.0366130087324082	Promoter (<=1kb)	3	54897068	54915031	17964	2	ENSMUST00000162201	0	ENSMUSG00000056306	ENSMUSG00000056306
chr11	65893168	65894394	11_65893168_65894394	26.7186441397705	-2.16063429663924	0.000421723022167741	0.0305145128296363	Intron (ENSMUST00000080665/ENSMUSG00000056752, intron 56 of 68)	11	65906857	65927958	21102	2	ENSMUST00000130739	33564	ENSMUSG00000056752	ENSMUSG00000056752
chr8	61418719	61423327	8_61418719_61423327	186.091532112226	-1.04344067490386	4.7042467970172e-06	0.00145796593563511	Distal Intergenic	8	61364019	61364483	465	2	ENSMUST00000072570	-54237	ENSMUSG00000056943	ENSMUSG00000056943
chr19	37264021	37265774	19_37264021_37265774	61.5148470109099	-1.40779174659398	0.000247700625227142	0.0225797468089002	Downstream (2-3kb)	19	37280584	37290878	10295	2	ENSMUST00000134740	25104	ENSMUSG00000056999	ENSMUSG00000056999
chr2	112877143	112879084	2_112877143_112879084	76.1094705068047	-1.42895440965766	4.68791114123911e-05	0.00756598117795066	Intron (ENSMUST00000091818/ENSMUSG00000057378, intron 19 of 103)	2	112859286	112908497	49212	2	ENSMUST00000146187	29413	ENSMUSG00000057378	ENSMUSG00000057378
chr1	11579428	11581579	1_11579428_11581579	83.0359619130229	-1.7858627318738	1.39910687894091e-06	0.000640660801077826	Intron (ENSMUST00000171690/ENSMUSG00000057715, intron 5 of 7)	1	11518671	11599993	81323	1	ENSMUST00000141339	60758	ENSMUSG00000057715	ENSMUSG00000057715
chr16	9851837	9854473	16_9851837_9854473	34.2249166634275	-1.73603705989703	0.000673832928513298	0.0397238633605594	Intron (ENSMUST00000115835/ENSMUSG00000059003, intron 3 of 13)	16	9577827	9992533	414707	2	ENSMUST00000032331	138060	ENSMUSG00000059003	ENSMUSG00000059003
chr7	78492960	78500817	7_78492960_78500817	221.461066824127	-1.2309146583134	9.59686907197241e-08	7.26778277027449e-05	Intron (ENSMUST00000039431/ENSMUSG00000059146, intron 3 of 16)	7	78302323	78577975	275653	2	ENSMUST00000039438	77158	ENSMUSG00000059146	ENSMUSG00000059146
chr7	78482705	78488903	7_78482705_78488903	149.784996325936	-1.4510246010117	4.28364444544169e-08	3.83386177867031e-05	Intron (ENSMUST00000039431/ENSMUSG00000059146, intron 3 of 16)	7	78302323	78577975	275653	2	ENSMUST00000039438	89072	ENSMUSG00000059146	ENSMUSG00000059146
chr6	51882549	51883709	6_51882549_51883709	44.288053090452	-1.8021998346835	0.000105143694797917	0.0130206248463584	Intron (ENSMUST00000078214/ENSMUSG00000059182, intron 9 of 12)	6	51859166	52012549	153384	2	ENSMUST00000078214	128840	ENSMUSG00000059182	ENSMUSG00000059182
chr13	106132381	106135412	13_106132381_106135412	77.6411373944122	-1.37068246901464	5.68576896025592e-05	0.00848127203238175	Distal Intergenic	13	106546812	106547060	249	2	ENSMUST00000076359	411648	ENSMUSG00000059877	ENSMUSG00000059877
chr14	105718524	105720091	14_105718524_105720091	62.8887392157998	-1.23824639688901	0.000646504701538046	0.038928677594141	Distal Intergenic	14	105681828	105682211	384	1	ENSMUST00000073238	36697	ENSMUSG00000060143	ENSMUSG00000060143
chr7	34777460	34779090	7_34777460_34779090	64.4340754910998	-1.82592742141775	8.61559766206951e-06	0.00229244754008309	Intron (ENSMUST00000078686/ENSMUSG00000060402, intron 1 of 3)	7	34674767	34748208	73442	2	ENSMUST00000154629	-29253	ENSMUSG00000060402	ENSMUSG00000060402
chr7	34773398	34774587	7_34773398_34774587	57.3156422538234	-1.32734733935289	0.000564211327504904	0.0358170282761899	Intron (ENSMUST00000078686/ENSMUSG00000060402, intron 1 of 3)	7	34674767	34748208	73442	2	ENSMUST00000154629	-25191	ENSMUSG00000060402	ENSMUSG00000060402
chr18	72298407	72300225	18_72298407_72300225	31.9730614862377	-2.05558475178045	0.000581441892859618	0.0366130087324082	Intron (ENSMUST00000114943/ENSMUSG00000060534, intron 1 of 28)	18	71258990	72351017	1092028	2	ENSMUST00000073379	50792	ENSMUSG00000060534	ENSMUSG00000060534
chr18	71863479	71864523	18_71863479_71864523	17.9243427680521	-2.87836360049379	0.000522347141006811	0.0340563417431262	Intron (ENSMUST00000114943/ENSMUSG00000060534, intron 2 of 28)	18	71258990	72351017	1092028	2	ENSMUST00000073379	486494	ENSMUSG00000060534	ENSMUSG00000060534
chr8	17509616	17512674	8_17509616_17512674	127.171644872377	-0.902811151140194	0.000423080853351483	0.0305145128296363	Intron (ENSMUST00000082104/ENSMUSG00000060924, intron 1 of 69)	8	15892537	17535281	1642745	2	ENSMUST00000082104	22607	ENSMUSG00000060924	ENSMUSG00000060924
chr9	27766493	27767969	9_27766493_27767969	50.4150377619724	-1.33604733094901	0.000758384073440592	0.0420732494990373	Distal Intergenic	9	27790775	27791518	744	1	ENSMUST00000134002	-22806	ENSMUSG00000062257	ENSMUSG00000062257
chr14	87901000	87904823	14_87901000_87904823	113.643371867401	-1.75661530365445	1.78540222258529e-08	2.06791586839438e-05	Distal Intergenic	14	88122971	88123833	863	2	ENSMUST00000074245	219010	ENSMUSG00000062611	ENSMUSG00000062611
chr14	77293511	77294209	14_77293511_77294209	24.321347541454	-2.47006235313567	0.000236900205096289	0.0218993663772109	Intron (ENSMUST00000022589/ENSMUSG00000022012, intron 2 of 18)	14	77251801	77252327	527	2	ENSMUST00000099431	-41185	ENSMUSG00000063556	ENSMUSG00000063556
chr14	77256195	77258513	14_77256195_77258513	87.5328595537557	-1.62289669124097	3.02133431982055e-06	0.00121408311749524	Intron (ENSMUST00000022589/ENSMUSG00000022012, intron 1 of 18)	14	77251801	77252327	527	2	ENSMUST00000099431	-3869	ENSMUSG00000063556	ENSMUSG00000063556
chr14	77288605	77291220	14_77288605_77291220	49.5828239965266	-1.66440353957769	0.000154050123185049	0.0163141414739588	Intron (ENSMUST00000022589/ENSMUSG00000022012, intron 2 of 18)	14	77251801	77252327	527	2	ENSMUST00000099431	-36279	ENSMUSG00000063556	ENSMUSG00000063556
chr2	80818760	80819982	2_80818760_80819982	28.4912460474198	-2.43404589400913	8.81625406054818e-05	0.0118089824797411	Distal Intergenic	2	80837127	80838762	1636	1	ENSMUST00000081067	-17145	ENSMUSG00000064193	ENSMUSG00000064193
chr9	95540765	95542840	9_95540765_95542840	72.8544078132376	-1.33119815309164	0.000200513381773873	0.0194488102814166	Distal Intergenic	9	95559817	95562121	2305	1	ENSMUST00000079597	-16977	ENSMUSG00000064225	ENSMUSG00000064225
chr11	34938386	34942776	11_34938386_34942776	127.261045973129	-0.817658291975391	0.000933747059014679	0.047867495283947	Distal Intergenic	11	34899017	34899123	107	1	ENSMUST00000082643	39370	ENSMUSG00000064577	ENSMUSG00000064577
chr3	79192337	79194575	3_79192337_79194575	81.9316802774594	-1.53032604091527	9.09764838620873e-06	0.00234496997719377	Promoter (1-2kb)	3	79196374	79196477	104	1	ENSMUST00000082759	-1799	ENSMUSG00000064693	ENSMUSG00000064693
chr6	135525651	135528001	6_135525651_135528001	109.947672061819	-1.03265415679843	0.000228821491756607	0.0215622999349255	Distal Intergenic	6	135584192	135584306	115	1	ENSMUST00000083253	-56191	ENSMUSG00000065187	ENSMUSG00000065187
chr3	139615234	139616860	3_139615234_139616860	26.4678399692308	-2.44091879110219	0.000154110224182648	0.0163141414739588	Intron (ENSMUST00000106239/ENSMUSG00000047940, intron 12 of 13)	3	139417757	139417863	107	2	ENSMUST00000083741	-197372	ENSMUSG00000065675	ENSMUSG00000065675
chr6	20037343	20037949	6_20037343_20037949	19.7227444872665	-2.33957258080647	0.000906626305771583	0.047351384510988	Distal Intergenic	6	19624609	19624715	107	1	ENSMUST00000083768	412735	ENSMUSG00000065702	ENSMUSG00000065702
chr15	50053748	50055193	15_50053748_50055193	44.006923071348	-1.66022958685755	0.000484478733996888	0.0328268990873321	Distal Intergenic	15	49538195	49538300	106	1	ENSMUST00000083826	515554	ENSMUSG00000065760	ENSMUSG00000065760
chr7	95399575	95401334	7_95399575_95401334	43.4777842715576	-1.8334943860822	8.73252348038197e-05	0.0117769443375836	Distal Intergenic	7	95442351	95442457	107	2	ENSMUST00000083941	41123	ENSMUSG00000065875	ENSMUSG00000065875
chr17	89972335	89976238	17_89972335_89976238	114.131105296566	-2.10201086769922	4.13822715831281e-09	7.46777839287955e-06	Distal Intergenic	17	89908511	89910449	1939	2	ENSMUST00000086423	-61887	ENSMUSG00000066878	ENSMUSG00000066878
chr17	89978373	89981179	17_89978373_89981179	74.9539462469181	-1.36817529457715	0.000106706783285957	0.0130834731816388	Distal Intergenic	17	89908511	89910449	1939	2	ENSMUST00000086423	-67925	ENSMUSG00000066878	ENSMUSG00000066878
chr3	54856397	54859999	3_54856397_54859999	93.0285444250056	-1.23473384819703	0.000102533110767711	0.012859088859976	Distal Intergenic	3	54810564	54811250	687	2	ENSMUST00000052888	-45148	ENSMUSG00000069011	ENSMUSG00000069011
chr3	52649338	52652069	3_52649338_52652069	86.5116287384694	-1.09729321167624	0.000339520580071865	0.0261139071156837	Distal Intergenic	3	52612835	52613836	1002	1	ENSMUST00000076317	36504	ENSMUSG00000070490	ENSMUSG00000070490
chr7	64883633	64888306	7_64883633_64888306	127.933610584018	-1.33118170670012	4.25145957158424e-06	0.00138195358364842	Intron (ENSMUST00000119118/ENSMUSG00000030518, intron 2 of 9)	7	64867052	64872997	5946	2	ENSMUST00000094331	-10637	ENSMUSG00000070520	ENSMUSG00000070520
chr10	45361968	45362813	10_45361968_45362813	23.3689090064699	-2.16683820866635	0.00059573631610259	0.0371204052660126	Intron (ENSMUST00000095715/ENSMUSG00000071317, intron 7 of 7)	10	45335762	45369708	33947	1	ENSMUST00000095715	26207	ENSMUSG00000071317	ENSMUSG00000071317
chr10	22701067	22703810	10_22701067_22703810	80.1220992773506	-1.02247596752866	0.000915173681220418	0.0474204467979737	Promoter (2-3kb)	10	22705523	22706385	863	2	ENSMUST00000141569	2575	ENSMUSG00000071359	ENSMUSG00000071359
chr10	22701067	22703810	10_22701067_22703810	80.1220992773506	-1.02247596752866	0.000915173681220418	0.0474204467979737	Promoter (2-3kb)	10	22705523	22706385	863	2	ENSMUST00000141569	2575	ENSMUSG00000071359	ENSMUSG00000071359
chr3	71078679	71080126	3_71078679_71080126	41.4057192721733	-1.75052927362655	0.000225572277102415	0.0215607676511968	Distal Intergenic	3	70689092	70689380	289	1	ENSMUST00000099459	389588	ENSMUSG00000074877	ENSMUSG00000074877
chr3	70730289	70735061	3_70730289_70735061	86.7998165421351	-1.89377919436891	4.05703263356588e-07	0.000257687008241652	Distal Intergenic	3	70689092	70689380	289	1	ENSMUST00000099459	41198	ENSMUSG00000074877	ENSMUSG00000074877
chr3	71219052	71221828	3_71219052_71221828	46.3026409199546	-2.2217365143958	6.80256721791964e-06	0.00194119635537446	Distal Intergenic	3	70689092	70689380	289	1	ENSMUST00000099459	529961	ENSMUSG00000074877	ENSMUSG00000074877
chr2	86351452	86353090	2_86351452_86353090	50.3763663984451	-1.65080429339309	0.000319394869462523	0.0255976452152375	Downstream (2-3kb)	2	86355359	86356437	1079	2	ENSMUST00000099893	3347	ENSMUSG00000075188	ENSMUSG00000075188
chr12	12566611	12568931	12_12566611_12568931	86.6643157292493	-1.20169444757718	0.000317712281772025	0.0255976452152375	Distal Intergenic	12	12700039	12700145	107	1	ENSMUST00000101943	-131108	ENSMUSG00000075893	ENSMUSG00000075893
chr12	12576845	12579144	12_12576845_12579144	90.5865931652714	-1.62741721135938	3.83090360712443e-06	0.00137923289633551	Distal Intergenic	12	12700039	12700145	107	1	ENSMUST00000101943	-120895	ENSMUSG00000075893	ENSMUSG00000075893
chr1	100680599	100682882	1_100680599_100682882	56.7158449584671	-2.75666047328569	3.89384923544335e-08	3.65094721170855e-05	Distal Intergenic	1	100861793	100861901	109	1	ENSMUST00000103851	-178911	ENSMUSG00000077039	ENSMUSG00000077039
chr9	76704537	76707203	9_76704537_76707203	89.6118639305316	-2.07961151151785	2.32153239668305e-08	2.40584067845733e-05	Distal Intergenic	9	76716628	76716747	120	2	ENSMUST00000103956	9544	ENSMUSG00000077144	ENSMUSG00000077144
chr3	110695522	110696829	3_110695522_110696829	29.1490345703712	-1.94970032290208	0.000763530769478397	0.0421118231121278	Distal Intergenic	3	110564437	110564541	105	2	ENSMUST00000104065	-130982	ENSMUSG00000077253	ENSMUSG00000077253
chr17	75841692	75844260	17_75841692_75844260	67.1553233606812	-1.72898525428545	1.8251189471049e-05	0.00366699919066281	Distal Intergenic	17	76074546	76074651	106	1	ENSMUST00000104111	-230286	ENSMUSG00000077299	ENSMUSG00000077299
chr2	7233967	7236575	2_7233967_7236575	86.4870298159119	-1.11464238963547	0.000711899379290653	0.0409948445296289	Distal Intergenic	2	7350097	7350193	97	1	ENSMUST00000104208	-113522	ENSMUSG00000077396	ENSMUSG00000077396
chr2	108044605	108045621	2_108044605_108045621	25.1277301909667	-2.35803136018345	0.000385291347292054	0.0285202504818817	Distal Intergenic	2	108079912	108080042	131	2	ENSMUST00000104223	34421	ENSMUSG00000077411	ENSMUSG00000077411
chr10	45244460	45246350	10_45244460_45246350	75.6865336715133	-1.06763000048224	0.000782319488925428	0.0429077179301997	Intron (ENSMUST00000175658/ENSMUSG00000019848, intron 2 of 2)	10	45268603	45268731	129	2	ENSMUST00000104403	22381	ENSMUSG00000077591	ENSMUSG00000077591
chr12	41316995	41318248	12_41316995_41318248	38.0279635240821	-1.97756457168468	9.91910394157702e-05	0.0126004617167517	Intron (ENSMUST00000132121/ENSMUSG00000056899, intron 4 of 6)	12	41348441	41348572	132	2	ENSMUST00000104425	30324	ENSMUSG00000077613	ENSMUSG00000077613
chr15	71879334	71880903	15_71879334_71880903	22.8430023507737	-2.35382595932927	0.000446577998254638	0.0309616929071613	Intron (ENSMUST00000159993/ENSMUSG00000079022, intron 40 of 63)	15	71868881	71897616	28736	2	ENSMUST00000160513	16713	ENSMUSG00000079022	ENSMUSG00000079022
chr13	117849116	117854346	13_117849116_117854346	141.100182726057	-2.03261441410245	3.34869936554185e-10	1.33986052818957e-06	Intron (ENSMUST00000006991/ENSMUSG00000021730, intron 3 of 7)	13	117706764	117720011	13248	2	ENSMUST00000111588	-129106	ENSMUSG00000079048	ENSMUSG00000079048
chr17	81473084	81477963	17_81473084_81477963	100.870319566505	-1.1643493870225	0.000108440189212713	0.0130993087460019	Intron (ENSMUST00000086538/ENSMUSG00000054640, intron 1 of 9)	17	81441763	81441923	161	1	ENSMUST00000168858	31322	ENSMUSG00000079333	ENSMUSG00000079333
chr1	88262647	88262995	1_88262647_88262995	47.656461465267	-1.45277833521746	0.000641038080465751	0.0388370455519096	Exon (ENSMUST00000054674/ENSMUSG00000044783, exon 1 of 8)	1	88257758	88260169	2412	1	ENSMUST00000135948	4890	ENSMUSG00000079429	ENSMUSG00000079429
chr1	88262647	88262995	1_88262647_88262995	47.656461465267	-1.45277833521746	0.000641038080465751	0.0388370455519096	Exon (ENSMUST00000054674/ENSMUSG00000044783, exon 1 of 8)	1	88257758	88260169	2412	1	ENSMUST00000135948	4890	ENSMUSG00000079429	ENSMUSG00000079429
chr1	59162332	59163880	1_59162332_59163880	55.6847677237018	-1.73371644979542	6.24664927253223e-05	0.00884867080404025	Promoter (<=1kb)	1	59120936	59163389	42454	2	ENSMUST00000114275	0	ENSMUSG00000079550	ENSMUSG00000079550
chr1	59162332	59163880	1_59162332_59163880	55.6847677237018	-1.73371644979542	6.24664927253223e-05	0.00884867080404025	Promoter (<=1kb)	1	59120936	59163389	42454	2	ENSMUST00000114275	0	ENSMUSG00000079550	ENSMUSG00000079550
chr1	59162332	59163880	1_59162332_59163880	55.6847677237018	-1.73371644979542	6.24664927253223e-05	0.00884867080404025	Promoter (<=1kb)	1	59120936	59163389	42454	2	ENSMUST00000114275	0	ENSMUSG00000079550	ENSMUSG00000079550
chr3	85368100	85369168	3_85368100_85369168	36.5901789046202	-1.78008403637123	0.000347781500017519	0.0264394507156176	Intron (ENSMUST00000154148/ENSMUSG00000074513, intron 3 of 9)	3	85467377	85467498	122	1	ENSMUST00000116774	-98209	ENSMUSG00000080424	ENSMUSG00000080424
chr5	71907337	71910465	5_71907337_71910465	78.0436328599221	-2.65790118643634	3.40238833973991e-10	1.33986052818957e-06	Intron (ENSMUST00000031122/ENSMUSG00000029212, intron 4 of 8)	5	72032718	72033488	771	2	ENSMUST00000118973	123023	ENSMUSG00000080736	ENSMUSG00000080736
chr4	55193683	55195957	4_55193683_55195957	60.4345571809274	-1.6732350513509	3.98167092641337e-05	0.00675854315009304	Intron (ENSMUST00000150455/ENSMUSG00000087614, intron 1 of 2)	4	55163008	55163616	609	1	ENSMUST00000118033	30676	ENSMUSG00000081177	ENSMUSG00000081177
chr7	109324896	109327403	7_109324896_109327403	61.7953702298117	-2.20322938148297	4.40930038129169e-07	0.000259885998570161	Exon (ENSMUST00000121748/ENSMUSG00000031027, exon 5 of 13)	7	109387478	109388875	1398	2	ENSMUST00000120160	61472	ENSMUSG00000081370	ENSMUSG00000081370
chr2	116347784	116349151	2_116347784_116349151	37.4156271815045	-2.99374688367662	1.13647554618295e-06	0.000532790559627197	Distal Intergenic	2	116527843	116528490	648	2	ENSMUST00000120190	179339	ENSMUSG00000081787	ENSMUSG00000081787
chr3	123877144	123879023	3_123877144_123879023	38.2328731756859	-1.85260022904594	0.000511028748618192	0.0336526958538201	Distal Intergenic	3	123984097	123985063	967	2	ENSMUST00000118055	106040	ENSMUSG00000081939	ENSMUSG00000081939
chr2	17019945	17023127	2_17019945_17023127	69.172059048277	-1.17068535177929	0.000904832314801104	0.047351384510988	Distal Intergenic	2	16978821	16979831	1011	2	ENSMUST00000118730	-40115	ENSMUSG00000082235	ENSMUSG00000082235
chr2	55226536	55229476	2_55226536_55229476	97.7426796702704	-0.992259865651945	0.000920709292924415	0.0475820629335479	Distal Intergenic	2	55292065	55293090	1026	1	ENSMUST00000117686	-62589	ENSMUSG00000082301	ENSMUSG00000082301
chr2	82116985	82118934	2_82116985_82118934	42.5710494813896	-2.9114037601756	4.91233403619986e-07	0.000268312737772837	Intron (ENSMUST00000047527/ENSMUSG00000070866, intron 1 of 3)	2	82122517	82123111	595	2	ENSMUST00000120739	4177	ENSMUSG00000082666	ENSMUSG00000082666
chr2	55862648	55863246	2_55862648_55863246	27.3190576625188	-1.89360378576834	0.000892944247493971	0.0472636350353664	Distal Intergenic	2	55775548	55777042	1495	1	ENSMUST00000120782	87101	ENSMUSG00000082971	ENSMUSG00000082971
chr2	107200653	107202214	2_107200653_107202214	41.0331008231383	-1.5821151960103	0.000461942317375502	0.0315820980177904	Distal Intergenic	2	107123768	107123960	193	2	ENSMUST00000120945	-76694	ENSMUSG00000083181	ENSMUSG00000083181
chr4	4905921	4906439	4_4905921_4906439	26.2321054228599	-2.83240481496013	5.51401004662165e-05	0.00835160444753694	Distal Intergenic	4	4978507	4978874	368	2	ENSMUST00000118541	72435	ENSMUSG00000083228	ENSMUSG00000083228
chr2	8020035	8024140	2_8020035_8024140	113.781054515002	-1.97403439058852	5.17745631882854e-09	7.84185499367184e-06	Distal Intergenic	2	8147212	8147865	654	2	ENSMUST00000118295	123725	ENSMUSG00000083269	ENSMUSG00000083269
chr2	8028837	8031021	2_8028837_8031021	47.6417402665564	-1.38589009742436	0.000663795539624387	0.0392672486923387	Distal Intergenic	2	8147212	8147865	654	2	ENSMUST00000118295	116844	ENSMUSG00000083269	ENSMUSG00000083269
chr4	70951846	70954080	4_70951846_70954080	66.7072974467528	-1.5095747175024	0.000227603558831446	0.0215622999349255	Distal Intergenic	4	71072673	71073143	471	1	ENSMUST00000119774	-118593	ENSMUSG00000083549	ENSMUSG00000083549
chr8	54875752	54877334	8_54875752_54877334	36.4828079479138	-1.61966702347097	0.000705312206908325	0.0409663638761797	Intron (ENSMUST00000176866/ENSMUSG00000039375, intron 2 of 4)	8	54866261	54866379	119	1	ENSMUST00000122549	9492	ENSMUSG00000084498	ENSMUSG00000084498
chr16	5766161	5767772	16_5766161_5767772	56.0716886731108	-1.46807350374104	0.000239322087196982	0.0220198686771428	Distal Intergenic	16	5324036	5324157	122	2	ENSMUST00000122624	-442005	ENSMUSG00000084573	ENSMUSG00000084573
chr12	4372829	4377874	12_4372829_4377874	141.38949385385	-1.13838286698485	1.94247480025142e-05	0.00386336654716671	Intron (ENSMUST00000085814/ENSMUSG00000020647, intron 2 of 22)	12	4394482	4394767	286	1	ENSMUST00000122648	-16608	ENSMUSG00000084597	ENSMUSG00000084597
chr8	16288241	16289509	8_16288241_16289509	22.7314050558021	-2.82026066074709	0.000126085651872378	0.0144338749149252	Exon (ENSMUST00000082104/ENSMUSG00000060924, exon 60 of 70)	8	16226003	16232305	6303	1	ENSMUST00000129158	62239	ENSMUSG00000085150	ENSMUSG00000085150
chr6	5854906	5856809	6_5854906_5856809	78.3804575015622	-1.33288136178982	0.000365706905147296	0.0272756400089025	Intron (ENSMUST00000115556/ENSMUSG00000029757, intron 6 of 16)	6	5963909	5977393	13485	2	ENSMUST00000130004	120584	ENSMUSG00000085416	ENSMUSG00000085416
chr2	102023686	102025114	2_102023686_102025114	50.8525065234937	-1.4203111902522	0.000541026504385179	0.0350024938863784	Intron (ENSMUST00000111222/ENSMUSG00000048058, intron 4 of 5)	2	102039629	102066725	27097	1	ENSMUST00000140238	-14515	ENSMUSG00000085417	ENSMUSG00000085417
chr11	53495708	53497574	11_53495708_53497574	53.978557503204	-1.27677004074965	0.000988827633297735	0.0490369802482724	Distal Intergenic	11	53501184	53501759	576	1	ENSMUST00000119147	-3610	ENSMUSG00000085718	ENSMUSG00000085718
chr6	135686985	135689283	6_135686985_135689283	70.7791732784949	-1.14226864073574	0.00073815171030143	0.0419947745338351	Distal Intergenic	6	135732870	135744311	11442	1	ENSMUST00000136027	-43587	ENSMUSG00000086239	ENSMUSG00000086239
chr6	135904196	135910492	6_135904196_135910492	254.082569198631	-0.92647994305803	2.2967527100517e-06	0.000962192784274851	Intron (ENSMUST00000111905/ENSMUSG00000030209, intron 5 of 14)	6	135875505	135882574	7070	1	ENSMUST00000155455	28692	ENSMUSG00000086614	ENSMUSG00000086614
chr6	32258682	32261371	6_32258682_32261371	79.4907022992901	-1.11990143267567	0.000495469590794938	0.0329587710903795	Intron (ENSMUST00000115096/ENSMUSG00000029765, intron 4 of 31)	6	32303829	32316614	12786	1	ENSMUST00000127668	-42458	ENSMUSG00000086720	ENSMUSG00000086720
chr3	80532096	80535935	3_80532096_80535935	112.635880988344	-1.62455879619051	3.92265323488007e-06	0.00137923289633551	Distal Intergenic	3	80399349	80399666	318	2	ENSMUST00000145087	-132431	ENSMUSG00000087123	ENSMUSG00000087123
chr3	80246407	80249802	3_80246407_80249802	106.316069864007	-1.06175803466512	0.000194084673666997	0.0190125732562347	Distal Intergenic	3	80399349	80399666	318	2	ENSMUST00000145087	149864	ENSMUSG00000087123	ENSMUSG00000087123
chr4	95120481	95122353	4_95120481_95122353	49.1797606993249	-1.362751259576	0.00080286149041966	0.043912063184342	Promoter (1-2kb)	4	95123995	95167318	43324	1	ENSMUST00000128094	-1642	ENSMUSG00000087366	ENSMUSG00000087366
chr2	7424183	7426264	2_7424183_7426264	49.0912038055476	-1.53797315455776	0.000256492537839459	0.0231928028730472	Distal Intergenic	2	7395858	7396000	143	2	ENSMUST00000144510	-28184	ENSMUSG00000087656	ENSMUSG00000087656
chr9	113171845	113179344	9_113171845_113179344	162.050563648207	-1.63891054743592	7.49107740601577e-10	2.45832190207417e-06	Distal Intergenic	9	113403475	113403771	297	1	ENSMUST00000157192	-224131	ENSMUSG00000087817	ENSMUSG00000087817
chr9	113206466	113208074	9_113206466_113208074	50.3478077689414	-1.36832267887153	0.000940818723965846	0.047867495283947	Distal Intergenic	9	113403475	113403771	297	1	ENSMUST00000157192	-195401	ENSMUSG00000087817	ENSMUSG00000087817
chr9	113109157	113110832	9_113109157_113110832	37.4573095198451	-2.58641285410943	1.04603455452956e-05	0.00257455254733587	Distal Intergenic	9	113403475	113403771	297	1	ENSMUST00000157192	-292643	ENSMUSG00000087817	ENSMUSG00000087817
chr9	113190217	113192666	9_113190217_113192666	66.5025064779771	-1.62293835172395	4.5209220123666e-05	0.00741807953529153	Distal Intergenic	9	113403475	113403771	297	1	ENSMUST00000157192	-210809	ENSMUSG00000087817	ENSMUSG00000087817
chr13	16937133	16937685	13_16937133_16937685	28.1239698026769	-2.32949897592362	0.000425016337505372	0.030542232428762	Intron (ENSMUST00000068545/ENSMUSG00000055137, intron 13 of 13)	13	16859185	16859472	288	2	ENSMUST00000157247	-77662	ENSMUSG00000087872	ENSMUSG00000087872
chr13	16937133	16937685	13_16937133_16937685	28.1239698026769	-2.32949897592362	0.000425016337505372	0.030542232428762	Intron (ENSMUST00000068545/ENSMUSG00000055137, intron 13 of 13)	13	16859185	16859472	288	2	ENSMUST00000157247	-77662	ENSMUSG00000087872	ENSMUSG00000087872
chr18	28418078	28421535	18_28418078_28421535	51.4431834605841	-2.10244766848572	5.16070248692361e-06	0.00153960957526554	Distal Intergenic	18	28309760	28309891	132	1	ENSMUST00000157315	108319	ENSMUSG00000087940	ENSMUSG00000087940
chr3	25829323	25831845	3_25829323_25831845	92.657316137459	-1.4389155362204	1.25928560461904e-05	0.00285003833964931	Intron (ENSMUST00000075054/ENSMUSG00000063887, intron 3 of 5)	3	25546020	25546154	135	1	ENSMUST00000157320	283304	ENSMUSG00000087945	ENSMUSG00000087945
