loc	cluster
chr1:175169648-175170049	cluster_1
chr2:62334382-62334783	cluster_1
chr1:80451206-80451607	cluster_1
chr7:125450584-125450985	cluster_1
chr12:100166990-100167391	cluster_1
chr19:54714700-54715101	cluster_1
chr8:123844330-123844731	cluster_1
chr5:111222554-111222955	cluster_1
chr5:110967699-110968100	cluster_1
chr8:69134048-69134449	cluster_1
chr7:67907767-67908168	cluster_1
chr11:52335974-52336375	cluster_1
chr12:30507863-30508264	cluster_1
chr3:21296629-21297030	cluster_1
chr11:57197225-57197626	cluster_1
chr9:14631951-14632352	cluster_1
chr5:120834092-120834493	cluster_1
chr14:75244487-75244888	cluster_1
chr8:32552572-32552973	cluster_1
chr10:30030657-30031058	cluster_1
chr18:60113529-60113930	cluster_1
chr11:111230784-111231185	cluster_1
chr12:101007981-101008382	cluster_1
chr6:97568660-97569061	cluster_1
chr1:183177043-183177444	cluster_1
chr14:84551567-84551968	cluster_1
chr14:68891780-68892181	cluster_1
chr1:27629133-27629534	cluster_1
chr11:92011275-92011676	cluster_1
chr11:64896049-64896450	cluster_1
chr10:19958019-19958420	cluster_1
chr15:32180137-32180538	cluster_1
chr6:46715493-46715894	cluster_1
chr9:30964605-30965006	cluster_1
chr16:88232762-88233163	cluster_1
chr4:26709875-26710276	cluster_1
chr18:9837516-9837917	cluster_1
chr2:28326108-28326509	cluster_1
chr1:153180557-153180958	cluster_1
chr12:99123947-99124348	cluster_1
chr3:37530542-37530943	cluster_1
chr10:96362235-96362636	cluster_1
chr3:10387284-10387685	cluster_1
chr16:95363716-95364117	cluster_1
chr6:101639691-101640092	cluster_1
chr18:78897834-78898235	cluster_1
chr13:67818639-67819040	cluster_1
chr2:64363325-64363726	cluster_1
chr1:32425366-32425767	cluster_1
chr13:27399374-27399775	cluster_1
chr3:153493053-153493454	cluster_1
chr15:7442254-7442655	cluster_1
chr15:45021835-45022236	cluster_1
chr4:59321237-59321638	cluster_1
chr4:24862281-24862682	cluster_1
chr17:77168641-77169042	cluster_1
chr16:34236784-34237185	cluster_1
chr3:52323135-52323536	cluster_1
chr15:12215200-12215601	cluster_1
chr16:67719225-67719626	cluster_1
chr18:4909296-4909697	cluster_1
chr13:93068291-93068692	cluster_1
chr17:15862358-15862759	cluster_1
chr8:82826387-82826788	cluster_1
chr12:103670319-103670720	cluster_1
chr12:77092772-77093173	cluster_1
chr12:97156737-97157138	cluster_1
chr13:69956135-69956536	cluster_1
chr5:61907133-61907534	cluster_1
chr3:80960094-80960495	cluster_1
chr2:137616627-137617028	cluster_1
chr2:5454896-5455297	cluster_1
chr8:36329378-36329779	cluster_1
chr10:126458492-126458893	cluster_1
chr10:93209654-93210055	cluster_1
chr10:14085196-14085597	cluster_1
chr1:182366274-182366675	cluster_1
chr16:10379573-10379974	cluster_1
chr1:156905077-156905478	cluster_1
chr7:62276229-62276630	cluster_1
chr2:60975253-60975654	cluster_1
chr14:34179401-34179802	cluster_1
chr6:147293013-147293414	cluster_1
chr4:101026561-101026962	cluster_1
chr8:79253769-79254170	cluster_1
chr1:70907417-70907818	cluster_1
chr17:31998391-31998792	cluster_1
chr9:49980904-49981305	cluster_1
chr7:123146394-123146795	cluster_1
chr14:65185895-65186296	cluster_1
chr6:135444125-135444526	cluster_1
chr3:79475006-79475407	cluster_1
chr9:12299226-12299627	cluster_1
chr17:62862528-62862929	cluster_1
chr6:67610391-67610792	cluster_1
chr3:59409042-59409443	cluster_1
chr7:129129452-129129853	cluster_1
chr12:15566100-15566501	cluster_1
chr1:188714078-188714479	cluster_1
chr3:24463972-24464373	cluster_1
chr7:120953598-120953999	cluster_1
chr14:34358177-34358578	cluster_1
chr13:96163882-96164283	cluster_1
chr6:27975084-27975485	cluster_1
chr2:140093541-140093942	cluster_1
chr13:109299905-109300306	cluster_1
chr2:140867142-140867543	cluster_1
chr13:6081080-6081481	cluster_1
chr8:108507739-108508140	cluster_1
chr18:59822137-59822538	cluster_1
chr2:132469196-132469597	cluster_1
chr15:19720020-19720421	cluster_1
chr5:3664069-3664470	cluster_1
chr8:31160058-31160459	cluster_1
chr13:18810307-18810708	cluster_1
chr1:179398674-179399075	cluster_1
chr17:12266338-12266739	cluster_1
chr14:8401810-8402211	cluster_1
chr10:6797508-6797909	cluster_1
chr17:79417944-79418345	cluster_1
chr8:12137972-12138373	cluster_1
chr7:132362971-132363372	cluster_1
chr17:48326684-48327085	cluster_1
chr17:62918897-62919298	cluster_1
chr2:3726742-3727143	cluster_1
chr4:77710157-77710558	cluster_1
chr1:50806827-50807228	cluster_1
chr2:44705943-44706344	cluster_1
chr18:62833977-62834378	cluster_1
chr1:181357017-181357418	cluster_1
chr7:76791262-76791663	cluster_1
chr11:54727436-54727837	cluster_1
chr17:3615499-3615900	cluster_1
chr4:70499263-70499664	cluster_1
chr15:31179799-31180200	cluster_1
chr6:67768024-67768425	cluster_1
chr2:73351499-73351900	cluster_1
chr10:99709648-99710049	cluster_1
chr10:37846492-37846893	cluster_1
chr10:87827396-87827797	cluster_1
chr2:77502395-77502796	cluster_1
chr8:115521034-115521435	cluster_1
chr10:5844369-5844770	cluster_1
chr9:34574345-34574746	cluster_1
chr17:55294644-55295045	cluster_1
chr2:139442041-139442442	cluster_1
chr3:40138464-40138865	cluster_1
chr8:46152830-46153231	cluster_1
chr16:81434420-81434821	cluster_1
chr16:72795039-72795440	cluster_1
chr14:52026314-52026715	cluster_1
chr1:80606200-80606601	cluster_1
chr5:47794692-47795093	cluster_1
chr17:35039431-35039832	cluster_1
chr3:23393136-23393537	cluster_1
chr3:151459446-151459847	cluster_1
chr14:16497460-16497861	cluster_1
chr8:75204195-75204596	cluster_1
chr6:58899071-58899472	cluster_1
chr8:56366326-56366727	cluster_1
chr1:26838171-26838572	cluster_1
chr8:38331392-38331793	cluster_1
chr4:100847441-100847842	cluster_1
chr14:59002914-59003315	cluster_1
chr7:131812590-131812991	cluster_1
chr16:9071557-9071958	cluster_1
chr10:37682946-37683347	cluster_1
chr12:50973979-50974380	cluster_1
chr11:39582173-39582574	cluster_1
chr1:163751328-163751729	cluster_1
chr6:112057905-112058306	cluster_1
chr7:100416203-100416604	cluster_1
chr7:139078179-139078580	cluster_1
chr16:97366804-97367205	cluster_1
chr7:39750436-39750837	cluster_1
chr4:86069663-86070064	cluster_1
chr1:152178048-152178449	cluster_1
chr4:37626605-37627006	cluster_1
chr13:83582451-83582852	cluster_1
chr1:164590070-164590471	cluster_1
chr1:133823454-133823855	cluster_1
chr15:44140615-44141016	cluster_1
chr3:9665854-9666255	cluster_1
chr10:48443702-48444103	cluster_1
chr10:30242263-30242664	cluster_1
chr6:35428757-35429158	cluster_1
chr19:19640366-19640767	cluster_1
chr6:72673701-72674102	cluster_1
chr1:188708795-188709196	cluster_1
chr3:126602792-126603193	cluster_1
chr4:95526606-95527007	cluster_1
chr10:99680971-99681372	cluster_1
chr11:27089708-27090109	cluster_1
chr10:110701521-110701922	cluster_1
chr10:85190620-85191021	cluster_1
chr15:54923460-54923861	cluster_1
chr11:72367849-72368250	cluster_1
chr6:34725848-34726249	cluster_1
chr9:10127108-10127509	cluster_1
chr8:112524702-112525103	cluster_1
chr15:56655513-56655914	cluster_1
chr8:89317493-89317894	cluster_1
chr12:108583759-108584160	cluster_1
chr8:4736151-4736552	cluster_1
chr15:103135312-103135713	cluster_1
chr9:7270059-7270460	cluster_1
chr10:49679147-49679548	cluster_1
chr6:129685798-129686199	cluster_1
chr1:55677580-55677981	cluster_1
chr1:30707255-30707656	cluster_1
chr14:38943047-38943448	cluster_1
chr4:31121368-31121769	cluster_1
chr5:24723909-24724310	cluster_1
chr3:93301799-93302200	cluster_1
chr2:42521437-42521838	cluster_1
chr10:111819236-111819637	cluster_1
chr8:31105977-31106378	cluster_1
chr3:55483313-55483714	cluster_1
chr1:52260329-52260730	cluster_1
chr18:11985412-11985813	cluster_1
chr1:63065516-63065917	cluster_1
chr2:52310792-52311193	cluster_1
chr3:67931173-67931574	cluster_1
chr17:3736960-3737361	cluster_1
chr6:56900607-56901008	cluster_1
chr5:66850674-66851075	cluster_1
chr2:37814896-37815297	cluster_1
chr9:31315986-31316387	cluster_1
chr10:125298860-125299261	cluster_1
chr2:114048283-114048684	cluster_1
chr10:109985954-109986355	cluster_1
chr18:21812984-21813385	cluster_1
chr7:36901738-36902139	cluster_1
chr4:11719943-11720344	cluster_1
chr13:82902070-82902471	cluster_1
chr16:28636965-28637366	cluster_1
chr15:4575295-4575696	cluster_1
chr5:119066698-119067099	cluster_1
chr15:91425430-91425831	cluster_1
chr1:139192630-139193031	cluster_1
chr15:4497211-4497612	cluster_1
chr1:143903888-143904289	cluster_1
chr18:4846629-4847030	cluster_1
chr10:64320372-64320773	cluster_1
chr11:28195386-28195787	cluster_1
chr8:76377718-76378119	cluster_1
chr4:82890983-82891384	cluster_1
chr4:94017701-94018102	cluster_1
chr7:120956822-120957223	cluster_1
chr1:112755524-112755925	cluster_1
chr15:52565385-52565786	cluster_1
chr4:31424695-31425096	cluster_1
chr1:110803078-110803479	cluster_1
chr18:86136286-86136687	cluster_1
chr4:142577554-142577955	cluster_1
chr10:21583631-21584032	cluster_1
chr1:68142319-68142720	cluster_1
chr6:141687033-141687434	cluster_1
chr2:85328735-85329136	cluster_1
chr7:87626159-87626560	cluster_1
chr10:128611410-128611811	cluster_1
chr11:30928459-30928860	cluster_1
chr1:128032117-128032518	cluster_1
chr13:80680751-80681152	cluster_1
chr2:57451392-57451793	cluster_1
chr7:74885537-74885938	cluster_1
chr2:60479918-60480319	cluster_1
chr1:153045369-153045770	cluster_1
chr6:92364508-92364909	cluster_1
chr18:52457012-52457413	cluster_1
chr14:54815082-54815483	cluster_1
chr6:62077559-62077960	cluster_1
chr4:34642174-34642575	cluster_1
chr12:25802063-25802464	cluster_1
chr5:100836079-100836480	cluster_1
chr19:21068044-21068445	cluster_1
chr11:100564272-100564673	cluster_1
chr15:14306638-14307039	cluster_1
chr17:66636594-66636995	cluster_1
chr12:95355905-95356306	cluster_1
chr15:99847342-99847743	cluster_1
chr3:87247163-87247564	cluster_1
chr7:139666872-139667273	cluster_1
chr8:19610946-19611347	cluster_1
chr4:5981100-5981501	cluster_1
chr10:108852756-108853157	cluster_1
chr16:8916120-8916521	cluster_1
chr9:28238426-28238827	cluster_1
chr3:101781092-101781493	cluster_1
chr7:50638878-50639279	cluster_1
chr5:146625631-146626032	cluster_1
chr11:46233936-46234337	cluster_1
chr5:133609871-133610272	cluster_1
chr6:28507328-28507729	cluster_1
chr4:138582436-138582837	cluster_1
chr19:33093582-33093983	cluster_1
chr1:107290108-107290509	cluster_1
chr7:82154534-82154935	cluster_1
chr4:105394332-105394733	cluster_1
chr1:107739248-107739649	cluster_1
chr6:97019105-97019506	cluster_1
chr4:14701807-14702208	cluster_1
chr14:93381164-93381565	cluster_1
chr8:81619987-81620388	cluster_1
chr14:77546473-77546874	cluster_1
chr4:25453096-25453497	cluster_1
chr12:95890580-95890981	cluster_1
chr7:37648201-37648602	cluster_1
chr10:106591059-106591460	cluster_1
chr6:108160983-108161384	cluster_1
chr7:132503485-132503886	cluster_1
chr5:45301126-45301527	cluster_1
chr7:129096515-129096916	cluster_1
chr8:77463059-77463460	cluster_1
chr8:39866974-39867375	cluster_1
chr2:178865797-178866198	cluster_1
chr12:117162144-117162545	cluster_1
chr6:146580380-146580781	cluster_1
chr3:44381898-44382299	cluster_1
chr17:82251926-82252327	cluster_1
chr13:36150157-36150558	cluster_1
chr3:90420665-90421066	cluster_1
chr3:123348405-123348806	cluster_1
chr8:41783215-41783616	cluster_1
chr12:15609004-15609405	cluster_1
chr10:16156925-16157326	cluster_1
chr17:5612122-5612523	cluster_1
chr1:162773589-162773990	cluster_1
chr12:94425861-94426262	cluster_1
chr4:5349170-5349571	cluster_1
chr16:40129978-40130379	cluster_1
chr15:40526561-40526962	cluster_1
chr1:158310547-158310948	cluster_1
chr12:81278101-81278502	cluster_1
chr5:5728075-5728476	cluster_1
chr18:85694427-85694828	cluster_1
chr4:101306148-101306549	cluster_1
chr4:110227806-110228207	cluster_1
chr13:32158216-32158617	cluster_1
chr2:181180795-181181196	cluster_1
chr3:154692267-154692668	cluster_1
chr4:106330280-106330681	cluster_1
chr2:150842097-150842498	cluster_1
chr15:67249050-67249451	cluster_1
chr13:20405970-20406371	cluster_1
chr12:21168733-21169134	cluster_1
chr3:138183577-138183978	cluster_1
chr14:74468366-74468767	cluster_1
chr4:138426845-138427246	cluster_1
chr3:35232530-35232931	cluster_1
chr4:78110667-78111068	cluster_1
chr16:35311390-35311791	cluster_1
chr11:5403692-5404093	cluster_1
chr3:152149342-152149743	cluster_1
chr4:24795236-24795637	cluster_1
chr8:127002955-127003356	cluster_1
chr6:56422923-56423324	cluster_1
chr11:72494448-72494849	cluster_1
chr12:61122785-61123186	cluster_1
chr15:3312881-3313282	cluster_1
chr6:74577315-74577716	cluster_1
chr7:112512994-112513395	cluster_1
chr2:53723176-53723577	cluster_1
chr18:40867857-40868258	cluster_1
chr16:37997646-37998047	cluster_1
chr3:66122748-66123149	cluster_1
chr9:17393097-17393498	cluster_1
chr17:8659281-8659682	cluster_1
chr3:27981577-27981978	cluster_1
chr4:126576321-126576722	cluster_1
chr9:30855909-30856310	cluster_1
chr18:23394554-23394955	cluster_1
chr7:43952623-43953024	cluster_1
chr15:32021040-32021441	cluster_1
chr13:48438858-48439259	cluster_1
chr1:178764718-178765119	cluster_1
chr12:94105738-94106139	cluster_1
chr2:48380130-48380531	cluster_1
chr15:67484176-67484577	cluster_1
chr14:101321677-101322078	cluster_1
chr8:102553356-102553757	cluster_1
chr12:80440432-80440833	cluster_1
chr2:12361596-12361997	cluster_1
chr17:90594764-90595165	cluster_1
chr12:50341695-50342096	cluster_1
chr6:37293471-37293872	cluster_1
chr8:58835513-58835914	cluster_1
chr13:106711460-106711861	cluster_1
chr16:38924989-38925390	cluster_1
chr13:102550262-102550663	cluster_1
chr19:11534033-11534434	cluster_1
chr11:100820060-100820461	cluster_1
chr10:28497825-28498226	cluster_1
chr11:29794810-29795211	cluster_1
chr1:3198476-3198877	cluster_1
chr7:139692863-139693264	cluster_1
chr19:20241254-20241655	cluster_1
chr5:127181140-127181541	cluster_1
chr6:14500763-14501164	cluster_1
chr14:99146685-99147086	cluster_1
chr3:155548243-155548644	cluster_1
chr13:28847447-28847848	cluster_1
chr1:116056572-116056973	cluster_1
chr4:95178926-95179327	cluster_1
chr6:16957041-16957442	cluster_1
chr19:19222580-19222981	cluster_1
chr5:127595607-127596008	cluster_1
chr12:51212983-51213384	cluster_1
chr5:104089699-104090100	cluster_1
chr13:46387417-46387818	cluster_1
chr19:53152619-53153020	cluster_1
chr9:37939589-37939990	cluster_1
chr8:77532492-77532893	cluster_1
chr1:174530556-174530957	cluster_1
chr13:32005185-32005586	cluster_1
chr10:75106901-75107302	cluster_1
chr3:94792225-94792626	cluster_1
chr1:118294935-118295336	cluster_1
chr6:134953865-134954266	cluster_1
chr1:70922067-70922468	cluster_1
chr15:11095596-11095997	cluster_1
chr15:83447764-83448165	cluster_1
chr13:41724408-41724809	cluster_1
chr2:161982299-161982700	cluster_1
chr13:24157683-24158084	cluster_1
chr6:84880400-84880801	cluster_1
chr13:39847508-39847909	cluster_1
chr5:100732361-100732762	cluster_1
chr2:107278748-107279149	cluster_1
chr6:77536799-77537200	cluster_1
chr14:40043984-40044385	cluster_1
chr1:18170630-18171031	cluster_1
chr13:49485401-49485802	cluster_1
chr16:46552938-46553339	cluster_1
chr7:66311331-66311732	cluster_1
chr7:73682690-73683091	cluster_1
chr18:30457397-30457798	cluster_1
chr3:132849690-132850091	cluster_1
chr4:140915148-140915549	cluster_1
chr1:100753940-100754341	cluster_1
chr4:56829280-56829681	cluster_1
chr8:115854424-115854825	cluster_1
chr6:86955798-86956199	cluster_1
chr11:9630159-9630560	cluster_1
chr3:17847651-17848052	cluster_1
chr4:59231261-59231662	cluster_1
chr16:41997000-41997401	cluster_1
chr1:35202588-35202989	cluster_1
chr15:52639797-52640198	cluster_1
chr1:33271784-33272185	cluster_1
chr5:4530224-4530625	cluster_1
chr18:63766043-63766444	cluster_1
chr10:102892411-102892812	cluster_1
chr3:18683394-18683795	cluster_1
chr16:32454051-32454452	cluster_1
chr4:87928927-87929328	cluster_1
chr8:28146087-28146488	cluster_1
chr12:64676349-64676750	cluster_1
chr15:10133779-10134180	cluster_1
chr15:15672939-15673340	cluster_1
chr4:134555275-134555676	cluster_1
chr6:35897895-35898296	cluster_1
chr4:155594718-155595119	cluster_1
chr15:10840522-10840923	cluster_1
chr7:118632758-118633159	cluster_1
chr4:85305812-85306213	cluster_1
chr13:102035898-102036299	cluster_1
chr4:118355553-118355954	cluster_1
chr18:26814541-26814942	cluster_1
chr10:86505036-86505437	cluster_1
chr8:23191570-23191971	cluster_1
chr13:17179551-17179952	cluster_1
chr1:183075324-183075725	cluster_1
chr10:22701566-22701967	cluster_1
chr14:65276208-65276609	cluster_1
chr7:36667617-36668018	cluster_1
chr8:96548586-96548987	cluster_1
chr4:95904982-95905383	cluster_1
chr2:115370376-115370777	cluster_1
chr12:7485824-7486225	cluster_1
chr7:64065568-64065969	cluster_1
chr14:14952062-14952463	cluster_1
chr12:85467814-85468215	cluster_1
chr11:112298960-112299361	cluster_1
chr4:81116405-81116806	cluster_1
chr6:126453773-126454174	cluster_1
chr10:6871411-6871812	cluster_1
chr3:151057421-151057822	cluster_1
chr10:93532019-93532420	cluster_1
chr10:102746571-102746972	cluster_1
chr18:22378484-22378885	cluster_1
chr5:139916662-139917063	cluster_1
chr5:29258432-29258833	cluster_1
chr13:38021754-38022155	cluster_1
chr3:14107653-14108054	cluster_1
chr1:106602936-106603337	cluster_1
chr2:66988534-66988935	cluster_1
chr1:54223787-54224188	cluster_1
chr7:68632654-68633055	cluster_1
chr2:57909673-57910074	cluster_1
chr14:118649461-118649862	cluster_1
chr13:51954679-51955080	cluster_1
chr18:58637893-58638294	cluster_1
chr10:57420031-57420432	cluster_1
chr10:100670983-100671384	cluster_1
chr8:10965249-10965650	cluster_1
chr19:51220210-51220611	cluster_1
chr17:52651187-52651588	cluster_1
chr15:66878298-66878699	cluster_1
chr6:14819813-14820214	cluster_1
chr10:6538245-6538646	cluster_1
chr3:159733197-159733598	cluster_1
chr12:97326573-97326974	cluster_1
chr7:51289280-51289681	cluster_1
chr7:29025381-29025782	cluster_1
chr15:50423053-50423454	cluster_1
chr3:29619597-29619998	cluster_1
chr12:29015469-29015870	cluster_1
chr8:8392338-8392739	cluster_1
chr1:106653364-106653765	cluster_1
chr15:33698958-33699359	cluster_1
chr16:80962430-80962831	cluster_1
chr2:173699013-173699414	cluster_1
chr1:24122595-24122996	cluster_1
chr7:107326177-107326578	cluster_1
chr1:119934993-119935394	cluster_1
chr15:34683138-34683539	cluster_1
chr18:20237453-20237854	cluster_1
chr5:9718153-9718554	cluster_1
chr5:118217401-118217802	cluster_1
chr13:38574698-38575099	cluster_1
chr14:123296053-123296454	cluster_1
chr6:50220191-50220592	cluster_1
chr6:78793221-78793622	cluster_1
chr1:95582279-95582680	cluster_1
chr3:29338400-29338801	cluster_1
chr14:37165139-37165540	cluster_1
chr15:23904098-23904499	cluster_1
chr8:28946700-28947101	cluster_1
chr14:85553648-85554049	cluster_1
chr18:39437576-39437977	cluster_1
chr17:72414679-72415080	cluster_1
chr15:63020545-63020946	cluster_1
chr6:6132090-6132491	cluster_1
chr13:70900482-70900883	cluster_1
chr11:20125386-20125787	cluster_1
chr13:16358853-16359254	cluster_1
chr2:8400436-8400837	cluster_1
chr19:12042179-12042580	cluster_1
chr2:145889105-145889506	cluster_1
chr14:33688957-33689358	cluster_1
chr2:162394689-162395090	cluster_1
chr17:84258799-84259200	cluster_1
chr5:136587241-136587642	cluster_1
chr13:70631789-70632190	cluster_1
chr1:145276001-145276402	cluster_1
chr8:106003436-106003837	cluster_1
chr13:16290462-16290863	cluster_1
chr8:31907455-31907856	cluster_1
chr16:54239518-54239919	cluster_1
chr5:71909404-71909805	cluster_1
chr14:26940016-26940417	cluster_1
chr17:82271861-82272262	cluster_1
chr7:48643174-48643575	cluster_1
chr6:144197773-144198174	cluster_1
chr16:69945760-69946161	cluster_1
chr4:75204759-75205160	cluster_1
chr17:84162956-84163357	cluster_1
chr6:67551044-67551445	cluster_1
chr11:28120629-28121030	cluster_1
chr9:40235802-40236203	cluster_1
chr16:35094420-35094821	cluster_1
chr3:155750944-155751345	cluster_1
chr17:30438687-30439088	cluster_1
chr11:31571505-31571906	cluster_1
chr2:54558333-54558734	cluster_1
chr12:109889575-109889976	cluster_1
chr7:113093861-113094262	cluster_1
chr17:65741615-65742016	cluster_1
chr1:56310308-56310709	cluster_1
chr8:48707932-48708333	cluster_1
chr14:93085631-93086032	cluster_1
chr6:57362316-57362717	cluster_1
chr11:55863217-55863618	cluster_1
chr12:78931584-78931985	cluster_1
chr3:7925554-7925955	cluster_1
chr5:50074234-50074635	cluster_1
chr8:15412793-15413194	cluster_1
chr11:40879652-40880053	cluster_1
chr19:11119435-11119836	cluster_1
chr18:40397199-40397600	cluster_1
chr7:121832554-121832955	cluster_1
chr15:64019893-64020294	cluster_1
chr1:61993164-61993565	cluster_1
chr4:120178098-120178499	cluster_1
chr18:29429251-29429652	cluster_1
chr11:54911918-54912319	cluster_1
chr14:14322537-14322938	cluster_1
chr2:11714520-11714921	cluster_1
chr12:35951893-35952294	cluster_1
chr4:64255324-64255725	cluster_1
chr5:101775943-101776344	cluster_1
chr16:81541071-81541472	cluster_1
chr7:143470629-143471030	cluster_1
chr18:3842886-3843287	cluster_1
chr3:59456994-59457395	cluster_1
chr18:88928992-88929393	cluster_1
chr4:59273267-59273668	cluster_1
chr8:128857585-128857986	cluster_1
chr5:121767539-121767940	cluster_1
chr1:25469255-25469656	cluster_1
chr10:108780617-108781018	cluster_1
chr18:69238737-69239138	cluster_1
chr12:106076563-106076964	cluster_1
chr7:132950560-132950961	cluster_1
chr1:153587768-153588169	cluster_1
chr6:139868442-139868843	cluster_1
chr18:6235281-6235682	cluster_1
chr16:63466655-63467056	cluster_1
chr2:48469446-48469847	cluster_1
chr17:50954395-50954796	cluster_1
chr10:26610568-26610969	cluster_1
chr4:127956774-127957175	cluster_1
chr2:12102998-12103399	cluster_1
chr11:57535841-57536242	cluster_1
chr11:36994327-36994728	cluster_1
chr7:52563135-52563536	cluster_1
chr5:17762258-17762659	cluster_1
chr11:44794899-44795300	cluster_1
chr8:108024191-108024592	cluster_1
chr3:22464687-22465088	cluster_1
chr7:74788603-74789004	cluster_1
chr10:64438738-64439139	cluster_1
chr17:94764750-94765151	cluster_1
chr11:5215445-5215846	cluster_1
chr13:38386150-38386551	cluster_1
chr8:18723958-18724359	cluster_1
chr1:123156875-123157276	cluster_1
chr1:157636730-157637131	cluster_1
chr13:14461573-14461974	cluster_1
chr5:49876842-49877243	cluster_1
chr1:73418040-73418441	cluster_1
chr3:42382208-42382609	cluster_1
chr5:106547200-106547601	cluster_1
chr1:79312147-79312548	cluster_1
chr13:95946384-95946785	cluster_1
chr11:13272932-13273333	cluster_1
chr14:55615368-55615769	cluster_1
chr5:103711813-103712214	cluster_1
chr10:23426412-23426813	cluster_1
chr18:22118615-22119016	cluster_1
chr4:91726332-91726733	cluster_1
chr1:144267788-144268189	cluster_1
chr6:134020960-134021361	cluster_1
chr15:33558299-33558700	cluster_1
chr16:55312947-55313348	cluster_1
chr5:132594822-132595223	cluster_1
chr17:71471472-71471873	cluster_1
chr9:16660852-16661253	cluster_1
chr1:142042779-142043180	cluster_1
chr3:92011244-92011645	cluster_1
chr2:141787070-141787471	cluster_1
chr2:127115490-127115891	cluster_1
chr11:16734603-16735004	cluster_1
chr10:82946946-82947347	cluster_1
chr6:17059391-17059792	cluster_1
chr2:4770677-4771078	cluster_1
chr3:117375583-117375984	cluster_1
chr8:66932099-66932500	cluster_1
chr18:63411457-63411858	cluster_1
chr5:21948042-21948443	cluster_2
chr6:96348506-96348907	cluster_2
chr12:12904631-12905032	cluster_2
chr12:39956384-39956785	cluster_2
chr17:70932003-70932729	cluster_2
chr7:117916967-117917368	cluster_2
chr11:88142316-88142717	cluster_2
chr8:114258655-114259056	cluster_2
chr5:82964792-82965193	cluster_2
chr4:9024595-9024996	cluster_2
chr8:44689798-44690199	cluster_2
chr1:90433991-90434392	cluster_2
chr2:158059819-158060220	cluster_2
chr4:131667992-131668393	cluster_2
chr2:165735763-165736164	cluster_2
chr17:70248433-70248834	cluster_2
chr10:9459054-9459455	cluster_2
chr14:93067907-93068308	cluster_2
chr2:146604515-146604916	cluster_2
chr8:26593738-26594139	cluster_2
chr7:67012646-67013047	cluster_2
chr12:8498786-8499187	cluster_2
chr9:61031615-61032016	cluster_2
chr2:113654695-113655096	cluster_2
chr12:15585747-15586148	cluster_2
chr7:138184158-138184559	cluster_2
chr1:169916658-169917059	cluster_2
chr14:63439354-63439755	cluster_2
chr16:57927884-57928285	cluster_2
chr12:105876690-105877091	cluster_2
chr9:30137613-30138014	cluster_2
chr9:95322117-95322518	cluster_2
chr10:69467868-69468269	cluster_2
chr18:3935790-3936191	cluster_2
chr17:78409972-78410373	cluster_2
chr7:133537422-133537823	cluster_2
chr11:71805389-71805790	cluster_2
chr16:73203586-73203987	cluster_2
chr2:91324654-91325055	cluster_2
chr15:82206467-82206868	cluster_2
chr5:22360758-22361159	cluster_2
chr7:125335486-125335887	cluster_2
chr4:155246634-155247035	cluster_2
chr2:158734799-158735200	cluster_2
chr17:29710386-29710787	cluster_2
chr2:97478938-97479339	cluster_2
chr2:170811335-170811736	cluster_2
chr19:42164693-42165094	cluster_2
chr3:70223713-70224114	cluster_2
chr3:6484045-6484446	cluster_2
chr1:57875360-57875761	cluster_2
chr6:72254206-72254607	cluster_2
chr5:35144631-35145032	cluster_2
chr8:114936938-114937339	cluster_2
chr7:79194741-79195142	cluster_2
chr13:98300448-98300849	cluster_2
chr15:31207310-31207711	cluster_2
chr17:27315042-27315443	cluster_2
chr4:15790799-15791200	cluster_2
chr7:34390856-34391257	cluster_2
chr9:23285021-23285422	cluster_2
chr5:128772977-128773378	cluster_2
chr8:74501801-74502202	cluster_2
chr18:53028004-53028405	cluster_2
chr6:47228634-47229035	cluster_2
chr3:133209909-133210310	cluster_2
chr8:121885529-121885930	cluster_2
chr17:51393752-51394153	cluster_2
chr6:37120314-37120715	cluster_2
chr2:53292419-53292820	cluster_2
chr15:102563762-102564163	cluster_2
chr2:141740350-141740751	cluster_2
chr2:84947430-84947831	cluster_2
chr15:12846668-12847069	cluster_2
chr15:57949178-57949579	cluster_2
chr12:13706541-13706942	cluster_2
chr16:96252158-96252559	cluster_2
chrX:70087253-70087654	cluster_2
chr12:10572487-10572888	cluster_2
chr16:54744231-54744632	cluster_2
chr11:116654485-116654886	cluster_2
chr2:27108485-27108886	cluster_2
chr11:102970569-102970970	cluster_2
chr16:33859933-33860334	cluster_2
chr13:30427403-30427804	cluster_2
chr11:64271061-64271462	cluster_2
chr4:151595065-151595466	cluster_2
chr3:19768670-19769071	cluster_2
chr17:53941842-53942243	cluster_2
chr13:90896783-90897184	cluster_2
chr3:79527820-79528221	cluster_2
chr12:73437480-73437881	cluster_2
chr5:130681799-130682200	cluster_2
chr2:171453239-171453640	cluster_2
chr14:48907315-48907716	cluster_2
chr3:105131102-105131503	cluster_2
chr4:135230718-135231119	cluster_2
chr5:111935303-111935704	cluster_2
chr14:22326639-22327040	cluster_2
chr5:131819333-131819734	cluster_2
chr18:85181447-85181848	cluster_2
chr5:128407597-128407998	cluster_2
chr9:63090414-63090815	cluster_2
chr7:125251076-125251477	cluster_2
chr2:179605101-179605502	cluster_2
chr6:95331228-95331629	cluster_2
chr15:56604237-56604638	cluster_2
