# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.Homeodomain.0055	VAX1	HT-SELEX	N
GM.5.0.Homeodomain.0055	Vax2	PBM	N
GM.5.0.Homeodomain.0055	VAX2	HT-SELEX	N
GM.5.0.C2H2_ZF.0259	CTCFL	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	Ctcfl	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	Ctcfl	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	RXRA	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	ZBTB7A	ChIP-seq	N
GM.5.0.SMAD.0003	NFIC	JASPAR	Y
GM.5.0.SMAD.0003	Nfix	JASPAR	N
GM.5.0.SMAD.0003	Nfib	JASPAR	N
GM.5.0.SMAD.0003	Nfia	JASPAR	N
GM.5.0.SMAD.0003	Nfic	JASPAR	N
GM.5.0.SMAD.0003	Nfib	ChIP-seq	Y
GM.5.0.SMAD.0003	NFIC	TRANSFAC	Y
GM.5.0.SMAD.0003	Nfic	ChIP-seq	Y
GM.5.0.Ets.0027	Tcf12	ChIP-seq	N
GM.5.0.Ets.0027	Ptf1a	ChIP-seq	N
GM.5.0.Ets.0027	MyoD	ChIP-seq	N
GM.5.0.Ets.0027	E2A	ChIP-seq	N
GM.5.0.Ets.0027	Ascl2	HT-SELEX	N
GM.5.0.Ets.0027	TCF12	ChIP-seq	N
GM.5.0.Ets.0027	TCF4	ChIP-seq	N
GM.5.0.Ets.0027	Tcf3	JASPAR	N
GM.5.0.Ets.0027	TCF3	SELEX	N
GM.5.0.Ets.0027	TCF4	SELEX	N
GM.5.0.Ets.0027	ASCL2	SELEX	N
GM.5.0.Ets.0027	Ascl2	SELEX	N
GM.5.0.Ets.0027	Ascl1	SELEX	N
GM.5.0.Ets.0027	TCF3	HT-SELEX	N
GM.5.0.Ets.0027	Ascl2	HT-SELEX	N
GM.5.0.Ets.0027	TCF4	HT-SELEX	N
GM.5.0.Ets.0027	ASCL1	ChIP-seq	N
GM.5.0.Ets.0027	TCF12	ChIP-seq	N
GM.5.0.Ets.0027	TCF3	HT-SELEX	N
GM.5.0.Ets.0027	TCF4	HT-SELEX	N
GM.5.0.Ets.0027	TCF3	ChIP-seq	N
GM.5.0.Ets.0027	Tcf3	ChIP-seq	N
GM.5.0.Ets.0027	Heb	ChIP-seq	N
GM.5.0.Ets.0027	ZEB1	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXO3	TRANSFAC	N
GM.5.0.Forkhead.0021	FOXO4	Unknown	N
GM.5.0.Forkhead.0021	FOXO4	TRANSFAC	N
GM.5.0.Forkhead.0021	FOXP1	JASPAR	N
GM.5.0.Forkhead.0021	FOXP4	JASPAR	N
GM.5.0.Forkhead.0021	Foxp4	JASPAR	N
GM.5.0.Forkhead.0021	Foxp3	JASPAR	N
GM.5.0.Forkhead.0021	FOXP2	JASPAR	N
GM.5.0.Forkhead.0021	FOXO3	Transfac	N
GM.5.0.Forkhead.0021	FOXO4	Transfac	N
GM.5.0.Forkhead.0021	FOXP2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	SOX9	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	SOX10	JASPAR	N
GM.5.0.Unknown.0154	RUNX1	ChIP-seq	N
GM.5.0.Unknown.0154	ENSG00000250096	JASPAR	N
GM.5.0.Unknown.0154	Runx1	JASPAR	N
GM.5.0.Unknown.0154	Runx2	JASPAR	N
GM.5.0.Unknown.0154	Runx3	JASPAR	N
GM.5.0.Unknown.0154	MEF2A	ChIP-seq	N
GM.5.0.Unknown.0154	MEF2C	ChIP-seq	N
GM.5.0.Unknown.0154	RUNX1	JASPAR	N
GM.5.0.Unknown.0154	Runx1	ChIP-seq	N
GM.5.0.Unknown.0154	RUNX2	TRANSFAC	N
GM.5.0.Unknown.0154	Runx2	ChIP-seq	N
GM.5.0.Unknown.0154	RUNX3	ChIP-seq	N
GM.5.0.Unknown.0154	Runx3	ChIP-seq	N
GM.5.0.Homeodomain.0055	Barx2	PBM	N
GM.5.0.Homeodomain.0055	DLX5	Unknown	N
GM.5.0.Homeodomain.0055	Dlx5	PBM	N
GM.5.0.Homeodomain.0055	Emx2	PBM	N
GM.5.0.Homeodomain.0055	Evx1	PBM	N
GM.5.0.Homeodomain.0055	EVX2	Unknown	N
GM.5.0.Homeodomain.0055	Evx2	PBM	N
GM.5.0.Homeodomain.0055	Gbx1	PBM	N
GM.5.0.Homeodomain.0055	Gbx2	PBM	N
GM.5.0.Homeodomain.0055	Hoxa3	PBM	N
GM.5.0.Homeodomain.0055	HOXB3	Unknown	N
GM.5.0.Homeodomain.0055	Hoxb3	PBM	N
GM.5.0.Homeodomain.0055	HOXD1	Unknown	N
GM.5.0.Homeodomain.0055	Hoxd1	PBM	N
GM.5.0.Homeodomain.0055	ISX	Unknown	N
GM.5.0.Homeodomain.0055	Isx	PBM	N
GM.5.0.Homeodomain.0055	Msx1	PBM	N
GM.5.0.Homeodomain.0055	NKX1-1	Unknown	N
GM.5.0.Homeodomain.0055	Nkx1-1	PBM	N
GM.5.0.Homeodomain.0055	Nkx1-2	PBM	N
GM.5.0.Unknown.0026	PBX1	JASPAR	N
GM.5.0.Unknown.0026	AL845464.3	JASPAR	N
GM.5.0.Unknown.0026	BX284686.1	JASPAR	N
GM.5.0.Unknown.0026	CR812478.2	JASPAR	N
GM.5.0.Unknown.0026	BX927239.6	JASPAR	N
GM.5.0.Unknown.0026	CR933878.8	JASPAR	N
GM.5.0.Unknown.0026	AL662830.5	JASPAR	N
GM.5.0.Unknown.0026	Pbx4	JASPAR	N
GM.5.0.Unknown.0026	Pbx2	JASPAR	N
GM.5.0.Unknown.0026	Pbx3	JASPAR	N
GM.5.0.Unknown.0026	PBX1	Transfac	N
GM.5.0.Unknown.0026	AL845464.3	Transfac	N
GM.5.0.Unknown.0026	BX284686.1	Transfac	N
GM.5.0.Unknown.0026	CR812478.2	Transfac	N
GM.5.0.Unknown.0026	BX927239.6	Transfac	N
GM.5.0.Unknown.0026	CR933878.8	Transfac	N
GM.5.0.Unknown.0026	AL662830.5	Transfac	N
GM.5.0.Unknown.0026	Pbx4	Transfac	N
GM.5.0.Unknown.0026	Pbx2	Transfac	N
GM.5.0.Unknown.0026	Pbx3	Transfac	N
GM.5.0.Unknown.0026	PBX1	ChIP-seq	N
GM.5.0.Unknown.0026	AL845464.3	ChIP-seq	N
GM.5.0.Unknown.0026	BX284686.1	ChIP-seq	N
GM.5.0.Unknown.0026	CR812478.2	ChIP-seq	N
GM.5.0.Unknown.0026	BX927239.6	ChIP-seq	N
GM.5.0.Unknown.0026	CR933878.8	ChIP-seq	N
GM.5.0.Unknown.0026	AL662830.5	ChIP-seq	N
GM.5.0.Unknown.0026	Pbx4	ChIP-seq	N
GM.5.0.Unknown.0026	Pbx2	ChIP-seq	N
GM.5.0.Unknown.0026	Pbx3	ChIP-seq	N
GM.5.0.Unknown.0026	PBX1	SELEX	N
GM.5.0.Unknown.0026	PBX1	Unknown	N
GM.5.0.Unknown.0026	PBX1	TRANSFAC	N
GM.5.0.AT_hook.0003	NFIX	SELEX	N
GM.5.0.AT_hook.0003	Nfix	SELEX	N
GM.5.0.AT_hook.0003	Nfib	SELEX	N
GM.5.0.AT_hook.0003	Nfia	SELEX	N
GM.5.0.AT_hook.0003	Nfic	SELEX	N
GM.5.0.AT_hook.0003	NFIX	HT-SELEX	N
GM.5.0.C2H2_ZF.0259	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	CTCFL	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	RAD21	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	SMC3	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	Ctcf	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	CTCF	JASPAR	N
GM.5.0.C2H2_ZF.0259	CTCF	HT-SELEX	N
GM.5.0.C2H2_ZF.0259	CTCF	SELEX	N
GM.5.0.C2H2_ZF.0259	MAX	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	MXI1	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	MYC	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	HOXA6	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	HOXD3	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	AC012531.1	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	HOXB4	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	HOXC5	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	Hoxd4	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	Hoxb2	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	Pbx1	PBM	N
GM.5.0.C2H2_ZF.0210	PAX5	Transfac	N
GM.5.0.C2H2_ZF.0210	Pax9	Transfac	N
GM.5.0.C2H2_ZF.0210	Pax5	Transfac	N
GM.5.0.C2H2_ZF.0210	Pax8	Transfac	N
GM.5.0.C2H2_ZF.0210	Pax1	Transfac	N
GM.5.0.C2H2_ZF.0210	PAX5	TRANSFAC	N
GM.5.0.C2H2_ZF.0210	Pax5	JASPAR	N
GM.5.0.CUT_Homeodomain.0009	Gata2	JASPAR	N
GM.5.0.CUT_Homeodomain.0009	NKX2-3	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	NKX2-6	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F1	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2f3	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F6	Unknown	N
GM.5.0.DP_E2F.0001	E2F6	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2f6	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2f3	JASPAR	N
GM.5.0.DP_E2F.0001	E2F4	JASPAR	N
GM.5.0.DP_E2F.0001	E2f4	JASPAR	N
GM.5.0.DP_E2F.0001	E2f5	JASPAR	N
GM.5.0.DP_E2F.0001	E2F6	JASPAR	N
GM.5.0.DP_E2F.0001	E2f6	JASPAR	N
GM.5.0.DP_E2F.0001	E2f6	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F4	ChIP-seq	N
GM.5.0.DP_E2F.0001	TFDP1	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F7	ChIP-seq	N
GM.5.0.Homeodomain.0159	BCL3	ChIP-seq	N
GM.5.0.Homeodomain.0159	NFKB1	ChIP-seq	N
GM.5.0.Homeodomain.0159	SPI1	ChIP-seq	N
GM.5.0.TEA.0010	Sox6	ChIP-seq	N
GM.5.0.TEA.0010	Sox17	JASPAR	N
GM.5.0.TEA.0010	Sox17	SELEX	N
GM.5.0.TEA.0010	SOX14	Unknown	N
GM.5.0.TEA.0010	SOX6	Unknown	N
GM.5.0.GCM.0002	CLOCK	TRANSFAC	N
GM.5.0.GCM.0002	ARNTL	TRANSFAC	N
GM.5.0.GCM.0002	MYCL1	JASPAR	N
GM.5.0.GCM.0002	Mycl1	JASPAR	N
GM.5.0.GCM.0002	Mycn	JASPAR	N
GM.5.0.GCM.0002	Mycs	JASPAR	N
GM.5.0.GCM.0002	MXI1	ChIP-seq	N
GM.5.0.GCM.0002	NPAS2	B1H	N
GM.5.0.Homeodomain.0159	HOXA10	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxa11	PBM	N
GM.5.0.Homeodomain.0159	Hoxa11	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXA13	Unknown	N
GM.5.0.Homeodomain.0159	Hoxa13	PBM	N
GM.5.0.Homeodomain.0159	HOXA13	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXB13	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxc10	PBM	N
GM.5.0.Homeodomain.0159	HOXC10	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxc10	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxc11	PBM	N
GM.5.0.Homeodomain.0159	HOXC11	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxc12	PBM	N
GM.5.0.Homeodomain.0159	HOXC12	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXC13	Unknown	N
GM.5.0.Homeodomain.0159	Hoxc13	PBM	N
GM.5.0.Homeodomain.0159	HOXC13	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxd11	PBM	N
GM.5.0.Homeodomain.0159	HOXD11	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxd12	PBM	N
GM.5.0.Homeodomain.0159	HOXD12	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXD13	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxd13	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxd9	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXA9	SELEX	N
GM.5.0.Homeodomain.0159	HOXA6	SELEX	N
GM.5.0.Homeodomain.0159	HOXB9	SELEX	N
GM.5.0.Homeodomain.0159	HOXC9	SELEX	N
GM.5.0.Homeodomain.0159	Hoxb9	SELEX	N
GM.5.0.Homeodomain.0159	NP_032296.2	SELEX	N
GM.5.0.Homeodomain.0159	HOXA13	SELEX	N
GM.5.0.Homeodomain.0159	HOXB13	SELEX	N
GM.5.0.Homeodomain.0159	HOXA11	SELEX	N
GM.5.0.Homeodomain.0159	HOXC10	SELEX	N
GM.5.0.Homeodomain.0159	HOXC11	SELEX	N
GM.5.0.Homeodomain.0159	HOXC12	SELEX	N
GM.5.0.Homeodomain.0159	Hoxd12	SELEX	N
GM.5.0.Homeodomain.0159	NP_032300.2	SELEX	N
GM.5.0.Homeodomain.0159	HOXC13	SELEX	N
GM.5.0.Homeodomain.0159	HOXD11	SELEX	N
GM.5.0.Homeodomain.0159	HOXD12	SELEX	N
GM.5.0.Homeodomain.0159	HOXD13	SELEX	N
GM.5.0.Homeodomain.0159	Hoxa11	SELEX	N
GM.5.0.Homeodomain.0159	Hoxc10	SELEX	N
GM.5.0.Homeodomain.0159	Hoxd13	SELEX	N
GM.5.0.Homeodomain.0159	Hoxd9	SELEX	N
GM.5.0.Homeodomain.0159	HOXC11	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXD12	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXC10	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXC12	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXC13	HT-SELEX	N
GM.5.0.Homeodomain.0159	HOXD11	HT-SELEX	N
GM.5.0.Homeodomain.0159	Hoxa11	HT-SELEX	N
GM.5.0.C2H2_ZF.0025	REST	JASPAR	Y
GM.5.0.C2H2_ZF.0025	Rest	JASPAR	N
GM.5.0.C2H2_ZF.0025	REST	Transfac	Y
GM.5.0.C2H2_ZF.0025	Rest	Transfac	N
GM.5.0.C2H2_ZF.0025	REST	ChIP-seq	Y
GM.5.0.C2H2_ZF.0025	Rest	ChIP-seq	N
GM.5.0.C2H2_ZF.0025	REST	Unknown	N
GM.5.0.C2H2_ZF.0025	REST	ChIP-seq	N
GM.5.0.C2H2_ZF.0025	Rest	ChIP-seq	Y
GM.5.0.C2H2_ZF.0025	REST	TRANSFAC	Y
GM.5.0.Unknown.0125	Stat5	ChIP-seq	N
GM.5.0.Unknown.0125	Stat3	ChIP-seq	N
GM.5.0.Unknown.0125	STAT1	JASPAR	N
GM.5.0.Unknown.0125	Stat4	JASPAR	N
GM.5.0.Unknown.0125	STAT1	ChIP-seq	N
GM.5.0.Unknown.0125	Stat1	ChIP-seq	N
GM.5.0.Unknown.0125	STAT3	ChIP-seq	N
GM.5.0.Unknown.0125	Stat4	ChIP-seq	N
GM.5.0.Unknown.0125	STAT1	ChIP-seq	N
GM.5.0.Unknown.0125	STAT3	ChIP-seq	N
GM.5.0.Unknown.0125	STAT4	ChIP-seq	N
GM.5.0.Unknown.0125	STAT5A	Unknown	N
GM.5.0.Unknown.0125	STAT	TRANSFAC	N
GM.5.0.Unknown.0125	Stat3	JASPAR	N
GM.5.0.C2H2_ZF.0210	RBPJ	ChIP-seq	N
GM.5.0.C2H2_ZF.0210	RBPJ	TRANSFAC	N
GM.5.0.C2H2_ZF.0191	TAF1	ChIP-seq	N
GM.5.0.C2H2_ZF.0191	WRNIP1	Unknown	N
GM.5.0.Homeodomain.0055	HOXA6	JASPAR	N
GM.5.0.Homeodomain.0055	HOXD3	JASPAR	N
GM.5.0.Homeodomain.0055	AC012531.1	JASPAR	N
GM.5.0.Homeodomain.0055	HOXB4	JASPAR	N
GM.5.0.Homeodomain.0055	HOXC5	JASPAR	N
GM.5.0.Homeodomain.0055	Hoxd4	JASPAR	N
GM.5.0.Homeodomain.0055	Vsx2	JASPAR	N
GM.5.0.Homeodomain.0055	NKX6-3	JASPAR	N
GM.5.0.Homeodomain.0055	Nkx6-2	JASPAR	N
GM.5.0.Homeodomain.0055	Nkx6-3	JASPAR	N
GM.5.0.Homeodomain.0055	NP_083278.1	JASPAR	N
GM.5.0.Homeodomain.0055	Hoxb2	JASPAR	N
GM.5.0.Homeodomain.0055	Gsx1	JASPAR	N
GM.5.0.Homeodomain.0055	HOXA6	B1H	N
GM.5.0.Homeodomain.0055	HOXD3	B1H	N
GM.5.0.Homeodomain.0055	AC012531.1	B1H	N
GM.5.0.Homeodomain.0055	HOXB4	B1H	N
GM.5.0.Homeodomain.0055	HOXC5	B1H	N
GM.5.0.Homeodomain.0055	Hoxd4	B1H	N
GM.5.0.Homeodomain.0055	Vsx2	B1H	N
GM.5.0.Homeodomain.0055	NKX6-3	B1H	N
GM.5.0.Homeodomain.0055	Nkx6-2	B1H	N
GM.5.0.Homeodomain.0055	Nkx6-3	B1H	N
GM.5.0.Homeodomain.0055	NP_083278.1	B1H	N
GM.5.0.Homeodomain.0055	Gsx1	B1H	N
GM.5.0.Homeodomain.0055	Hoxb1	B1H	N
GM.5.0.Homeodomain.0055	Hoxb2	B1H	N
GM.5.0.Homeodomain.0055	POU4F2	ChIP-seq	N
GM.5.0.Homeodomain.0055	Pou4f2	ChIP-seq	N
GM.5.0.Homeodomain.0055	Pou4f1	ChIP-seq	N
GM.5.0.Homeodomain.0055	POU4F2	Unknown	N
GM.5.0.Homeodomain.0055	Lhx3	ChIP-seq	N
GM.5.0.Homeodomain.0055	EN2	HT-SELEX	N
GM.5.0.Homeodomain.0055	En2	HT-SELEX	N
GM.5.0.Homeodomain.0055	Lhx4	PBM	N
GM.5.0.Homeodomain.0055	LHX6	Unknown	N
GM.5.0.Homeodomain.0055	Lhx6	PBM	N
GM.5.0.Homeodomain.0055	LHX6	HT-SELEX	N
GM.5.0.Homeodomain.0055	Lhx8	PBM	N
GM.5.0.Homeodomain.0055	Lhx8	HT-SELEX	N
GM.5.0.Homeodomain.0055	EN2	SELEX	N
GM.5.0.Homeodomain.0055	LHX6	SELEX	N
GM.5.0.Homeodomain.0055	LHX8	SELEX	N
GM.5.0.Homeodomain.0055	NP_001076596.1	SELEX	N
GM.5.0.Homeodomain.0055	En2	SELEX	N
GM.5.0.Homeodomain.0055	Lhx8	SELEX	N
GM.5.0.Homeodomain.0055	EN2	HT-SELEX	N
GM.5.0.Homeodomain.0055	LHX6	HT-SELEX	N
GM.5.0.Homeodomain.0055	Lhx8	HT-SELEX	N
GM.5.0.Homeodomain.0055	Lhx1	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	ATF3	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	THAP11	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	Thap11	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	ZBTB33	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	ZNF143	ChIP-seq	N
GM.5.0.C2H2_ZF.0277	ZNF76	ChIP-seq	N
GM.5.0.bZIP.0072	MAFF	ChIP-seq	N
GM.5.0.bZIP.0072	MAFF	SELEX	N
GM.5.0.bZIP.0072	MAFG	SELEX	N
GM.5.0.bZIP.0072	MAFK	SELEX	N
GM.5.0.bZIP.0072	Mafa	SELEX	N
GM.5.0.bZIP.0072	Maf	SELEX	N
GM.5.0.bZIP.0072	Mafb	SELEX	N
GM.5.0.bZIP.0072	MAFG	HT-SELEX	N
GM.5.0.bZIP.0072	MAFF	HT-SELEX	N
GM.5.0.bZIP.0072	MAFG	HT-SELEX	N
GM.5.0.bZIP.0072	Mafb	HT-SELEX	N
GM.5.0.bZIP.0072	MAFK	HT-SELEX	N
GM.5.0.C2H2_ZF.0017	Zscan10	PBM	N
GM.5.0.C2H2_ZF.0017	MZF1	ChIP-seq	N
GM.5.0.Unknown.0145	CEBPB	Unknown	N
GM.5.0.Unknown.0145	CEBPB	TRANSFAC	N
GM.5.0.Unknown.0145	EP300	ChIP-seq	N
GM.5.0.Unknown.0145	CEBPB	Transfac	N
GM.5.0.C2H2_ZF.0028	HIC1	Unknown	N
GM.5.0.C2H2_ZF.0028	HIC1	TRANSFAC	Y
GM.5.0.Mixed.0035	LEF1	Unknown	N
GM.5.0.Mixed.0035	LEF1	ChIP-seq	N
GM.5.0.Mixed.0035	TCF7L1	Unknown	N
GM.5.0.Mixed.0035	LEF1	TRANSFAC	N
GM.5.0.Forkhead.0021	Foxo3	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxa2	PBM	N
GM.5.0.Forkhead.0021	FOXF2	TRANSFAC	N
GM.5.0.Forkhead.0021	FOXF2	JASPAR	N
GM.5.0.Forkhead.0021	Foxk1	PBM	N
GM.5.0.Forkhead.0021	Foxl1	PBM	N
GM.5.0.Forkhead.0021	FOXK2	PBM	N
GM.5.0.Forkhead.0021	FOXD4	PBM	N
GM.5.0.Forkhead.0021	FOXE1	PBM	N
GM.5.0.Forkhead.0021	FOXS1	PBM	N
GM.5.0.Forkhead.0021	FOXD4L1	PBM	N
GM.5.0.Forkhead.0021	FOXI2	PBM	N
GM.5.0.Forkhead.0021	FOXE3	PBM	N
GM.5.0.Forkhead.0021	FOXD4L3	PBM	N
GM.5.0.Forkhead.0021	FOXB2	PBM	N
GM.5.0.Forkhead.0021	FOXD4L5	PBM	N
GM.5.0.Forkhead.0021	FOXD4L6	PBM	N
GM.5.0.Forkhead.0021	KIAA0415	PBM	N
GM.5.0.Forkhead.0021	Foxa1	PBM	N
GM.5.0.Forkhead.0021	Foxf2	PBM	N
GM.5.0.Forkhead.0021	Foxq1	PBM	N
GM.5.0.Forkhead.0021	Foxk2	PBM	N
GM.5.0.Forkhead.0021	Foxa3	PBM	N
GM.5.0.Forkhead.0021	Foxf1a	PBM	N
GM.5.0.Forkhead.0021	Foxe3	PBM	N
GM.5.0.Forkhead.0021	Foxi1	PBM	N
GM.5.0.Forkhead.0021	Foxi2	PBM	N
GM.5.0.Forkhead.0021	Foxl2	PBM	N
GM.5.0.Forkhead.0021	Foxd4	PBM	N
GM.5.0.Forkhead.0021	Foxd2	PBM	N
GM.5.0.Forkhead.0021	Foxi3	PBM	N
GM.5.0.Forkhead.0021	Foxb2	PBM	N
GM.5.0.Forkhead.0021	Foxd3	PBM	N
GM.5.0.Forkhead.0021	Foxe1	PBM	N
GM.5.0.Forkhead.0021	Foxs1	PBM	N
GM.5.0.Forkhead.0021	FOXG1	PBM	N
GM.5.0.Forkhead.0021	FOXK2	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4	JASPAR	N
GM.5.0.Forkhead.0021	FOXE1	JASPAR	N
GM.5.0.Forkhead.0021	FOXS1	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L1	JASPAR	N
GM.5.0.Forkhead.0021	FOXI2	JASPAR	N
GM.5.0.Forkhead.0021	FOXE3	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L3	JASPAR	N
GM.5.0.Forkhead.0021	FOXB2	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L5	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L6	JASPAR	N
GM.5.0.Forkhead.0021	KIAA0415	JASPAR	N
GM.5.0.Forkhead.0021	Foxa1	JASPAR	N
GM.5.0.Forkhead.0021	Foxf2	JASPAR	N
GM.5.0.Forkhead.0021	Foxq1	JASPAR	N
GM.5.0.Forkhead.0021	Foxk2	JASPAR	N
GM.5.0.Forkhead.0021	Foxa3	JASPAR	N
GM.5.0.Forkhead.0021	Foxf1a	JASPAR	N
GM.5.0.Forkhead.0021	Foxe3	JASPAR	N
GM.5.0.Forkhead.0021	Foxi1	JASPAR	N
GM.5.0.Forkhead.0021	Foxi2	JASPAR	N
GM.5.0.Forkhead.0021	Foxl2	JASPAR	N
GM.5.0.Forkhead.0021	Foxd4	JASPAR	N
GM.5.0.Forkhead.0021	Foxd2	JASPAR	N
GM.5.0.Forkhead.0021	Foxi3	JASPAR	N
GM.5.0.Forkhead.0021	Foxb2	JASPAR	N
GM.5.0.Forkhead.0021	Foxd3	JASPAR	N
GM.5.0.Forkhead.0021	Foxe1	JASPAR	N
GM.5.0.Forkhead.0021	Foxs1	JASPAR	N
GM.5.0.Forkhead.0021	FOXF2	Transfac	N
GM.5.0.Forkhead.0021	FOXK2	Transfac	N
GM.5.0.Forkhead.0021	FOXD4	Transfac	N
GM.5.0.Forkhead.0021	FOXE1	Transfac	N
GM.5.0.Forkhead.0021	FOXS1	Transfac	N
GM.5.0.Forkhead.0021	FOXD4L1	Transfac	N
GM.5.0.Forkhead.0021	FOXI2	Transfac	N
GM.5.0.Forkhead.0021	FOXE3	Transfac	N
GM.5.0.Forkhead.0021	FOXD4L3	Transfac	N
GM.5.0.Forkhead.0021	FOXB2	Transfac	N
GM.5.0.Forkhead.0021	FOXD4L5	Transfac	N
GM.5.0.Forkhead.0021	FOXD4L6	Transfac	N
GM.5.0.Forkhead.0021	KIAA0415	Transfac	N
GM.5.0.Forkhead.0021	Foxa1	Transfac	N
GM.5.0.Forkhead.0021	Foxf2	Transfac	N
GM.5.0.Forkhead.0021	Foxq1	Transfac	N
GM.5.0.Forkhead.0021	Foxk2	Transfac	N
GM.5.0.Forkhead.0021	Foxa3	Transfac	N
GM.5.0.Forkhead.0021	Foxf1a	Transfac	N
GM.5.0.Forkhead.0021	Foxe3	Transfac	N
GM.5.0.Forkhead.0021	Foxi1	Transfac	N
GM.5.0.Forkhead.0021	Foxi2	Transfac	N
GM.5.0.Forkhead.0021	Foxl2	Transfac	N
GM.5.0.Forkhead.0021	Foxd4	Transfac	N
GM.5.0.Forkhead.0021	Foxd2	Transfac	N
GM.5.0.Forkhead.0021	Foxi3	Transfac	N
GM.5.0.Forkhead.0021	Foxb2	Transfac	N
GM.5.0.Forkhead.0021	Foxd3	Transfac	N
GM.5.0.Forkhead.0021	Foxe1	Transfac	N
GM.5.0.Forkhead.0021	Foxs1	Transfac	N
GM.5.0.Forkhead.0021	FOXK2	DeBoer11	N
GM.5.0.Forkhead.0021	FOXD4	DeBoer11	N
GM.5.0.Forkhead.0021	FOXD4L1	DeBoer11	N
GM.5.0.Forkhead.0021	KIAA0415	DeBoer11	N
GM.5.0.Forkhead.0021	Foxk2	DeBoer11	N
GM.5.0.Forkhead.0021	Foxd4	DeBoer11	N
GM.5.0.Forkhead.0021	FOXK2	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXD4	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXE1	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXS1	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXD4L1	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXI2	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXE3	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXD4L3	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXB2	ChIP-seq	N
