Chrom	Start	End	region_61393	X0.0	X.	X8443946.1	X8444147.1	X0	X1	X201	X8443938	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr8	72420387	72420588	region_169606	0	+	72420387	72420588	0	1	201	72420380	cluster_1	Promoter (<=1kb)	8	72341001	72421474	80474	2	ENSMUST00000163643	886	ENSMUSG00000006276	ENSMUSG00000006276
chr14	50785269	50785470	region_55655	0	+	50785269	50785470	0	1	201	50785264	cluster_1	Promoter (<=1kb)	14	50765415	50785518	20104	2	ENSMUST00000006451	48	ENSMUSG00000006288	ENSMUSG00000006288
chr1	74283720	74283921	region_5093	0	+	74283720	74283921	0	1	201	74283713	cluster_1	Promoter (<=1kb)	1	74279840	74284738	4899	2	ENSMUST00000006462	817	ENSMUSG00000006299	ENSMUSG00000006299
chr1	74236173	74236374	region_5088	0	+	74236173	74236374	0	1	201	74236166	cluster_1	Promoter (<=1kb)	1	74236497	74268209	31713	1	ENSMUST00000113820	-123	ENSMUSG00000006304	ENSMUSG00000006304
chr7	30589150	30589351	region_155755	0	+	30589150	30589351	0	1	201	30589147	cluster_1	Promoter (<=1kb)	7	30568858	30588726	19869	2	ENSMUST00000108154	-425	ENSMUSG00000006307	ENSMUSG00000006307
chr7	30730226	30730427	region_155765	0	+	30730226	30730427	0	1	201	30730223	cluster_1	Promoter (<=1kb)	7	30727701	30729534	1834	2	ENSMUST00000006478	-693	ENSMUSG00000006315	ENSMUSG00000006315
chr7	30729619	30729820	region_155764	0	+	30729619	30729820	0	1	201	30729616	cluster_1	Promoter (<=1kb)	7	30727701	30729534	1834	2	ENSMUST00000006478	-86	ENSMUSG00000006315	ENSMUSG00000006315
chr7	3703844	3704045	region_154684	0	+	3703844	3704045	0	1	201	3703841	cluster_1	Promoter (<=1kb)	7	3703993	3706901	2909	1	ENSMUST00000006496	0	ENSMUSG00000006333	ENSMUSG00000006333
chr7	3629650	3629851	region_154673	0	+	3629650	3629851	0	1	201	3629647	cluster_1	Promoter (<=1kb)	7	3620324	3629884	9561	2	ENSMUST00000155592	33	ENSMUSG00000006335	ENSMUSG00000006335
chr10	75667406	75667607	region_19997	0	+	75667406	75667607	0	1	201	75667399	cluster_1	Intron (ENSMUST00000001712/ENSMUSG00000020196, intron 29 of 36)	10	75636619	75644008	7390	2	ENSMUST00000095541	-23399	ENSMUSG00000006342	ENSMUSG00000006342
chr12	113140707	113140908	region_43351	0	+	113140707	113140908	0	1	201	113140706	cluster_1	Promoter (<=1kb)	12	113140236	113145504	5269	1	ENSMUST00000084882	472	ENSMUSG00000006356	ENSMUSG00000006356
chr12	113140134	113140335	region_43350	0	+	113140134	113140335	0	1	201	113140133	cluster_1	Promoter (<=1kb)	12	113140236	113145504	5269	1	ENSMUST00000084882	0	ENSMUSG00000006356	ENSMUSG00000006356
chr8	122677082	122677283	region_173787	0	+	122677082	122677283	0	1	201	122677081	cluster_1	Promoter (<=1kb)	8	122629463	122678072	48610	2	ENSMUST00000006525	789	ENSMUSG00000006362	ENSMUSG00000006362
chr8	122678851	122679052	region_173788	0	+	122678851	122679052	0	1	201	122678850	cluster_1	Promoter (<=1kb)	8	122639014	122678694	39681	2	ENSMUST00000134045	-158	ENSMUSG00000006362	ENSMUSG00000006362
chrX	36598114	36598315	region_185076	0	+	36598114	36598315	0	1	201	36598111	cluster_1	Promoter (<=1kb)	20	36598206	36606079	7874	1	ENSMUST00000073339	0	ENSMUSG00000006373	ENSMUSG00000006373
chr1	171250742	171250943	region_12538	0	+	171250742	171250943	0	1	201	171250741	cluster_1	Promoter (<=1kb)	1	171250423	171260636	10214	1	ENSMUST00000006570	320	ENSMUSG00000006403	ENSMUSG00000006403
chr1	171346157	171346358	region_12553	0	+	171346157	171346358	0	1	201	171346156	cluster_1	Promoter (<=1kb)	1	171345730	171358402	12673	1	ENSMUST00000006579	428	ENSMUSG00000006412	ENSMUSG00000006412
chr2	167491263	167491464	region_108767	0	+	167491263	167491464	0	1	201	167491262	cluster_1	Promoter (1-2kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	-1181	ENSMUSG00000006418	ENSMUSG00000006418
chrX	36864248	36864449	region_185094	0	+	36864248	36864449	0	1	201	36864245	cluster_1	Promoter (<=1kb)	20	36848543	36864246	15704	2	ENSMUST00000115248	-3	ENSMUSG00000006423	ENSMUSG00000006423
chr19	47180024	47180225	region_93938	0	+	47180024	47180225	0	1	201	47180020	cluster_1	Promoter (1-2kb)	19	47178820	47259440	80621	1	ENSMUST00000111808	1205	ENSMUSG00000006435	ENSMUSG00000006435
chr4	148591869	148592070	region_131674	0	+	148591869	148592070	0	1	201	148591868	cluster_1	Promoter (<=1kb)	4	148591918	148594199	2282	1	ENSMUST00000152701	0	ENSMUSG00000006442	ENSMUSG00000006442
chr4	148590921	148591122	region_131673	0	+	148590921	148591122	0	1	201	148590920	cluster_1	Promoter (<=1kb)	4	148591503	148594619	3117	1	ENSMUST00000006611	-381	ENSMUSG00000006442	ENSMUSG00000006442
chr19	4878416	4878617	region_90367	0	+	4878416	4878617	0	1	201	4878412	cluster_1	Promoter (<=1kb)	19	4878668	4885397	6730	1	ENSMUST00000162088	-51	ENSMUSG00000006463	ENSMUSG00000006463
chr19	4906491	4906692	region_90368	0	+	4906491	4906692	0	1	201	4906487	cluster_1	Promoter (<=1kb)	19	4886898	4906627	19730	2	ENSMUST00000053506	0	ENSMUSG00000006464	ENSMUSG00000006464
chr2	25255378	25255579	region_96918	0	+	25255378	25255579	0	1	201	25255376	cluster_1	Promoter (<=1kb)	2	25244821	25255383	10563	2	ENSMUST00000100329	0	ENSMUSG00000006471	ENSMUSG00000006471
chr2	71873010	71873211	region_100796	0	+	71873010	71873211	0	1	201	71873003	cluster_1	Promoter (<=1kb)	2	71873224	71903858	30635	1	ENSMUST00000006669	-13	ENSMUSG00000006494	ENSMUSG00000006494
chr10	79858428	79858629	region_20333	0	+	79858428	79858629	0	1	201	79858421	cluster_1	Promoter (<=1kb)	10	79858772	79859387	616	1	ENSMUST00000169091	-143	ENSMUSG00000006498	ENSMUSG00000006498
chr10	79854110	79854311	region_20331	0	+	79854110	79854311	0	1	201	79854103	cluster_1	Promoter (<=1kb)	10	79854427	79864432	10006	1	ENSMUST00000172282	-116	ENSMUSG00000006498	ENSMUSG00000006498
chr10	79855262	79855463	region_20332	0	+	79855262	79855463	0	1	201	79855255	cluster_1	Promoter (<=1kb)	10	79855038	79859096	4059	1	ENSMUST00000168683	225	ENSMUSG00000006498	ENSMUSG00000006498
chr14	30825892	30826093	region_54543	0	+	30825892	30826093	0	1	201	30825889	cluster_1	Promoter (<=1kb)	14	30825594	30874570	48977	1	ENSMUST00000164482	299	ENSMUSG00000006526	ENSMUSG00000006526
chr11	102395902	102396103	region_33004	0	+	102395902	102396103	0	1	201	102395901	cluster_1	Promoter (1-2kb)	11	102397864	102402555	4692	1	ENSMUST00000146330	-1761	ENSMUSG00000006575	ENSMUSG00000006575
chr11	102393033	102393234	region_33002	0	+	102393033	102393234	0	1	201	102393032	cluster_1	Promoter (<=1kb)	11	102393403	102401754	8352	1	ENSMUST00000107102	-169	ENSMUSG00000006575	ENSMUSG00000006575
chr1	75546231	75546432	region_5212	0	+	75546231	75546432	0	1	201	75546224	cluster_1	Promoter (<=1kb)	1	75546266	75562172	15907	1	ENSMUST00000124341	0	ENSMUSG00000006576	ENSMUSG00000006576
chr8	122567700	122567901	region_173768	0	+	122567700	122567901	0	1	201	122567699	cluster_1	Promoter (<=1kb)	8	122568015	122573128	5114	1	ENSMUST00000006760	-114	ENSMUSG00000006585	ENSMUSG00000006585
chr8	122566975	122567176	region_173767	0	+	122566975	122567176	0	1	201	122566974	cluster_1	Promoter (<=1kb)	8	122568015	122573128	5114	1	ENSMUST00000006760	-839	ENSMUSG00000006585	ENSMUSG00000006585
chr4	13751204	13751405	region_122134	0	+	13751204	13751405	0	1	201	13751203	cluster_1	Promoter (<=1kb)	4	13751297	13843027	91731	1	ENSMUST00000150583	0	ENSMUSG00000006586	ENSMUSG00000006586
chr4	13742790	13742991	region_122127	0	+	13742790	13742991	0	1	201	13742789	cluster_1	Promoter (<=1kb)	4	13743436	13893649	150214	1	ENSMUST00000006761	-445	ENSMUSG00000006586	ENSMUSG00000006586
chr4	13752361	13752562	region_122135	0	+	13752361	13752562	0	1	201	13752360	cluster_1	Promoter (1-2kb)	4	13751297	13893628	142332	1	ENSMUST00000105566	1065	ENSMUSG00000006586	ENSMUSG00000006586
chr4	13784890	13785091	region_122144	0	+	13784890	13785091	0	1	201	13784889	cluster_1	Promoter (<=1kb)	4	13784782	13891117	106336	1	ENSMUST00000098256	109	ENSMUSG00000006586	ENSMUSG00000006586
chr4	13745316	13745517	region_122130	0	+	13745316	13745517	0	1	201	13745315	cluster_1	Promoter (1-2kb)	4	13743436	13893649	150214	1	ENSMUST00000006761	1881	ENSMUSG00000006586	ENSMUSG00000006586
chr4	13746381	13746582	region_122131	0	+	13746381	13746582	0	1	201	13746380	cluster_1	Promoter (2-3kb)	4	13743436	13893649	150214	1	ENSMUST00000006761	2946	ENSMUSG00000006586	ENSMUSG00000006586
chr4	13750228	13750429	region_122133	0	+	13750228	13750429	0	1	201	13750227	cluster_1	Promoter (<=1kb)	4	13751297	13843027	91731	1	ENSMUST00000150583	-868	ENSMUSG00000006586	ENSMUSG00000006586
chr8	122576690	122576891	region_173770	0	+	122576690	122576891	0	1	201	122576689	cluster_1	Promoter (<=1kb)	8	122574637	122576907	2271	2	ENSMUST00000006764	16	ENSMUSG00000006589	ENSMUSG00000006589
chr5	30949765	30949966	region_134263	0	+	30949765	30949966	0	1	201	30949762	cluster_1	Promoter (<=1kb)	5	30950066	30955091	5026	1	ENSMUST00000131757	-100	ENSMUSG00000006638	ENSMUSG00000006638
chr5	31049491	31049692	region_134273	0	+	31049491	31049692	0	1	201	31049488	cluster_1	Promoter (<=1kb)	5	31036036	31048924	12889	2	ENSMUST00000080431	-568	ENSMUSG00000006641	ENSMUSG00000006641
chr5	31048353	31048554	region_134272	0	+	31048353	31048554	0	1	201	31048350	cluster_1	Promoter (<=1kb)	5	31036036	31048562	12527	2	ENSMUST00000114668	8	ENSMUSG00000006641	ENSMUSG00000006641
chr7	30444773	30444974	region_155738	0	+	30444773	30444974	0	1	201	30444770	cluster_1	Promoter (<=1kb)	7	30434981	30445582	10602	2	ENSMUST00000006828	608	ENSMUSG00000006651	ENSMUSG00000006651
chr9	108516804	108517005	region_183097	0	+	108516804	108517005	0	1	201	108516803	cluster_1	Promoter (<=1kb)	9	108517087	108560167	43081	1	ENSMUST00000006851	-82	ENSMUSG00000006673	ENSMUSG00000006673
chr9	108490776	108490977	region_183094	0	+	108490776	108490977	0	1	201	108490775	cluster_1	Promoter (<=1kb)	9	108490676	108502333	11658	1	ENSMUST00000178075	101	ENSMUSG00000006676	ENSMUSG00000006676
chr4	137357544	137357745	region_130939	0	+	137357544	137357745	0	1	201	137357543	cluster_1	Promoter (<=1kb)	4	137319696	137357720	38025	2	ENSMUST00000051477	0	ENSMUSG00000006699	ENSMUSG00000006699
chr13	24846150	24846351	region_45196	0	+	24846150	24846351	0	1	201	24846148	cluster_1	Promoter (1-2kb)	13	24845135	24901270	56136	1	ENSMUST00000006893	1016	ENSMUSG00000006711	ENSMUSG00000006711
chr13	24845066	24845267	region_45194	0	+	24845066	24845267	0	1	201	24845064	cluster_1	Promoter (<=1kb)	13	24845135	24901263	56129	1	ENSMUST00000141572	0	ENSMUSG00000006711	ENSMUSG00000006711
chr13	24845602	24845803	region_45195	0	+	24845602	24845803	0	1	201	24845600	cluster_1	Promoter (<=1kb)	13	24845135	24901270	56136	1	ENSMUST00000006893	468	ENSMUSG00000006711	ENSMUSG00000006711
chr13	24831283	24831484	region_45192	0	+	24831283	24831484	0	1	201	24831281	cluster_1	Promoter (<=1kb)	13	24817948	24831517	13570	2	ENSMUST00000006900	33	ENSMUSG00000006717	ENSMUSG00000006717
chr13	21944721	21944922	region_44918	0	+	21944721	21944922	0	1	201	21944719	cluster_1	Promoter (<=1kb)	13	21945094	21960485	15392	1	ENSMUST00000176511	-172	ENSMUSG00000006720	ENSMUSG00000006720
chr13	21935502	21935703	region_44915	0	+	21935502	21935703	0	1	201	21935500	cluster_1	Distal Intergenic	13	21945094	21960485	15392	1	ENSMUST00000176511	-9391	ENSMUSG00000006720	ENSMUSG00000006720
chr13	21940356	21940557	region_44917	0	+	21940356	21940557	0	1	201	21940354	cluster_1	Exon (ENSMUST00000124912/ENSMUSG00000085393, exon 1 of 2)	13	21945094	21960485	15392	1	ENSMUST00000176511	-4537	ENSMUSG00000006720	ENSMUSG00000006720
chr10	127063573	127063774	region_24049	0	+	127063573	127063774	0	1	201	127063572	cluster_1	Promoter (<=1kb)	10	127063603	127067002	3400	1	ENSMUST00000120226	0	ENSMUSG00000006728	ENSMUSG00000006728
chr10	127041912	127042113	region_24046	0	+	127041912	127042113	0	1	201	127041911	cluster_1	Promoter (<=1kb)	10	127041932	127046365	4434	1	ENSMUST00000006915	0	ENSMUSG00000006732	ENSMUSG00000006732
chr18	6241219	6241420	region_83412	0	+	6241219	6241420	0	1	201	6241213	cluster_1	Promoter (<=1kb)	18	6214569	6241470	26902	2	ENSMUST00000163210	50	ENSMUSG00000006740	ENSMUSG00000006740
chr7	46710447	46710648	region_156593	0	+	46710447	46710648	0	1	201	46710443	cluster_1	Promoter (<=1kb)	7	46689304	46710641	21338	2	ENSMUST00000006948	0	ENSMUSG00000006763	ENSMUSG00000006763
chr11	100575037	100575238	region_32758	0	+	100575037	100575238	0	1	201	100575036	cluster_1	Promoter (<=1kb)	11	100575112	100576450	1339	1	ENSMUST00000148034	0	ENSMUSG00000006782	ENSMUSG00000006782
chr2	166155449	166155650	region_108596	0	+	166155449	166155650	0	1	201	166155448	cluster_1	Promoter (<=1kb)	2	166074150	166155605	81456	2	ENSMUST00000146497	0	ENSMUSG00000006800	ENSMUSG00000006800
chr2	166155794	166155995	region_108597	0	+	166155794	166155995	0	1	201	166155793	cluster_1	Promoter (<=1kb)	2	166073089	166155663	82575	2	ENSMUST00000109249	-132	ENSMUSG00000006800	ENSMUSG00000006800
chr17	13008535	13008736	region_77460	0	+	13008535	13008736	0	1	201	13008534	cluster_1	Promoter (<=1kb)	17	13007839	13018119	10281	1	ENSMUST00000007012	697	ENSMUSG00000006818	ENSMUSG00000006818
chr17	13007746	13007947	region_77459	0	+	13007746	13007947	0	1	201	13007745	cluster_1	Promoter (<=1kb)	17	13007839	13018119	10281	1	ENSMUST00000007012	0	ENSMUSG00000006818	ENSMUSG00000006818
chr18	36734957	36735158	region_85698	0	+	36734957	36735158	0	1	201	36734954	cluster_1	Promoter (<=1kb)	18	36735068	36742391	7324	1	ENSMUST00000007046	0	ENSMUSG00000006850	ENSMUSG00000006850
chr6	83572217	83572418	region_149280	0	+	83572217	83572418	0	1	201	83572209	cluster_1	Promoter (<=1kb)	6	83543206	83572504	29299	2	ENSMUST00000068054	86	ENSMUSG00000006906	ENSMUSG00000006906
chr6	83572820	83573021	region_149281	0	+	83572820	83573021	0	1	201	83572812	cluster_1	Promoter (<=1kb)	6	83543206	83572504	29299	2	ENSMUST00000068054	-317	ENSMUSG00000006906	ENSMUSG00000006906
chr11	101226535	101226736	region_32843	0	+	101226535	101226736	0	1	201	101226534	cluster_1	Promoter (<=1kb)	11	101191115	101226463	35349	2	ENSMUST00000107284	-73	ENSMUSG00000006920	ENSMUSG00000006920
chr11	100356123	100356324	region_32733	0	+	100356123	100356324	0	1	201	100356122	cluster_1	Promoter (<=1kb)	11	100347327	100356128	8802	2	ENSMUST00000138603	0	ENSMUSG00000006930	ENSMUSG00000006930
chr9	120935988	120936189	region_184089	0	+	120935988	120936189	0	1	201	120935987	cluster_1	Promoter (2-3kb)	9	120933818	120951293	17476	1	ENSMUST00000145093	2171	ENSMUSG00000006932	ENSMUSG00000006932
chr9	120494297	120494498	region_184034	0	+	120494297	120494498	0	1	201	120494296	cluster_1	Promoter (1-2kb)	9	120492606	120495327	2722	1	ENSMUST00000007139	1692	ENSMUSG00000006941	ENSMUSG00000006941
chr9	120492672	120492873	region_184033	0	+	120492672	120492873	0	1	201	120492671	cluster_1	Promoter (<=1kb)	9	120492606	120495327	2722	1	ENSMUST00000007139	67	ENSMUSG00000006941	ENSMUSG00000006941
chr16	20651621	20651822	region_70422	0	+	20651621	20651822	0	1	201	20651619	cluster_1	Promoter (<=1kb)	16	20651652	20663414	11763	1	ENSMUST00000007212	0	ENSMUSG00000006998	ENSMUSG00000006998
chr17	24691093	24691294	region_77984	0	+	24691093	24691294	0	1	201	24691091	cluster_1	Promoter (1-2kb)	17	24685092	24689955	4864	2	ENSMUST00000007236	-1139	ENSMUSG00000007021	ENSMUSG00000007021
chr17	35046717	35046918	region_79013	0	+	35046717	35046918	0	1	201	35046714	cluster_1	Promoter (<=1kb)	17	35028605	35046726	18122	2	ENSMUST00000097338	0	ENSMUSG00000007035	ENSMUSG00000007035
chr17	35090256	35090457	region_79022	0	+	35090256	35090457	0	1	201	35090253	cluster_1	Promoter (<=1kb)	17	35089870	35091966	2097	1	ENSMUST00000173190	387	ENSMUSG00000007036	ENSMUSG00000007036
chr17	35088988	35089189	region_79020	0	+	35088988	35089189	0	1	201	35088985	cluster_1	Promoter (<=1kb)	17	35089263	35091826	2564	1	ENSMUST00000173134	-74	ENSMUSG00000007036	ENSMUSG00000007036
chr17	35089579	35089780	region_79021	0	+	35089579	35089780	0	1	201	35089576	cluster_1	Promoter (<=1kb)	17	35089870	35091966	2097	1	ENSMUST00000173190	-90	ENSMUSG00000007036	ENSMUSG00000007036
chr17	34931152	34931353	region_78998	0	+	34931152	34931353	0	1	201	34931149	cluster_1	Promoter (<=1kb)	17	34931253	34935921	4669	1	ENSMUST00000007253	0	ENSMUSG00000007038	ENSMUSG00000007038
chr17	35059388	35059589	region_79016	0	+	35059388	35059589	0	1	201	35059385	cluster_1	Promoter (<=1kb)	17	35059816	35060906	1091	1	ENSMUST00000173520	-227	ENSMUSG00000007039	ENSMUSG00000007039
chr12	111574306	111574507	region_43181	0	+	111574306	111574507	0	1	201	111574305	cluster_1	Promoter (<=1kb)	12	111574510	111656227	81718	1	ENSMUST00000075281	-3	ENSMUSG00000007411	ENSMUSG00000007411
chr12	111575556	111575757	region_43183	0	+	111575556	111575757	0	1	201	111575555	cluster_1	Promoter (1-2kb)	12	111574510	111656227	81718	1	ENSMUST00000084953	1047	ENSMUSG00000007411	ENSMUSG00000007411
chr5	3647054	3647255	region_132501	0	+	3647054	3647255	0	1	201	3647051	cluster_1	Promoter (<=1kb)	5	3643077	3647806	4730	2	ENSMUST00000119783	551	ENSMUSG00000007415	ENSMUSG00000007415
chr18	37150444	37150645	region_85720	0	+	37150444	37150645	0	1	201	37150441	cluster_1	Intron (ENSMUST00000070797/ENSMUSG00000007440, intron 1 of 3)	18	37143969	37187657	43689	1	ENSMUST00000047479	6476	ENSMUSG00000007440	ENSMUSG00000007440
chr18	37143416	37143617	region_85717	0	+	37143416	37143617	0	1	201	37143413	cluster_1	Promoter (<=1kb)	18	37143969	37187657	43689	1	ENSMUST00000047479	-352	ENSMUSG00000007440	ENSMUSG00000007440
chr6	122308634	122308835	region_152634	0	+	122308634	122308835	0	1	201	122308633	cluster_1	Promoter (<=1kb)	6	122308720	122317680	8961	1	ENSMUST00000007602	0	ENSMUSG00000007458	ENSMUSG00000007458
chr2	30237506	30237707	region_97436	0	+	30237506	30237707	0	1	201	30237503	cluster_1	Promoter (<=1kb)	2	30237715	30263785	26071	1	ENSMUST00000113654	-8	ENSMUSG00000007476	ENSMUSG00000007476
chr18	68337403	68337604	region_88526	0	+	68337403	68337604	0	1	201	68337397	cluster_1	Promoter (<=1kb)	18	68337603	68339711	2109	1	ENSMUST00000172148	0	ENSMUSG00000007480	ENSMUSG00000007480
chr18	68338091	68338292	region_88527	0	+	68338091	68338292	0	1	201	68338085	cluster_1	Promoter (<=1kb)	18	68337603	68339711	2109	1	ENSMUST00000172148	489	ENSMUSG00000007480	ENSMUSG00000007480
chr17	20944305	20944506	region_77806	0	+	20944305	20944506	0	1	201	20944303	cluster_1	Promoter (<=1kb)	17	20945311	20965916	20606	1	ENSMUST00000007708	-805	ENSMUSG00000007564	ENSMUSG00000007564
chr17	20945421	20945622	region_77807	0	+	20945421	20945622	0	1	201	20945419	cluster_1	Promoter (<=1kb)	17	20945487	20958784	13298	1	ENSMUST00000173658	0	ENSMUSG00000007564	ENSMUSG00000007564
chr17	28313966	28314167	region_78364	0	+	28313966	28314167	0	1	201	28313964	cluster_1	Promoter (<=1kb)	17	28313644	28326253	12610	1	ENSMUST00000088007	323	ENSMUSG00000007570	ENSMUSG00000007570
chr14	55681831	55682032	region_56016	0	+	55681831	55682032	0	1	201	55681826	cluster_1	Promoter (<=1kb)	14	55679083	55681817	2735	2	ENSMUST00000007733	-15	ENSMUSG00000007589	ENSMUSG00000007589
chr17	56764293	56764494	region_80314	0	+	56764293	56764494	0	1	201	56764288	cluster_1	Promoter (<=1kb)	17	56764751	56770092	5342	1	ENSMUST00000007747	-257	ENSMUSG00000007603	ENSMUSG00000007603
chr17	56765010	56765211	region_80315	0	+	56765010	56765211	0	1	201	56765005	cluster_1	Promoter (<=1kb)	17	56764751	56770092	5342	1	ENSMUST00000007747	260	ENSMUSG00000007603	ENSMUSG00000007603
chr8	71487758	71487959	region_169534	0	+	71487758	71487959	0	1	201	71487751	cluster_1	Promoter (<=1kb)	8	71488103	71493400	5298	1	ENSMUST00000007754	-144	ENSMUSG00000007610	ENSMUSG00000007610
chr8	71488529	71488730	region_169535	0	+	71488529	71488730	0	1	201	71488522	cluster_1	Promoter (<=1kb)	8	71488721	71493400	4680	1	ENSMUST00000095259	0	ENSMUSG00000007610	ENSMUSG00000007610
chr4	47352103	47352304	region_124227	0	+	47352103	47352304	0	1	201	47352099	cluster_1	Promoter (<=1kb)	4	47353222	47414931	61710	1	ENSMUST00000007757	-918	ENSMUSG00000007613	ENSMUSG00000007613
chr4	47354249	47354450	region_124229	0	+	47354249	47354450	0	1	201	47354245	cluster_1	Promoter (<=1kb)	4	47353610	47410807	57198	1	ENSMUST00000126171	640	ENSMUSG00000007613	ENSMUSG00000007613
chr13	93303383	93303584	region_50261	0	+	93303383	93303584	0	1	201	93303374	cluster_1	Promoter (<=1kb)	13	93303757	93386744	82988	1	ENSMUST00000109494	-173	ENSMUSG00000007617	ENSMUSG00000007617
chr13	93306487	93306688	region_50264	0	+	93306487	93306688	0	1	201	93306478	cluster_1	Promoter (1-2kb)	13	93305278	93402306	97029	1	ENSMUST00000109496	1210	ENSMUSG00000007617	ENSMUSG00000007617
chr11	87404411	87404612	region_31615	0	+	87404411	87404612	0	1	201	87404403	cluster_1	Promoter (<=1kb)	11	87376645	87404523	27879	2	ENSMUST00000067692	0	ENSMUSG00000007646	ENSMUSG00000007646
chr11	42420230	42420431	region_27415	0	+	42420230	42420431	0	1	201	42420226	cluster_1	Promoter (<=1kb)	11	42419764	42422638	2875	1	ENSMUST00000140463	467	ENSMUSG00000007653	ENSMUSG00000007653
chr2	152830440	152830641	region_107409	0	+	152830440	152830641	0	1	201	152830439	cluster_1	Promoter (<=1kb)	2	152828127	152830641	2515	2	ENSMUST00000134902	0	ENSMUSG00000007659	ENSMUSG00000007659
chr2	152831506	152831707	region_107410	0	+	152831506	152831707	0	1	201	152831505	cluster_1	Promoter (<=1kb)	2	152829757	152831710	1954	2	ENSMUST00000156688	3	ENSMUSG00000007659	ENSMUSG00000007659
chr17	57030745	57030946	region_80335	0	+	57030745	57030946	0	1	201	57030740	cluster_1	Promoter (<=1kb)	17	57021058	57031507	10450	2	ENSMUST00000007814	561	ENSMUSG00000007670	ENSMUSG00000007670
chr8	70873559	70873760	region_169488	0	+	70873559	70873760	0	1	201	70873552	cluster_1	Promoter (<=1kb)	8	70868227	70873490	5264	2	ENSMUST00000007865	-70	ENSMUSG00000007721	ENSMUSG00000007721
chr11	22990595	22990796	region_25656	0	+	22990595	22990796	0	1	201	22990593	cluster_1	Promoter (<=1kb)	11	22990626	22994389	3764	1	ENSMUST00000173853	0	ENSMUSG00000007739	ENSMUSG00000007739
chr11	51689015	51689216	region_28060	0	+	51689015	51689216	0	1	201	51689010	cluster_1	Promoter (<=1kb)	11	51685386	51688874	3489	2	ENSMUST00000109098	-142	ENSMUSG00000007777	ENSMUSG00000007777
chr7	44970472	44970673	region_156401	0	+	44970472	44970673	0	1	201	44970468	cluster_1	Exon (ENSMUST00000063761/ENSMUSG00000007783, exon 14 of 19)	7	44959373	44974851	15479	2	ENSMUST00000063761	4178	ENSMUSG00000007783	ENSMUSG00000007783
chr7	44975058	44975259	region_156403	0	+	44975058	44975259	0	1	201	44975054	cluster_1	Promoter (<=1kb)	7	44959373	44974851	15479	2	ENSMUST00000063761	-208	ENSMUSG00000007783	ENSMUSG00000007783
chr7	44974537	44974738	region_156402	0	+	44974537	44974738	0	1	201	44974533	cluster_1	Promoter (<=1kb)	7	44959373	44974851	15479	2	ENSMUST00000063761	113	ENSMUSG00000007783	ENSMUSG00000007783
chr5	145232202	145232403	region_143206	0	+	145232202	145232403	0	1	201	145232201	cluster_1	Promoter (<=1kb)	5	145231754	145237246	5493	1	ENSMUST00000085661	449	ENSMUSG00000007812	ENSMUSG00000007812
chr14	25378290	25378491	region_54044	0	+	25378290	25378491	0	1	201	25378288	cluster_1	Distal Intergenic	14	25459185	25538492	79308	1	ENSMUST00000161766	-80694	ENSMUSG00000007817	ENSMUSG00000007817
chr14	25608667	25608868	region_54078	0	+	25608667	25608868	0	1	201	25608665	cluster_1	Promoter (<=1kb)	14	25607838	25645735	37898	1	ENSMUST00000160229	830	ENSMUSG00000007817	ENSMUSG00000007817
chr14	25459483	25459684	region_54049	0	+	25459483	25459684	0	1	201	25459481	cluster_1	Promoter (<=1kb)	14	25459555	25572030	112476	1	ENSMUST00000160680	0	ENSMUSG00000007817	ENSMUSG00000007817
chr14	25458948	25459149	region_54048	0	+	25458948	25459149	0	1	201	25458946	cluster_1	Promoter (<=1kb)	14	25459185	25538492	79308	1	ENSMUST00000161766	-36	ENSMUSG00000007817	ENSMUSG00000007817
chr14	25606619	25606820	region_54076	0	+	25606619	25606820	0	1	201	25606617	cluster_1	Promoter (<=1kb)	14	25607357	25643657	36301	1	ENSMUST00000160190	-537	ENSMUSG00000007817	ENSMUSG00000007817
chr14	25377915	25378116	region_54043	0	+	25377915	25378116	0	1	201	25377913	cluster_1	Distal Intergenic	14	25459185	25538492	79308	1	ENSMUST00000161766	-81069	ENSMUSG00000007817	ENSMUSG00000007817
chr6	118562054	118562255	region_152294	0	+	118562054	118562255	0	1	201	118562053	cluster_1	Promoter (<=1kb)	6	118502564	118562256	59693	2	ENSMUST00000112830	1	ENSMUSG00000007827	ENSMUSG00000007827
chr13	58128921	58129122	region_48004	0	+	58128921	58129122	0	1	201	58128916	cluster_1	Promoter (<=1kb)	13	58125879	58128556	2678	2	ENSMUST00000007980	-366	ENSMUSG00000007836	ENSMUSG00000007836
chr11	50378728	50378929	region_27943	0	+	50378728	50378929	0	1	201	50378723	cluster_1	Promoter (<=1kb)	11	50378301	50385923	7623	1	ENSMUST00000134230	428	ENSMUSG00000007850	ENSMUSG00000007850
chr11	50377556	50377757	region_27942	0	+	50377556	50377757	0	1	201	50377551	cluster_1	Promoter (<=1kb)	11	50377719	50386527	8809	1	ENSMUST00000069304	0	ENSMUSG00000007850	ENSMUSG00000007850
