Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.Myb_SANT.0005	942	0.873	100	1.000	9.11e-01	0.041	0.466	0.908	0.87	1.0000
GM.5.0.RFX.0002	2981	2.762	100	1.000	7.50e-33	32.125	0.564	0.932	2.76	1.0000
GM.5.0.Homeodomain.0035	14178	13.137	306	3.060	5.16e-254	253.287	0.589	0.940	4.29	1.0000
GM.5.0.bHLH.0030	1532	1.419	103	1.030	5.51e-04	3.259	0.524	0.922	1.38	1.0000
GM.5.0.Mixed.0015	680	0.630	103	1.030	1.00e+00	0.000	0.464	0.905	0.61	1.0000
GM.5.0.Homeodomain.0036	1050	0.973	104	1.040	7.62e-01	0.118	0.513	0.919	0.94	1.0000
GM.5.0.C2H2_ZF.0036	1111	1.029	100	1.000	4.15e-01	0.382	0.533	0.921	1.03	1.0000
GM.5.0.Homeodomain_POU.0006	1638	1.518	100	1.000	9.38e-06	5.028	0.536	0.924	1.52	1.0000
GM.5.0.Forkhead.0011	2618	2.426	100	1.000	3.62e-24	23.442	0.593	0.937	2.43	1.0000
GM.5.0.bZIP.0019	2802	2.596	158	1.580	2.43e-11	10.614	0.519	0.924	1.64	1.0000
GM.5.0.Forkhead.0012	2728	2.528	100	1.000	1.02e-26	25.993	0.622	0.942	2.53	1.0000
GM.5.0.C2H2_ZF.0037	3898	3.612	100	1.000	1.77e-57	56.752	0.555	0.931	3.61	1.0000
GM.5.0.Mixed.0016	2372	2.198	100	1.000	9.50e-19	18.022	0.558	0.929	2.20	1.0000
GM.5.0.Mixed.0017	1519	1.407	100	1.000	2.89e-04	3.540	0.536	0.924	1.41	1.0000
GM.5.0.bHLH.0031	1983	1.837	100	1.000	3.70e-11	10.432	0.621	0.942	1.84	1.0000
GM.5.0.Homeodomain_POU.0007	1304	1.208	100	1.000	3.44e-02	1.463	0.520	0.920	1.21	1.0000
GM.5.0.DM.0004	1329	1.231	116	1.160	2.86e-01	0.543	0.555	0.925	1.06	1.0000
GM.5.0.bHLH.0032	3280	3.039	112	1.120	3.25e-35	34.489	0.593	0.938	2.71	1.0000
GM.5.0.Homeodomain.0037	1305	1.209	100	1.000	3.38e-02	1.471	0.509	0.918	1.21	1.0000
GM.5.0.GATA.0006	803	0.744	100	1.000	9.97e-01	0.001	0.511	0.916	0.74	1.0000
GM.5.0.p53.0001	1206	1.117	100	1.000	1.53e-01	0.816	0.506	0.917	1.12	1.0000
GM.5.0.bHLH.0033	1509	1.398	102	1.020	7.17e-04	3.144	0.527	0.923	1.37	1.0000
GM.5.0.Sox.0012	681	0.631	100	1.000	1.00e+00	0.000	0.458	0.904	0.63	1.0000
GM.5.0.C2H2_ZF.0038	969	0.898	100	1.000	8.61e-01	0.065	0.468	0.907	0.90	1.0000
GM.5.0.Ets.0010	1992	1.846	100	1.000	2.56e-11	10.592	0.583	0.934	1.85	1.0000
GM.5.0.C2H2_ZF.0039	1431	1.326	100	1.000	2.58e-03	2.588	0.553	0.926	1.33	1.0000
GM.5.0.AP-2.0002	765	0.709	103	1.030	1.00e+00	0.000	0.462	0.905	0.69	1.0000
GM.5.0.Ets.0011	1651	1.530	100	1.000	6.26e-06	5.203	0.566	0.930	1.53	1.0000
GM.5.0.C2H2_ZF.0040	1307	1.211	100	1.000	3.26e-02	1.486	0.516	0.919	1.21	1.0000
GM.5.0.RFX.0003	2645	2.451	100	1.000	8.69e-25	24.061	0.507	0.921	2.45	1.0000
GM.5.0.Mixed.0018	2109	1.954	102	1.020	6.44e-13	12.191	0.551	0.926	1.92	1.0000
GM.5.0.C2H2_ZF.0041	1413	1.309	100	1.000	3.89e-03	2.410	0.535	0.924	1.31	1.0000
GM.5.0.Grainyhead.0001	1515	1.404	100	1.000	3.21e-04	3.493	0.508	0.918	1.40	1.0000
GM.5.0.Unknown.0004	2013	1.865	100	1.000	1.08e-11	10.967	0.545	0.928	1.87	1.0000
GM.5.0.Homeodomain.0038	2822	2.615	380	3.800	1.00e+00	-0.000	0.474	0.911	0.69	1.0000
GM.5.0.C2H2_ZF.0042	2119	1.963	100	1.000	1.17e-13	12.930	0.580	0.933	1.96	1.0000
GM.5.0.Nuclear_receptor.0021	652	0.604	100	1.000	1.00e+00	0.000	0.450	0.902	0.60	1.0000
GM.5.0.bZIP.0020	1542	1.429	100	1.000	1.55e-04	3.810	0.537	0.924	1.43	1.0000
GM.5.0.Homeodomain.0039	2181	2.021	102	1.020	2.81e-14	13.551	0.492	0.919	1.98	1.0000
GM.5.0.Homeodomain.0040	3549	3.288	168	1.680	7.82e-22	21.107	0.560	0.931	1.96	1.0000
GM.5.0.RFX.0004	2552	2.365	107	1.070	2.90e-20	19.538	0.542	0.928	2.21	1.0000
GM.5.0.Homeodomain.0041	1484	1.375	147	1.470	7.96e-01	0.099	0.486	0.910	0.94	1.0000
GM.5.0.bZIP.0021	1490	1.381	100	1.000	6.15e-04	3.211	0.559	0.928	1.38	1.0000
GM.5.0.bHLH.0034	1838	1.703	100	1.000	1.04e-08	7.983	0.541	0.926	1.70	1.0000
GM.5.0.Nuclear_receptor.0022	860	0.797	100	1.000	9.85e-01	0.007	0.493	0.912	0.80	1.0000
GM.5.0.Rel.0004	837	0.776	100	1.000	9.92e-01	0.004	0.464	0.906	0.78	1.0000
GM.5.0.bHLH.0035	1889	1.750	106	1.060	3.25e-08	7.488	0.558	0.930	1.65	1.0000
GM.5.0.Forkhead.0013	2525	2.340	100	1.000	4.53e-22	21.344	0.587	0.935	2.34	1.0000
GM.5.0.bHLH.0036	2010	1.862	162	1.620	4.40e-02	1.357	0.630	0.944	1.15	1.0000
GM.5.0.Homeodomain.0042	1322	1.225	100	1.000	2.49e-02	1.604	0.494	0.915	1.22	1.0000
GM.5.0.C2H2_ZF_Homeodomain.0001	876	0.812	100	1.000	9.77e-01	0.010	0.498	0.912	0.81	1.0000
GM.5.0.Nuclear_receptor.0023	475	0.440	103	1.030	1.00e+00	-0.000	0.428	0.897	0.43	1.0000
GM.5.0.AP-2.0003	705	0.653	105	1.050	1.00e+00	0.000	0.476	0.909	0.62	1.0000
GM.5.0.C2H2_ZF.0043	1992	1.846	100	1.000	2.56e-11	10.592	0.508	0.921	1.85	1.0000
GM.5.0.Homeodomain.0043	2383	2.208	100	1.000	5.55e-19	18.255	0.490	0.918	2.21	1.0000
GM.5.0.Forkhead.0014	5691	5.273	100	1.000	1.21e-112	111.918	0.633	0.947	5.27	1.0000
GM.5.0.Rel.0005	1002	0.928	100	1.000	7.80e-01	0.108	0.475	0.910	0.93	1.0000
GM.5.0.Homeodomain.0044	658	0.610	108	1.080	1.00e+00	0.000	0.454	0.902	0.56	1.0000
GM.5.0.Mixed.0019	1098	1.017	100	1.000	4.60e-01	0.337	0.497	0.915	1.02	1.0000
GM.5.0.C2H2_ZF.0044	1273	1.180	108	1.080	2.03e-01	0.693	0.543	0.925	1.09	1.0000
GM.5.0.Homeodomain.0045	2353	2.180	100	1.000	2.39e-18	17.622	0.521	0.924	2.18	1.0000
GM.5.0.C2H2_ZF.0045	1242	1.151	100	1.000	9.32e-02	1.030	0.518	0.919	1.15	1.0000
GM.5.0.Sox.0013	718	0.665	101	1.010	1.00e+00	0.000	0.469	0.908	0.66	1.0000
GM.5.0.C2H2_ZF.0046	873	0.809	100	1.000	9.79e-01	0.009	0.460	0.908	0.81	1.0000
GM.5.0.T-box.0005	1256	1.164	111	1.110	3.37e-01	0.472	0.517	0.918	1.05	1.0000
GM.5.0.Nuclear_receptor.0024	2173	2.013	100	1.000	1.07e-14	13.971	0.588	0.934	2.01	1.0000
GM.5.0.Forkhead.0015	1773	1.643	100	1.000	1.08e-07	6.965	0.543	0.926	1.64	1.0000
GM.5.0.Homeodomain.0046	1489	1.380	110	1.100	1.01e-02	1.997	0.543	0.924	1.25	1.0000
GM.5.0.Unknown.0005	817	0.757	100	1.000	9.96e-01	0.002	0.470	0.908	0.76	1.0000
GM.5.0.SMAD.0005	2596	2.405	98	0.980	2.09e-24	23.680	0.598	0.937	2.45	1.0000
GM.5.0.RFX.0005	2192	2.031	100	1.000	4.53e-15	14.344	0.521	0.923	2.03	1.0000
GM.5.0.Homeodomain.0047	528	0.489	121	1.210	1.00e+00	0.000	0.468	0.907	0.40	1.0000
GM.5.0.Ets.0012	3188	2.954	100	1.000	4.14e-38	37.383	0.614	0.942	2.95	1.0000
GM.5.0.Homeodomain.0048	1934	1.792	129	1.290	8.17e-05	4.088	0.516	0.924	1.39	1.0000
GM.5.0.CBF_NF-Y.0001	1055	0.978	104	1.040	7.48e-01	0.126	0.446	0.903	0.94	1.0000
GM.5.0.Homeodomain.0049	2026	1.877	101	1.010	1.14e-11	10.942	0.509	0.921	1.86	1.0000
GM.5.0.Homeodomain.0050	1204	1.116	100	1.000	1.57e-01	0.805	0.462	0.910	1.12	1.0000
GM.5.0.Homeodomain.0051	2538	2.352	102	1.020	1.18e-21	20.930	0.491	0.912	2.31	1.0000
GM.5.0.Homeodomain.0052	1652	1.531	102	1.020	1.36e-05	4.866	0.535	0.924	1.50	1.0000
GM.5.0.T-box.0006	1090	1.010	100	1.000	4.89e-01	0.311	0.498	0.915	1.01	1.0000
GM.5.0.Mixed.0020	518	0.480	118	1.180	1.00e+00	-0.000	0.417	0.896	0.41	1.0000
GM.5.0.Homeodomain.0053	911	0.844	101	1.010	9.60e-01	0.018	0.482	0.910	0.84	1.0000
GM.5.0.Homeodomain.0054	581	0.538	100	1.000	1.00e+00	0.000	0.439	0.900	0.54	1.0000
GM.5.0.Homeodomain.0055	4213	3.904	213	2.130	4.47e-22	21.350	0.503	0.917	1.83	1.0000
GM.5.0.IRF.0002	2094	1.940	100	1.000	3.49e-13	12.458	0.602	0.938	1.94	1.0000
GM.5.0.C2H2_ZF.0047	948	0.878	100	1.000	9.01e-01	0.045	0.528	0.921	0.88	1.0000
GM.5.0.T-box.0007	719	0.666	100	1.000	1.00e+00	0.000	0.483	0.910	0.67	1.0000
GM.5.0.C2H2_ZF.0048	1486	1.377	100	1.000	6.81e-04	3.167	0.533	0.923	1.38	1.0000
GM.5.0.Homeodomain.0056	2634	2.441	101	1.010	3.64e-24	23.438	0.545	0.929	2.42	1.0000
GM.5.0.bZIP.0022	1138	1.054	102	1.020	3.98e-01	0.400	0.522	0.920	1.03	1.0000
GM.5.0.SMAD.0006	1618	1.499	100	1.000	1.73e-05	4.762	0.516	0.922	1.50	1.0000
GM.5.0.Homeodomain.0057	2115	1.960	119	1.190	5.83e-09	8.234	0.530	0.922	1.65	1.0000
GM.5.0.Nuclear_receptor.0025	1794	1.662	100	1.000	5.15e-08	7.288	0.566	0.931	1.66	1.0000
GM.5.0.Myb_SANT.0006	1010	0.936	100	1.000	7.57e-01	0.121	0.470	0.909	0.94	1.0000
GM.5.0.Mixed.0021	1458	1.351	101	1.010	1.83e-03	2.737	0.500	0.916	1.34	1.0000
GM.5.0.Nuclear_receptor.0026	4405	4.082	530	5.300	1.00e+00	0.000	0.412	0.896	0.77	1.0000
GM.5.0.Sox.0014	1211	1.122	100	1.000	1.43e-01	0.844	0.496	0.915	1.12	1.0000
GM.5.0.bHLH.0037	1578	1.462	102	1.020	1.16e-04	3.935	0.545	0.928	1.43	1.0000
GM.5.0.C2H2_ZF_Homeodomain.0002	5646	5.231	152	1.520	1.47e-79	78.831	0.438	0.902	3.44	1.0000
GM.5.0.Homeodomain.0058	2605	2.414	154	1.540	3.11e-09	8.507	0.522	0.925	1.57	1.0000
GM.5.0.Nuclear_receptor.0027	936	0.867	100	1.000	9.20e-01	0.036	0.452	0.904	0.87	1.0000
GM.5.0.Nuclear_receptor.0028	696	0.645	100	1.000	1.00e+00	0.000	0.452	0.904	0.64	1.0000
GM.5.0.Homeodomain.0059	661	0.612	215	2.150	1.00e+00	-0.000	0.423	0.894	0.28	1.0000
GM.5.0.C2H2_ZF.0049	2017	1.869	100	1.000	9.13e-12	11.039	0.563	0.930	1.87	1.0000
GM.5.0.bHLH.0038	1279	1.185	101	1.010	6.34e-02	1.198	0.500	0.916	1.17	1.0000
GM.5.0.bHLH.0039	2374	2.200	124	1.240	5.03e-12	11.299	0.548	0.927	1.77	1.0000
GM.5.0.Mixed.0022	1750	1.621	100	1.000	2.41e-07	6.618	0.547	0.926	1.62	1.0000
GM.5.0.C2H2_ZF.0050	4707	4.361	100	1.000	1.81e-81	80.743	0.604	0.942	4.36	1.0000
GM.5.0.IRF.0003	405	0.375	151	1.510	1.00e+00	-0.000	0.497	0.909	0.25	1.0000
GM.5.0.Homeodomain.0060	2996	2.776	176	1.760	1.27e-10	9.895	0.500	0.917	1.58	1.0000
GM.5.0.C2H2_ZF.0051	1223	1.133	100	1.000	1.22e-01	0.914	0.494	0.914	1.13	1.0000
GM.5.0.bHLH.0040	1711	1.585	138	1.380	5.99e-02	1.223	0.531	0.926	1.15	1.0000
GM.5.0.Sox.0015	958	0.888	100	1.000	8.83e-01	0.054	0.487	0.912	0.89	1.0000
GM.5.0.Homeodomain_Paired_box.0003	2353	2.180	100	1.000	2.39e-18	17.622	0.553	0.930	2.18	1.0000
GM.5.0.Sox.0016	1079	1.000	100	1.000	5.28e-01	0.278	0.510	0.916	1.00	1.0000
GM.5.0.Nuclear_receptor.0029	714	0.662	101	1.010	1.00e+00	0.000	0.461	0.905	0.66	1.0000
GM.5.0.Homeodomain.0061	3393	3.144	170	1.700	2.12e-18	17.674	0.514	0.921	1.85	1.0000
GM.5.0.bZIP.0023	4727	4.380	431	4.310	3.84e-01	0.416	0.505	0.918	1.02	1.0000
GM.5.0.AP-2.0004	1691	1.567	148	1.480	2.67e-01	0.573	0.492	0.912	1.06	1.0000
GM.5.0.C2H2_ZF.0052	1263	1.170	100	1.000	6.79e-02	1.168	0.544	0.924	1.17	1.0000
GM.5.0.C2H2_ZF.0053	975	0.903	100	1.000	8.48e-01	0.072	0.478	0.910	0.90	1.0000
GM.5.0.CxC.0001	5642	5.228	975	9.750	1.00e+00	0.000	0.458	0.905	0.54	1.0000
GM.5.0.Homeodomain.0062	951	0.881	101	1.010	9.12e-01	0.040	0.453	0.906	0.87	1.0000
GM.5.0.Forkhead.0016	3033	2.810	131	1.310	1.34e-22	21.874	0.608	0.940	2.15	1.0000
GM.5.0.C2H2_ZF.0054	3392	3.143	101	1.010	5.32e-43	42.274	0.639	0.946	3.11	1.0000
GM.5.0.Ets.0013	1660	1.538	157	1.570	6.18e-01	0.209	0.546	0.925	0.98	1.0000
GM.5.0.Grainyhead.0002	859	0.796	100	1.000	9.85e-01	0.006	0.483	0.911	0.80	1.0000
GM.5.0.T-box.0008	964	0.893	100	1.000	8.71e-01	0.060	0.492	0.913	0.89	1.0000
GM.5.0.CSL.0003	1975	1.830	144	1.440	2.21e-03	2.655	0.571	0.931	1.27	1.0000
GM.5.0.bHLH.0041	1711	1.585	138	1.380	5.99e-02	1.223	0.539	0.927	1.15	1.0000
GM.5.0.STAT.0003	1997	1.850	100	1.000	2.09e-11	10.681	0.554	0.929	1.85	1.0000
GM.5.0.Forkhead.0017	2244	2.079	101	1.010	8.38e-16	15.077	0.582	0.935	2.06	1.0000
GM.5.0.C2H2_ZF.0055	1030	0.954	100	1.000	6.96e-01	0.157	0.548	0.924	0.95	1.0000
GM.5.0.bHLH.0042	2970	2.752	100	1.000	1.41e-32	31.851	0.617	0.943	2.75	1.0000
GM.5.0.Sox.0017	815	0.755	100	1.000	9.96e-01	0.002	0.474	0.908	0.76	1.0000
GM.5.0.Nuclear_receptor.0030	6723	6.229	644	6.440	8.04e-01	0.095	0.542	0.924	0.97	1.0000
GM.5.0.Homeodomain.0063	1254	1.162	100	1.000	7.80e-02	1.108	0.462	0.909	1.16	1.0000
GM.5.0.C2H2_ZF.0056	1865	1.728	140	1.400	7.29e-03	2.137	0.524	0.923	1.23	1.0000
GM.5.0.Homeodomain.0064	1713	1.587	102	1.020	2.03e-06	5.693	0.511	0.921	1.56	1.0000
GM.5.0.Homeodomain_POU.0008	1319	1.222	100	1.000	2.63e-02	1.580	0.520	0.920	1.22	1.0000
GM.5.0.GATA.0007	2116	1.961	113	1.130	2.72e-10	9.565	0.579	0.933	1.74	1.0000
GM.5.0.Homeodomain.0065	1381	1.280	100	1.000	7.79e-03	2.109	0.544	0.925	1.28	1.0000
GM.5.0.Forkhead.0018	2881	2.669	100	1.000	2.19e-30	29.660	0.612	0.941	2.67	1.0000
GM.5.0.Nuclear_receptor.0031	790	0.732	103	1.030	9.99e-01	0.000	0.449	0.904	0.71	1.0000
GM.5.0.Unknown.0006	1672	1.549	101	1.010	4.90e-06	5.310	0.512	0.920	1.53	1.0000
GM.5.0.Homeodomain.0066	620	0.574	123	1.230	1.00e+00	-0.000	0.447	0.902	0.47	1.0000
GM.5.0.Mixed.0023	2709	2.510	100	1.000	2.83e-26	25.547	0.562	0.932	2.51	1.0000
GM.5.0.bHLH.0043	2010	1.862	102	1.020	3.95e-11	10.404	0.592	0.936	1.83	1.0000
GM.5.0.bHLH.0044	4540	4.207	492	4.920	1.00e+00	0.000	0.514	0.916	0.85	1.0000
GM.5.0.bHLH.0045	4028	3.732	100	1.000	3.27e-61	60.486	0.629	0.946	3.73	1.0000
GM.5.0.Nuclear_receptor.0032	945	0.876	100	1.000	9.06e-01	0.043	0.492	0.912	0.88	1.0000
GM.5.0.bZIP.0024	1693	1.569	100	1.000	1.63e-06	5.787	0.500	0.917	1.57	1.0000
GM.5.0.C2H2_ZF.0057	3137	2.907	100	1.000	8.53e-37	36.069	0.558	0.933	2.91	1.0000
GM.5.0.Unknown.0007	1676	1.553	102	1.020	6.53e-06	5.185	0.482	0.914	1.52	1.0000
GM.5.0.STAT.0004	1367	1.267	100	1.000	1.04e-02	1.983	0.518	0.921	1.27	1.0000
GM.5.0.GATA.0008	781	0.724	120	1.200	1.00e+00	0.000	0.491	0.912	0.60	1.0000
GM.5.0.C2H2_ZF.0058	958	0.888	132	1.320	1.00e+00	0.000	0.495	0.914	0.67	1.0000
GM.5.0.AT_hook.0001	4687	4.343	101	1.010	3.08e-80	79.511	0.594	0.941	4.30	1.0000
GM.5.0.bZIP.0025	1292	1.197	122	1.220	6.03e-01	0.220	0.492	0.914	0.98	1.0000
GM.5.0.Ets.0014	1473	1.365	100	1.000	9.43e-04	3.025	0.535	0.924	1.36	1.0000
GM.5.0.Unknown.0008	1666	1.544	100	1.000	3.90e-06	5.409	0.566	0.930	1.54	1.0000
GM.5.0.C2H2_ZF.0059	710	0.658	111	1.110	1.00e+00	0.000	0.469	0.907	0.59	1.0000
GM.5.0.C2H2_ZF.0060	555	0.514	100	1.000	1.00e+00	0.000	0.431	0.898	0.51	1.0000
GM.5.0.Forkhead.0019	1970	1.825	111	1.110	2.07e-08	7.685	0.611	0.940	1.64	1.0000
GM.5.0.GATA.0009	1030	0.954	100	1.000	6.96e-01	0.157	0.494	0.914	0.95	1.0000
GM.5.0.TBP.0001	2586	2.396	179	1.790	4.17e-05	4.380	0.560	0.930	1.34	1.0000
GM.5.0.Homeodomain.0067	8604	7.972	171	1.710	9.03e-159	158.044	0.575	0.934	4.66	1.0000
GM.5.0.Homeodomain.0068	3207	2.971	509	5.090	1.00e+00	-0.000	0.445	0.902	0.58	1.0000
GM.5.0.bHLH.0046	2509	2.325	103	1.030	1.11e-20	19.953	0.585	0.936	2.26	1.0000
GM.5.0.Nuclear_receptor.0033	779	0.722	100	1.000	9.99e-01	0.001	0.474	0.909	0.72	1.0000
GM.5.0.Homeodomain_POU.0009	2726	2.526	100	1.000	1.13e-26	25.946	0.547	0.930	2.53	1.0000
GM.5.0.TEA.0001	2792	2.587	141	1.410	4.34e-15	14.362	0.500	0.916	1.83	1.0000
GM.5.0.Nuclear_receptor.0034	516	0.478	100	1.000	1.00e+00	0.000	0.443	0.901	0.48	1.0000
GM.5.0.HSF.0002	941	0.872	114	1.140	9.96e-01	0.002	0.481	0.909	0.76	1.0000
GM.5.0.bZIP.0026	1118	1.036	100	1.000	3.92e-01	0.407	0.512	0.918	1.04	1.0000
GM.5.0.Mixed.0024	1473	1.365	100	1.000	9.43e-04	3.025	0.500	0.917	1.36	1.0000
GM.5.0.C2H2_ZF.0061	2753	2.551	100	1.000	2.61e-27	26.584	0.528	0.926	2.55	1.0000
GM.5.0.bHLH.0047	1881	1.743	100	1.000	2.07e-09	8.685	0.536	0.925	1.74	1.0000
GM.5.0.bHLH.0048	5900	5.467	108	1.080	7.74e-114	113.111	0.658	0.953	5.06	1.0000
GM.5.0.Mixed.0025	3190	2.956	100	1.000	3.67e-38	37.435	0.607	0.940	2.96	1.0000
GM.5.0.IRF.0004	973	0.902	100	1.000	8.52e-01	0.069	0.523	0.921	0.90	1.0000
GM.5.0.Ets.0015	2091	1.937	100	1.000	3.97e-13	12.401	0.547	0.927	1.94	1.0000
GM.5.0.Sox.0018	987	0.915	100	1.000	8.19e-01	0.086	0.529	0.921	0.91	1.0000
GM.5.0.Mixed.0026	6565	6.083	100	1.000	9.88e-142	141.005	0.649	0.951	6.08	1.0000
GM.5.0.Homeodomain_POU.0010	1400	1.297	100	1.000	5.19e-03	2.285	0.518	0.920	1.30	1.0000
GM.5.0.STAT.0005	1774	1.644	100	1.000	1.05e-07	6.981	0.531	0.924	1.64	1.0000
GM.5.0.Nuclear_receptor.0035	839	0.777	219	2.190	1.00e+00	-0.000	0.413	0.894	0.35	1.0000
GM.5.0.C2H2_ZF.0062	2413	2.236	100	1.000	1.27e-19	18.896	0.602	0.938	2.24	1.0000
GM.5.0.C2H2_ZF.0063	1515	1.404	100	1.000	3.21e-04	3.493	0.542	0.925	1.40	1.0000
GM.5.0.Nuclear_receptor.0036	1109	1.028	100	1.000	4.22e-01	0.374	0.437	0.902	1.03	1.0000
GM.5.0.Homeodomain.0069	1182	1.095	111	1.110	5.79e-01	0.237	0.444	0.905	0.99	1.0000
GM.5.0.STAT.0006	2210	2.048	100	1.000	2.00e-15	14.699	0.609	0.940	2.05	1.0000
GM.5.0.Nuclear_receptor.0037	1531	1.419	161	1.610	9.41e-01	0.026	0.556	0.929	0.88	1.0000
GM.5.0.C2H2_ZF.0064	2628	2.435	100	1.000	2.13e-24	23.671	0.564	0.931	2.44	1.0000
GM.5.0.Forkhead.0020	6195	5.740	477	4.770	2.22e-05	4.654	0.592	0.934	1.20	1.0000
GM.5.0.Homeodomain.0070	1329	1.231	152	1.520	9.93e-01	0.003	0.454	0.907	0.81	1.0000
GM.5.0.CBF_NF-Y.0002	1039	0.963	102	1.020	7.33e-01	0.135	0.425	0.899	0.94	1.0000
GM.5.0.Mixed.0027	2447	2.267	100	1.000	2.35e-20	19.630	0.609	0.939	2.27	1.0000
GM.5.0.Homeodomain.0071	14178	13.137	306	3.060	5.16e-254	253.287	0.586	0.939	4.29	1.0000
GM.5.0.Homeodomain.0072	2969	2.751	123	1.230	7.31e-24	23.136	0.487	0.911	2.24	1.0000
GM.5.0.bHLH.0049	2633	2.440	101	1.010	3.84e-24	23.416	0.549	0.928	2.42	1.0000
GM.5.0.Sox.0019	1443	1.337	129	1.290	3.68e-01	0.434	0.512	0.919	1.04	1.0000
GM.5.0.Unknown.0009	521	0.483	103	1.030	1.00e+00	0.000	0.477	0.905	0.47	1.0000
GM.5.0.C2H2_ZF.0065	6675	6.185	100	1.000	1.80e-145	144.745	0.639	0.950	6.18	1.0000
GM.5.0.Forkhead.0021	2450	2.270	136	1.360	1.52e-10	9.820	0.572	0.933	1.67	1.0000
GM.5.0.C2H2_ZF.0066	6421	5.949	100	1.000	7.32e-137	136.135	0.649	0.951	5.95	1.0000
GM.5.0.bZIP.0027	1770	1.640	100	1.000	1.20e-07	6.920	0.568	0.931	1.64	1.0000
GM.5.0.bZIP.0028	1078	0.999	100	1.000	5.31e-01	0.275	0.510	0.918	1.00	1.0000
GM.5.0.Nuclear_receptor.0038	656	0.608	100	1.000	1.00e+00	0.000	0.451	0.904	0.61	1.0000
GM.5.0.Homeodomain.0073	1297	1.202	100	1.000	3.89e-02	1.411	0.475	0.912	1.20	1.0000
GM.5.0.C2H2_ZF.0067	7745	7.176	100	1.000	1.22e-182	181.914	0.607	0.945	7.18	1.0000
GM.5.0.Unknown.0010	2590	2.400	100	1.000	1.57e-23	22.804	0.586	0.937	2.40	1.0000
GM.5.0.Forkhead.0022	4492	4.162	100	1.000	6.28e-75	74.202	0.604	0.942	4.16	1.0000
GM.5.0.C2H2_ZF.0068	1441	1.335	100	1.000	2.05e-03	2.689	0.496	0.916	1.34	1.0000
GM.5.0.MADS_box.0004	1392	1.290	100	1.000	6.17e-03	2.210	0.523	0.921	1.29	1.0000
GM.5.0.Nuclear_receptor.0039	686	0.636	100	1.000	1.00e+00	0.000	0.460	0.905	0.64	1.0000
GM.5.0.Grainyhead.0003	1623	1.504	100	1.000	1.49e-05	4.828	0.524	0.922	1.50	1.0000
GM.5.0.Forkhead.0023	1950	1.807	111	1.110	4.15e-08	7.381	0.607	0.939	1.63	1.0000
GM.5.0.C2H2_ZF.0069	1163	1.078	100	1.000	2.54e-01	0.596	0.519	0.919	1.08	1.0000
GM.5.0.Forkhead.0024	974	0.902	100	1.000	8.50e-01	0.071	0.485	0.911	0.90	1.0000
GM.5.0.MADS_box.0005	2162	2.003	103	1.030	1.23e-13	12.908	0.629	0.943	1.94	1.0000
GM.5.0.C2H2_ZF.0070	1376	1.275	100	1.000	8.65e-03	2.063	0.548	0.926	1.27	1.0000
GM.5.0.p53.0002	908	0.841	100	1.000	9.53e-01	0.021	0.491	0.912	0.84	1.0000
GM.5.0.Nuclear_receptor.0040	4405	4.082	530	5.300	1.00e+00	0.000	0.427	0.899	0.77	1.0000
GM.5.0.T-box.0009	1410	1.306	100	1.000	4.16e-03	2.381	0.530	0.923	1.31	1.0000
GM.5.0.p53.0003	1102	1.021	100	1.000	4.46e-01	0.350	0.502	0.916	1.02	1.0000
GM.5.0.IRF.0005	1501	1.391	101	1.010	6.40e-04	3.194	0.526	0.921	1.38	1.0000
GM.5.0.Mixed.0028	1251	1.159	100	1.000	8.16e-02	1.088	0.519	0.919	1.16	1.0000
GM.5.0.C2H2_ZF.0071	6203	5.747	100	1.000	1.52e-129	128.818	0.646	0.950	5.75	1.0000
GM.5.0.C2H2_ZF.0072	1657	1.535	100	1.000	5.19e-06	5.285	0.497	0.917	1.54	1.0000
GM.5.0.TEA.0002	856	0.793	103	1.030	9.94e-01	0.003	0.504	0.915	0.77	1.0000
GM.5.0.Unknown.0011	730	0.676	100	1.000	1.00e+00	0.000	0.490	0.911	0.68	1.0000
GM.5.0.Ets.0016	1075	0.996	100	1.000	5.42e-01	0.266	0.525	0.920	1.00	1.0000
GM.5.0.C2H2_ZF.0073	2628	2.435	100	1.000	2.13e-24	23.671	0.569	0.933	2.44	1.0000
GM.5.0.GATA.0010	5836	5.407	100	1.000	2.18e-117	116.662	0.609	0.944	5.41	1.0000
GM.5.0.HSF.0003	660	0.612	100	1.000	1.00e+00	0.000	0.462	0.905	0.61	1.0000
GM.5.0.Mixed.0029	1187	1.100	100	1.000	1.93e-01	0.714	0.519	0.919	1.10	1.0000
GM.5.0.Rel.0006	1215	1.126	100	1.000	1.36e-01	0.867	0.486	0.913	1.13	1.0000
GM.5.0.THAP_finger.0002	5457	5.056	120	1.200	4.29e-92	91.367	0.480	0.909	4.21	1.0000
GM.5.0.Nuclear_receptor.0041	977	0.905	100	1.000	8.43e-01	0.074	0.499	0.914	0.91	1.0000
GM.5.0.C2H2_ZF.0074	4562	4.227	100	1.000	4.79e-77	76.320	0.612	0.943	4.23	1.0000
GM.5.0.bZIP.0029	1339	1.241	101	1.010	2.27e-02	1.645	0.489	0.915	1.23	1.0000
