 	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000057098.14	225	0,641875651	0,202947375	6,34E-05	0,002089416	Ebf1
ENSMUSG00000042460.5	839	0,331804184	0,10021769	6,40E-05	0,00210318	C1galt1
ENSMUSG00000022139.17	1.123	0,342501402	0,103879193	6,46E-05	0,002117497	Mbnl2
ENSMUSG00000037035.5	1.273	-0,408620768	0,12518966	6,48E-05	0,002118864	Inhbb
ENSMUSG00000020053.18	418	-0,46020765	0,142551122	6,60E-05	0,002137333	Igf1
ENSMUSG00000037992.16	509	-0,415624099	0,128025791	6,70E-05	0,00215972	Rara
ENSMUSG00000050912.15	957	0,316718776	0,095778403	6,86E-05	0,002201897	Tmem123
ENSMUSG00000025592.17	207	0,779259893	0,250811346	6,88E-05	0,002201897	Dach2
ENSMUSG00000047773.13	90	1	0,422730631	7,18E-05	0,002257911	Ankfn1
ENSMUSG00000095115.2	555	0,479529308	0,151097017	7,22E-05	0,00225866	Itpripl2
ENSMUSG00000073102.7	532	0,405977223	0,126629294	7,41E-05	0,002313514	Drc1
ENSMUSG00000021508.11	514	-0,654555291	0,208702426	7,58E-05	0,002361464	Cxcl14
ENSMUSG00000059857.15	264	-0,561468142	0,179707455	8,34E-05	0,002544824	Ntng1
ENSMUSG00000046318.15	741	0,402154591	0,12714734	8,44E-05	0,002556448	Ccbe1
ENSMUSG00000074607.11	497	-0,688623386	0,222645506	8,52E-05	0,002568807	Tox2
ENSMUSG00000022438.6	1.071	0,356512445	0,111465505	8,65E-05	0,002589581	Parvb
ENSMUSG00000045930.3	491	0,612616565	0,199995995	8,61E-05	0,002589581	Clec14a
ENSMUSG00000055761.14	802	0,406329945	0,128989357	8,73E-05	0,002607192	Nkain3
ENSMUSG00000050199.13	899	0,430626949	0,137840771	9,04E-05	0,002680629	Lgr4
ENSMUSG00000052026.7	644	0,661960299	0,218594357	9,17E-05	0,002704778	Slc6a7
ENSMUSG00000016763.15	800	-0,470151127	0,150259865	9,19E-05	0,00270606	Scube1
ENSMUSG00000016534.15	2.548	0,320035835	0,098992916	9,51E-05	0,002781591	Lamp2
ENSMUSG00000046719.7	1.559	-0,388840829	0,123056745	9,57E-05	0,002793686	Nxph3
ENSMUSG00000051079.8	144	0,794685455	0,26507714	9,79E-05	0,002828784	Rgs13
ENSMUSG00000040181.14	973	0,47565728	0,155339685	0,000102422	0,002911059	Fmo1
ENSMUSG00000026475.7	453	-0,498671333	0,161913501	0,000102783	0,00291388	Rgs16
ENSMUSG00000084989.3	206	0,719099891	0,241796442	0,00010779	0,003018772	Crocc2
ENSMUSG00000027966.20	2.016	0,337552957	0,107457297	0,000109237	0,003040862	Col11a1
ENSMUSG00000028545.13	633	-0,408824325	0,132030473	0,00011198	0,003110968	Bend5
ENSMUSG00000028028.11	389	0,457915241	0,150385067	0,000113063	0,003134774	Alpk1
ENSMUSG00000031344.11	91	1	0,418992736	0,000113519	0,003141148	Gabrq
ENSMUSG00000020905.11	349	-0,586977263	0,194374648	0,000114474	0,003154981	Usp43
ENSMUSG00000030111.9	718	0,588119122	0,198903167	0,000121455	0,003314425	A2m
ENSMUSG00000031538.6	2.299	0,312434833	0,099865632	0,000125639	0,003375449	Plat
ENSMUSG00000031486.15	1.053	0,505389205	0,169960977	0,000129968	0,003471566	Adgra2
ENSMUSG00000014329.14	614	0,661152786	0,22699486	0,000131373	0,003502354	Bicc1
ENSMUSG00000019820.11	1.196	0,358354026	0,11718797	0,000135153	0,003596211	Utrn
ENSMUSG00000004609.11	123	0,821412604	0,284424631	0,000135445	0,003597086	Cd33
ENSMUSG00000036446.5	328	0,788605277	0,275467401	0,000140043	0,003683895	Lum
ENSMUSG00000002265.16	4.450	0,323029511	0,105386732	0,000145593	0,003808742	Peg3
ENSMUSG00000017400.10	157	-0,981833695	0,338575982	0,000147566	0,003852545	Stac2
ENSMUSG00000047632.10	748	-0,408317404	0,135960565	0,000150804	0,00391497	Fgfbp3
ENSMUSG00000030208.15	1.225	0,37029416	0,123257097	0,000151894	0,003935888	Emp1
ENSMUSG00000036845.12	689	-0,329595895	0,10778626	0,000155371	0,004007218	Lin37
ENSMUSG00000050919.9	471	0,468939227	0,160309299	0,000157058	0,00403951	Zfp366
ENSMUSG00000040473.15	477	0,448014392	0,152598051	0,000158489	0,004061239	Cfap69
ENSMUSG00000026778.13	116	-0,739075109	0,257364721	0,000163426	0,004146471	Prkcq
ENSMUSG00000025026.14	2.593	0,311663903	0,102446773	0,000166461	0,004195717	Add3
ENSMUSG00000054986.13	115	0,98863436	0,35700111	0,000175226	0,00437686	Sec14l3
ENSMUSG00000019359.14	1.143	0,310268398	0,102496576	0,000176632	0,004387753	Gdpd2
ENSMUSG00000028581.17	904	0,413752652	0,141710017	0,000176211	0,004387753	Laptm5
ENSMUSG00000034796.14	597	0,615462025	0,218091005	0,000176548	0,004387753	Cpne7
ENSMUSG00000060402.7	742	-0,323885073	0,107304445	0,000178287	0,004413549	Chst8
ENSMUSG00000022894.6	387	0,4502077	0,155908352	0,000183808	0,00453403	Adamts5
ENSMUSG00000084890.1	752	0,573240186	0,204031038	0,000189139	0,004632563	RP23-336D20.8
ENSMUSG00000027996.13	287	-0,506441214	0,176914964	0,000196241	0,004777036	Sfrp2
ENSMUSG00000024140.9	1.823	0,32832285	0,111059629	0,000201827	0,004857099	Epas1
ENSMUSG00000036502.14	237	0,532004784	0,18881507	0,00020216	0,004857099	Tmem255a
ENSMUSG00000024236.18	1.175	0,431304607	0,150895907	0,000202593	0,004859072	Svil
ENSMUSG00000021583.7	281	0,574632976	0,207011113	0,000215224	0,005065616	Erap1
ENSMUSG00000036218.16	288	-0,558154717	0,199037269	0,000222387	0,005181425	Pdzrn4
ENSMUSG00000056492.6	975	0,318356809	0,108469521	0,000225669	0,005233023	Adgrf5
ENSMUSG00000042797.9	652	0,356427771	0,124154474	0,000239588	0,005444922	Aqp11
ENSMUSG00000001507.16	904	0,30929193	0,105707445	0,000240803	0,005463579	Itga3
ENSMUSG00000092060.4	626	-0,385384483	0,134742173	0,000242519	0,005489464	Bend4
ENSMUSG00000019846.11	1.606	0,332533811	0,116133039	0,000262044	0,005803066	Lama4
ENSMUSG00000031502.11	17.424	0,457362173	0,166963315	0,000268043	0,005917014	Col4a1
ENSMUSG00000043252.8	1.038	0,423726147	0,153031208	0,000278461	0,006060129	Tmem64
ENSMUSG00000027820.12	506	0,386765481	0,13854198	0,000279057	0,006063579	Mme
ENSMUSG00000036533.8	677	-0,398345493	0,142461493	0,000282738	0,006133961	Cdc42ep3
ENSMUSG00000022636.13	3.744	0,302358352	0,107287167	0,00028773	0,006213085	Alcam
ENSMUSG00000052942.13	492	0,457291085	0,168317122	0,00029244	0,006266001	Glis3
ENSMUSG00000029919.5	175	0,646919804	0,244537363	0,000292014	0,006266001	Hpgds
ENSMUSG00000028883.17	862	0,412963652	0,150617591	0,000294467	0,006289984	Sema3a
ENSMUSG00000002147.18	292	0,551439768	0,207363576	0,000302568	0,006374628	Stat6
ENSMUSG00000068037.10	200	0,637724275	0,242372755	0,000302157	0,006374628	Mas1
ENSMUSG00000075334.2	4.683	0,315905923	0,112751906	0,000307464	0,006458142	Rprm
ENSMUSG00000112117.1	542	0,455725064	0,169317229	0,000313727	0,006540145	Rmst
ENSMUSG00000029217.16	210	0,5215437	0,197010134	0,00033056	0,006839631	Tec
ENSMUSG00000037772.13	957	-0,320774322	0,114296346	0,00034089	0,00702192	Mrpl23
ENSMUSG00000021221.15	1.147	0,454770818	0,171862547	0,000350488	0,007166403	Dpf3
ENSMUSG00000002020.15	328	0,504233886	0,192638543	0,000357536	0,007279754	Ltbp2
ENSMUSG00000024479.3	705	0,330250186	0,11959263	0,000359005	0,007297477	Mal2
ENSMUSG00000032017.14	1.984	0,300814482	0,107713949	0,000370021	0,007455818	Grik4
ENSMUSG00000032925.16	627	0,404985434	0,151615209	0,000369737	0,007455818	Itgbl1
ENSMUSG00000049630.6	233	0,641552265	0,252214077	0,000372972	0,007493005	C1ql3
ENSMUSG00000032812.18	747	0,326120551	0,118645447	0,000377906	0,007559759	Arap1
ENSMUSG00000034616.16	1.018	0,331418938	0,121108854	0,00038114	0,007591577	Ssh3
ENSMUSG00000024620.11	2.023	0,303422066	0,109418589	0,000382725	0,007612226	Pdgfrb
ENSMUSG00000032224.15	841	0,307454026	0,111022635	0,000384151	0,007629639	Fam81a
ENSMUSG00000032514.11	167	0,706703942	0,281600276	0,000394923	0,007776726	Ttc21a
ENSMUSG00000039831.16	1.248	0,447315511	0,172809402	0,000413567	0,008071522	Arhgap29
ENSMUSG00000022441.17	168	-0,60238068	0,23659213	0,000432424	0,008372483	Efcab6
ENSMUSG00000025425.17	147	-0,626457091	0,248493709	0,000455064	0,008677522	St8sia5
ENSMUSG00000048978.14	663	-0,368172671	0,135691206	0,000455875	0,008681043	Nrsn1
ENSMUSG00000026393.10	650	0,322853433	0,12013611	0,000457317	0,008684631	Nek7
ENSMUSG00000036896.5	983	0,440304313	0,172161157	0,000456892	0,008684631	C1qc
ENSMUSG00000015879.8	621	0,351169613	0,133946058	0,000490102	0,009146706	Fam184b
ENSMUSG00000057455.12	1.064	0,391404437	0,152608504	0,000502766	0,009340996	Rit2
ENSMUSG00000040452.9	327	0,477608298	0,191071927	0,000504942	0,009358299	Cdh12
ENSMUSG00000030748.9	191	0,533260467	0,21541822	0,000506809	0,009367857	Il4ra
ENSMUSG00000032036.15	1.182	-0,389520524	0,148729983	0,000508459	0,009382919	Kirrel3
ENSMUSG00000031659.13	193	0,626244596	0,258238292	0,000514955	0,009467932	Adcy7
ENSMUSG00000071984.10	508	0,386898229	0,151732086	0,000534241	0,009757822	Fndc1
ENSMUSG00000000530.16	617	0,329291123	0,126091561	0,000546479	0,009939367	Acvrl1
ENSMUSG00000056380.13	72	0,960707561	0,411356498	0,000552307	0,01002177	Gpr50
ENSMUSG00000032194.9	856	0,406507767	0,162302695	0,000558261	0,010116564	Kank2
ENSMUSG00000045414.7	871	0,309898122	0,118901553	0,000597099	0,010708395	RP23-253N17.1
ENSMUSG00000002885.14	658	0,390717404	0,156573426	0,000603135	0,01078873	Adgre5
ENSMUSG00000022297.15	631	0,330127139	0,128227653	0,00060586	0,01080546	Fzd6
ENSMUSG00000036095.11	580	0,381350694	0,152259332	0,000606409	0,01080546	Dgkb
ENSMUSG00000026347.13	604	0,367138244	0,145597768	0,000610481	0,010864051	Tmem163
ENSMUSG00000023067.13	862	0,35679106	0,14127254	0,000614422	0,010894015	Cdkn1a
ENSMUSG00000029287.14	566	0,495817759	0,206631177	0,000617638	0,01093527	Tgfbr3
ENSMUSG00000068699.12	1.722	0,334308063	0,131260807	0,000626224	0,011030933	Flnc
ENSMUSG00000030917.13	904	0,322564928	0,125846029	0,000631266	0,011077526	Tmem159
ENSMUSG00000053702.16	633	0,436696986	0,180004036	0,000642859	0,011252475	Nebl
ENSMUSG00000022831.14	136	0,607560099	0,25890747	0,000646	0,011293182	Hcls1
ENSMUSG00000022197.16	932	0,305608333	0,118345626	0,000650145	0,011351333	Pdzd2
ENSMUSG00000034037.14	563	0,379665309	0,1532606	0,000652746	0,011368118	Fgd5
ENSMUSG00000039349.5	637	0,422466906	0,173077928	0,000655715	0,011405491	AC131992.1
ENSMUSG00000020701.12	487	0,370708218	0,149591813	0,000671467	0,011650238	Tmem132e
ENSMUSG00000050663.7	351	0,465823687	0,195176981	0,000677125	0,011719089	Trhde
ENSMUSG00000041696.14	430	0,397613723	0,163248398	0,000696473	0,012008963	Rasl12
ENSMUSG00000024043.13	1.140	0,300920165	0,117686929	0,000713682	0,012244768	Arhgap28
ENSMUSG00000006711.15	709	0,314422851	0,124494051	0,00072279	0,012385712	RP23-92G13.7
ENSMUSG00000091722.2	1.057	-0,30154915	0,118105036	0,000738129	0,01260183	Siah3
ENSMUSG00000056972.6	534	0,521232692	0,226092707	0,000750869	0,012796474	Magel2
ENSMUSG00000028173.10	2.560	0,332815751	0,133664725	0,000765775	0,012971729	Wls
ENSMUSG00000004952.13	145	0,742916257	0,33604273	0,000771622	0,013030221	Rasa4
ENSMUSG00000025366.8	803	0,306009185	0,123863168	0,000863717	0,014254411	Esyt1
ENSMUSG00000037820.15	564	0,494332849	0,219500465	0,000869426	0,01432068	Tgm2
ENSMUSG00000043336.14	149	0,590001349	0,266517998	0,000875754	0,014384568	Filip1l
ENSMUSG00000036887.5	713	0,40193984	0,172893038	0,000880643	0,014430685	C1qa
ENSMUSG00000056724.15	458	0,398059064	0,171090363	0,000896496	0,014587004	Nbeal2
ENSMUSG00000039620.17	378	-0,435107519	0,187050266	0,000901591	0,014635548	AC168051.1
ENSMUSG00000055567.18	374	0,354767568	0,149042317	0,000904862	0,014671469	Unc80
ENSMUSG00000073002.9	125	0,699063693	0,324864891	0,000913929	0,014801163	Vamp5
ENSMUSG00000041836.10	1.556	0,325017013	0,135304959	0,000927081	0,014961721	Ptpre
ENSMUSG00000027840.5	609	0,475886671	0,213649458	0,000944352	0,015187416	Wnt2b
ENSMUSG00000039997.16	835	0,325756147	0,135930205	0,000947067	0,015213428	Ifi203
ENSMUSG00000097493.3	332	-0,39111777	0,167755594	0,000969372	0,015497974	RP23-108H23.2
ENSMUSG00000026826.13	1.424	-1	0,543920433	0,000978065	0,015602897	Nr4a2
ENSMUSG00000098097.7	228	0,469139576	0,211497436	0,001005598	0,015932113	RP24-158L2.1
ENSMUSG00000037428.14	1.608	0,35788557	0,152045053	0,001012306	0,016001816	Vgf
ENSMUSG00000017491.9	176	0,519632753	0,238413241	0,001020171	0,016097401	Rarb
ENSMUSG00000016150.15	819	0,398093953	0,176019974	0,001027424	0,016112194	Tenm1
ENSMUSG00000003974.6	848	0,30431374	0,126887796	0,001033769	0,016143616	Grm3
ENSMUSG00000042284.10	697	0,374259967	0,16232751	0,001031156	0,016143616	Itga1
ENSMUSG00000032202.11	182	0,662141315	0,316743357	0,001040205	0,016220885	Rab27a
ENSMUSG00000032368.14	5.139	0,558562956	0,264109819	0,001045506	0,016225185	Zic1
ENSMUSG00000081683.5	565	0,437903193	0,198481162	0,001064267	0,01644809	Fzd10
ENSMUSG00000030043.11	313	0,541822999	0,255227662	0,001080966	0,016632002	Tacr1
ENSMUSG00000027860.15	512	0,355097063	0,154736938	0,001091496	0,016738278	Vangl1
ENSMUSG00000059288.14	407	0,355845647	0,154983366	0,001095082	0,016774714	Cdyl
ENSMUSG00000031103.12	118	0,609565358	0,289898772	0,00110074	0,016842776	Elf4
ENSMUSG00000059149.17	98	0,679160641	0,328459205	0,001120799	0,017093102	Mfsd4
ENSMUSG00000039081.10	241	0,486691294	0,226456505	0,001126693	0,017164116	Zfp503
ENSMUSG00000030560.17	437	0,398364049	0,179141314	0,001133293	0,017245711	Ctsc
ENSMUSG00000025597.13	234	0,444279366	0,203748825	0,001144681	0,017396548	Klhl4
ENSMUSG00000020363.6	416	-0,354043922	0,154381546	0,001168415	0,017663843	Gfpt2
ENSMUSG00000020154.10	654	0,419156731	0,193834308	0,00121791	0,018213467	Ptprb
ENSMUSG00000021638.12	462	0,404587631	0,187556992	0,001282666	0,018977163	Ocln
ENSMUSG00000025348.9	237	0,470883113	0,224329794	0,001285524	0,018999163	Itga7
ENSMUSG00000019789.9	328	0,359890183	0,162662273	0,001306214	0,019263881	Hey2
ENSMUSG00000031273.16	1.039	0,667150822	0,346880912	0,001332995	0,019575542	Col4a6
ENSMUSG00000020120.15	281	0,376683079	0,17303595	0,001349483	0,019754897	Plek
ENSMUSG00000031636.7	702	0,398531264	0,185180912	0,00135813	0,019818683	Pdlim3
ENSMUSG00000031910.14	730	0,306011512	0,133824397	0,001370656	0,019980449	Has3
ENSMUSG00000020042.15	377	-0,458180349	0,216262919	0,001378376	0,02005082	Btbd11
ENSMUSG00000019888.16	356	0,349106337	0,160402509	0,001438277	0,020662011	Mgat4c
ENSMUSG00000028893.8	490	0,310214839	0,137907279	0,001445124	0,020738871	Sesn2
ENSMUSG00000021108.18	322	0,417257998	0,19845774	0,001454772	0,020855741	Prkch
ENSMUSG00000073125.10	271	-0,442298257	0,210598118	0,001461202	0,020892765	Xlr3b
ENSMUSG00000026837.15	1.888	0,309586986	0,139562329	0,001483668	0,021117139	Col5a1
ENSMUSG00000022912.8	518	0,332171754	0,151732445	0,001500141	0,021286035	Pros1
ENSMUSG00000028497.12	188	0,529020182	0,26758991	0,001498619	0,021286035	Hacd4
ENSMUSG00000012017.4	372	0,350759635	0,162549235	0,001510062	0,021379558	Scarf2
ENSMUSG00000004328.15	529	0,43246113	0,21437727	0,001552435	0,021849146	Hif3a
ENSMUSG00000062980.15	302	0,651259284	0,350693377	0,001584266	0,022162134	Cped1
ENSMUSG00000020541.12	609	0,305806418	0,138772819	0,001627076	0,022646741	Tom1l1
ENSMUSG00000031111.16	250	0,546943577	0,288784684	0,001676488	0,023056695	Igsf1
ENSMUSG00000046546.3	610	0,333495956	0,15650674	0,001682977	0,023123006	Fam43a
ENSMUSG00000033721.16	196	-0,454372514	0,225894937	0,001700217	0,023313659	Vav3
ENSMUSG00000050295.4	464	0,527183024	0,280025809	0,001736811	0,023768415	Foxc1
ENSMUSG00000022018.7	343	-0,376539138	0,18111976	0,00175138	0,023897025	Rgcc
ENSMUSG00000037016.11	633	0,363945605	0,175823983	0,001760004	0,023991089	Frem2
ENSMUSG00000034480.18	542	0,311791919	0,14484815	0,001762198	0,023997399	Diaph2
ENSMUSG00000000275.16	473	0,45658922	0,235779448	0,001764982	0,024011723	Trim25
ENSMUSG00000095139.2	524	-0,363105373	0,174086474	0,001801848	0,024351413	Pou3f2
ENSMUSG00000021852.14	150	0,475083354	0,249620938	0,001892933	0,025378845	Slc35f4
ENSMUSG00000037370.13	327	0,576671018	0,321795259	0,001905134	0,025493122	Enpp1
ENSMUSG00000054641.10	112	0,537286379	0,290519646	0,001919643	0,025588479	Mmrn1
ENSMUSG00000061702.10	133	0,771947553	0,45936932	0,001962744	0,026062762	Tmem91
ENSMUSG00000038668.14	931	0,35055062	0,173771788	0,001973063	0,026099786	Lpar1
ENSMUSG00000042286.13	1.647	0,549160614	0,304952808	0,001968611	0,026099786	Stab1
ENSMUSG00000050558.13	243	-0,462882419	0,244058753	0,002104407	0,027239401	Prokr2
ENSMUSG00000061232.15	393	0,360248132	0,182491646	0,002119221	0,027324898	H2-K1
ENSMUSG00000030259.12	536	0,373066772	0,192812318	0,002146644	0,027478226	Rassf8
ENSMUSG00000052551.16	560	-0,760608798	0,432118216	0,002184207	0,027881798	Adarb2
ENSMUSG00000035697.14	156	0,530121716	0,303550068	0,002240059	0,02838568	Arhgap45
ENSMUSG00000048251.15	8.199	-0,391545241	0,202354355	0,002248171	0,028412671	Bcl11b
ENSMUSG00000046280.9	241	0,49414828	0,279817339	0,002248337	0,028412671	She
ENSMUSG00000042814.8	317	-0,333818366	0,165972375	0,002275756	0,028615697	Mcts2
ENSMUSG00000058099.16	193	0,53815652	0,313876863	0,002299815	0,028800667	Nfam1
ENSMUSG00000033327.16	552	0,336141799	0,17097061	0,002311376	0,028919316	Tnxb
ENSMUSG00000022836.11	401	0,400888022	0,216492414	0,00231701	0,028963664	Mylk
ENSMUSG00000032359.14	412	0,420179217	0,230940135	0,002344533	0,029202397	Ctsh
ENSMUSG00000034248.7	454	0,393607554	0,212226229	0,002357421	0,029310243	Slc25a37
ENSMUSG00000050666.14	355	0,487548795	0,282873504	0,002397745	0,029625612	Vstm4
ENSMUSG00000028369.15	117	0,776460917	0,506936676	0,002404881	0,029660907	Svep1
ENSMUSG00000050212.4	233	0,438952795	0,246102334	0,002426642	0,029843351	Eva1b
ENSMUSG00000018819.10	164	0,544481164	0,324672732	0,002428284	0,029843351	Lsp1
ENSMUSG00000038147.13	78	0,753490259	0,482237145	0,002425557	0,029843351	Cd84
ENSMUSG00000048939.13	156	0,468817842	0,267559084	0,00245043	0,030062227	Atp13a5
ENSMUSG00000056418.3	69	-0,627966179	0,369732947	0,002468872	0,03015504	RP24-345A14.4
ENSMUSG00000078185.3	508	0,322699598	0,164804126	0,002480812	0,030220994	Chml
ENSMUSG00000071451.10	540	-0,316999537	0,159576428	0,002559224	0,030891271	Psmg4
ENSMUSG00000050931.7	130	0,538388321	0,325305572	0,002560346	0,030891271	Sgms2
ENSMUSG00000005413.8	289	0,378429405	0,206817872	0,002600349	0,031237993	Hmox1
ENSMUSG00000001700.9	337	0,347890323	0,18545968	0,002648899	0,031629363	Gramd3
ENSMUSG00000038168.5	148	0,446129276	0,257747163	0,002659832	0,031719375	P3h2
ENSMUSG00000015950.13	172	0,520135924	0,317946962	0,002664912	0,031738558	Ncf1
ENSMUSG00000030579.10	319	0,451523133	0,265854796	0,002668303	0,031751658	Tyrobp
ENSMUSG00000048004.15	314	0,358004406	0,194388574	0,002712312	0,032082574	Tmem196
ENSMUSG00000059555.6	103	0,574354205	0,361903852	0,002725134	0,032179333	Tor4a
ENSMUSG00000052920.14	539	0,363813359	0,201758505	0,00277264	0,032601449	Prkg1
ENSMUSG00000025475.17	474	-0,349674433	0,187979379	0,002827399	0,033021257	Adgra1
ENSMUSG00000015947.10	83	0,615915961	0,405929579	0,002887072	0,033464449	Fcgr1
ENSMUSG00000024965.8	186	0,44312702	0,265385308	0,002894214	0,0335192	Fermt3
ENSMUSG00000005124.10	107	0,685263106	0,476765224	0,002902413	0,033586109	Wisp1
ENSMUSG00000041144.10	301	0,322343205	0,171350759	0,002909265	0,033637313	Dnah7b
ENSMUSG00000051236.13	298	0,347319068	0,190922522	0,002941423	0,033896047	Msrb3
ENSMUSG00000033542.13	320	0,383680049	0,220856526	0,002955447	0,033944794	Arhgef5
ENSMUSG00000037683.14	139	0,527987416	0,34035709	0,002977687	0,034115433	Armc3
ENSMUSG00000029718.14	484	0,463832066	0,289663984	0,002988587	0,034204252	Pcolce
ENSMUSG00000020682.17	229	0,407825743	0,241484411	0,003026973	0,034424062	Mmp28
ENSMUSG00000068617.5	344	0,382721452	0,222732011	0,003058094	0,034606671	Efcab1
ENSMUSG00000032380.8	85	0,573775972	0,380650811	0,0030678	0,034660886	Dapk2
ENSMUSG00000008845.9	149	0,730595717	0,555649247	0,003113659	0,03509321	Cd163
ENSMUSG00000039115.13	420	0,308472801	0,166619674	0,003224993	0,036084006	Itga9
ENSMUSG00000034116.17	103	0,504228599	0,328696031	0,00322254	0,036084006	Vav1
ENSMUSG00000063564.13	786	0,356606955	0,208643233	0,003308701	0,03681262	Col23a1
ENSMUSG00000055737.12	214	0,42564448	0,266746219	0,003317829	0,036884578	Ghr
ENSMUSG00000022488.9	276	0,400809013	0,247965852	0,003394336	0,037554413	Nckap1l
ENSMUSG00000024737.2	106	0,501674765	0,337788685	0,00342065	0,037755157	Slc15a3
ENSMUSG00000020096.20	607	0,311694532	0,174588105	0,003512403	0,038614148	Tbata
ENSMUSG00000042644.8	186	0,47584583	0,326462159	0,003575226	0,03918052	Itpr3
ENSMUSG00000024647.14	266	-0,455525888	0,292572364	0,003665856	0,039858641	Cbln2
ENSMUSG00000024228.12	125	0,436115998	0,297144058	0,003921587	0,042045601	Nudt12
ENSMUSG00000079669.2	84	-0,517218207	0,369118663	0,004034683	0,042970658	RP24-337I23.1
ENSMUSG00000031870.16	107	0,474844419	0,344824926	0,004035764	0,042970658	Pgr
ENSMUSG00000035578.16	384	0,327413356	0,19775872	0,004051969	0,043110086	Iqcg
ENSMUSG00000043099.4	507	0,343916071	0,216422592	0,004087833	0,043391758	Hic1
ENSMUSG00000078307.3	627	0,351176542	0,224329834	0,004176508	0,043862829	RP23-35N23.2
ENSMUSG00000060594.6	278	0,321130355	0,193756202	0,004190066	0,043971907	Layn
ENSMUSG00000052085.6	118	0,471392631	0,359135183	0,004304278	0,045034119	Dock8
ENSMUSG00000057143.15	226	0,355681528	0,235207017	0,004495225	0,046436146	Trim12c
ENSMUSG00000028957.12	279	0,341330149	0,223055042	0,004592241	0,04708745	Per3
ENSMUSG00000047976.4	316	0,386007584	0,284089	0,00478835	0,048340051	Kcna1
ENSMUSG00000080921.4	282	-0,345517053	0,22623292	0,004885097	0,048944902	Rpl38-ps2
ENSMUSG00000049538.14	268	0,349214563	0,250679786	0,00524138	0,051753032	Adamts16
ENSMUSG00000074575.4	622	-0,304205592	0,188254709	0,005315046	0,052220045	Kcng1
ENSMUSG00000034041.4	147	0,368009005	0,287263659	0,005643808	0,054522728	Lyl1
ENSMUSG00000052160.7	245	0,339368784	0,250310018	0,005676405	0,05472323	Pld4
ENSMUSG00000026315.13	76	0,491770155	0,785721823	0,005809162	0,055654738	Serpinb8
ENSMUSG00000026471.14	243	0,332689686	0,245961259	0,00583018	0,055740545	Mr1
ENSMUSG00000048120.16	342	0,328367565	0,243240365	0,005890866	0,056050157	Entpd1
ENSMUSG00000051359.15	4.931	0,32081351	0,237664711	0,006169494	0,057906363	Ncald
ENSMUSG00000059991.7	364	-0,362079011	0,284709781	0,006292904	0,058848982	Nptx2
ENSMUSG00000025902.13	267	0,32403701	0,249086481	0,006319364	0,058958882	Sox17
ENSMUSG00000057722.17	389	0,367750229	0,366178186	0,006537596	0,060403883	Lepr
ENSMUSG00000048865.16	86	0,416985383	0,529823669	0,006553231	0,060403883	Arhgap30
ENSMUSG00000053626.5	190	0,346934616	0,311724155	0,006796557	0,0616644	Tll1
ENSMUSG00000047155.13	415	0,30162363	0,236617782	0,007089358	0,063611499	Cyp4x1
ENSMUSG00000027082.15	470	0,300667243	0,244404083	0,007332966	0,064851784	Tfpi
ENSMUSG00000109836.1	202	0,35318578	0,418925071	0,007339858	0,064851784	RP24-464B16.1
ENSMUSG00000027293.13	353	0,330167973	0,319304925	0,007387111	0,065186196	Ehd4
ENSMUSG00000037940.17	155	0,329663113	0,332205965	0,007723167	0,06711299	Inpp4b
ENSMUSG00000020573.17	107	0,342700504	0,511609608	0,007937965	0,068413969	Pik3cg
ENSMUSG00000059336.14	113	0,31990767	0,519804313	0,008521059	0,071700451	Slc14a1
ENSMUSG00000031438.11	163	0,312284412	0,328559533	0,008558361	0,071821854	Rnf128
ENSMUSG00000045827.10	107	0,306350137	0,681214666	0,008611947	0,072006892	Serpinb9
ENSMUSG00000024887.9	134	0,312095697	0,482399206	0,00870918	0,072557311	Asah2
ENSMUSG00000029070.9	534	0,301300424	0,346366424	0,008808943	0,073081012	Mxra8
ENSMUSG00000087022.4	66	-4	0,456241333	1,17E-19	NA	RP24-123J3.1
ENSMUSG00000026616.15	30	-3	0,697931871	4,15E-08	NA	Cr2
ENSMUSG00000098760.1	29	-2	0,5226048	0,000103701	NA	RP23-230F2.8
ENSMUSG00000059898.9	56	-1	1	0,005136281	NA	Dsc3
ENSMUSG00000101299.2	61	-0,66920601	0,623349239	0,00491484	NA	RP24-421J9.3
ENSMUSG00000021367.8	62	0,445774895	0,757664162	0,006447441	NA	Edn1
ENSMUSG00000079685.10	56	0,467753866	2	0,006130811	NA	Ulbp1
ENSMUSG00000027995.10	54	0,539768797	0,709705572	0,005569178	NA	Tlr2
ENSMUSG00000106825.1	45	0,689514214	0,600223154	0,004099615	NA	RP23-297M4.7
ENSMUSG00000084898.1	55	0,690400737	0,481018984	0,003096194	NA	RP23-340N6.1
ENSMUSG00000014603.2	61	0,808101637	0,494729355	0,002191259	NA	Alx3
ENSMUSG00000037731.5	34	0,838965321	0,701752912	0,003708448	NA	Themis2
ENSMUSG00000028778.15	34	0,841797678	0,842026785	0,004161752	NA	Hcrtr1
ENSMUSG00000035948.13	61	0,845506294	0,565983993	0,002545533	NA	Acss3
ENSMUSG00000034792.8	38	0,904766481	0,645420017	0,002904715	NA	Gna15
ENSMUSG00000033107.5	26	1	0,819856608	0,003276843	NA	Rnf125
