	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000029153.11	2482,945277	-0,70680371	0,181366082	1,29116E-05	0,000151413	Ociad2
ENSMUSG00000038894.7	4090,92471	-0,706592704	0,152618892	5,64015E-07	9,70193E-06	Irs2
ENSMUSG00000007872.3	4487,028481	-0,706484451	0,87278377	0,008861978	0,035868136	Id3
ENSMUSG00000089685.7	8,260330738	-0,705981517	0,962371214	0,017909855	0,061984339	RP24-500L4.1
ENSMUSG00000030199.16	870,1045587	-0,705796203	0,117395075	3,13402E-10	1,16971E-08	Etv6
ENSMUSG00000026836.15	2032,949275	-0,705434698	0,094471985	1,36325E-14	1,18357E-12	Acvr1
ENSMUSG00000039621.13	3021,980725	-0,705037927	0,187587243	2,37932E-05	0,000257386	Prex1
ENSMUSG00000060212.13	679,2819805	-0,705023738	0,255054531	0,000775205	0,004937536	Pcnxl2
ENSMUSG00000034218.16	747,5838361	-0,704138269	0,292876614	0,001849171	0,010118172	Atm
ENSMUSG00000031673.6	3697,296247	-0,703064807	0,196815002	4,74004E-05	0,000462549	Cdh11
ENSMUSG00000002578.17	968,156054	-0,702789369	0,148137668	3,83952E-07	6,93479E-06	Ikzf4
ENSMUSG00000066829.7	598,3002848	-0,701697762	0,104881146	3,89287E-12	2,12835E-10	Zfp810
ENSMUSG00000032020.15	1836,533107	-0,701568904	0,16570612	3,8966E-06	5,38417E-05	Ubash3b
ENSMUSG00000010751.15	327,1637465	-0,701499988	0,237570987	0,000420069	0,002935196	Tnfrsf22
ENSMUSG00000054364.5	8771,834385	-0,700819717	0,110837547	4,95337E-11	2,18781E-09	Rhob
ENSMUSG00000020647.10	4089,00337	-0,699817303	0,146735408	3,07783E-07	5,655E-06	Ncoa1
ENSMUSG00000023861.17	3097,763816	-0,699533339	0,087316618	3,67911E-16	4,11187E-14	Mpc1
ENSMUSG00000107655.1	35,08862588	-0,698832793	1,355446906	0,00538659	0,024091383	RP24-358M18.2
ENSMUSG00000074802.11	148,2134221	-0,698546576	0,298360603	0,002452918	0,01272636	Gas2l3
ENSMUSG00000026670.15	1978,058648	-0,698457349	0,129456216	1,13091E-08	2,95189E-07	Uap1
ENSMUSG00000039218.16	15296,87664	-0,697690152	0,129400645	1,32654E-08	3,38821E-07	Srrm2
ENSMUSG00000059456.13	3893,397542	-0,697654145	0,115715251	2,92205E-10	1,10486E-08	Ptk2b
ENSMUSG00000026213.15	1412,508862	-0,697493405	0,121816292	1,85974E-09	5,979E-08	Stk11ip
ENSMUSG00000042680.7	1828,428286	-0,697345668	0,163279246	3,00896E-06	4,2865E-05	Garem1
ENSMUSG00000071636.8	128,6248971	-0,697234014	0,301062191	0,002446568	0,012699931	Rimbp3
ENSMUSG00000042331.13	2772,348128	-0,696647698	0,133694169	2,59824E-08	6,14017E-07	Specc1
ENSMUSG00000027195.10	7414,688373	-0,695998792	0,113076666	2,26367E-10	8,67269E-09	Hsd17b12
ENSMUSG00000094410.7	85,49959322	-0,695765353	0,302380596	0,002626137	0,01343826	RP24-200D3.4
ENSMUSG00000041974.10	765,6600839	-0,695122718	0,175110178	1,06973E-05	0,000128501	Spidr
ENSMUSG00000039058.11	4314,705509	-0,694776005	0,145237345	2,45356E-07	4,65165E-06	Ak5
ENSMUSG00000000823.16	4976,79114	-0,694650738	0,102010048	1,71439E-12	9,9371E-11	Zfp512b
ENSMUSG00000115783.1	9032,393055	-0,694342941	0,357728538	0,004342899	0,020251847	Bc1
ENSMUSG00000085386.1	36,735414	-0,694042543	0,538275136	0,014810361	0,053662688	RP23-397A11.1
ENSMUSG00000040412.16	822,5766416	-0,693921149	0,247410138	0,000719961	0,004639982	RP23-37G19.2
ENSMUSG00000025939.17	2229,14756	-0,693679523	0,114196744	2,10643E-10	8,16301E-09	Ube2w
ENSMUSG00000022973.18	9111,912222	-0,693230587	0,223595504	0,000266083	0,001981811	Synj1
ENSMUSG00000078877.11	409,0581603	-0,693095643	0,158055458	2,07757E-06	3,10392E-05	RP23-86F8.3
ENSMUSG00000045103.17	3188,165031	-0,692759386	0,179207247	1,57305E-05	0,000179609	Dmd
ENSMUSG00000030731.13	1602,368783	-0,692158701	0,242675631	0,00068813	0,004457309	Syt3
ENSMUSG00000059406.8	19,31215208	-0,691552961	0,499450678	0,014499581	0,052782441	Tmprss9
ENSMUSG00000020538.15	5155,235419	-0,690282975	0,28684863	0,001790029	0,009853199	Srebf1
ENSMUSG00000021803.10	515,5212974	-0,69017041	0,166664881	6,17757E-06	7,90924E-05	Cdhr1
ENSMUSG00000105272.1	72,2045324	-0,690162498	0,257127458	0,001054819	0,006350574	RP23-164N7.3
ENSMUSG00000025059.16	1150,624704	-0,690093634	0,099125721	6,10668E-13	3,88466E-11	Gk
ENSMUSG00000078485.3	2517,329053	-0,68971538	0,094568874	5,48983E-14	4,1438E-12	Plekhn1
ENSMUSG00000060441.15	50,55525003	-0,689429656	0,529071149	0,01560192	0,055692827	Trim5
ENSMUSG00000030091.17	2356,022475	-0,689185873	0,217124825	0,000241654	0,001832245	Nup210
ENSMUSG00000035431.4	1066,259101	-0,688882921	0,352837188	0,004783016	0,021875567	Sstr1
ENSMUSG00000021831.9	1105,013044	-0,688842947	0,122922711	4,02852E-09	1,18106E-07	Ero1l
ENSMUSG00000042249.11	1093,112369	-0,688711125	0,099499499	7,8834E-13	4,87686E-11	Adrbk2
ENSMUSG00000029524.16	456,1831091	-0,688593696	0,122217552	3,11027E-09	9,43294E-08	Sirt4
ENSMUSG00000027985.14	112,8625311	-0,688395895	0,243490488	0,000677691	0,004400964	Lef1
ENSMUSG00000020080.8	45,64338416	-0,688303698	0,961171517	0,007019898	0,029864462	Hkdc1
ENSMUSG00000019437.17	608,5622542	-0,687592862	0,377149038	0,005442918	0,024284251	Tlcd1
ENSMUSG00000018554.13	545,6670083	-0,687251366	0,164634291	4,58976E-06	6,20216E-05	Ybx2
ENSMUSG00000022103.10	1432,333052	-0,687217116	0,21203578	0,000154816	0,001263318	Gfra2
ENSMUSG00000030447.15	4345,473883	-0,687074099	0,146971778	4,65267E-07	8,14909E-06	Cyfip1
ENSMUSG00000044349.15	14798,39478	-0,686690572	0,185953717	3,49817E-05	0,000357758	Snhg11
ENSMUSG00000064370.1	146395,9603	-0,686600755	0,109472813	6,36879E-11	2,73533E-09	mt-Cytb
ENSMUSG00000042190.12	15,73725139	-0,686111175	0,485262937	0,014497013	0,052782441	Cmklr1
ENSMUSG00000062168.12	31,70175511	-0,686063702	0,403240219	0,009729892	0,038661555	Ppef1
ENSMUSG00000042942.17	381,0080047	-0,685464084	0,221969078	0,000291049	0,0021394	Greb1l
ENSMUSG00000033295.14	11241,22121	-0,685139933	0,103240297	4,8035E-12	2,57064E-10	Ptprf
ENSMUSG00000025872.5	1513,493879	-0,684792551	0,119652931	1,40834E-09	4,60993E-08	Thoc3
ENSMUSG00000014782.16	122,5673295	-0,68448926	0,28314016	0,002145303	0,011426366	Plekhg4
ENSMUSG00000028207.18	4592,650773	-0,684245085	0,153068569	9,31705E-07	1,51507E-05	Asph
ENSMUSG00000058756.13	52812,03654	-0,684072548	0,130970969	2,65259E-08	6,25502E-07	Thra
ENSMUSG00000020132.10	3606,527253	-0,683779656	0,163917956	4,78942E-06	6,39506E-05	Rab21
ENSMUSG00000028634.17	1197,27771	-0,683297397	0,180687823	2,48814E-05	0,000266875	Hivep3
ENSMUSG00000048677.9	294,6007439	-0,682602507	0,258418327	0,001047	0,006314777	Tpcn2
ENSMUSG00000076269.1	13,47283521	-0,681945836	0,75902237	0,020561205	0,069160728	Mir374b
ENSMUSG00000023755.10	367,4188645	-0,681195662	0,180403307	2,68445E-05	0,000285359	Rhebl1
ENSMUSG00000007458.14	4726,792626	-0,680979654	0,149643114	8,65489E-07	1,41193E-05	M6pr
ENSMUSG00000020364.14	339,69309	-0,680605983	0,15796824	2,88081E-06	4,13891E-05	Zfp354a
ENSMUSG00000052392.5	125,0656572	-0,680583218	0,702101068	0,017779718	0,061597177	Acot4
ENSMUSG00000000489.7	1441,314794	-0,679749379	0,171253578	1,10951E-05	0,000132415	Pdgfb
ENSMUSG00000005580.11	1049,398451	-0,679592665	0,183084392	3,32775E-05	0,000343806	Adcy9
ENSMUSG00000021275.16	2643,473338	-0,679591057	0,130197755	3,14902E-08	7,32201E-07	Tecpr2
ENSMUSG00000043458.5	170,4024467	-0,679559964	0,20876435	0,000184714	0,001467645	Pcdhb12
ENSMUSG00000068130.11	105,3943183	-0,679496594	0,261619069	0,001286146	0,007482727	Zfp442
ENSMUSG00000027977.15	574,8645927	-0,67929919	0,50804207	0,009362331	0,037465992	Ndst3
ENSMUSG00000029304.14	3606,478449	-0,679225587	0,214302159	0,00025655	0,001925693	Spp1
ENSMUSG00000068373.15	3831,471486	-0,678857115	0,203178106	0,000136444	0,001136323	RP24-297H17.3
ENSMUSG00000037872.5	1242,955316	-0,678801555	0,18809545	4,4456E-05	0,000438933	Ackr1
ENSMUSG00000036585.15	674,6193906	-0,678118478	0,166446127	7,20858E-06	9,0742E-05	Fgf1
ENSMUSG00000020527.14	674,0990826	-0,677964104	0,125259129	9,8218E-09	2,604E-07	Myo19
ENSMUSG00000075467.4	1604,604801	-0,677882144	0,172087829	1,19901E-05	0,000141924	Dnlz
ENSMUSG00000037466.13	381,9111576	-0,677835022	0,284012123	0,002354504	0,012313668	RP24-468O24.4
ENSMUSG00000005802.12	2331,995283	-0,677766976	0,094908141	1,80132E-13	1,23942E-11	Slc30a4
ENSMUSG00000033031.13	359,3530134	-0,677151008	0,247221399	0,00090111	0,005562573	RP23-185B14.1
ENSMUSG00000018449.12	683,8737984	-0,676934348	0,20091828	0,000109142	0,000939503	Rpain
ENSMUSG00000003452.15	1098,005773	-0,676647086	0,12070242	3,65431E-09	1,08751E-07	Bicd1
ENSMUSG00000003436.11	95,54431197	-0,676588405	0,244738247	0,000847056	0,00530006	Dll3
ENSMUSG00000115190.1	19,46305043	-0,676402458	1,065170068	0,015037085	0,054270328	RP24-248C17.4
ENSMUSG00000031565.18	18277,51871	-0,676375206	0,179697807	2,35875E-05	0,000255434	Fgfr1
ENSMUSG00000036661.14	256,2795245	-0,676341293	0,232461213	0,000543417	0,003655731	Dennd3
ENSMUSG00000021930.14	1394,992216	-0,676305515	0,106518057	3,56333E-11	1,61983E-09	Spryd7
ENSMUSG00000024074.7	6267,34731	-0,676220508	0,164756996	7,05286E-06	8,91145E-05	Crim1
ENSMUSG00000074785.5	3904,711366	-0,676160616	0,124890723	1,20238E-08	3,10242E-07	Plxnc1
ENSMUSG00000040829.14	39,36162076	-0,675733906	0,502521711	0,013952715	0,051178508	Zmynd15
ENSMUSG00000039637.15	2997,061128	-0,675643335	0,1628541	5,05607E-06	6,71564E-05	Coro7
ENSMUSG00000085433.2	114,3860332	-0,67563185	0,314687371	0,004253275	0,019916735	AC113474.3
ENSMUSG00000057766.13	816,1493582	-0,675203924	0,249261766	0,000795004	0,005049334	Ankrd29
ENSMUSG00000027559.5	23,11162378	-0,67492096	0,464254496	0,013641826	0,050275186	Car3
ENSMUSG00000103313.1	53,14140939	-0,67455749	0,690995669	0,012735606	0,047744361	RP24-88F2.3
ENSMUSG00000053702.16	2498,908033	-0,674519846	0,121046543	4,48117E-09	1,29499E-07	Nebl
ENSMUSG00000047415.12	252,6244473	-0,674247832	0,210173088	0,000195962	0,001544996	Gpr68
ENSMUSG00000098269.1	13,36348295	-0,673936836	0,51243631	0,01661803	0,058412879	Mir8094
ENSMUSG00000035673.10	2003,820301	-0,673451964	0,110986173	2,45476E-10	9,36932E-09	Sbno2
ENSMUSG00000028385.14	3518,254372	-0,673400836	0,177152004	2,4323E-05	0,000261579	Snx30
ENSMUSG00000030759.16	2957,783536	-0,672774642	0,111817909	3,16673E-10	1,17974E-08	Far1
ENSMUSG00000031903.7	1258,570253	-0,672766582	0,168339594	1,12374E-05	0,000133876	Pla2g15
ENSMUSG00000021213.12	184,9363226	-0,672281828	0,215590919	0,000290506	0,002136186	Akr1c13
ENSMUSG00000034751.16	2098,251821	-0,672265067	0,200635055	0,000135509	0,001129003	Mast4
ENSMUSG00000025584.17	44,53438037	-0,672158943	0,414834979	0,009760238	0,038736483	Pde8a
ENSMUSG00000022905.12	4550,23404	-0,671576417	0,102462889	1,00232E-11	4,93334E-10	Kpna1
ENSMUSG00000031207.16	17192,708	-0,671466685	0,148841506	1,12212E-06	1,79726E-05	Msn
ENSMUSG00000039683.16	1394,102134	-0,670354897	0,143665377	5,18674E-07	8,99851E-06	Sdk1
ENSMUSG00000055652.14	1089,772382	-0,670338704	0,203599397	0,000153723	0,001256426	Klhl25
ENSMUSG00000041945.12	1560,470859	-0,670255847	0,18969879	6,88668E-05	0,000636413	Mfsd9
ENSMUSG00000024112.16	4196,141238	-0,670198259	0,173063616	1,87526E-05	0,000210397	Cacna1h
ENSMUSG00000031613.9	104,9736698	-0,670039758	0,572069987	0,011950265	0,045542938	Hpgd
ENSMUSG00000021196.14	12914,79336	-0,669999683	0,146957624	8,24598E-07	1,35396E-05	Pfkp
ENSMUSG00000069516.8	1012,526621	-0,669978988	0,2502867	0,001149806	0,006816945	Lyz2
ENSMUSG00000020644.9	2380,927846	-0,669842153	0,330765257	0,003762909	0,01806786	Id2
ENSMUSG00000029804.17	4004,165789	-0,66972187	0,201061606	0,000134964	0,001124922	Herc3
ENSMUSG00000031833.10	4137,294563	-0,669034826	0,162685355	6,74444E-06	8,55918E-05	Mast3
ENSMUSG00000032849.14	537,472146	-0,66831262	0,267916031	0,001447591	0,008246497	Abcc4
ENSMUSG00000038208.13	414,2471533	-0,667829506	0,203475961	0,000159693	0,001298551	Pgap3
ENSMUSG00000096775.1	27,50313389	-0,667774523	0,431451445	0,012663514	0,047553411	RP23-45E20.1
ENSMUSG00000019889.10	3327,503201	-0,667685081	0,1091961	3,05897E-10	1,14881E-08	Ptprk
ENSMUSG00000067297.4	47,78079381	-0,66661664	0,545221077	0,014868246	0,05382555	Ifit1bl2
ENSMUSG00000056737.14	675,9614971	-0,666396696	0,20824703	0,000195979	0,001544996	Capg
ENSMUSG00000091498.4	361,0826451	-0,666082743	0,157033658	3,85673E-06	5,33638E-05	Mpc1-ps
ENSMUSG00000030082.14	7785,149119	-0,665457524	0,133119914	8,99338E-08	1,90699E-06	Sec61a1
ENSMUSG00000007908.14	770,807034	-0,664681036	0,111133245	4,29591E-10	1,55182E-08	Hmgcll1
ENSMUSG00000031803.8	33,54786434	-0,664520549	0,42262533	0,012079429	0,045914088	B3gnt3
ENSMUSG00000030491.16	39,11085815	-0,664447111	0,385071836	0,009966683	0,039408918	Tdrd12
ENSMUSG00000019256.17	722,6580561	-0,664396294	0,113252558	8,59074E-10	2,93056E-08	Ahr
ENSMUSG00000067215.5	72,67844386	-0,664210526	0,23845071	0,00084785	0,005303387	Usp51
ENSMUSG00000087088.2	437,6573685	-0,66406281	0,118424391	3,82979E-09	1,1343E-07	RP24-252B21.2
ENSMUSG00000029298.15	311,3702209	-0,663339357	0,231562719	0,000622868	0,004084276	Gbp9
ENSMUSG00000021281.15	712,136234	-0,663333225	0,386019337	0,006698708	0,028745897	Tnfaip2
ENSMUSG00000056214.8	827,0506466	-0,663283167	0,132922819	1,14325E-07	2,35507E-06	Pard6g
ENSMUSG00000026834.13	74,08941204	-0,662343297	0,339117783	0,006433017	0,027824138	Acvr1c
ENSMUSG00000034595.17	1424,438848	-0,661802373	0,104524405	4,7418E-11	2,10355E-09	Ppp1r18
ENSMUSG00000000184.12	39256,45825	-0,661545433	0,187447369	7,18355E-05	0,000658731	Ccnd2
ENSMUSG00000042535.9	2483,323855	-0,661168403	0,115954926	2,22832E-09	6,92422E-08	Gtpbp1
ENSMUSG00000031883.13	48,87314623	-0,660561623	0,398417647	0,010883709	0,042226037	Car7
ENSMUSG00000024077.15	2124,655394	-0,660418647	0,130519067	7,93975E-08	1,71412E-06	Strn
ENSMUSG00000000320.10	51,39796423	-0,659847709	0,392334748	0,010735281	0,041794457	Alox12
ENSMUSG00000004113.18	5817,585167	-0,659528522	0,211506264	0,000298207	0,002185517	Cacna1b
ENSMUSG00000035933.5	2280,707117	-0,659443095	0,12954386	6,59388E-08	1,45144E-06	Cog5
ENSMUSG00000029472.13	11113,32889	-0,659372423	0,101914647	1,68069E-11	8,05654E-10	Anapc5
ENSMUSG00000018774.13	357,4231621	-0,658986805	0,163864407	1,04818E-05	0,000126287	Cd68
ENSMUSG00000070867.4	186,2188566	-0,658850014	0,247650102	0,001202798	0,007064864	Trabd2b
ENSMUSG00000029674.13	3772,749839	-0,658809904	0,14200799	6,14125E-07	1,04396E-05	Limk1
ENSMUSG00000033854.10	2117,481374	-0,658123793	0,184537748	5,92294E-05	0,000559577	Kcnk10
ENSMUSG00000026600.12	1246,214907	-0,657318353	0,192282025	9,81248E-05	0,000857437	Soat1
ENSMUSG00000031353.13	9204,569466	-0,656565295	0,128523966	5,48993E-08	1,22985E-06	Rbbp7
ENSMUSG00000110997.1	17,37730421	-0,656399722	0,783872962	0,018560154	0,063733383	RP23-3F1.6
ENSMUSG00000026279.14	894,1240273	-0,656392833	0,104883159	7,65389E-11	3,25274E-09	Thap4
ENSMUSG00000022307.16	4139,311575	-0,656384854	0,13725521	4,07737E-07	7,29276E-06	Oxr1
ENSMUSG00000028134.11	3311,374625	-0,65611988	0,163553009	1,09282E-05	0,000130808	Ptbp2
ENSMUSG00000000276.11	1600,012405	-0,655915622	0,153494824	3,59965E-06	5,01843E-05	Dgke
ENSMUSG00000026489.13	724,4306581	-0,655825952	0,21394921	0,000314367	0,002286705	Adck3
ENSMUSG00000056536.14	1289,196821	-0,655728559	0,080727193	9,38683E-17	1,17214E-14	Pign
ENSMUSG00000034771.15	1244,675494	-0,655616263	0,119265745	7,49538E-09	2,04345E-07	Tle2
ENSMUSG00000010803.13	1138,795946	-0,655129302	0,137336636	3,56587E-07	6,48105E-06	Gabra1
ENSMUSG00000072066.7	202,2099996	-0,654795635	0,168900305	1,88383E-05	0,000211241	RP23-26N21.1
ENSMUSG00000035842.10	197,7756432	-0,654464063	0,183171809	6,15881E-05	0,000578177	Ddx11
ENSMUSG00000021670.14	14001,41657	-0,65410812	0,163883074	1,08478E-05	0,00013	Hmgcr
ENSMUSG00000058248.12	1073,465318	-0,654028679	0,151021796	2,6811E-06	3,8851E-05	Kcnh1
ENSMUSG00000035834.11	156,1475121	-0,654012648	0,192108634	0,000111128	0,000953735	Polr3g
ENSMUSG00000026767.12	3040,272262	-0,653051941	0,145965291	1,43116E-06	2,23906E-05	Fam188a
ENSMUSG00000105987.4	1552,775347	-0,653018717	0,120381266	1,11052E-08	2,90242E-07	RP23-110C17.2
ENSMUSG00000026205.8	10,92820568	-0,652901594	0,572017858	0,02083874	0,069896679	Slc23a3
ENSMUSG00000017493.12	2354,093277	-0,652189788	0,096273627	2,55051E-12	1,43717E-10	Igfbp4
ENSMUSG00000035504.16	614,0623618	-0,651947631	0,218914769	0,000477665	0,003277712	Reep6
ENSMUSG00000023088.17	1477,72686	-0,651621006	0,133415105	1,81462E-07	3,533E-06	Abcc1
ENSMUSG00000004934.14	1018,076148	-0,65122512	0,131711754	1,45049E-07	2,89368E-06	Pias4
ENSMUSG00000024486.5	6137,28189	-0,651138997	0,21153396	0,000315222	0,00229128	Hbegf
ENSMUSG00000036834.16	408,6351722	-0,650844688	0,332127564	0,005202541	0,023423591	Plch1
ENSMUSG00000112390.1	123,1234673	-0,650678918	0,288381262	0,00332288	0,016288812	RP24-345F16.1
ENSMUSG00000037907.16	6616,057088	-0,649937702	0,139753618	6,36054E-07	1,07402E-05	Ankrd13b
ENSMUSG00000107838.1	26,77968473	-0,649533395	0,410584419	0,013075002	0,0487098	RP24-470M22.10
ENSMUSG00000036046.14	9402,559378	-0,649486879	0,126922294	7,57297E-08	1,64902E-06	RP23-180L12.1
ENSMUSG00000048922.18	220,413524	-0,649322373	0,584713798	0,014170853	0,051819056	Cdca2
ENSMUSG00000020464.15	1235,797058	-0,649313108	0,127286305	6,33818E-08	1,39668E-06	Pnpt1
ENSMUSG00000060735.4	1034,386538	-0,648892076	0,179277373	4,98952E-05	0,000482786	Rxfp3
ENSMUSG00000027684.16	67,76694035	-0,64870552	0,58387597	0,01355525	0,050056437	Mecom
ENSMUSG00000073514.3	235,1959642	-0,648506601	0,528038493	0,011275231	0,043475546	Dok6
ENSMUSG00000064351.1	361717,989	-0,648174239	0,113968012	2,38341E-09	7,34969E-08	mt-Co1
ENSMUSG00000000194.13	4403,066644	-0,648036451	0,092297208	4,65616E-13	3,00925E-11	Gpr107
ENSMUSG00000012519.14	95,36026381	-0,648000622	0,291068125	0,00368708	0,017759436	Mlkl
ENSMUSG00000028572.13	1619,799331	-0,647948263	0,168439105	2,10124E-05	0,000231879	Hook1
ENSMUSG00000078591.1	702,4255558	-0,647842205	0,14808621	2,33256E-06	3,43166E-05	Hs3st4
ENSMUSG00000009030.14	1079,521182	-0,647604094	0,135051777	3,01253E-07	5,54508E-06	Pdcl
ENSMUSG00000020802.8	7342,42838	-0,647547727	0,136813852	4,30141E-07	7,59941E-06	Ube2o
ENSMUSG00000070583.1	145,6832183	-0,647486662	0,155106085	6,09741E-06	7,82147E-05	Fv1
ENSMUSG00000054072.11	327,9634104	-0,647074501	0,287482489	0,003642061	0,017579395	Iigp1
ENSMUSG00000116594.1	308,9453117	-0,647002962	0,153628661	4,79481E-06	6,39803E-05	RP23-432E14.7
ENSMUSG00000045776.3	28,37856931	-0,646978588	0,929502655	0,024149062	0,078538806	Lrtm1
ENSMUSG00000043410.16	159,2153984	-0,646978016	0,27806986	0,002853141	0,014389476	Hfm1
ENSMUSG00000032175.11	1117,261419	-0,64695124	0,136740713	4,29764E-07	7,59939E-06	Tyk2
ENSMUSG00000098061.1	28,80560763	-0,646797735	0,450508889	0,016153489	0,057147418	RP23-204I16.2
ENSMUSG00000020926.16	5107,357651	-0,646229125	0,189507372	0,00011434	0,000978035	Adam11
ENSMUSG00000024456.16	2464,940297	-0,646158998	0,156544677	6,01396E-06	7,73976E-05	Diaph1
ENSMUSG00000049907.8	949,6559384	-0,646074971	0,135652117	4,37287E-07	7,69876E-06	Rasl11b
ENSMUSG00000021597.16	946,0480943	-0,64504205	0,121951019	2,39543E-08	5,70755E-07	Slf1
ENSMUSG00000022449.14	278,7134971	-0,644996735	0,201257432	0,00021712	0,001675739	Adamts20
ENSMUSG00000030980.17	2870,24328	-0,644992893	0,154972062	5,63058E-06	7,30603E-05	Knop1
ENSMUSG00000027603.15	3340,494523	-0,644883492	0,170631038	2,80513E-05	0,000296319	Ggt7
ENSMUSG00000002733.8	1051,96216	-0,644712937	0,107326944	3,73354E-10	1,3707E-08	Plekha3
ENSMUSG00000019874.11	14217,76172	-0,644644939	0,356374268	0,006389976	0,027691266	Fabp7
ENSMUSG00000021469.9	284,1561383	-0,644620603	0,261903015	0,002147361	0,011431305	Msx2
ENSMUSG00000029246.14	672,1458378	-0,644560496	0,113922739	3,0228E-09	9,1814E-08	Ppat
ENSMUSG00000105867.2	1403,033965	-0,644299427	0,160712979	1,34837E-05	0,00015703	RP24-317M4.6
ENSMUSG00000022762.18	2490,761872	-0,644222472	0,254146744	0,001556546	0,008780303	Ncam2
ENSMUSG00000037847.13	418,298647	-0,64385842	0,221566179	0,000585172	0,003886223	Nmrk1
ENSMUSG00000024411.9	5194,961137	-0,64356445	0,376416323	0,00886941	0,035891038	Aqp4
ENSMUSG00000032602.6	1569,225187	-0,643465734	0,255500877	0,001500136	0,008514663	Slc25a20
ENSMUSG00000047284.14	4382,92538	-0,643359979	0,125578497	6,06769E-08	1,35031E-06	Neurl4
ENSMUSG00000032477.14	722,4936624	-0,642773775	0,167038336	2,1027E-05	0,000231879	Cdc25a
ENSMUSG00000040396.12	1814,418951	-0,642545961	0,10247873	7,03198E-11	2,99474E-09	Abhd13
ENSMUSG00000102753.1	49,22101739	-0,642330961	0,61205282	0,021303786	0,071114569	RP24-169F23.2
ENSMUSG00000023243.9	85,25705354	-0,641026188	0,624985228	0,014254984	0,052032492	Kcnk5
ENSMUSG00000040631.8	1941,206435	-0,640388373	0,128336258	1,16041E-07	2,37994E-06	Dok4
ENSMUSG00000046179.17	112,8790511	-0,639937883	0,654578968	0,012762235	0,047826462	E2f8
ENSMUSG00000058589.14	4856,709048	-0,639829738	0,155932783	7,43358E-06	9,32117E-05	Anks1b
ENSMUSG00000034926.3	7809,842107	-0,639689548	0,152774124	4,38803E-06	5,97827E-05	Dhcr24
ENSMUSG00000030729.17	9413,245278	-0,639374956	0,202359048	0,000264826	0,001973902	Pgm2l1
ENSMUSG00000031229.16	5562,964918	-0,639213262	0,141758547	1,25059E-06	1,98417E-05	Atrx
ENSMUSG00000042489.15	199,6097549	-0,638883466	0,494813431	0,015224304	0,05477013	Clspn
ENSMUSG00000104597.1	1468,039314	-0,63887169	0,295702886	0,004169051	0,019581084	RP24-68G17.4
ENSMUSG00000039457.4	343,0568179	-0,638746279	0,278735088	0,003366146	0,01645572	Ppl
ENSMUSG00000092536.2	200,0612873	-0,638716142	0,340705899	0,006355941	0,027591013	RP23-118G3.2
ENSMUSG00000018809.2	678,0906667	-0,638402638	0,137137495	6,27859E-07	1,06448E-05	Smyd4
ENSMUSG00000036913.15	6182,522696	-0,638309112	0,199636622	0,000243157	0,001840189	Trim67
ENSMUSG00000036872.16	292,8370241	-0,638116596	0,468099497	0,015073572	0,054343839	Abcc12
ENSMUSG00000075470.2	3373,765601	-0,638058728	0,095466402	4,87469E-12	2,60185E-10	Alg10b
ENSMUSG00000044229.9	562,2465694	-0,637480582	0,129367149	1,374E-07	2,76015E-06	Nxpe4
ENSMUSG00000084350.1	123,16817	-0,637183071	0,29737362	0,004700142	0,021569684	Znf41-ps
ENSMUSG00000020712.11	28,11260486	-0,63668812	0,41466745	0,013614407	0,050219883	Tcam1
ENSMUSG00000040548.16	2790,749675	-0,636429934	0,103396104	1,546E-10	6,16845E-09	Tex2
ENSMUSG00000018796.13	1953,513746	-0,636413478	0,142331855	1,55522E-06	2,40524E-05	Acsl1
ENSMUSG00000025777.8	5827,741195	-0,636371932	0,209547624	0,000398798	0,00281384	Gdap1
ENSMUSG00000028344.12	513,7225971	-0,635912481	0,202354219	0,000266539	0,001983013	Invs
ENSMUSG00000002103.15	3678,639521	-0,635882498	0,090104849	3,46257E-13	2,29654E-11	Acp2
ENSMUSG00000016664.16	3215,267431	-0,635450538	0,202633015	0,000256146	0,001924093	Pacsin2
ENSMUSG00000021703.9	2593,018586	-0,635339887	0,121967956	2,82604E-08	6,63201E-07	Serinc5
ENSMUSG00000040738.10	1176,48255	-0,635244533	0,119628469	2,18009E-08	5,28156E-07	Ints8
ENSMUSG00000074340.9	118,7876966	-0,634849423	0,196370179	0,000217224	0,001675904	Ovgp1
ENSMUSG00000079427.10	208,5688895	-0,634790038	0,169691755	3,51903E-05	0,000359709	Mthfsl
ENSMUSG00000028020.16	2754,512958	-0,634776076	0,173465818	4,69005E-05	0,000458777	Glrb
ENSMUSG00000009647.13	1630,224934	-0,634636385	0,136167874	5,40175E-07	9,34753E-06	Mcu
ENSMUSG00000068245.14	53,05507358	-0,634478274	0,351117404	0,00967547	0,038475542	Phf11c
ENSMUSG00000074217.8	116,8689985	-0,633390895	0,843230554	0,009623866	0,038303533	RP23-61A11.2
ENSMUSG00000068747.14	10814,99354	-0,633234254	0,101069379	7,74728E-11	3,27181E-09	Sort1
ENSMUSG00000033615.9	14652,90996	-0,633093971	0,220373849	0,000703286	0,004543841	Cplx1
ENSMUSG00000029544.16	1266,577571	-0,632904437	0,216732226	0,000601915	0,003977831	Cabp1
ENSMUSG00000020656.16	165,3111372	-0,632820882	0,175242583	5,6139E-05	0,000533664	Grhl1
