Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr1	134078377	134078970	Promoter (<=1kb)	1	134075170	134079120	3951	2	ENSMUST00000020692	150	ENSMUSG00000020423	ENSMUSG00000020423
chr11	3289582	3290161	Promoter (<=1kb)	11	3289993	3295429	5437	1	ENSMUST00000094471	0	ENSMUSG00000020453	ENSMUSG00000020453
chr11	58978155	58979505	Promoter (<=1kb)	11	58978116	58991457	13342	1	ENSMUST00000093061	40	ENSMUSG00000020455	ENSMUSG00000020455
chr11	3265954	3266936	Promoter (<=1kb)	11	3249907	3266393	16487	2	ENSMUST00000020741	0	ENSMUSG00000020457	ENSMUSG00000020457
chr11	29547226	29548692	Promoter (<=1kb)	11	29545846	29547860	2015	2	ENSMUST00000102844	0	ENSMUSG00000020460	ENSMUSG00000020460
chr11	5520400	5521972	Promoter (<=1kb)	11	5520659	5525893	5235	1	ENSMUST00000063084	0	ENSMUSG00000020484	ENSMUSG00000020484
chr11	58938649	58939462	Promoter (<=1kb)	11	58932288	58938916	6629	2	ENSMUST00000094151	0	ENSMUSG00000020496	ENSMUSG00000020496
chr11	57011816	57013786	Promoter (<=1kb)	11	57011956	57330243	318288	1	ENSMUST00000094179	0	ENSMUSG00000020524	ENSMUSG00000020524
chr11	84870324	84871562	Promoter (<=1kb)	11	84832361	84870738	38378	2	ENSMUST00000172405	0	ENSMUSG00000020530	ENSMUSG00000020530
chr11	60454671	60454973	Promoter (<=1kb)	11	60454624	60462651	8028	1	ENSMUST00000147745	48	ENSMUSG00000020537	ENSMUSG00000020537
chr12	32954195	32954478	Promoter (<=1kb)	12	32954247	32974152	19906	1	ENSMUST00000122861	0	ENSMUSG00000020570	ENSMUSG00000020570
chr12	36041970	36042405	Promoter (<=1kb)	12	36014557	36042489	27933	2	ENSMUST00000020896	84	ENSMUSG00000020577	ENSMUSG00000020577
chr12	8915622	8916285	Distal Intergenic	12	8921664	8938742	17079	1	ENSMUST00000020909	-5379	ENSMUSG00000020585	ENSMUSG00000020585
chr12	8920905	8921830	Promoter (<=1kb)	12	8921664	8938742	17079	1	ENSMUST00000020909	0	ENSMUSG00000020585	ENSMUSG00000020585
chr12	8640772	8641085	Distal Intergenic	12	8674134	8751454	77321	1	ENSMUST00000111123	-33049	ENSMUSG00000020594	ENSMUSG00000020594
chr12	8673601	8675762	Promoter (<=1kb)	12	8674134	8751454	77321	1	ENSMUST00000111123	0	ENSMUSG00000020594	ENSMUSG00000020594
chr12	44328943	44331418	Promoter (<=1kb)	12	44328885	44601846	272962	1	ENSMUST00000110748	59	ENSMUSG00000020598	ENSMUSG00000020598
chr12	15813172	15813623	Intron (ENSMUST00000020922/ENSMUSG00000020601, intron 1 of 2)	12	15791727	15816785	25059	2	ENSMUST00000020922	3162	ENSMUSG00000020601	ENSMUSG00000020601
chr12	15813798	15816007	Promoter (<=1kb)	12	15791727	15816785	25059	2	ENSMUST00000020922	778	ENSMUSG00000020601	ENSMUSG00000020601
chr12	11265825	11266783	Promoter (<=1kb)	12	11265886	11319785	53900	1	ENSMUST00000020931	0	ENSMUSG00000020608	ENSMUSG00000020608
chr11	109358813	109359913	Promoter (2-3kb)	11	109362831	109380475	17645	1	ENSMUST00000106702	-2918	ENSMUSG00000020611	ENSMUSG00000020611
chr11	109360432	109360859	Promoter (1-2kb)	11	109362831	109380475	17645	1	ENSMUST00000106702	-1972	ENSMUSG00000020611	ENSMUSG00000020611
chr11	109648877	109651677	Promoter (<=1kb)	11	109649405	109653961	4557	1	ENSMUST00000123354	0	ENSMUSG00000020612	ENSMUSG00000020612
chr12	4768166	4769497	Promoter (<=1kb)	12	4769295	4778266	8972	1	ENSMUST00000020967	0	ENSMUSG00000020639	ENSMUSG00000020639
chr12	25094656	25096001	Promoter (<=1kb)	12	25093801	25096092	2292	2	ENSMUST00000020974	91	ENSMUSG00000020644	ENSMUSG00000020644
chr12	25097376	25099520	Promoter (1-2kb)	12	25093801	25096092	2292	2	ENSMUST00000020974	-1285	ENSMUSG00000020644	ENSMUSG00000020644
chr12	4475811	4477132	Promoter (<=1kb)	12	4247363	4477182	229820	2	ENSMUST00000085814	50	ENSMUSG00000020647	ENSMUSG00000020647
chr12	31654013	31654804	Promoter (<=1kb)	12	31640055	31654826	14772	2	ENSMUST00000020977	22	ENSMUSG00000020648	ENSMUSG00000020648
chr12	31533636	31534852	Intron (ENSMUST00000001253/ENSMUSG00000020651, intron 13 of 20)	12	31519827	31559969	40143	2	ENSMUST00000001253	25117	ENSMUSG00000020651	ENSMUSG00000020651
chr12	4234048	4234603	Promoter (<=1kb)	12	4211667	4234294	22628	2	ENSMUST00000140975	0	ENSMUSG00000020652	ENSMUSG00000020652
chr12	4082080	4083690	Promoter (<=1kb)	12	4082574	4110612	28039	1	ENSMUST00000020986	0	ENSMUSG00000020657	ENSMUSG00000020657
chr12	3807148	3808195	Promoter (<=1kb)	12	3807160	3913491	106332	1	ENSMUST00000174817	0	ENSMUSG00000020661	ENSMUSG00000020661
chr12	3364448	3366472	Promoter (<=1kb)	12	3365132	3406494	41363	1	ENSMUST00000020999	0	ENSMUSG00000020668	ENSMUSG00000020668
chr12	3370414	3370943	Intron (ENSMUST00000020999/ENSMUSG00000020668, intron 1 of 7)	12	3365132	3406494	41363	1	ENSMUST00000020999	5283	ENSMUSG00000020668	ENSMUSG00000020668
chr12	3308327	3309892	Promoter (<=1kb)	12	3247430	3309969	62540	2	ENSMUST00000021001	77	ENSMUSG00000020671	ENSMUSG00000020671
chr12	29883191	29886176	Exon (ENSMUST00000049784/ENSMUSG00000061911, exon 19 of 25)	12	29938036	30017658	79623	1	ENSMUST00000122328	-51860	ENSMUSG00000020674	ENSMUSG00000020674
chr12	29938194	29939161	Promoter (<=1kb)	12	29938050	29989546	51497	1	ENSMUST00000155318	145	ENSMUSG00000020674	ENSMUSG00000020674
chr11	82780774	82781360	Promoter (<=1kb)	11	82781108	82802862	21755	1	ENSMUST00000092849	0	ENSMUSG00000020697	ENSMUSG00000020697
chr11	106216556	106217410	Promoter (<=1kb)	11	106216926	106249139	32214	1	ENSMUST00000021046	0	ENSMUSG00000020705	ENSMUSG00000020705
chr11	106787837	106789205	Promoter (<=1kb)	11	106780355	106788532	8178	2	ENSMUST00000021062	0	ENSMUSG00000020719	ENSMUSG00000020719
chr11	74721667	74724342	Promoter (<=1kb)	11	74673949	74724335	50387	2	ENSMUST00000126341	0	ENSMUSG00000020745	ENSMUSG00000020745
chr11	116029886	116031170	Promoter (<=1kb)	11	116030322	116061214	30893	1	ENSMUST00000021116	0	ENSMUSG00000020770	ENSMUSG00000020770
chr11	72690018	72690885	Promoter (<=1kb)	11	72690006	72772146	82141	1	ENSMUST00000155998	13	ENSMUSG00000020790	ENSMUSG00000020790
chr11	71758969	71759375	Intron (ENSMUST00000150531/ENSMUSG00000020811, intron 1 of 1)	11	71751376	71789647	38272	1	ENSMUST00000108510	7594	ENSMUSG00000020811	ENSMUSG00000020811
chr11	70700251	70701372	Promoter (<=1kb)	11	70700548	70707568	7021	1	ENSMUST00000152618	0	ENSMUSG00000020821	ENSMUSG00000020821
chr11	75732882	75733584	Promoter (<=1kb)	11	75732913	75764623	31711	1	ENSMUST00000134745	0	ENSMUSG00000020849	ENSMUSG00000020849
chr11	94326879	94327883	Promoter (<=1kb)	11	94328001	94341841	13841	1	ENSMUST00000107818	-118	ENSMUSG00000020864	ENSMUSG00000020864
chr11	94328117	94329027	Promoter (<=1kb)	11	94328254	94339509	11256	1	ENSMUST00000021227	0	ENSMUSG00000020864	ENSMUSG00000020864
chr11	98149586	98150448	Promoter (<=1kb)	11	98082556	98149612	67057	2	ENSMUST00000103143	0	ENSMUSG00000020883	ENSMUSG00000020883
chr11	98783620	98784059	Distal Intergenic	11	98767932	98775333	7402	2	ENSMUST00000064941	-8288	ENSMUSG00000020889	ENSMUSG00000020889
chr11	69099058	69099816	Promoter (<=1kb)	11	69098948	69109960	11013	1	ENSMUST00000021271	111	ENSMUSG00000020893	ENSMUSG00000020893
chr11	69011990	69012828	Distal Intergenic	11	69015911	69036473	20563	1	ENSMUST00000021278	-3083	ENSMUSG00000020898	ENSMUSG00000020898
chr12	49373557	49383668	Promoter (<=1kb)	12	49382693	49384364	1672	1	ENSMUST00000135006	0	ENSMUSG00000020950	ENSMUSG00000020950
chr12	51377142	51378077	Promoter (<=1kb)	12	51377580	51450096	72517	1	ENSMUST00000021335	0	ENSMUSG00000020952	ENSMUSG00000020952
chr12	91590235	91590932	Promoter (<=1kb)	12	91558688	91590487	31800	2	ENSMUST00000063314	0	ENSMUSG00000020962	ENSMUSG00000020962
chr12	59066027	59066804	Promoter (<=1kb)	12	59066919	59074017	7099	1	ENSMUST00000021381	-115	ENSMUSG00000020994	ENSMUSG00000020994
chr12	59067055	59068017	Promoter (<=1kb)	12	59066919	59074017	7099	1	ENSMUST00000021381	137	ENSMUSG00000020994	ENSMUSG00000020994
chr12	98919601	98921072	Promoter (<=1kb)	12	98920574	98983232	62659	1	ENSMUST00000085109	0	ENSMUSG00000021013	ENSMUSG00000021013
chr12	55302077	55303349	Promoter (<=1kb)	12	55280814	55303000	22187	2	ENSMUST00000021410	0	ENSMUSG00000021022	ENSMUSG00000021022
chr12	55398167	55399530	Promoter (<=1kb)	12	55398775	55418454	19680	1	ENSMUST00000021412	0	ENSMUSG00000021024	ENSMUSG00000021024
chr12	87146862	87147505	Promoter (<=1kb)	12	87147707	87164721	17015	1	ENSMUST00000063117	-202	ENSMUSG00000021033	ENSMUSG00000021033
chr12	76287409	76288222	Intron (ENSMUST00000021443/ENSMUSG00000021048, intron 8 of 27)	12	76255232	76319820	64589	1	ENSMUST00000021443	32178	ENSMUSG00000021048	ENSMUSG00000021048
chr12	75597974	75598493	Promoter (1-2kb)	12	75450883	75596200	145318	2	ENSMUST00000021447	-1775	ENSMUSG00000021051	ENSMUSG00000021051
chr12	70108488	70110268	Promoter (1-2kb)	12	70018760	70111920	93161	2	ENSMUST00000169074	1652	ENSMUSG00000021068	ENSMUSG00000021068
chr12	70130679	70130961	Distal Intergenic	12	70018740	70111925	93186	2	ENSMUST00000021468	-18755	ENSMUSG00000021068	ENSMUSG00000021068
chr12	70346193	70347312	Promoter (<=1kb)	12	70244539	70347614	103076	2	ENSMUST00000110520	302	ENSMUSG00000021071	ENSMUSG00000021071
chr12	72236036	72236642	Promoter (<=1kb)	12	72223233	72236686	13454	2	ENSMUST00000144181	44	ENSMUSG00000021087	ENSMUSG00000021087
chr12	104406787	104407268	Promoter (<=1kb)	12	104406729	104414329	7601	1	ENSMUST00000021506	59	ENSMUSG00000021091	ENSMUSG00000021091
chr12	113097642	113099152	Promoter (<=1kb)	12	113098278	113137205	38928	1	ENSMUST00000109727	0	ENSMUSG00000021144	ENSMUSG00000021144
chr13	8870177	8872273	Promoter (<=1kb)	13	8802968	8871730	68763	2	ENSMUST00000054251	0	ENSMUSG00000021147	ENSMUSG00000021147
chr13	9763541	9765656	Promoter (<=1kb)	13	9684836	9764423	79588	2	ENSMUST00000110637	0	ENSMUSG00000021156	ENSMUSG00000021156
chr12	116280874	116281136	Promoter (<=1kb)	12	116281222	116373096	91875	1	ENSMUST00000100986	-86	ENSMUSG00000021171	ENSMUSG00000021171
chr12	101026435	101029019	Promoter (<=1kb)	12	100912700	101028983	116284	2	ENSMUST00000068411	0	ENSMUSG00000021182	ENSMUSG00000021182
chr12	100778692	100779550	Promoter (<=1kb)	12	100779057	100872610	93554	1	ENSMUST00000069782	0	ENSMUSG00000021185	ENSMUSG00000021185
chr13	3538158	3539075	Promoter (<=1kb)	13	3538075	3566261	28187	1	ENSMUST00000059515	84	ENSMUSG00000021218	ENSMUSG00000021218
chr12	83342869	83343448	Intron (ENSMUST00000147469/ENSMUSG00000021221, intron 1 of 8)	12	83213745	83350895	137151	2	ENSMUST00000147469	7447	ENSMUSG00000021221	ENSMUSG00000021221
chr12	86678729	86680521	Promoter (<=1kb)	12	86678700	86692091	13392	1	ENSMUST00000021681	30	ENSMUSG00000021256	ENSMUSG00000021256
chr14	63178181	63179437	Promoter (<=1kb)	14	63145153	63177793	32641	2	ENSMUST00000054963	-389	ENSMUSG00000021273	ENSMUSG00000021273
chr12	111166875	111167745	Promoter (<=1kb)	12	111166548	111267144	100597	1	ENSMUST00000060274	328	ENSMUSG00000021277	ENSMUSG00000021277
chr12	111377408	111378242	Promoter (<=1kb)	12	111292972	111377718	84747	2	ENSMUST00000041965	0	ENSMUSG00000021279	ENSMUSG00000021279
chr12	111538190	111538594	Promoter (<=1kb)	12	111538101	111546753	8653	1	ENSMUST00000166123	90	ENSMUSG00000021282	ENSMUSG00000021282
chr13	14521763	14522231	Promoter (<=1kb)	13	14226438	14523226	296789	2	ENSMUST00000110516	995	ENSMUSG00000021301	ENSMUSG00000021301
chr13	14522792	14523211	Promoter (<=1kb)	13	14226438	14523226	296789	2	ENSMUST00000110516	15	ENSMUSG00000021301	ENSMUSG00000021301
chr13	14062675	14063451	Promoter (<=1kb)	13	14052449	14063401	10953	2	ENSMUST00000170957	0	ENSMUSG00000021302	ENSMUSG00000021302
chr13	15544712	15545177	Intron (ENSMUST00000130065/ENSMUSG00000021318, intron 2 of 11)	13	15463980	15730026	266047	1	ENSMUST00000110510	80733	ENSMUSG00000021318	ENSMUSG00000021318
chr13	21179459	21180708	Promoter (<=1kb)	13	21180213	21194724	14512	1	ENSMUST00000021761	0	ENSMUSG00000021326	ENSMUSG00000021326
chr13	43229785	43230096	Intron (ENSMUST00000055341/ENSMUSG00000051335, intron 1 of 1)	13	43151744	43171501	19758	2	ENSMUST00000179852	-58285	ENSMUSG00000021368	ENSMUSG00000021368
chr13	51099943	51102115	Promoter (<=1kb)	13	51100880	51152546	51667	1	ENSMUST00000095797	0	ENSMUSG00000021395	ENSMUSG00000021395
chr13	51603416	51603829	Distal Intergenic	13	51431041	51567084	136044	2	ENSMUST00000021898	-36333	ENSMUSG00000021448	ENSMUSG00000021448
chr13	62979425	62980515	Distal Intergenic	13	63014934	63299656	284723	1	ENSMUST00000091560	-34419	ENSMUSG00000021458	ENSMUSG00000021458
chr13	52879508	52880425	Intron (ENSMUST00000137064/ENSMUSG00000021460, intron 5 of 9)	13	52835119	52919232	84114	2	ENSMUST00000137064	38807	ENSMUSG00000021460	ENSMUSG00000021460
chr13	63566421	63568067	Promoter (<=1kb)	13	63511533	63565520	53988	2	ENSMUST00000021921	-902	ENSMUSG00000021466	ENSMUSG00000021466
chr13	63814725	63815585	Promoter (<=1kb)	13	63815240	63853810	38571	1	ENSMUST00000021926	0	ENSMUSG00000021470	ENSMUSG00000021470
chr13	65278297	65279507	Promoter (<=1kb)	13	65278814	65297795	18982	1	ENSMUST00000126879	0	ENSMUSG00000021514	ENSMUSG00000021514
chr13	66932399	66933624	Promoter (<=1kb)	13	66932830	66998401	65572	1	ENSMUST00000021990	0	ENSMUSG00000021518	ENSMUSG00000021518
chr13	68998242	68999187	Promoter (<=1kb)	13	68620043	68999541	379499	2	ENSMUST00000022013	354	ENSMUSG00000021536	ENSMUSG00000021536
chr13	69235949	69236502	Distal Intergenic	13	68620043	68999541	379499	2	ENSMUST00000022013	-236409	ENSMUSG00000021536	ENSMUSG00000021536
chr13	81782789	81784555	Promoter (<=1kb)	13	81783292	81797143	13852	1	ENSMUST00000022009	0	ENSMUSG00000021537	ENSMUSG00000021537
chr13	85471705	85472462	Distal Intergenic	13	85214780	85289029	74250	2	ENSMUST00000109552	-182677	ENSMUSG00000021549	ENSMUSG00000021549
chr13	74010387	74010778	Promoter (<=1kb)	13	74009433	74021466	12034	1	ENSMUST00000123284	955	ENSMUSG00000021573	ENSMUSG00000021573
chr13	75943162	75944467	Promoter (<=1kb)	13	75869537	75943867	74331	2	ENSMUST00000022078	0	ENSMUSG00000021589	ENSMUSG00000021589
chr13	77044889	77046261	Promoter (1-2kb)	13	77043971	77047397	3427	2	ENSMUST00000162005	1136	ENSMUSG00000021597	ENSMUSG00000021597
chr13	77046540	77047591	Promoter (<=1kb)	13	77043971	77047397	3427	2	ENSMUST00000162005	0	ENSMUSG00000021597	ENSMUSG00000021597
chr13	69809908	69810399	Promoter (<=1kb)	13	69809882	69816094	6213	1	ENSMUST00000022089	27	ENSMUSG00000021598	ENSMUSG00000021598
chr13	91223410	91224006	Promoter (<=1kb)	13	90935349	91223987	288639	2	ENSMUST00000022119	0	ENSMUSG00000021619	ENSMUSG00000021619
chr13	91806878	91808329	Promoter (<=1kb)	13	91796533	91807705	11173	2	ENSMUST00000022121	0	ENSMUSG00000021621	ENSMUSG00000021621
chr13	99344131	99344637	Promoter (<=1kb)	13	99319649	99344678	25030	2	ENSMUST00000022153	41	ENSMUSG00000021650	ENSMUSG00000021650
chr13	98316599	98316974	Promoter (<=1kb)	13	98309896	98316967	7072	2	ENSMUST00000022163	0	ENSMUSG00000021660	ENSMUSG00000021660
chr13	97137038	97138380	Promoter (<=1kb)	13	97137937	97155477	17541	1	ENSMUST00000160139	0	ENSMUSG00000021666	ENSMUSG00000021666
chr13	96542719	96543591	Promoter (<=1kb)	13	96542735	96640167	97433	1	ENSMUST00000077672	0	ENSMUSG00000021669	ENSMUSG00000021669
chr13	96669024	96670829	Promoter (<=1kb)	13	96660149	96670823	10675	2	ENSMUST00000169196	0	ENSMUSG00000021670	ENSMUSG00000021670
chr13	107021124	107022324	Promoter (<=1kb)	13	106958996	107022118	63123	2	ENSMUST00000022204	0	ENSMUSG00000021693	ENSMUSG00000021693
chr13	108158027	108159046	Promoter (<=1kb)	13	108158731	108195364	36634	1	ENSMUST00000123657	0	ENSMUSG00000021694	ENSMUSG00000021694
chr13	110394471	110396419	Promoter (<=1kb)	13	110395044	110400844	5801	1	ENSMUST00000022212	0	ENSMUSG00000021701	ENSMUSG00000021701
chr13	91955501	91956098	Intron (ENSMUST00000151408/ENSMUSG00000021708, intron 5 of 14)	13	91880400	91987989	107590	2	ENSMUST00000151408	31891	ENSMUSG00000021708	ENSMUSG00000021708
chr13	103918598	103919901	Promoter (<=1kb)	13	103819607	103920295	100689	2	ENSMUST00000169083	394	ENSMUSG00000021709	ENSMUSG00000021709
chr13	104178037	104178719	Promoter (<=1kb)	13	104142149	104178469	36321	2	ENSMUST00000144060	0	ENSMUSG00000021711	ENSMUSG00000021711
chr13	104816881	104817421	Promoter (<=1kb)	13	104631140	104816953	185814	2	ENSMUST00000022228	0	ENSMUSG00000021715	ENSMUSG00000021715
chr14	14067968	14068479	Intron (ENSMUST00000022257/ENSMUSG00000021738, intron 4 of 11)	14	14113910	14116550	2641	2	ENSMUST00000153237	48071	ENSMUSG00000021737	ENSMUSG00000021737
chr14	14120338	14120905	Promoter (<=1kb)	14	14119633	14120933	1301	2	ENSMUST00000147471	28	ENSMUSG00000021737	ENSMUSG00000021737
chr14	12339161	12347482	Promoter (<=1kb)	14	12341892	12345865	3974	2	ENSMUST00000022262	0	ENSMUSG00000021743	ENSMUSG00000021743
chr14	11553593	11557213	Promoter (<=1kb)	14	11553581	11964131	410551	1	ENSMUST00000148113	13	ENSMUSG00000021745	ENSMUSG00000021745
chr14	12112705	12114193	Intron (ENSMUST00000022264/ENSMUSG00000021745, intron 7 of 29)	14	12091160	12122132	30973	1	ENSMUST00000155727	21546	ENSMUSG00000021745	ENSMUSG00000021745
chr14	21830722	21831701	Promoter (<=1kb)	14	21831269	21845879	14611	1	ENSMUST00000022293	0	ENSMUSG00000021771	ENSMUSG00000021771
chr14	19748804	19749469	Promoter (1-2kb)	14	19751257	19811787	60531	1	ENSMUST00000022340	-1788	ENSMUSG00000021806	ENSMUSG00000021806
chr14	20545357	20546741	Promoter (<=1kb)	14	20499364	20546573	47210	2	ENSMUST00000159027	0	ENSMUSG00000021816	ENSMUSG00000021816
chr14	20805623	20806060	Distal Intergenic	14	20734875	20794088	59214	2	ENSMUST00000100837	-11536	ENSMUSG00000021820	ENSMUSG00000021820
chr14	45317913	45319216	Promoter (<=1kb)	14	45283092	45318572	35481	2	ENSMUST00000022378	0	ENSMUSG00000021831	ENSMUSG00000021831
chr14	45329290	45330536	Promoter (<=1kb)	14	45329824	45349071	19248	1	ENSMUST00000022380	0	ENSMUSG00000021832	ENSMUSG00000021832
chr14	47298326	47299609	Promoter (<=1kb)	14	47298314	47323091	24778	1	ENSMUST00000166743	13	ENSMUSG00000021840	ENSMUSG00000021840
chr14	26638216	26639372	Promoter (<=1kb)	14	26638226	26656801	18576	1	ENSMUST00000166075	0	ENSMUSG00000021877	ENSMUSG00000021877
chr14	31660234	31661877	Intron (ENSMUST00000128014/ENSMUSG00000021900, intron 1 of 2)	14	31635648	31641286	5639	2	ENSMUST00000135751	-18949	ENSMUSG00000021884	ENSMUSG00000021884
chr14	31663281	31664877	Intron (ENSMUST00000128014/ENSMUSG00000021900, intron 1 of 2)	14	31635648	31641286	5639	2	ENSMUST00000135751	-21996	ENSMUSG00000021884	ENSMUSG00000021884
chr14	31205609	31206673	Promoter (<=1kb)	14	31185690	31206700	21011	2	ENSMUST00000165981	27	ENSMUSG00000021910	ENSMUSG00000021910
chr14	56777506	56778864	Promoter (<=1kb)	14	56722441	56778316	55876	2	ENSMUST00000022507	0	ENSMUSG00000021938	ENSMUSG00000021938
chr14	33920971	33921557	Promoter (2-3kb)	14	33923587	33935280	11694	1	ENSMUST00000168727	-2030	ENSMUSG00000021943	ENSMUSG00000021943
chr14	30594057	30594407	Downstream (<1kb)	14	30595653	30600207	4555	2	ENSMUST00000140701	5800	ENSMUSG00000021948	ENSMUSG00000021948
chr14	57826245	57826643	Promoter (<=1kb)	14	57826239	57828745	2507	1	ENSMUST00000022538	7	ENSMUSG00000021967	ENSMUSG00000021967
chr14	60377681	60378024	Promoter (<=1kb)	14	60378286	60381003	2718	1	ENSMUST00000022561	-262	ENSMUSG00000021986	ENSMUSG00000021986
chr14	76503622	76505778	Promoter (<=1kb)	14	76504214	76507763	3550	1	ENSMUST00000177207	0	ENSMUSG00000022010	ENSMUSG00000022010
chr14	78537117	78537955	Promoter (<=1kb)	14	78492246	78536860	44615	2	ENSMUST00000022593	-258	ENSMUSG00000022016	ENSMUSG00000022016
chr14	79397725	79398237	Promoter (<=1kb)	14	79397772	79423650	25879	1	ENSMUST00000022600	0	ENSMUSG00000022022	ENSMUSG00000022022
chr14	66866964	66868999	Promoter (<=1kb)	14	66802864	66868688	65825	2	ENSMUST00000022629	0	ENSMUSG00000022048	ENSMUSG00000022048
chr14	68044553	68044879	Distal Intergenic	14	68083863	68089095	5233	1	ENSMUST00000022639	-38984	ENSMUSG00000022055	ENSMUSG00000022055
chr14	69803799	69805338	Promoter (<=1kb)	14	69784990	69805530	20541	2	ENSMUST00000022665	192	ENSMUSG00000022075	ENSMUSG00000022075
chr14	73384530	73385291	Promoter (<=1kb)	14	73362231	73385271	23041	2	ENSMUST00000022704	0	ENSMUSG00000022108	ENSMUSG00000022108
chr14	105894321	105896880	Promoter (<=1kb)	14	105891949	105896819	4871	2	ENSMUST00000022709	0	ENSMUSG00000022114	ENSMUSG00000022114
chr14	105176140	105177787	Promoter (<=1kb)	14	105114965	105176860	61896	2	ENSMUST00000163545	0	ENSMUSG00000022119	ENSMUSG00000022119
chr14	103099255	103099550	Promoter (<=1kb)	14	103080239	103099554	19316	2	ENSMUST00000022720	4	ENSMUSG00000022124	ENSMUSG00000022124
chr15	8443012	8444247	Promoter (<=1kb)	15	8291225	8444463	153239	2	ENSMUST00000052965	216	ENSMUSG00000022141	ENSMUSG00000022141
chr14	52258049	52258808	Downstream (2-3kb)	14	52261769	52269106	7338	2	ENSMUST00000174585	10298	ENSMUSG00000022159	ENSMUSG00000022159
chr14	52303829	52305424	Promoter (<=1kb)	14	52294668	52305083	10416	2	ENSMUST00000153539	0	ENSMUSG00000022160	ENSMUSG00000022160
chr14	54685954	54686691	Promoter (<=1kb)	14	54642162	54686616	44455	2	ENSMUST00000147714	0	ENSMUSG00000022185	ENSMUSG00000022185
chr14	54687017	54687756	Promoter (<=1kb)	14	54642728	54686931	44204	2	ENSMUST00000111484	-87	ENSMUSG00000022185	ENSMUSG00000022185
chr14	54617515	54618263	Promoter (<=1kb)	14	54614120	54617995	3876	2	ENSMUST00000022803	0	ENSMUSG00000022193	ENSMUSG00000022193
chr14	54894117	54895551	Promoter (<=1kb)	14	54894148	54898156	4009	1	ENSMUST00000116476	0	ENSMUSG00000022194	ENSMUSG00000022194
chr14	55559413	55560367	Promoter (<=1kb)	14	55560006	55570065	10060	1	ENSMUST00000117236	0	ENSMUSG00000022214	ENSMUSG00000022214
chr15	31601608	31602164	Promoter (<=1kb)	15	31590800	31601847	11048	2	ENSMUST00000022842	0	ENSMUSG00000022234	ENSMUSG00000022234
chr15	34082163	34083215	Promoter (<=1kb)	15	34082694	34103345	20652	1	ENSMUST00000172082	0	ENSMUSG00000022255	ENSMUSG00000022255
chr15	28596051	28596721	Distal Intergenic	15	28203752	28472045	268294	1	ENSMUST00000067048	392300	ENSMUSG00000022262	ENSMUSG00000022262
chr15	27936598	27938907	Intron (ENSMUST00000090247/ENSMUSG00000022263, intron 1 of 56)	15	27730652	28025848	295197	2	ENSMUST00000090247	86941	ENSMUSG00000022263	ENSMUSG00000022263
chr15	28024523	28025884	Promoter (<=1kb)	15	27730652	28025848	295197	2	ENSMUST00000090247	0	ENSMUSG00000022263	ENSMUSG00000022263
chr15	25762090	25762450	Intron (ENSMUST00000110457/ENSMUSG00000022272, intron 19 of 40)	15	25758785	25780409	21625	1	ENSMUST00000124966	3306	ENSMUSG00000022272	ENSMUSG00000022272
chr15	25774450	25775195	Promoter (<=1kb)	15	25773987	25781057	7071	1	ENSMUST00000125667	464	ENSMUSG00000022272	ENSMUSG00000022272
chr15	36282123	36283042	Promoter (<=1kb)	15	36239934	36283147	43214	2	ENSMUST00000022890	105	ENSMUSG00000022280	ENSMUSG00000022280
chr15	36791470	36795402	Promoter (<=1kb)	15	36770770	36794538	23769	2	ENSMUST00000022894	0	ENSMUSG00000022285	ENSMUSG00000022285
chr15	39943079	39944375	Promoter (<=1kb)	15	39870603	39943788	73186	2	ENSMUST00000022916	0	ENSMUSG00000022305	ENSMUSG00000022305
chr15	42673746	42674756	Promoter (2-3kb)	15	42424727	42676977	252251	2	ENSMUST00000022921	2221	ENSMUSG00000022309	ENSMUSG00000022309
chr15	48789902	48790469	Promoter (1-2kb)	15	47580637	48791933	1211297	2	ENSMUST00000160658	1464	ENSMUSG00000022311	ENSMUSG00000022311
chr15	68931901	68933411	Intron (ENSMUST00000022954/ENSMUSG00000022332, intron 1 of 8)	15	68928420	69093512	165093	1	ENSMUST00000022954	3482	ENSMUSG00000022332	ENSMUSG00000022332
chr15	43477201	43477611	Promoter (<=1kb)	15	43477229	43527777	50549	1	ENSMUST00000022962	0	ENSMUSG00000022337	ENSMUSG00000022337
chr15	44619371	44619871	Promoter (<=1kb)	15	44619641	44641024	21384	1	ENSMUST00000022964	0	ENSMUSG00000022339	ENSMUSG00000022339
chr15	61985726	61988101	Promoter (<=1kb)	15	61987034	61987617	584	1	ENSMUST00000159338	0	ENSMUSG00000022346	ENSMUSG00000022346
chr15	59315084	59316626	Promoter (<=1kb)	15	59315107	59331192	16086	1	ENSMUST00000100640	0	ENSMUSG00000022351	ENSMUSG00000022351
chr15	59079081	59082642	Promoter (<=1kb)	15	58941244	59082026	140783	2	ENSMUST00000080371	0	ENSMUSG00000022353	ENSMUSG00000022353
chr15	85555483	85555822	Intron (ENSMUST00000109424/ENSMUSG00000022382, intron 2 of 3)	15	85535439	85578070	42632	2	ENSMUST00000109424	22248	ENSMUSG00000022382	ENSMUSG00000022382
