Chrom:Start-End	annotation
chr1:90404868-90405069	Distal Intergenic
chr1:90408836-90409037	Distal Intergenic
chr1:90434182-90434383	Distal Intergenic
chr1:90440928-90441129	Distal Intergenic
chr1:90445005-90445206	Distal Intergenic
chr1:90450506-90450707	Distal Intergenic
chr1:90471078-90471279	Distal Intergenic
chr1:90486433-90486634	Distal Intergenic
chr1:90489257-90489458	Distal Intergenic
chr1:90495780-90495981	Distal Intergenic
chr1:90504573-90504774	Distal Intergenic
chr1:90509477-90509678	Distal Intergenic
chr1:90509803-90510004	Distal Intergenic
chr1:90573949-90574150	Distal Intergenic
chr12:73466315-73466516	Distal Intergenic
chr12:73468189-73468390	Distal Intergenic
chr12:73482794-73482995	Distal Intergenic
chr12:73525809-73526010	Distal Intergenic
chr12:73532054-73532255	Distal Intergenic
chr12:73564965-73565166	Distal Intergenic
chr14:66013511-66013712	Distal Intergenic
chr6:90329823-90330024	Distal Intergenic
chrX:97431368-97431569	Distal Intergenic
chr19:34660485-34660686	Distal Intergenic
chr14:65898717-65898918	Distal Intergenic
chr8:116522256-116522457	Distal Intergenic
chr8:75204211-75204412	Distal Intergenic
chr8:75240499-75240700	Distal Intergenic
chr8:75273273-75273474	Distal Intergenic
chr8:75278998-75279199	Distal Intergenic
chr18:53028023-53028224	Distal Intergenic
chr18:53103037-53103238	Distal Intergenic
chr1:89941508-89941709	Distal Intergenic
chr1:89943262-89943463	Distal Intergenic
chr13:88650843-88651044	Distal Intergenic
chr13:88651323-88651524	Distal Intergenic
chr13:88651876-88652077	Distal Intergenic
chr13:88687415-88687616	Distal Intergenic
chr13:88722871-88723072	Distal Intergenic
chr13:88801753-88801954	Distal Intergenic
chr12:72515699-72515900	Distal Intergenic
chr12:72516672-72516873	Distal Intergenic
chr12:72518962-72519163	Distal Intergenic
chr8:74942363-74942564	Distal Intergenic
chr14:65333069-65333270	Distal Intergenic
chr14:65343361-65343562	Distal Intergenic
chr14:65343889-65344090	Distal Intergenic
chr14:65345560-65345761	Distal Intergenic
chr13:70418238-70418439	Distal Intergenic
chr13:70475465-70475666	Distal Intergenic
chr13:70478161-70478362	Distal Intergenic
chr13:70508689-70508890	Distal Intergenic
chr13:70514598-70514799	Distal Intergenic
chr13:70571410-70571611	Distal Intergenic
chr13:70656609-70656810	Distal Intergenic
chr13:70669993-70670194	Distal Intergenic
chr13:70670653-70670854	Distal Intergenic
chr13:70671213-70671414	Distal Intergenic
chr13:70696556-70696757	Distal Intergenic
chr13:70702990-70703191	Distal Intergenic
chr7:7188213-7188414	Distal Intergenic
chr2:83944596-83944797	Distal Intergenic
chr2:83945469-83945670	Distal Intergenic
chr5:103320366-103320567	Distal Intergenic
chr5:103331827-103332028	Distal Intergenic
chr5:103336140-103336341	Distal Intergenic
chr5:103337336-103337537	Distal Intergenic
chr5:103337915-103338116	Distal Intergenic
chr5:103340782-103340983	Distal Intergenic
chr5:103344534-103344735	Distal Intergenic
chr5:103355817-103356018	Distal Intergenic
chr5:103370510-103370711	Distal Intergenic
chr5:103381704-103381905	Distal Intergenic
chr5:103405507-103405708	Distal Intergenic
chr12:71784634-71784835	Distal Intergenic
chr12:71790793-71790994	Distal Intergenic
chr12:71821861-71822062	Distal Intergenic
chr11:3484368-3484569	Distal Intergenic
chr10:123084209-123084410	Distal Intergenic
chr10:122581854-122582055	Distal Intergenic
chr10:122602507-122602708	Distal Intergenic
chr10:122603335-122603536	Distal Intergenic
chr10:122604082-122604283	Distal Intergenic
chr19:4257092-4257293	Distal Intergenic
chr19:4257703-4257904	Distal Intergenic
chr10:122069554-122069755	Distal Intergenic
chr10:122101012-122101213	Distal Intergenic
chr10:122120650-122120851	Distal Intergenic
chr10:122144819-122145020	Distal Intergenic
chr10:122183129-122183330	Distal Intergenic
chr10:122185592-122185793	Distal Intergenic
chr10:122189411-122189612	Distal Intergenic
chr10:122192773-122192974	Distal Intergenic
chr10:122200904-122201105	Distal Intergenic
chr14:64047435-64047636	Distal Intergenic
chr14:64049286-64049487	Distal Intergenic
chr6:107931010-107931211	Distal Intergenic
chr6:107999394-107999595	Distal Intergenic
chr6:108058201-108058402	Distal Intergenic
chr6:108092826-108093027	Distal Intergenic
chr3:65564725-65564926	Distal Intergenic
chr3:65565580-65565781	Distal Intergenic
chr6:107290629-107290830	Distal Intergenic
chr6:107291256-107291457	Distal Intergenic
chr6:107350384-107350585	Distal Intergenic
chr6:107362166-107362367	Distal Intergenic
chr6:107394911-107395112	Distal Intergenic
chr6:107464648-107464849	Distal Intergenic
chr6:107468260-107468461	Distal Intergenic
chr6:107470760-107470961	Distal Intergenic
chr6:107479726-107479927	Distal Intergenic
chr6:107495507-107495708	Distal Intergenic
chr6:107513528-107513729	Distal Intergenic
chr6:107572315-107572516	Distal Intergenic
chr6:107578112-107578313	Distal Intergenic
chr6:107631251-107631452	Distal Intergenic
chr6:107645836-107646037	Distal Intergenic
chr6:107661737-107661938	Distal Intergenic
chr6:107710477-107710678	Distal Intergenic
chr6:107712305-107712506	Distal Intergenic
chr6:107749346-107749547	Distal Intergenic
chr6:107784697-107784898	Distal Intergenic
chr18:44931564-44931765	Distal Intergenic
chr18:44938361-44938562	Distal Intergenic
chr18:44953727-44953928	Distal Intergenic
chr18:44956548-44956749	Distal Intergenic
chr18:44964069-44964270	Distal Intergenic
chr18:44967595-44967796	Distal Intergenic
chr18:44976097-44976298	Distal Intergenic
chr18:45012866-45013067	Distal Intergenic
chr18:45015079-45015280	Distal Intergenic
chr18:45015689-45015890	Distal Intergenic
chr18:45016458-45016659	Distal Intergenic
chr18:45038806-45039007	Distal Intergenic
chr5:96954172-96954373	Distal Intergenic
chr5:96975294-96975495	Distal Intergenic
chr10:121633055-121633256	Distal Intergenic
chr11:114807637-114807838	Distal Intergenic
chr11:114822810-114823011	Distal Intergenic
chr2:79683188-79683389	Distal Intergenic
chr2:79692468-79692669	Distal Intergenic
chr5:96305064-96305265	Distal Intergenic
chr5:96346596-96346797	Distal Intergenic
chr14:95618068-95618269	Distal Intergenic
chr14:95637124-95637325	Distal Intergenic
chr14:95646149-95646350	Distal Intergenic
chr14:95688673-95688874	Distal Intergenic
chr14:95808162-95808363	Distal Intergenic
chr14:95865972-95866173	Distal Intergenic
chr14:95866561-95866762	Distal Intergenic
chr14:95896028-95896229	Distal Intergenic
chr14:95980212-95980413	Distal Intergenic
chr14:96010750-96010951	Distal Intergenic
chr17:88507417-88507618	Distal Intergenic
chr2:134649190-134649391	Distal Intergenic
chr5:96029857-96030058	Distal Intergenic
chr5:96030814-96031015	Distal Intergenic
chr15:74343681-74343882	Distal Intergenic
chr15:74379231-74379432	Distal Intergenic
chr15:74396114-74396315	Distal Intergenic
chr15:74413172-74413373	Distal Intergenic
chr15:74430760-74430961	Distal Intergenic
chr15:74457008-74457209	Distal Intergenic
chr15:74459071-74459272	Distal Intergenic
chr14:78731948-78732149	Distal Intergenic
chr14:78733500-78733701	Distal Intergenic
chrX:119890338-119890539	Distal Intergenic
chr2:69116126-69116327	Distal Intergenic
chr2:69116860-69117061	Distal Intergenic
chr2:69125746-69125947	Distal Intergenic
chrX:120247326-120247527	Distal Intergenic
chr4:107644503-107644704	Distal Intergenic
chr10:120297430-120297631	Distal Intergenic
chr10:120306632-120306833	Distal Intergenic
chr19:53503051-53503252	Distal Intergenic
chr19:53552782-53552983	Distal Intergenic
chr11:102245257-102245458	Distal Intergenic
chr18:20185550-20185751	Distal Intergenic
chr18:20212713-20212914	Distal Intergenic
chr18:20222980-20223181	Distal Intergenic
chr18:20227548-20227749	Distal Intergenic
chr18:20237529-20237730	Distal Intergenic
chr2:68124019-68124220	Distal Intergenic
chr10:81551589-81551790	Distal Intergenic
chr14:77122774-77122975	Distal Intergenic
chr14:77124911-77125112	Distal Intergenic
chr10:130312370-130312571	Distal Intergenic
chr10:130317815-130318016	Distal Intergenic
chr8:71522715-71522916	Distal Intergenic
chr2:66261627-66261828	Distal Intergenic
chr4:106816134-106816335	Distal Intergenic
chr9:74913036-74913237	Distal Intergenic
chr9:74925483-74925684	Distal Intergenic
chr9:74947067-74947268	Distal Intergenic
chr9:80002773-80002974	Distal Intergenic
chr2:65077624-65077825	Distal Intergenic
chr12:67297303-67297504	Distal Intergenic
chr12:67341165-67341366	Distal Intergenic
chr14:75527511-75527712	Distal Intergenic
chr14:75531053-75531254	Distal Intergenic
chr14:75540368-75540569	Distal Intergenic
chr14:75565721-75565922	Distal Intergenic
chr6:83131378-83131579	Distal Intergenic
chr11:101699981-101700182	Distal Intergenic
chr11:101703316-101703517	Distal Intergenic
chr11:101726811-101727012	Distal Intergenic
chr11:101687202-101687403	Distal Intergenic
chr11:101688204-101688405	Distal Intergenic
chr11:101689649-101689850	Distal Intergenic
chr11:101696388-101696589	Distal Intergenic
chr7:35124217-35124418	Distal Intergenic
chr7:35127149-35127350	Distal Intergenic
chr14:74986534-74986735	Distal Intergenic
chr14:75005974-75006175	Distal Intergenic
chr5:91492535-91492736	Distal Intergenic
chr5:91492910-91493111	Distal Intergenic
chr5:91500370-91500571	Distal Intergenic
chr5:91627042-91627243	Distal Intergenic
chr5:91653319-91653520	Distal Intergenic
chr5:91656288-91656489	Distal Intergenic
chr13:54144875-54145076	Distal Intergenic
chr7:121080039-121080240	Distal Intergenic
chr7:121186308-121186509	Distal Intergenic
chr7:121187549-121187750	Distal Intergenic
chr7:121192829-121193030	Distal Intergenic
chr7:121199094-121199295	Distal Intergenic
chr7:121211872-121212073	Distal Intergenic
chr7:121214229-121214430	Distal Intergenic
chr7:121215120-121215321	Distal Intergenic
chr10:81173281-81173482	Distal Intergenic
chr14:74298554-74298755	Distal Intergenic
chr14:74309420-74309621	Distal Intergenic
chr14:74360042-74360243	Distal Intergenic
chr14:74406549-74406750	Distal Intergenic
chr14:74468491-74468692	Distal Intergenic
chr14:74477981-74478182	Distal Intergenic
chr14:74490668-74490869	Distal Intergenic
chr14:74529570-74529771	Distal Intergenic
chr14:74553831-74554032	Distal Intergenic
chr5:91036800-91037001	Distal Intergenic
chr4:104884962-104885163	Distal Intergenic
chr4:104890962-104891163	Distal Intergenic
chr4:104893735-104893936	Distal Intergenic
chr2:61817143-61817344	Distal Intergenic
chr11:83534565-83534766	Distal Intergenic
chr11:83537082-83537283	Distal Intergenic
chr11:83549289-83549490	Distal Intergenic
chrX:95687926-95688127	Distal Intergenic
chrX:95667888-95668089	Distal Intergenic
chrX:95684073-95684274	Distal Intergenic
chr7:120834587-120834788	Distal Intergenic
chr7:120835857-120836058	Distal Intergenic
chr7:120836614-120836815	Distal Intergenic
chr14:63581545-63581746	Distal Intergenic
chr14:63583778-63583979	Distal Intergenic
chr14:63562056-63562257	Distal Intergenic
chr2:125802051-125802252	Distal Intergenic
chr6:82021260-82021461	Distal Intergenic
chr6:82028986-82029187	Distal Intergenic
chr12:54077206-54077407	Distal Intergenic
chr12:54110826-54111027	Distal Intergenic
chr12:54131800-54132001	Distal Intergenic
chr12:54162566-54162767	Distal Intergenic
chr12:54170433-54170634	Distal Intergenic
chr2:125731683-125731884	Distal Intergenic
chr6:81865783-81865984	Distal Intergenic
chr6:81913148-81913349	Distal Intergenic
chr14:18537444-18537645	Distal Intergenic
chr14:18554284-18554485	Distal Intergenic
chr12:52352557-52352758	Distal Intergenic
chr12:52377528-52377729	Distal Intergenic
chr12:52387498-52387699	Distal Intergenic
chr12:52396630-52396831	Distal Intergenic
chr12:52398644-52398845	Distal Intergenic
chr12:52399589-52399790	Distal Intergenic
chr12:52445286-52445487	Distal Intergenic
chr12:52447425-52447626	Distal Intergenic
chr12:52502593-52502794	Distal Intergenic
chr12:52330796-52330997	Distal Intergenic
chrX:94177649-94177850	Distal Intergenic
chr6:98133006-98133207	Distal Intergenic
chr6:98139395-98139596	Distal Intergenic
chr6:98154775-98154976	Distal Intergenic
chr6:98035012-98035213	Distal Intergenic
chr6:98065093-98065294	Distal Intergenic
chr6:98105504-98105705	Distal Intergenic
chr6:98048880-98049081	Distal Intergenic
chr14:62782988-62783189	Distal Intergenic
chr9:52203434-52203635	Distal Intergenic
chr9:52204064-52204265	Distal Intergenic
chr9:52220433-52220634	Distal Intergenic
chr9:52222905-52223106	Distal Intergenic
chr9:52223859-52224060	Distal Intergenic
chr7:100191100-100191301	Distal Intergenic
chr7:100196316-100196517	Distal Intergenic
chr2:59590144-59590345	Distal Intergenic
chr12:51981200-51981401	Distal Intergenic
chr2:124964692-124964893	Distal Intergenic
chr2:124965050-124965251	Distal Intergenic
chr2:124966016-124966217	Distal Intergenic
chr2:124967614-124967815	Distal Intergenic
chr2:125031907-125032108	Distal Intergenic
chr2:125041012-125041213	Distal Intergenic
chr2:125055628-125055829	Distal Intergenic
chr2:125057687-125057888	Distal Intergenic
chr14:62539914-62540115	Distal Intergenic
chr14:62546858-62547059	Distal Intergenic
chr10:89287865-89288066	Distal Intergenic
chr10:89297270-89297471	Distal Intergenic
chr10:89315997-89316198	Distal Intergenic
chr10:89339425-89339626	Distal Intergenic
chr11:101131269-101131470	Distal Intergenic
chr11:101131733-101131934	Distal Intergenic
chr9:123338202-123338403	Distal Intergenic
chr7:5099213-5099414	Distal Intergenic
chr4:101666244-101666445	Distal Intergenic
chr4:101669710-101669911	Distal Intergenic
chr2:163937421-163937622	Distal Intergenic
chr2:163946315-163946516	Distal Intergenic
chr2:163947512-163947713	Distal Intergenic
chr6:97106281-97106482	Distal Intergenic
chr12:51857010-51857211	Distal Intergenic
chr13:59839429-59839630	Distal Intergenic
chr13:59840906-59841107	Distal Intergenic
chr13:59844311-59844512	Distal Intergenic
chr13:59876773-59876974	Distal Intergenic
chr13:59885008-59885209	Distal Intergenic
chr13:59889866-59890067	Distal Intergenic
chr13:59968945-59969146	Distal Intergenic
chr13:59977229-59977430	Distal Intergenic
chr16:56423811-56424012	Distal Intergenic
chr16:56458376-56458577	Distal Intergenic
chr16:56467806-56468007	Distal Intergenic
chr16:56298899-56299100	Distal Intergenic
chr16:56360742-56360943	Distal Intergenic
chr16:56364079-56364280	Distal Intergenic
chr5:100725130-100725331	Distal Intergenic
chr5:100732512-100732713	Distal Intergenic
chrX:93275883-93276084	Distal Intergenic
chr19:56647796-56647997	Distal Intergenic
chr19:56678054-56678255	Distal Intergenic
chr19:56686227-56686428	Distal Intergenic
chr19:56697364-56697565	Distal Intergenic
chr9:67998824-67999025	Distal Intergenic
chr9:68009569-68009770	Distal Intergenic
chr9:68022523-68022724	Distal Intergenic
chr9:68032234-68032435	Distal Intergenic
chr12:51333253-51333454	Distal Intergenic
chr7:99374199-99374400	Distal Intergenic
chr5:100429646-100429847	Distal Intergenic
chr16:55807663-55807864	Distal Intergenic
chr6:101043873-101044074	Distal Intergenic
chr6:101059134-101059335	Distal Intergenic
chr6:101069695-101069896	Distal Intergenic
chr6:101089813-101090014	Distal Intergenic
chr6:101123589-101123790	Distal Intergenic
chr6:101135486-101135687	Distal Intergenic
chr6:101397596-101397797	Distal Intergenic
chr6:101426428-101426629	Distal Intergenic
chr6:101446783-101446984	Distal Intergenic
chr6:101473336-101473537	Distal Intergenic
chr6:101482750-101482951	Distal Intergenic
chr6:101500379-101500580	Distal Intergenic
chr6:101502213-101502414	Distal Intergenic
chr6:101534623-101534824	Distal Intergenic
chr6:100675019-100675220	Distal Intergenic
chr10:88057015-88057216	Distal Intergenic
chr2:38308170-38308371	Distal Intergenic
chr2:163430079-163430280	Distal Intergenic
chr2:163430704-163430905	Distal Intergenic
chr7:98672769-98672970	Distal Intergenic
chr2:37744725-37744926	Distal Intergenic
chr2:37757916-37758117	Distal Intergenic
chr2:37763821-37764022	Distal Intergenic
chr2:37767000-37767201	Distal Intergenic
chr2:37771657-37771858	Distal Intergenic
chr18:50312651-50312852	Distal Intergenic
chr18:50313120-50313321	Distal Intergenic
chr18:50333101-50333302	Distal Intergenic
chr18:50394566-50394767	Distal Intergenic
chr18:50408416-50408617	Distal Intergenic
chr18:50415707-50415908	Distal Intergenic
chrX:86246124-86246325	Distal Intergenic
chr12:57951847-57952048	Distal Intergenic
chr12:57973050-57973251	Distal Intergenic
chr12:57991421-57991622	Distal Intergenic
chr12:58026238-58026439	Distal Intergenic
chr12:58037978-58038179	Distal Intergenic
chr12:58050614-58050815	Distal Intergenic
chr12:58056300-58056501	Distal Intergenic
chr12:58057253-58057454	Distal Intergenic
chr12:58083155-58083356	Distal Intergenic
chr12:58091296-58091497	Distal Intergenic
chr12:58136194-58136395	Distal Intergenic
chr12:58201250-58201451	Distal Intergenic
chr12:58208055-58208256	Distal Intergenic
chr12:58229954-58230155	Distal Intergenic
chr11:80790238-80790439	Distal Intergenic
chrX:86062776-86062977	Distal Intergenic
chr5:98106376-98106577	Distal Intergenic
chr5:98114331-98114532	Distal Intergenic
chr5:98124494-98124695	Distal Intergenic
chr5:98166094-98166295	Distal Intergenic
chr5:98167471-98167672	Distal Intergenic
chr5:98168451-98168652	Distal Intergenic
chr5:98170194-98170395	Distal Intergenic
chr14:59196875-59197076	Distal Intergenic
chrX:85318705-85318906	Distal Intergenic
chrX:85323953-85324154	Distal Intergenic
chrX:85335006-85335207	Distal Intergenic
chr13:56597314-56597515	Distal Intergenic
chr13:56598124-56598325	Distal Intergenic
chr5:90178359-90178560	Distal Intergenic
chr16:33509316-33509517	Distal Intergenic
chr13:56516130-56516331	Distal Intergenic
chr13:56516845-56517046	Distal Intergenic
chr5:89505715-89505916	Distal Intergenic
chr11:100312430-100312631	Distal Intergenic
chr11:100327295-100327496	Distal Intergenic
chr5:89318702-89318903	Distal Intergenic
chr5:89319280-89319481	Distal Intergenic
chr5:89319897-89320098	Distal Intergenic
chr5:89337850-89338051	Distal Intergenic
chr5:89348156-89348357	Distal Intergenic
chr5:89351644-89351845	Distal Intergenic
chr5:89384282-89384483	Distal Intergenic
chr5:89411800-89412001	Distal Intergenic
chr12:65228661-65228862	Distal Intergenic
chr12:65272541-65272742	Distal Intergenic
chr12:65274958-65275159	Distal Intergenic
chr4:45788739-45788940	Distal Intergenic
chr4:45790814-45791015	Distal Intergenic
chr14:83959171-83959372	Distal Intergenic
chr14:84100192-84100393	Distal Intergenic
chr14:84167957-84168158	Distal Intergenic
chr14:84175599-84175800	Distal Intergenic
chr14:84176515-84176716	Distal Intergenic
chr14:84221326-84221527	Distal Intergenic
chr14:84245770-84245971	Distal Intergenic
chr14:84257892-84258093	Distal Intergenic
chr14:84541893-84542094	Distal Intergenic
chr14:84544513-84544714	Distal Intergenic
chr14:84547551-84547752	Distal Intergenic
chr14:84551673-84551874	Distal Intergenic
chr14:84639244-84639445	Distal Intergenic
chr14:84644816-84645017	Distal Intergenic
chr14:84701461-84701662	Distal Intergenic
chr14:84722712-84722913	Distal Intergenic
chr14:84758759-84758960	Distal Intergenic
chr14:84928313-84928514	Distal Intergenic
chr14:84934131-84934332	Distal Intergenic
chr14:85320819-85321020	Distal Intergenic
chr14:85354681-85354882	Distal Intergenic
chr17:52560036-52560237	Distal Intergenic
chr17:52570049-52570250	Distal Intergenic
chr7:97915064-97915265	Distal Intergenic
chr9:54972679-54972880	Distal Intergenic
chr9:102440765-102440966	Distal Intergenic
chr9:102442318-102442519	Distal Intergenic
chr9:102496624-102496825	Distal Intergenic
chr9:102499243-102499444	Distal Intergenic
chr4:45163819-45164020	Distal Intergenic
chr10:80158448-80158649	Distal Intergenic
chr12:61175421-61175622	Distal Intergenic
chr12:61266651-61266852	Distal Intergenic
chr12:61283029-61283230	Distal Intergenic
chr12:61322243-61322444	Distal Intergenic
chr12:61331440-61331641	Distal Intergenic
chr12:61427047-61427248	Distal Intergenic
chr12:61518774-61518975	Distal Intergenic
chr10:112467570-112467771	Distal Intergenic
chr10:112491229-112491430	Distal Intergenic
chr10:112572127-112572328	Distal Intergenic
chr10:112572692-112572893	Distal Intergenic
chr10:112594345-112594546	Distal Intergenic
chr4:44269355-44269556	Distal Intergenic
chr7:97421388-97421589	Distal Intergenic
chr7:97427894-97428095	Distal Intergenic
chr10:112138670-112138871	Distal Intergenic
chr10:112160211-112160412	Distal Intergenic
chr4:44247589-44247790	Distal Intergenic
chr19:10307972-10308173	Distal Intergenic
chr19:10309577-10309778	Distal Intergenic
chr19:10323432-10323633	Distal Intergenic
chr19:10324556-10324757	Distal Intergenic
chr19:10342041-10342242	Distal Intergenic
chr10:111339324-111339525	Distal Intergenic
chr10:111339773-111339974	Distal Intergenic
chr10:111343663-111343864	Distal Intergenic
chr10:111344301-111344502	Distal Intergenic
chr10:111348426-111348627	Distal Intergenic
chr10:111354915-111355116	Distal Intergenic
chr10:111381903-111382104	Distal Intergenic
chr13:84299683-84299884	Distal Intergenic
chr11:99451985-99452186	Distal Intergenic
chr5:87361912-87362113	Distal Intergenic
chr10:111036921-111037122	Distal Intergenic
chr10:111057936-111058137	Distal Intergenic
chr12:33980238-33980439	Distal Intergenic
chr12:33987639-33987840	Distal Intergenic
chr12:34048062-34048263	Distal Intergenic
chr12:34052591-34052792	Distal Intergenic
chr12:34052999-34053200	Distal Intergenic
chr12:34076244-34076445	Distal Intergenic
chr12:34088526-34088727	Distal Intergenic
chr19:51936841-51937042	Distal Intergenic
chr19:52112412-52112613	Distal Intergenic
chr19:52194273-52194474	Distal Intergenic
chr19:52241569-52241770	Distal Intergenic
chr19:52301124-52301325	Distal Intergenic
chr19:52321748-52321949	Distal Intergenic
chr19:52406617-52406818	Distal Intergenic
chr19:52420312-52420513	Distal Intergenic
chr19:52459229-52459430	Distal Intergenic
chr19:52525638-52525839	Distal Intergenic
chr19:52538295-52538496	Distal Intergenic
chr19:52624530-52624731	Distal Intergenic
chr19:52645437-52645638	Distal Intergenic
chr19:52647183-52647384	Distal Intergenic
chr19:52649600-52649801	Distal Intergenic
chr19:56449599-56449800	Distal Intergenic
chr19:56494298-56494499	Distal Intergenic
chr15:88867653-88867854	Distal Intergenic
chr2:28387544-28387745	Distal Intergenic
chr2:28409644-28409845	Distal Intergenic
chr2:28410661-28410862	Distal Intergenic
chr2:28412977-28413178	Distal Intergenic
chr2:28415135-28415336	Distal Intergenic
chr2:28415666-28415867	Distal Intergenic
chr17:66153160-66153361	Distal Intergenic
chr17:66210053-66210254	Distal Intergenic
chr17:66210395-66210596	Distal Intergenic
chrX:70315084-70315285	Distal Intergenic
chrX:70369965-70370166	Distal Intergenic
chr11:99250401-99250602	Distal Intergenic
chr5:86841726-86841927	Distal Intergenic
chr12:33099475-33099676	Distal Intergenic
chr10:109047640-109047841	Distal Intergenic
chr15:86196771-86196972	Distal Intergenic
chr14:51140505-51140706	Distal Intergenic
chr15:86051131-86051332	Distal Intergenic
chr7:109884009-109884210	Distal Intergenic
chr7:109968285-109968486	Distal Intergenic
chr13:25212503-25212704	Distal Intergenic
chr10:107733124-107733325	Distal Intergenic
chr10:107735683-107735884	Distal Intergenic
chr10:107736455-107736656	Distal Intergenic
chr9:22945622-22945823	Distal Intergenic
chr8:110058676-110058877	Distal Intergenic
chr14:51064536-51064737	Distal Intergenic
chr9:85664432-85664633	Distal Intergenic
chr5:75106518-75106719	Distal Intergenic
chr10:79649404-79649605	Distal Intergenic
chr10:79655009-79655210	Distal Intergenic
chr11:54429910-54430111	Distal Intergenic
chr11:54431347-54431548	Distal Intergenic
chr13:24560212-24560413	Distal Intergenic
chr13:24567795-24567996	Distal Intergenic
chr13:24569765-24569966	Distal Intergenic
chr13:24571878-24572079	Distal Intergenic
chr13:24573639-24573840	Distal Intergenic
chr13:24576622-24576823	Distal Intergenic
chr9:51375547-51375748	Distal Intergenic
chr9:51388166-51388367	Distal Intergenic
chr9:51423418-51423619	Distal Intergenic
chr9:51442073-51442274	Distal Intergenic
chr9:72758982-72759183	Distal Intergenic
chr9:72763197-72763398	Distal Intergenic
chr9:72766926-72767127	Distal Intergenic
chr11:54154573-54154774	Distal Intergenic
chr15:84999860-85000061	Distal Intergenic
chr15:85001397-85001598	Distal Intergenic
chr4:42946210-42946411	Distal Intergenic
chr2:52815730-52815931	Distal Intergenic
chr2:52849191-52849392	Distal Intergenic
chr15:103122330-103122531	Distal Intergenic
chr15:103135401-103135602	Distal Intergenic
chr15:103147198-103147399	Distal Intergenic
chr15:103163270-103163471	Distal Intergenic
chr15:103186150-103186351	Distal Intergenic
chr4:42903876-42904077	Distal Intergenic
chr4:42904693-42904894	Distal Intergenic
chr5:72902905-72903106	Distal Intergenic
chr12:37585676-37585877	Distal Intergenic
chr12:37592957-37593158	Distal Intergenic
chr12:37598858-37599059	Distal Intergenic
chr12:37614826-37615027	Distal Intergenic
chr12:37633373-37633574	Distal Intergenic
chr12:37635065-37635266	Distal Intergenic
chr12:37666044-37666245	Distal Intergenic
chr12:37697525-37697726	Distal Intergenic
chr12:37770048-37770249	Distal Intergenic
chr12:37795286-37795487	Distal Intergenic
chr12:37814201-37814402	Distal Intergenic
chr12:37818190-37818391	Distal Intergenic
chr12:37819177-37819378	Distal Intergenic
chr12:37820643-37820844	Distal Intergenic
chr12:37821545-37821746	Distal Intergenic
chr19:44900222-44900423	Distal Intergenic
chr19:44908133-44908334	Distal Intergenic
chr19:44909054-44909255	Distal Intergenic
chr19:44921847-44922048	Distal Intergenic
chr18:9670648-9670849	Distal Intergenic
chr1:127946706-127946907	Distal Intergenic
chr15:84614395-84614596	Distal Intergenic
chr15:84620018-84620219	Distal Intergenic
chr15:84622013-84622214	Distal Intergenic
chr15:84625770-84625971	Distal Intergenic
chr15:84627284-84627485	Distal Intergenic
chrX:51097939-51098140	Distal Intergenic
chr7:109129972-109130173	Distal Intergenic
chr7:109174689-109174890	Distal Intergenic
chr7:109176828-109177029	Distal Intergenic
chr7:109190886-109191087	Distal Intergenic
chr7:109191485-109191686	Distal Intergenic
chr7:109204645-109204846	Distal Intergenic
chr7:109208075-109208276	Distal Intergenic
chr7:109224978-109225179	Distal Intergenic
chr7:109230878-109231079	Distal Intergenic
chr7:109231990-109232191	Distal Intergenic
chr7:109271774-109271975	Distal Intergenic
chr7:109273780-109273981	Distal Intergenic
chr13:74103280-74103481	Distal Intergenic
chr13:74113355-74113556	Distal Intergenic
chr12:31069146-31069347	Distal Intergenic
chr12:37010322-37010523	Distal Intergenic
chr12:37015575-37015776	Distal Intergenic
chr12:37019353-37019554	Distal Intergenic
chr12:37022531-37022732	Distal Intergenic
chr12:37050873-37051074	Distal Intergenic
chr12:37072577-37072778	Distal Intergenic
chr1:127042890-127043091	Distal Intergenic
chr1:127050574-127050775	Distal Intergenic
chr1:127125143-127125344	Distal Intergenic
chr1:127132019-127132220	Distal Intergenic
chr1:127140276-127140477	Distal Intergenic
chr1:127164752-127164953	Distal Intergenic
chr1:127168331-127168532	Distal Intergenic
chr1:127169591-127169792	Distal Intergenic
chr1:127185958-127186159	Distal Intergenic
chr15:93612508-93612709	Distal Intergenic
chr15:93681739-93681940	Distal Intergenic
chr15:93689932-93690133	Distal Intergenic
chr15:93700126-93700327	Distal Intergenic
chr15:93775326-93775527	Distal Intergenic
chr15:93824784-93824985	Distal Intergenic
chr15:93874282-93874483	Distal Intergenic
chr15:93879254-93879455	Distal Intergenic
chr15:93894461-93894662	Distal Intergenic
chr15:93909613-93909814	Distal Intergenic
chr15:93960043-93960244	Distal Intergenic
chr12:36302434-36302635	Distal Intergenic
chr12:36303076-36303277	Distal Intergenic
chr12:36324678-36324879	Distal Intergenic
chr16:44931977-44932178	Distal Intergenic
chr16:44994842-44995043	Distal Intergenic
chr16:44999244-44999445	Distal Intergenic
chr16:45007836-45008037	Distal Intergenic
chr19:18906366-18906567	Distal Intergenic
chr19:18912085-18912286	Distal Intergenic
chr19:19139074-19139275	Distal Intergenic
chr19:19149210-19149411	Distal Intergenic
chr1:88916562-88916763	Distal Intergenic
chr1:88931229-88931430	Distal Intergenic
chr1:88934756-88934957	Distal Intergenic
chr1:88949949-88950150	Distal Intergenic
