# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.Nuclear_receptor.0041	NR2F6	SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRA	SELEX	N
GM.5.0.Nuclear_receptor.0041	AL844527.7	SELEX	N
GM.5.0.Nuclear_receptor.0041	AL662824.5	SELEX	N
GM.5.0.Nuclear_receptor.0041	CR759733.4	SELEX	N
GM.5.0.Nuclear_receptor.0041	CR354565.3	SELEX	N
GM.5.0.Nuclear_receptor.0041	CR936877.3	SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRB	SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRG	SELEX	N
GM.5.0.Nuclear_receptor.0041	Nr2f6	SELEX	N
GM.5.0.Nuclear_receptor.0041	Rxrb	SELEX	N
GM.5.0.Nuclear_receptor.0041	NR1H3	ChIP-seq	N
GM.5.0.Nuclear_receptor.0041	NR1H2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0041	Nr1h3	ChIP-seq	N
GM.5.0.Nuclear_receptor.0041	Nr1h2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0041	NR1H2	SELEX	N
GM.5.0.Nuclear_receptor.0041	Rxra	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	Nr2f6	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRB	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRG	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	NR2F6	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	Nr2f6	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	PPARG	TRANSFAC	N
GM.5.0.Nuclear_receptor.0041	RXRA	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRA	JASPAR	N
GM.5.0.Nuclear_receptor.0041	RXRB	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	Rxrb	HT-SELEX	N
GM.5.0.Nuclear_receptor.0041	RXRG	HT-SELEX	N
GM.5.0.Ets.0049	SPIB	JASPAR	N
GM.5.0.Ets.0049	Spib	JASPAR	N
GM.5.0.Ets.0049	SPIB	SELEX	N
GM.5.0.Ets.0049	SPI1	TRANSFAC	N
GM.5.0.DP_E2F.0001	E2F4	Unknown	N
GM.5.0.DP_E2F.0001	E2F4	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F6	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F1	JASPAR	N
GM.5.0.DP_E2F.0001	E2f1	JASPAR	N
GM.5.0.DP_E2F.0001	E2F4	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2f4	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2f5	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2F1	ChIP-seq	N
GM.5.0.DP_E2F.0001	E2f1	ChIP-seq	N
GM.5.0.bHLH.0136	Rbpj	JASPAR	N
GM.5.0.bHLH.0136	Rbpsuh-rs3	JASPAR	N
GM.5.0.bHLH.0136	Rbpj	Transfac	N
GM.5.0.bHLH.0136	Rbpsuh-rs3	Transfac	N
GM.5.0.bHLH.0136	RBPJ	ChIP-seq	N
GM.5.0.bHLH.0136	Rbpj	ChIP-seq	N
GM.5.0.bHLH.0136	Rbpsuh-rs3	ChIP-seq	N
GM.5.0.bHLH.0136	RBPJ	Unknown	N
GM.5.0.bHLH.0136	RBPJ	TRANSFAC	N
GM.5.0.Myb_SANT.0010	Mybl2	PBM	N
GM.5.0.Myb_SANT.0010	Myb	PBM	N
GM.5.0.Myb_SANT.0010	Mybl1	PBM	N
GM.5.0.Myb_SANT.0010	MYBL1	SELEX	N
GM.5.0.Myb_SANT.0010	MYBL2	SELEX	N
GM.5.0.Myb_SANT.0010	MYBL1	Unknown	N
GM.5.0.Myb_SANT.0010	Mybl1	PBM	N
GM.5.0.Myb_SANT.0010	MYBL1	HT-SELEX	N
GM.5.0.Myb_SANT.0010	MYBL2	HT-SELEX	N
GM.5.0.Myb_SANT.0010	Myb	PBM	N
GM.5.0.Forkhead.0037	Irx2	PBM	N
GM.5.0.Forkhead.0037	IRX3	Unknown	N
GM.5.0.Forkhead.0037	Irx3	PBM	N
GM.5.0.Forkhead.0037	Irx4	PBM	N
GM.5.0.Forkhead.0037	IRX5	Unknown	N
GM.5.0.Forkhead.0037	Irx5	PBM	N
GM.5.0.Forkhead.0037	Irx6	PBM	N
GM.5.0.Forkhead.0037	IRX4	PBM	N
GM.5.0.Forkhead.0037	IRX6	PBM	N
GM.5.0.Forkhead.0037	IRX1	PBM	N
GM.5.0.Forkhead.0037	IRX3	PBM	N
GM.5.0.Forkhead.0037	Irx1	PBM	N
GM.5.0.C2H2_ZF.0043	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR1	TRANSFAC	N
GM.5.0.C2H2_ZF.0043	EGR2	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	Egr1	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR2	TRANSFAC	N
GM.5.0.C2H2_ZF.0043	Egr1	PBM	N
GM.5.0.C2H2_ZF.0043	EGR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR3	TRANSFAC	N
GM.5.0.C2H2_ZF.0043	EGR3	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	Egr3	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR4	TRANSFAC	N
GM.5.0.C2H2_ZF.0043	EGR4	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR1	Transfac	N
GM.5.0.C2H2_ZF.0043	Egr4	Transfac	N
GM.5.0.C2H2_ZF.0043	EGR2	Transfac	N
GM.5.0.C2H2_ZF.0043	EGR3	Transfac	N
GM.5.0.C2H2_ZF.0043	EGR4	Transfac	N
GM.5.0.C2H2_ZF.0043	EGR1	SELEX	N
GM.5.0.C2H2_ZF.0043	Egr4	SELEX	N
GM.5.0.C2H2_ZF.0043	EGR2	SELEX	N
GM.5.0.C2H2_ZF.0043	EGR3	SELEX	N
GM.5.0.C2H2_ZF.0043	EGR4	SELEX	N
GM.5.0.C2H2_ZF.0043	Egr1	SELEX	N
GM.5.0.C2H2_ZF.0043	Egr3	SELEX	N
GM.5.0.C2H2_ZF.0043	EGR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR2	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR3	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR4	HT-SELEX	N
GM.5.0.bHLH.0028	Scl	ChIP-seq	N
GM.5.0.bHLH.0028	Ascl1	ChIP-seq	N
GM.5.0.bHLH.0028	TAL1	Unknown	N
GM.5.0.C2H2_ZF.0208	Tbx4	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx5	PBM	N
GM.5.0.C2H2_ZF.0208	TBX5	TRANSFAC	N
GM.5.0.Unknown.0144	ATF3	ChIP-seq	N
GM.5.0.Unknown.0144	ATF3	ChIP-seq	N
GM.5.0.Myb_SANT.0010	Myb	ChIP-seq	N
GM.5.0.Myb_SANT.0010	MYB	Unknown	N
GM.5.0.Myb_SANT.0010	Mybl1	ChIP-seq	N
GM.5.0.Myb_SANT.0010	MYBL2	Unknown	N
GM.5.0.Myb_SANT.0010	Myb	JASPAR	N
GM.5.0.Myb_SANT.0010	MYB	ChIP-seq	N
GM.5.0.Myb_SANT.0010	BMYB	ChIP-seq	N
GM.5.0.Myb_SANT.0010	AMYB	ChIP-seq	N
GM.5.0.Ets.0027	ETS2	ChIP-seq	N
GM.5.0.Ets.0027	Ets2	ChIP-seq	N
GM.5.0.Ets.0027	STAT6	Transfac	N
GM.5.0.Ets.0027	STAT6	TRANSFAC	N
GM.5.0.bHLH.0019	Hand1	ChIP-seq	Y
GM.5.0.bHLH.0028	LYL1	JASPAR	N
GM.5.0.bHLH.0028	NHLH1	JASPAR	N
GM.5.0.bHLH.0028	NHLH2	JASPAR	N
GM.5.0.bHLH.0028	Tal1	JASPAR	N
GM.5.0.bHLH.0028	Lyl1	JASPAR	N
GM.5.0.bHLH.0028	Nhlh1	JASPAR	N
GM.5.0.bHLH.0028	MYOG	ChIP-seq	N
GM.5.0.bHLH.0028	Myf5	ChIP-seq	N
GM.5.0.bHLH.0028	NHLH1	Unknown	N
GM.5.0.Forkhead.0013	FOXB1	HT-SELEX	N
GM.5.0.Forkhead.0013	FOXC1	HT-SELEX	N
GM.5.0.Forkhead.0013	FOXC2	HT-SELEX	N
GM.5.0.Forkhead.0013	HDAC2	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXK2	PBM	N
GM.5.0.Forkhead.0013	FOXD4	PBM	N
GM.5.0.Forkhead.0013	FOXE1	PBM	N
GM.5.0.Forkhead.0013	FOXS1	PBM	N
GM.5.0.Forkhead.0013	FOXD4L1	PBM	N
GM.5.0.Forkhead.0013	FOXI2	PBM	N
GM.5.0.Forkhead.0013	FOXE3	PBM	N
GM.5.0.Forkhead.0013	FOXD4L3	PBM	N
GM.5.0.Forkhead.0013	FOXB2	PBM	N
GM.5.0.Forkhead.0013	FOXD4L5	PBM	N
GM.5.0.Forkhead.0013	FOXD4L6	PBM	N
GM.5.0.Forkhead.0013	KIAA0415	PBM	N
GM.5.0.Forkhead.0013	Foxa1	PBM	N
GM.5.0.Forkhead.0013	Foxf2	PBM	N
GM.5.0.Forkhead.0013	Foxq1	PBM	N
GM.5.0.Forkhead.0013	Foxk2	PBM	N
GM.5.0.Forkhead.0013	Foxa3	PBM	N
GM.5.0.Forkhead.0013	Foxf1a	PBM	N
GM.5.0.Forkhead.0013	Foxe3	PBM	N
GM.5.0.Forkhead.0013	Foxc2	PBM	N
GM.5.0.Forkhead.0013	Foxi1	PBM	N
GM.5.0.Forkhead.0013	Foxi2	PBM	N
GM.5.0.Forkhead.0013	Foxl2	PBM	N
GM.5.0.Forkhead.0013	Foxd4	PBM	N
GM.5.0.Forkhead.0013	Foxd2	PBM	N
GM.5.0.Forkhead.0013	Foxi3	PBM	N
GM.5.0.Forkhead.0013	Foxb2	PBM	N
GM.5.0.Forkhead.0013	Foxd3	PBM	N
GM.5.0.Forkhead.0013	Foxe1	PBM	N
GM.5.0.Forkhead.0013	Foxs1	PBM	N
GM.5.0.Forkhead.0013	Foxc1	PBM	N
GM.5.0.Forkhead.0013	FOXK2	JASPAR	N
GM.5.0.Forkhead.0013	FOXD4	JASPAR	N
GM.5.0.Forkhead.0013	FOXE1	JASPAR	N
GM.5.0.Forkhead.0013	FOXS1	JASPAR	N
GM.5.0.Forkhead.0013	FOXD4L1	JASPAR	N
GM.5.0.Forkhead.0013	FOXI2	JASPAR	N
GM.5.0.Forkhead.0013	FOXE3	JASPAR	N
GM.5.0.Forkhead.0013	FOXD4L3	JASPAR	N
GM.5.0.Forkhead.0013	FOXB2	JASPAR	N
GM.5.0.Forkhead.0013	FOXD4L5	JASPAR	N
GM.5.0.Forkhead.0013	FOXD4L6	JASPAR	N
GM.5.0.Forkhead.0013	KIAA0415	JASPAR	N
GM.5.0.Forkhead.0013	Foxa1	JASPAR	N
GM.5.0.Forkhead.0013	Foxf2	JASPAR	N
GM.5.0.Forkhead.0013	Foxq1	JASPAR	N
GM.5.0.Forkhead.0013	Foxk2	JASPAR	N
GM.5.0.Forkhead.0013	Foxa3	JASPAR	N
GM.5.0.Forkhead.0013	Foxf1a	JASPAR	N
GM.5.0.Forkhead.0013	Foxe3	JASPAR	N
GM.5.0.Forkhead.0013	Foxi1	JASPAR	N
GM.5.0.Forkhead.0013	Foxi2	JASPAR	N
GM.5.0.Forkhead.0013	Foxl2	JASPAR	N
GM.5.0.Forkhead.0013	Foxd4	JASPAR	N
GM.5.0.Forkhead.0013	Foxd2	JASPAR	N
GM.5.0.Forkhead.0013	Foxi3	JASPAR	N
GM.5.0.Forkhead.0013	Foxb2	JASPAR	N
GM.5.0.Forkhead.0013	Foxd3	JASPAR	N
GM.5.0.Forkhead.0013	Foxe1	JASPAR	N
GM.5.0.Forkhead.0013	Foxs1	JASPAR	N
GM.5.0.Forkhead.0013	FOXK2	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXD4	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXE1	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXS1	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXD4L1	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXI2	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXE3	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXD4L3	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXB2	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXD4L5	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXD4L6	ChIP-seq	N
GM.5.0.Forkhead.0013	KIAA0415	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxa1	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxf2	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxq1	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxk2	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxa3	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxf1a	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxe3	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxi1	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxi2	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxl2	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxd4	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxd2	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxi3	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxb2	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxd3	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxe1	ChIP-seq	N
GM.5.0.Forkhead.0013	Foxs1	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXK2	B1H	N
GM.5.0.Forkhead.0013	FOXD4	B1H	N
GM.5.0.Forkhead.0013	FOXE1	B1H	N
GM.5.0.Forkhead.0013	FOXS1	B1H	N
GM.5.0.Forkhead.0013	FOXD4L1	B1H	N
GM.5.0.Forkhead.0013	FOXI2	B1H	N
GM.5.0.Forkhead.0013	FOXE3	B1H	N
GM.5.0.Forkhead.0013	FOXD4L3	B1H	N
GM.5.0.Forkhead.0013	FOXB2	B1H	N
GM.5.0.Forkhead.0013	FOXD4L5	B1H	N
GM.5.0.Forkhead.0013	FOXD4L6	B1H	N
GM.5.0.Forkhead.0013	KIAA0415	B1H	N
GM.5.0.Forkhead.0013	Foxa1	B1H	N
GM.5.0.Forkhead.0013	Foxf2	B1H	N
GM.5.0.Forkhead.0013	Foxq1	B1H	N
GM.5.0.Forkhead.0013	Foxk2	B1H	N
GM.5.0.Forkhead.0013	Foxa3	B1H	N
GM.5.0.Forkhead.0013	Foxf1a	B1H	N
GM.5.0.Forkhead.0013	Foxe3	B1H	N
GM.5.0.Forkhead.0013	Foxi1	B1H	N
GM.5.0.Forkhead.0013	Foxi2	B1H	N
GM.5.0.Forkhead.0013	Foxl2	B1H	N
GM.5.0.Forkhead.0013	Foxd4	B1H	N
GM.5.0.Forkhead.0013	Foxd2	B1H	N
GM.5.0.Forkhead.0013	Foxi3	B1H	N
GM.5.0.Forkhead.0013	Foxb2	B1H	N
GM.5.0.Forkhead.0013	Foxd3	B1H	N
GM.5.0.Forkhead.0013	Foxe1	B1H	N
GM.5.0.Forkhead.0013	Foxs1	B1H	N
GM.5.0.Forkhead.0013	FOXK2	SELEX	N
GM.5.0.Forkhead.0013	FOXD4	SELEX	N
GM.5.0.Forkhead.0013	FOXB1	SELEX	N
GM.5.0.Forkhead.0013	FOXE1	SELEX	N
GM.5.0.Forkhead.0013	FOXS1	SELEX	N
GM.5.0.Forkhead.0013	FOXD4L1	SELEX	N
GM.5.0.Forkhead.0013	FOXI2	SELEX	N
GM.5.0.Forkhead.0013	FOXE3	SELEX	N
GM.5.0.Forkhead.0013	FOXD4L3	SELEX	N
GM.5.0.Forkhead.0013	FOXB2	SELEX	N
GM.5.0.Forkhead.0013	FOXD4L5	SELEX	N
GM.5.0.Forkhead.0013	FOXD4L6	SELEX	N
GM.5.0.Forkhead.0013	KIAA0415	SELEX	N
GM.5.0.Forkhead.0013	Foxa1	SELEX	N
GM.5.0.Forkhead.0013	Foxf2	SELEX	N
GM.5.0.Forkhead.0013	Foxq1	SELEX	N
GM.5.0.Forkhead.0013	Foxk2	SELEX	N
GM.5.0.Forkhead.0013	Foxa3	SELEX	N
GM.5.0.Forkhead.0013	Foxf1a	SELEX	N
GM.5.0.Forkhead.0013	Foxe3	SELEX	N
GM.5.0.Forkhead.0013	Foxi1	SELEX	N
GM.5.0.Forkhead.0013	Foxi2	SELEX	N
GM.5.0.Forkhead.0013	Foxl2	SELEX	N
GM.5.0.Forkhead.0013	Foxd4	SELEX	N
GM.5.0.Forkhead.0013	Foxd2	SELEX	N
GM.5.0.Forkhead.0013	Foxi3	SELEX	N
GM.5.0.Forkhead.0013	Foxb2	SELEX	N
GM.5.0.Forkhead.0013	Foxd3	SELEX	N
GM.5.0.Forkhead.0013	Foxe1	SELEX	N
GM.5.0.Forkhead.0013	Foxs1	SELEX	N
GM.5.0.Forkhead.0013	FOXC1	SELEX	N
GM.5.0.Forkhead.0013	FOXC2	SELEX	N
GM.5.0.Forkhead.0013	FOXA1	ChIP-seq	N
GM.5.0.Forkhead.0013	FOXC1	HT-SELEX	N
GM.5.0.Forkhead.0013	FOXB1	HT-SELEX	N
GM.5.0.Forkhead.0013	FOXC2	HT-SELEX	N
GM.5.0.Unknown.0008	HNF1B	JASPAR	N
GM.5.0.Unknown.0008	HNF1B	ChIP-seq	N
GM.5.0.bZIP.0013	FOS	ChIP-seq	N
GM.5.0.bZIP.0013	BATF	ChIP-seq	N
GM.5.0.bZIP.0013	CEBPB	ChIP-seq	N
GM.5.0.bZIP.0013	EP300	ChIP-seq	N
GM.5.0.bZIP.0013	FOSL1	Unknown	N
GM.5.0.bZIP.0013	Fra2	ChIP-seq	Y
GM.5.0.bZIP.0013	HMGN3	ChIP-seq	N
GM.5.0.bZIP.0013	JDP2	Unknown	N
GM.5.0.bZIP.0013	JDP2	HT-SELEX	N
GM.5.0.bZIP.0013	Jdp2	HT-SELEX	N
GM.5.0.bZIP.0013	FOS	JASPAR	Y
GM.5.0.bZIP.0013	Fosb	JASPAR	N
GM.5.0.bZIP.0013	Fos	JASPAR	N
GM.5.0.bZIP.0013	FOSL1	JASPAR	Y
GM.5.0.bZIP.0013	JUN	JASPAR	Y
GM.5.0.bZIP.0013	JUNB	JASPAR	Y
GM.5.0.bZIP.0013	JUND	JASPAR	Y
GM.5.0.bZIP.0013	JUND	ChIP-seq	Y
GM.5.0.bZIP.0013	SMARCC1	ChIP-seq	Y
GM.5.0.bZIP.0013	Smarcc2	ChIP-seq	N
GM.5.0.bZIP.0013	Smarcc1	ChIP-seq	N
GM.5.0.bZIP.0013	FOS	ChIP-seq	Y
GM.5.0.bZIP.0013	Fosb	ChIP-seq	N
GM.5.0.bZIP.0013	Fos	ChIP-seq	N
GM.5.0.bZIP.0013	FOSL2	ChIP-seq	Y
GM.5.0.bZIP.0013	JUN	ChIP-seq	Y
GM.5.0.bZIP.0013	FOSL1	ChIP-seq	Y
GM.5.0.bZIP.0013	JUNB	ChIP-seq	Y
GM.5.0.bZIP.0013	ATF3	ChIP-seq	Y
GM.5.0.bZIP.0013	JDP2	SELEX	Y
GM.5.0.bZIP.0013	NFE2	SELEX	Y
GM.5.0.bZIP.0013	Nfe2	SELEX	N
GM.5.0.bZIP.0013	Jdp2	SELEX	Y
GM.5.0.bZIP.0013	FOS	SMiLE-seq	Y
GM.5.0.bZIP.0013	JUN	SMiLE-seq	Y
GM.5.0.bZIP.0013	JDP2	HT-SELEX	Y
GM.5.0.bZIP.0013	NFE2	HT-SELEX	Y
GM.5.0.bZIP.0013	FOSL1	SMiLE-seq	Y
GM.5.0.bZIP.0013	FOSL2	SMiLE-seq	Y
GM.5.0.bZIP.0013	JUNB	SMiLE-seq	Y
GM.5.0.bZIP.0013	FOSB	SMiLE-seq	Y
GM.5.0.bZIP.0013	JUND	SMiLE-seq	Y
GM.5.0.bZIP.0013	MEF2A	ChIP-seq	N
GM.5.0.bZIP.0013	MEF2C	ChIP-seq	N
GM.5.0.bZIP.0013	NFE2	HT-SELEX	N
GM.5.0.bZIP.0013	NR3C1	ChIP-seq	N
GM.5.0.bZIP.0013	PRDM1	ChIP-seq	N
GM.5.0.bZIP.0013	SMARCB1	ChIP-seq	N
GM.5.0.bZIP.0013	TAL1	ChIP-seq	N
GM.5.0.bZIP.0013	TCF7L2	ChIP-seq	N
GM.5.0.bZIP.0013	TRIM28	ChIP-seq	N
GM.5.0.bZIP.0013	JUN	ChIP-seq	N
GM.5.0.bZIP.0013	JUNB	ChIP-seq	N
GM.5.0.bZIP.0013	JUND	ChIP-seq	N
GM.5.0.Unknown.0093	BCL3	ChIP-seq	N
GM.5.0.Unknown.0093	REST	ChIP-seq	N
GM.5.0.E2F.0001	E2F2	HT-SELEX	N
GM.5.0.E2F.0001	E2F3	HT-SELEX	N
GM.5.0.E2F.0001	E2F1	SELEX	N
GM.5.0.E2F.0001	E2f1	SELEX	N
GM.5.0.E2F.0001	E2F2	SELEX	N
GM.5.0.E2F.0001	E2F3	SELEX	N
GM.5.0.E2F.0001	E2F3	HT-SELEX	N
GM.5.0.E2F.0001	E2F2	HT-SELEX	N
GM.5.0.STAT.0018	ZNF263	ChIP-seq	N
GM.5.0.STAT.0018	ZNF263	ChIP-seq	N
GM.5.0.bHLH.0028	Ascl2	PBM	N
GM.5.0.bHLH.0028	ASCL2	PBM	N
GM.5.0.bHLH.0028	Ascl2	PBM	N
GM.5.0.bHLH.0028	Ascl1	PBM	N
GM.5.0.bHLH.0028	Tcf3	PBM	N
GM.5.0.bHLH.0028	Figla	PBM	N
GM.5.0.bHLH.0028	Tcf12	PBM	N
GM.5.0.bHLH.0028	Tcf4	PBM	N
GM.5.0.bHLH.0028	LYL1	SELEX	N
GM.5.0.bHLH.0028	NHLH1	SELEX	N
GM.5.0.bHLH.0028	NHLH2	SELEX	N
GM.5.0.bHLH.0028	Tal1	SELEX	N
GM.5.0.bHLH.0028	Lyl1	SELEX	N
GM.5.0.bHLH.0028	Nhlh1	SELEX	N
GM.5.0.bHLH.0028	NHLH1	HT-SELEX	N
GM.5.0.bHLH.0028	NHLH1	HT-SELEX	N
GM.5.0.C2H2_ZF.0008	Zfp740	PBM	N
GM.5.0.C2H2_ZF.0008	ZNF740	SELEX	N
GM.5.0.C2H2_ZF.0008	Zfp740	SELEX	N
GM.5.0.C2H2_ZF.0008	ZNF740	HT-SELEX	N
GM.5.0.C2H2_ZF.0008	Zfp740	PBM	N
GM.5.0.C2H2_ZF.0008	ZNF740	HT-SELEX	N
GM.5.0.C2H2_ZF.0008	Zfp740	HT-SELEX	N
GM.5.0.Homeodomain.0107	EMX1	Unknown	N
GM.5.0.Homeodomain.0107	EMX1	HT-SELEX	N
GM.5.0.Homeodomain.0107	EMX2	HT-SELEX	N
GM.5.0.Homeodomain.0107	Hoxa7	PBM	N
GM.5.0.Homeodomain.0107	Hoxb7	PBM	N
GM.5.0.Homeodomain.0107	Hoxd3	HT-SELEX	N
GM.5.0.Homeodomain.0107	POU6F1	PBM	N
GM.5.0.Homeodomain.0107	Noto	PBM	N
GM.5.0.Homeodomain.0107	Dlx6	PBM	N
GM.5.0.Homeodomain.0107	HOXD1	PBM	N
GM.5.0.Homeodomain.0107	Hoxb1	PBM	N
GM.5.0.Homeodomain.0107	Hoxb2	PBM	N
GM.5.0.Homeodomain.0107	EMX1	SELEX	N
GM.5.0.Homeodomain.0107	Emx1	SELEX	N
GM.5.0.Homeodomain.0107	EMX2	SELEX	N
GM.5.0.Homeodomain.0107	NOTO	SELEX	N
GM.5.0.Homeodomain.0107	VAX1	SELEX	N
GM.5.0.Homeodomain.0107	VAX2	SELEX	N
GM.5.0.Homeodomain.0107	HOXA6	SELEX	N
GM.5.0.Homeodomain.0107	HOXD3	SELEX	N
GM.5.0.Homeodomain.0107	AC012531.1	SELEX	N
GM.5.0.Homeodomain.0107	HOXB4	SELEX	N
GM.5.0.Homeodomain.0107	HOXC5	SELEX	N
GM.5.0.Homeodomain.0107	Hoxd4	SELEX	N
GM.5.0.Homeodomain.0107	Hoxb2	SELEX	N
GM.5.0.Homeodomain.0107	Hoxd3	SELEX	N
GM.5.0.Homeodomain.0107	NOTO	HT-SELEX	N
GM.5.0.Homeodomain.0107	VAX1	HT-SELEX	N
GM.5.0.Homeodomain.0107	VAX2	HT-SELEX	N
GM.5.0.Homeodomain.0107	EMX2	HT-SELEX	N
GM.5.0.Homeodomain.0107	Mnx1	PBM	N
GM.5.0.Homeodomain.0107	NOTO	HT-SELEX	N
GM.5.0.Homeodomain.0107	VAX1	HT-SELEX	N
GM.5.0.Homeodomain.0107	Vax2	PBM	N
GM.5.0.Homeodomain.0107	VAX2	HT-SELEX	N
GM.5.0.C2H2_ZF.0064	CTCFL	ChIP-seq	N
GM.5.0.C2H2_ZF.0064	Ctcfl	ChIP-seq	N
GM.5.0.C2H2_ZF.0064	Ctcfl	ChIP-seq	N
GM.5.0.C2H2_ZF.0064	RXRA	ChIP-seq	N
GM.5.0.C2H2_ZF.0064	ZBTB7A	ChIP-seq	N
GM.5.0.SMAD.0002	NFIC	JASPAR	N
GM.5.0.SMAD.0002	Nfix	JASPAR	N
GM.5.0.SMAD.0002	Nfib	JASPAR	N
GM.5.0.SMAD.0002	Nfia	JASPAR	N
GM.5.0.SMAD.0002	Nfic	JASPAR	N
GM.5.0.SMAD.0002	Nfib	ChIP-seq	N
GM.5.0.SMAD.0002	NFIC	TRANSFAC	N
GM.5.0.SMAD.0002	Nfic	ChIP-seq	N
GM.5.0.bHLH.0028	Tcf12	ChIP-seq	N
GM.5.0.bHLH.0028	Ptf1a	ChIP-seq	N
GM.5.0.bHLH.0028	MyoD	ChIP-seq	N
GM.5.0.bHLH.0028	E2A	ChIP-seq	N
GM.5.0.bHLH.0028	Ascl2	HT-SELEX	N
GM.5.0.bHLH.0028	TCF12	ChIP-seq	N
GM.5.0.bHLH.0028	TCF4	ChIP-seq	N
GM.5.0.bHLH.0028	Tcf3	JASPAR	N
GM.5.0.bHLH.0028	TCF3	SELEX	N
GM.5.0.bHLH.0028	TCF4	SELEX	N
GM.5.0.bHLH.0028	ASCL2	SELEX	N
GM.5.0.bHLH.0028	Ascl2	SELEX	N
GM.5.0.bHLH.0028	Ascl1	SELEX	N
GM.5.0.bHLH.0028	TCF3	HT-SELEX	N
GM.5.0.bHLH.0028	Ascl2	HT-SELEX	N
GM.5.0.bHLH.0028	TCF4	HT-SELEX	N
GM.5.0.bHLH.0028	ASCL1	ChIP-seq	N
GM.5.0.bHLH.0028	TCF12	ChIP-seq	N
GM.5.0.bHLH.0028	TCF3	HT-SELEX	N
GM.5.0.bHLH.0028	TCF4	HT-SELEX	N
GM.5.0.bHLH.0028	TCF3	ChIP-seq	N
GM.5.0.bHLH.0028	Tcf3	ChIP-seq	N
GM.5.0.bHLH.0028	Heb	ChIP-seq	N
GM.5.0.bHLH.0028	ZEB1	ChIP-seq	N
GM.5.0.Forkhead.0007	FOXO3	TRANSFAC	N
GM.5.0.Forkhead.0007	FOXO4	Unknown	N
GM.5.0.Forkhead.0007	FOXO4	TRANSFAC	N
GM.5.0.Forkhead.0007	FOXP1	JASPAR	N
GM.5.0.Forkhead.0007	FOXP4	JASPAR	N
GM.5.0.Forkhead.0007	Foxp4	JASPAR	N
