Chrom	Start	End	region_74811	X0.0	X.	X77852212.1	X77852413.1	X0	X1	X201	X77852205	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr2	113807666	113807867	region_104024	0	+	113807666	113807867	0	1	201	113807665	cluster_1	Intron (ENSMUST00000024005/ENSMUSG00000023236, intron 2 of 5)	2	113827340	113828762	1423	2	ENSMUST00000139975	20895	ENSMUSG00000023236	ENSMUSG00000023236
chr17	47688611	47688812	region_79686	0	+	47688611	47688812	0	1	201	47688607	cluster_1	Promoter (<=1kb)	17	47689030	47699551	10522	1	ENSMUST00000156118	-218	ENSMUSG00000023266	ENSMUSG00000023266
chr19	37207847	37208048	region_93012	0	+	37207847	37208048	0	1	201	37207844	cluster_1	Promoter (<=1kb)	19	37207576	37217641	10066	1	ENSMUST00000148105	272	ENSMUSG00000023307	ENSMUSG00000023307
chr5	137289030	137289231	region_142503	0	+	137289030	137289231	0	1	201	137289029	cluster_1	Promoter (<=1kb)	5	137289088	137290154	1067	1	ENSMUST00000125195	0	ENSMUSG00000023328	ENSMUSG00000023328
chr2	126178953	126179154	region_105051	0	+	126178953	126179154	0	1	201	126178952	cluster_1	Distal Intergenic	2	126154541	126165279	10739	1	ENSMUST00000110437	24413	ENSMUSG00000023330	ENSMUSG00000023330
chr9	78039115	78039316	region_180781	0	+	78039115	78039316	0	1	201	78039108	cluster_1	Distal Intergenic	9	78051958	78065624	13667	1	ENSMUST00000024104	-12642	ENSMUSG00000023333	ENSMUSG00000023333
chr16	97556750	97556951	region_76390	0	+	97556750	97556951	0	1	201	97556741	cluster_1	Intron (ENSMUST00000024112/ENSMUSG00000023341, intron 12 of 13)	16	97536083	97560899	24817	1	ENSMUST00000024112	20668	ENSMUSG00000023341	ENSMUSG00000023341
chr9	106281009	106281210	region_182860	0	+	106281009	106281210	0	1	201	106281008	cluster_1	Promoter (<=1kb)	9	106281061	106349891	68831	1	ENSMUST00000072206	0	ENSMUSG00000023345	ENSMUSG00000023345
chr2	71546060	71546261	region_100757	0	+	71546060	71546261	0	1	201	71546053	cluster_1	Promoter (<=1kb)	2	71544866	71545950	1085	2	ENSMUST00000134249	-111	ENSMUSG00000023391	ENSMUSG00000023391
chr2	71627493	71627694	region_100768	0	+	71627493	71627694	0	1	201	71627486	cluster_1	Distal Intergenic	2	71543409	71546754	3346	2	ENSMUST00000024159	-80740	ENSMUSG00000023391	ENSMUSG00000023391
chr5	32741481	32741682	region_134451	0	+	32741481	32741682	0	1	201	32741478	cluster_1	Promoter (<=1kb)	5	32736424	32742475	6052	2	ENSMUST00000071829	793	ENSMUSG00000023452	ENSMUSG00000023452
chr6	124814298	124814499	region_152752	0	+	124814298	124814499	0	1	201	124814297	cluster_1	Promoter (<=1kb)	6	124810586	124814296	3711	2	ENSMUST00000172132	-3	ENSMUSG00000023456	ENSMUSG00000023456
chr17	66519699	66519900	region_80874	0	+	66519699	66519900	0	1	201	66519693	cluster_1	Promoter (<=1kb)	17	66494512	66519717	25206	2	ENSMUST00000070538	0	ENSMUSG00000023460	ENSMUSG00000023460
chr9	106455132	106455333	region_182882	0	+	106455132	106455333	0	1	201	106455131	cluster_1	Promoter (1-2kb)	9	106453838	106464007	10170	1	ENSMUST00000024260	1295	ENSMUSG00000023495	ENSMUSG00000023495
chr6	124829646	124829847	region_152754	0	+	124829646	124829847	0	1	201	124829645	cluster_1	Promoter (<=1kb)	6	124829688	124833701	4014	1	ENSMUST00000024270	0	ENSMUSG00000023505	ENSMUSG00000023505
chr11	88227283	88227484	region_31690	0	+	88227283	88227484	0	1	201	88227275	cluster_1	Distal Intergenic	11	88204444	88210971	6528	1	ENSMUST00000144070	22840	ENSMUSG00000023723	ENSMUSG00000023723
chr11	88204280	88204481	region_31688	0	+	88204280	88204481	0	1	201	88204272	cluster_1	Promoter (<=1kb)	11	88204388	88211507	7120	1	ENSMUST00000024486	0	ENSMUSG00000023723	ENSMUSG00000023723
chr11	69111926	69112127	region_29808	0	+	69111926	69112127	0	1	201	69111920	cluster_1	Distal Intergenic	11	69120404	69124055	3652	1	ENSMUST00000024543	-8277	ENSMUSG00000023781	ENSMUSG00000023781
chr11	69118130	69118331	region_29809	0	+	69118130	69118331	0	1	201	69118124	cluster_1	Promoter (2-3kb)	11	69120404	69124055	3652	1	ENSMUST00000024543	-2073	ENSMUSG00000023781	ENSMUSG00000023781
chr17	3084264	3084465	region_76426	0	+	3084264	3084465	0	1	201	3084261	cluster_1	Promoter (<=1kb)	17	3078168	3084183	6016	2	ENSMUST00000127960	-82	ENSMUSG00000023795	ENSMUSG00000023795
chr17	3249049	3249250	region_76445	0	+	3249049	3249250	0	1	201	3249046	cluster_1	Distal Intergenic	17	3326573	3519397	192825	1	ENSMUST00000169838	-77323	ENSMUSG00000023800	ENSMUSG00000023800
chr17	3221774	3221975	region_76439	0	+	3221774	3221975	0	1	201	3221771	cluster_1	Distal Intergenic	17	3326573	3519397	192825	1	ENSMUST00000169838	-104598	ENSMUSG00000023800	ENSMUSG00000023800
chr17	3641307	3641508	region_76500	0	+	3641307	3641508	0	1	201	3641304	cluster_1	Intron (ENSMUST00000024565/ENSMUSG00000023802, intron 12 of 12)	17	3635240	3696261	61022	2	ENSMUST00000024565	54753	ENSMUSG00000023802	ENSMUSG00000023802
chr17	3702988	3703189	region_76504	0	+	3702988	3703189	0	1	201	3702985	cluster_1	Distal Intergenic	17	3635240	3696261	61022	2	ENSMUST00000115800	-6728	ENSMUSG00000023802	ENSMUSG00000023802
chr17	3648774	3648975	region_76502	0	+	3648774	3648975	0	1	201	3648771	cluster_1	Intron (ENSMUST00000024565/ENSMUSG00000023802, intron 11 of 12)	17	3635240	3696261	61022	2	ENSMUST00000024565	47286	ENSMUSG00000023802	ENSMUSG00000023802
chr17	5976692	5976893	region_76721	0	+	5976692	5976893	0	1	201	5976687	cluster_1	Promoter (<=1kb)	17	5975740	6038555	62816	1	ENSMUST00000115790	953	ENSMUSG00000023805	ENSMUSG00000023805
chr17	6006326	6006527	region_76726	0	+	6006326	6006527	0	1	201	6006320	cluster_1	Promoter (1-2kb)	17	6007580	6032929	25350	1	ENSMUST00000115784	-1053	ENSMUSG00000023805	ENSMUSG00000023805
chr17	5905792	5905993	region_76710	0	+	5905792	5905993	0	1	201	5905787	cluster_1	Intron (ENSMUST00000002436/ENSMUSG00000002365, intron 7 of 17)	17	5941280	6032793	91514	1	ENSMUST00000146009	-35287	ENSMUSG00000023805	ENSMUSG00000023805
chr17	5943231	5943432	region_76716	0	+	5943231	5943432	0	1	201	5943226	cluster_1	Promoter (1-2kb)	17	5941403	6038555	97153	1	ENSMUST00000080283	1829	ENSMUSG00000023805	ENSMUSG00000023805
chr17	6948417	6948618	region_76798	0	+	6948417	6948618	0	1	201	6948411	cluster_1	Promoter (<=1kb)	17	6904716	6948356	43641	2	ENSMUST00000024572	-62	ENSMUSG00000023806	ENSMUSG00000023806
chr17	11142578	11142779	region_77237	0	+	11142578	11142779	0	1	201	11142577	cluster_1	Intron (ENSMUST00000168593/ENSMUSG00000023826, intron 1 of 5)	17	11067125	11635446	568322	1	ENSMUST00000066658	75454	ENSMUSG00000023826	ENSMUSG00000023826
chr17	11169458	11169659	region_77244	0	+	11169458	11169659	0	1	201	11169457	cluster_1	Intron (ENSMUST00000168593/ENSMUSG00000023826, intron 1 of 5)	17	11067125	11635446	568322	1	ENSMUST00000066658	102334	ENSMUSG00000023826	ENSMUSG00000023826
chr17	11162898	11163099	region_77243	0	+	11162898	11163099	0	1	201	11162897	cluster_1	Intron (ENSMUST00000168593/ENSMUSG00000023826, intron 1 of 5)	17	11067125	11635446	568322	1	ENSMUST00000066658	95774	ENSMUSG00000023826	ENSMUSG00000023826
chr17	11077140	11077341	region_77230	0	+	11077140	11077341	0	1	201	11077139	cluster_1	Intron (ENSMUST00000168593/ENSMUSG00000023826, intron 1 of 5)	17	11067125	11635446	568322	1	ENSMUST00000066658	10016	ENSMUSG00000023826	ENSMUSG00000023826
chr17	10984630	10984831	region_77225	0	+	10984630	10984831	0	1	201	10984629	cluster_1	Distal Intergenic	17	11067125	11493173	426049	1	ENSMUST00000168593	-82294	ENSMUSG00000023826	ENSMUSG00000023826
chr17	11157792	11157993	region_77241	0	+	11157792	11157993	0	1	201	11157791	cluster_1	Intron (ENSMUST00000168593/ENSMUSG00000023826, intron 1 of 5)	17	11067125	11635446	568322	1	ENSMUST00000066658	90668	ENSMUSG00000023826	ENSMUSG00000023826
chr17	8284219	8284420	region_76957	0	+	8284219	8284420	0	1	201	8284211	cluster_1	Promoter (<=1kb)	17	8284454	8297494	13041	1	ENSMUST00000142594	-34	ENSMUSG00000023861	ENSMUSG00000023861
chr17	8526438	8526639	region_76986	0	+	8526438	8526639	0	1	201	8526430	cluster_1	Promoter (<=1kb)	17	8526801	8982496	455696	1	ENSMUST00000115724	-162	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8859487	8859688	region_77029	0	+	8859487	8859688	0	1	201	8859479	cluster_1	Intron (ENSMUST00000115715/ENSMUSG00000023868, intron 1 of 21)	17	8849985	8982400	132416	1	ENSMUST00000115720	9503	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8527281	8527482	region_76987	0	+	8527281	8527482	0	1	201	8527273	cluster_1	Promoter (<=1kb)	17	8526801	8982496	455696	1	ENSMUST00000115724	481	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8905685	8905886	region_77035	0	+	8905685	8905886	0	1	201	8905677	cluster_1	Intron (ENSMUST00000115715/ENSMUSG00000023868, intron 2 of 21)	17	8893291	8930530	37240	1	ENSMUST00000136160	12395	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8803160	8803361	region_77021	0	+	8803160	8803361	0	1	201	8803152	cluster_1	Promoter (1-2kb)	17	8801779	8986645	184867	1	ENSMUST00000115717	1382	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8898645	8898846	region_77033	0	+	8898645	8898846	0	1	201	8898637	cluster_1	Intron (ENSMUST00000115715/ENSMUSG00000023868, intron 1 of 21)	17	8893291	8930530	37240	1	ENSMUST00000136160	5355	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8526020	8526221	region_76985	0	+	8526020	8526221	0	1	201	8526012	cluster_1	Promoter (<=1kb)	17	8525450	8923426	397977	1	ENSMUST00000115722	571	ENSMUSG00000023868	ENSMUSG00000023868
chr17	8508904	8509105	region_76982	0	+	8508904	8509105	0	1	201	8508896	cluster_1	Distal Intergenic	17	8525372	8981671	456300	1	ENSMUST00000115715	-16267	ENSMUSG00000023868	ENSMUSG00000023868
chr17	9069967	9070168	region_77059	0	+	9069967	9070168	0	1	201	9069958	cluster_1	Distal Intergenic	17	8988383	9005263	16881	1	ENSMUST00000136954	81585	ENSMUSG00000023873	ENSMUSG00000023873
chr17	9114087	9114288	region_77065	0	+	9114087	9114288	0	1	201	9114078	cluster_1	Distal Intergenic	17	8988383	9005263	16881	1	ENSMUST00000136954	125705	ENSMUSG00000023873	ENSMUSG00000023873
chr17	9083094	9083295	region_77061	0	+	9083094	9083295	0	1	201	9083085	cluster_1	Distal Intergenic	17	8988383	9005263	16881	1	ENSMUST00000136954	94712	ENSMUSG00000023873	ENSMUSG00000023873
chr17	9167842	9168043	region_77067	0	+	9167842	9168043	0	1	201	9167833	cluster_1	Distal Intergenic	17	8988383	9005263	16881	1	ENSMUST00000136954	179460	ENSMUSG00000023873	ENSMUSG00000023873
chr17	8987464	8987665	region_77049	0	+	8987464	8987665	0	1	201	8987456	cluster_1	Promoter (<=1kb)	17	8988333	9008319	19987	1	ENSMUST00000024650	-668	ENSMUSG00000023873	ENSMUSG00000023873
chr17	21422880	21423081	region_77812	0	+	21422880	21423081	0	1	201	21422878	cluster_1	Promoter (<=1kb)	17	21423227	21435640	12414	1	ENSMUST00000165230	-146	ENSMUSG00000023882	ENSMUSG00000023882
chr17	14666470	14666671	region_77593	0	+	14666470	14666671	0	1	201	14666469	cluster_1	Exon (ENSMUST00000170872/ENSMUSG00000023885, exon 1 of 22)	17	14665500	14694262	28763	2	ENSMUST00000170872	27591	ENSMUSG00000023885	ENSMUSG00000023885
chr17	14365702	14365903	region_77565	0	+	14365702	14365903	0	1	201	14365701	cluster_1	Intron (ENSMUST00000024660/ENSMUSG00000023886, intron 7 of 12)	17	14279506	14404790	125285	1	ENSMUST00000024660	86197	ENSMUSG00000023886	ENSMUSG00000023886
chr17	14366708	14366909	region_77566	0	+	14366708	14366909	0	1	201	14366707	cluster_1	Intron (ENSMUST00000024660/ENSMUSG00000023886, intron 7 of 12)	17	14279506	14404790	125285	1	ENSMUST00000024660	87203	ENSMUSG00000023886	ENSMUSG00000023886
chr17	21450527	21450728	region_77814	0	+	21450527	21450728	0	1	201	21450525	cluster_1	Promoter (<=1kb)	17	21450352	21465591	15240	1	ENSMUST00000039577	176	ENSMUSG00000023892	ENSMUSG00000023892
chr17	23677420	23677621	region_77870	0	+	23677420	23677621	0	1	201	23677418	cluster_1	Promoter (<=1kb)	17	23675447	23677449	2003	2	ENSMUST00000024698	0	ENSMUSG00000023905	ENSMUSG00000023905
chr17	43667025	43667226	region_79338	0	+	43667025	43667226	0	1	201	43667021	cluster_1	Promoter (<=1kb)	17	43641900	43667015	25116	2	ENSMUST00000024705	-11	ENSMUSG00000023912	ENSMUSG00000023912
chr17	43024593	43024794	region_79293	0	+	43024593	43024794	0	1	201	43024589	cluster_1	Intron (ENSMUST00000024708/ENSMUSG00000023915, intron 1 of 5)	17	43016555	43089188	72634	1	ENSMUST00000024708	8039	ENSMUSG00000023915	ENSMUSG00000023915
chr17	43017829	43018030	region_79291	0	+	43017829	43018030	0	1	201	43017825	cluster_1	Promoter (1-2kb)	17	43016555	43089188	72634	1	ENSMUST00000024708	1275	ENSMUSG00000023915	ENSMUSG00000023915
chr17	42711672	42711873	region_79272	0	+	42711672	42711873	0	1	201	42711668	cluster_1	Intron (ENSMUST00000113614/ENSMUSG00000057899, intron 5 of 5)	17	42656894	42692284	35391	2	ENSMUST00000167993	-19389	ENSMUSG00000023918	ENSMUSG00000023918
chr17	41197186	41197387	region_79207	0	+	41197186	41197387	0	1	201	41197182	cluster_1	Distal Intergenic	17	40923051	40935047	11997	2	ENSMUST00000087114	-262140	ENSMUSG00000023919	ENSMUSG00000023919
chr17	41152412	41152613	region_79202	0	+	41152412	41152613	0	1	201	41152408	cluster_1	Distal Intergenic	17	40923051	40935047	11997	2	ENSMUST00000087114	-217366	ENSMUSG00000023919	ENSMUSG00000023919
chr17	51179512	51179713	region_79999	0	+	51179512	51179713	0	1	201	51179507	cluster_1	Promoter (<=1kb)	17	50733127	51179349	446223	2	ENSMUST00000024717	-164	ENSMUSG00000023923	ENSMUSG00000023923
chr17	51174183	51174384	region_79998	0	+	51174183	51174384	0	1	201	51174178	cluster_1	Intron (ENSMUST00000024717/ENSMUSG00000023923, intron 1 of 21)	17	50733127	51179349	446223	2	ENSMUST00000024717	4965	ENSMUSG00000023923	ENSMUSG00000023923
chr17	51534952	51535153	region_80020	0	+	51534952	51535153	0	1	201	51534947	cluster_1	Distal Intergenic	17	51739988	51742266	2279	2	ENSMUST00000137697	207113	ENSMUSG00000023927	ENSMUSG00000023927
chr17	51761528	51761729	region_80028	0	+	51761528	51761729	0	1	201	51761523	cluster_1	Intron (ENSMUST00000144331/ENSMUSG00000023927, intron 9 of 10)	17	51739476	51742718	3243	2	ENSMUST00000126823	-18811	ENSMUSG00000023927	ENSMUSG00000023927
chr17	45686336	45686537	region_79518	0	+	45686336	45686537	0	1	201	45686332	cluster_1	Promoter (<=1kb)	17	45686357	45698178	11822	1	ENSMUST00000149040	0	ENSMUSG00000023939	ENSMUSG00000023939
chr17	45574228	45574429	region_79499	0	+	45574228	45574429	0	1	201	45574224	cluster_1	Promoter (<=1kb)	17	45571018	45573271	2254	2	ENSMUST00000151306	-958	ENSMUSG00000023944	ENSMUSG00000023944
chr17	46032635	46032836	region_79552	0	+	46032635	46032836	0	1	201	46032631	cluster_1	Promoter (<=1kb)	17	46016996	46032377	15382	2	ENSMUST00000167860	-259	ENSMUSG00000023951	ENSMUSG00000023951
chr17	46033189	46033390	region_79553	0	+	46033189	46033390	0	1	201	46033185	cluster_1	Promoter (<=1kb)	17	46016996	46032377	15382	2	ENSMUST00000167860	-813	ENSMUSG00000023951	ENSMUSG00000023951
chr17	46031927	46032128	region_79551	0	+	46031927	46032128	0	1	201	46031923	cluster_1	Promoter (<=1kb)	17	46016993	46031815	14823	2	ENSMUST00000024747	-113	ENSMUSG00000023951	ENSMUSG00000023951
chr17	46160805	46161006	region_79560	0	+	46160805	46161006	0	1	201	46160801	cluster_1	Promoter (<=1kb)	17	46161032	46169368	8337	1	ENSMUST00000169383	-26	ENSMUSG00000023952	ENSMUSG00000023952
chr17	44026510	44026711	region_79361	0	+	44026510	44026711	0	1	201	44026506	cluster_1	Intron (ENSMUST00000044895/ENSMUSG00000039601, intron 4 of 4)	17	44078813	44086567	7755	1	ENSMUST00000154166	-52102	ENSMUSG00000023960	ENSMUSG00000023960
chr17	63465331	63465532	region_80641	0	+	63465331	63465532	0	1	201	63465325	cluster_1	Intron (ENSMUST00000024761/ENSMUSG00000023965, intron 4 of 8)	17	63057782	63456166	398385	2	ENSMUST00000112839	-9166	ENSMUSG00000023965	ENSMUSG00000023965
chr17	46144196	46144397	region_79558	0	+	46144196	46144397	0	1	201	46144192	cluster_1	Promoter (<=1kb)	17	46129271	46144216	14946	2	ENSMUST00000024762	0	ENSMUSG00000023966	ENSMUSG00000023966
chr17	46621360	46621561	region_79595	0	+	46621360	46621561	0	1	201	46621356	cluster_1	Intron (ENSMUST00000044442/ENSMUSG00000023972, intron 1 of 19)	17	46564451	46629504	65054	2	ENSMUST00000044442	7943	ENSMUSG00000023972	ENSMUSG00000023972
chr17	46751999	46752200	region_79612	0	+	46751999	46752200	0	1	201	46751995	cluster_1	Promoter (<=1kb)	17	46735756	46752197	16442	2	ENSMUST00000129200	0	ENSMUSG00000023973	ENSMUSG00000023973
chr17	47574855	47575056	region_79673	0	+	47574855	47575056	0	1	201	47574851	cluster_1	Intron (ENSMUST00000037333/ENSMUSG00000034165, intron 1 of 6)	17	47599331	47611492	12162	2	ENSMUST00000024783	36436	ENSMUSG00000023988	ENSMUSG00000023988
chr17	47594637	47594838	region_79676	0	+	47594637	47594838	0	1	201	47594633	cluster_1	Exon (ENSMUST00000037333/ENSMUSG00000034165, exon 4 of 7)	17	47599331	47611492	12162	2	ENSMUST00000024783	16654	ENSMUSG00000023988	ENSMUSG00000023988
chr17	47879424	47879625	region_79701	0	+	47879424	47879625	0	1	201	47879420	cluster_1	Promoter (<=1kb)	17	47878480	47878953	474	2	ENSMUST00000154108	-472	ENSMUSG00000023991	ENSMUSG00000023991
chr17	48393411	48393612	region_79733	0	+	48393411	48393612	0	1	201	48393407	cluster_1	Promoter (<=1kb)	17	48389224	48393459	4236	2	ENSMUST00000161256	0	ENSMUSG00000023994	ENSMUSG00000023994
chr17	49688010	49688211	region_79852	0	+	49688010	49688211	0	1	201	49688006	cluster_1	Intron (ENSMUST00000024798/ENSMUSG00000023999, intron 6 of 11)	17	49714110	49755388	41279	1	ENSMUST00000160049	-25899	ENSMUSG00000023999	ENSMUSG00000023999
chr17	49640048	49640249	region_79847	0	+	49640048	49640249	0	1	201	49640044	cluster_1	Intron (ENSMUST00000024798/ENSMUSG00000023999, intron 3 of 11)	17	49615172	49909847	294676	1	ENSMUST00000162854	24877	ENSMUSG00000023999	ENSMUSG00000023999
chr17	49867480	49867681	region_79876	0	+	49867480	49867681	0	1	201	49867476	cluster_1	Intron (ENSMUST00000162854/ENSMUSG00000023999, intron 15 of 22)	17	49887628	49909847	22220	1	ENSMUST00000159354	-19947	ENSMUSG00000023999	ENSMUSG00000023999
chr17	49614675	49614876	region_79843	0	+	49614675	49614876	0	1	201	49614671	cluster_1	Promoter (<=1kb)	17	49615136	49755388	140253	1	ENSMUST00000024798	-260	ENSMUSG00000023999	ENSMUSG00000023999
chr17	49615302	49615503	region_79844	0	+	49615302	49615503	0	1	201	49615298	cluster_1	Promoter (<=1kb)	17	49615172	49909847	294676	1	ENSMUST00000162854	131	ENSMUSG00000023999	ENSMUSG00000023999
chr17	29007713	29007914	region_78430	0	+	29007713	29007914	0	1	201	29007711	cluster_1	Promoter (<=1kb)	17	28991405	29007735	16331	2	ENSMUST00000142366	0	ENSMUSG00000024006	ENSMUSG00000024006
chr17	29238249	29238450	region_78455	0	+	29238249	29238450	0	1	201	29238247	cluster_1	Promoter (<=1kb)	17	29156550	29237797	81248	2	ENSMUST00000024805	-453	ENSMUSG00000024008	ENSMUSG00000024008
chr17	29246647	29246848	region_78458	0	+	29246647	29246848	0	1	201	29246645	cluster_1	Distal Intergenic	17	29156550	29237797	81248	2	ENSMUST00000024805	-8851	ENSMUSG00000024008	ENSMUSG00000024008
chr17	29347828	29348029	region_78473	0	+	29347828	29348029	0	1	201	29347826	cluster_1	Promoter (<=1kb)	17	29332072	29347904	15833	2	ENSMUST00000095427	0	ENSMUSG00000024012	ENSMUSG00000024012
chr17	29503361	29503562	region_78488	0	+	29503361	29503562	0	1	201	29503359	cluster_1	Distal Intergenic	17	29490812	29495445	4634	1	ENSMUST00000024811	12550	ENSMUSG00000024014	ENSMUSG00000024014
chr17	29490178	29490379	region_78484	0	+	29490178	29490379	0	1	201	29490176	cluster_1	Promoter (<=1kb)	17	29490812	29495445	4634	1	ENSMUST00000024811	-433	ENSMUSG00000024014	ENSMUSG00000024014
chr17	29492943	29493144	region_78486	0	+	29492943	29493144	0	1	201	29492941	cluster_1	Promoter (2-3kb)	17	29490812	29495445	4634	1	ENSMUST00000024811	2132	ENSMUSG00000024014	ENSMUSG00000024014
chr17	29716726	29716927	region_78507	0	+	29716726	29716927	0	1	201	29716724	cluster_1	Promoter (<=1kb)	17	29699999	29716963	16965	2	ENSMUST00000131807	36	ENSMUSG00000024018	ENSMUSG00000024018
chr17	29711206	29711407	region_78506	0	+	29711206	29711407	0	1	201	29711204	cluster_1	Intron (ENSMUST00000137079/ENSMUSG00000024018, intron 1 of 3)	17	29699999	29716963	16965	2	ENSMUST00000131807	5556	ENSMUSG00000024018	ENSMUSG00000024018
chr17	29680356	29680557	region_78504	0	+	29680356	29680557	0	1	201	29680354	cluster_1	Promoter (<=1kb)	17	29680446	29689991	9546	1	ENSMUST00000130052	0	ENSMUSG00000024019	ENSMUSG00000024019
chr17	31281759	31281960	region_78706	0	+	31281759	31281960	0	1	201	31281756	cluster_1	Distal Intergenic	17	31255019	31277356	22338	2	ENSMUST00000024832	-4404	ENSMUSG00000024033	ENSMUSG00000024033
chr17	31335414	31335615	region_78721	0	+	31335414	31335615	0	1	201	31335411	cluster_1	Intron (ENSMUST00000171233/ENSMUSG00000024036, intron 11 of 19)	17	31296219	31350696	54478	1	ENSMUST00000165149	39196	ENSMUSG00000024036	ENSMUSG00000024036
chr17	31313091	31313292	region_78712	0	+	31313091	31313292	0	1	201	31313088	cluster_1	Intron (ENSMUST00000171233/ENSMUSG00000024036, intron 3 of 19)	17	31296219	31350696	54478	1	ENSMUST00000165149	16873	ENSMUSG00000024036	ENSMUSG00000024036
chr17	31327400	31327601	region_78716	0	+	31327400	31327601	0	1	201	31327397	cluster_1	Intron (ENSMUST00000171233/ENSMUSG00000024036, intron 9 of 19)	17	31296219	31350696	54478	1	ENSMUST00000165149	31182	ENSMUSG00000024036	ENSMUSG00000024036
chr17	31327737	31327938	region_78717	0	+	31327737	31327938	0	1	201	31327734	cluster_1	Intron (ENSMUST00000171233/ENSMUSG00000024036, intron 9 of 19)	17	31296219	31350696	54478	1	ENSMUST00000165149	31519	ENSMUSG00000024036	ENSMUSG00000024036
chr17	31747996	31748197	region_78765	0	+	31747996	31748197	0	1	201	31747993	cluster_1	Distal Intergenic	17	31677933	31681722	3790	1	ENSMUST00000019192	70064	ENSMUSG00000024041	ENSMUSG00000024041
chr17	31856791	31856992	region_78785	0	+	31856791	31856992	0	1	201	31856788	cluster_1	Promoter (<=1kb)	17	31844248	31855792	11545	2	ENSMUST00000024839	-1000	ENSMUSG00000024042	ENSMUSG00000024042
chr17	31790677	31790878	region_78775	0	+	31790677	31790878	0	1	201	31790674	cluster_1	Distal Intergenic	17	31844248	31855792	11545	2	ENSMUST00000024839	64914	ENSMUSG00000024042	ENSMUSG00000024042
chr17	31855000	31855201	region_78784	0	+	31855000	31855201	0	1	201	31854997	cluster_1	Promoter (<=1kb)	17	31844248	31855792	11545	2	ENSMUST00000024839	591	ENSMUSG00000024042	ENSMUSG00000024042
chr17	69222447	69222648	region_81041	0	+	69222447	69222648	0	1	201	69222441	cluster_1	Intron (ENSMUST00000080208/ENSMUSG00000024044, intron 3 of 21)	17	69156810	69289985	133176	1	ENSMUST00000112680	65638	ENSMUSG00000024044	ENSMUSG00000024044
chr17	69077320	69077521	region_81028	0	+	69077320	69077521	0	1	201	69077314	cluster_1	Distal Intergenic	17	69156810	69289985	133176	1	ENSMUST00000080208	-79289	ENSMUSG00000024044	ENSMUSG00000024044
chr17	69128003	69128204	region_81033	0	+	69128003	69128204	0	1	201	69127997	cluster_1	Distal Intergenic	17	69156810	69289985	133176	1	ENSMUST00000080208	-28606	ENSMUSG00000024044	ENSMUSG00000024044
chr17	71002821	71003022	region_81254	0	+	71002821	71003022	0	1	201	71002814	cluster_1	Promoter (<=1kb)	17	70994549	71002878	8330	2	ENSMUST00000123686	0	ENSMUSG00000024048	ENSMUSG00000024048
chr17	32389475	32389676	region_78851	0	+	32389475	32389676	0	1	201	32389472	cluster_1	Promoter (<=1kb)	17	32376178	32389401	13224	2	ENSMUST00000087699	-75	ENSMUSG00000024050	ENSMUSG00000024050
chr17	32365557	32365758	region_78848	0	+	32365557	32365758	0	1	201	32365554	cluster_1	Promoter (1-2kb)	17	32361675	32364463	2789	2	ENSMUST00000168943	-1095	ENSMUSG00000024050	ENSMUSG00000024050
chr17	71165629	71165830	region_81267	0	+	71165629	71165830	0	1	201	71165622	cluster_1	Distal Intergenic	17	71182560	71235119	52560	1	ENSMUST00000142842	-16730	ENSMUSG00000024052	ENSMUSG00000024052
chr17	71160061	71160262	region_81264	0	+	71160061	71160262	0	1	201	71160054	cluster_1	Distal Intergenic	17	71182560	71235119	52560	1	ENSMUST00000142842	-22298	ENSMUSG00000024052	ENSMUSG00000024052
chr17	71303499	71303700	region_81274	0	+	71303499	71303700	0	1	201	71303492	cluster_1	Intron (ENSMUST00000024849/ENSMUSG00000024053, intron 2 of 7)	17	71252176	71310965	58790	2	ENSMUST00000024849	7265	ENSMUSG00000024053	ENSMUSG00000024053
chr17	71414786	71414987	region_81280	0	+	71414786	71414987	0	1	201	71414779	cluster_1	Intron (ENSMUST00000127430/ENSMUSG00000024054, intron 19 of 47)	17	71390481	71391727	1247	2	ENSMUST00000136071	-23060	ENSMUSG00000024054	ENSMUSG00000024054
chr17	71475718	71475919	region_81289	0	+	71475718	71475919	0	1	201	71475711	cluster_1	Promoter (<=1kb)	17	71344489	71475343	130855	2	ENSMUST00000127430	-376	ENSMUSG00000024054	ENSMUSG00000024054
chr17	72919110	72919311	region_81382	0	+	72919110	72919311	0	1	201	72919103	cluster_1	Promoter (<=1kb)	17	72918305	72941942	23638	1	ENSMUST00000024857	806	ENSMUSG00000024063	ENSMUSG00000024063
chr17	73726804	73727005	region_81488	0	+	73726804	73727005	0	1	201	73726797	cluster_1	Distal Intergenic	17	73572784	73710453	137670	2	ENSMUST00000146565	-16352	ENSMUSG00000024064	ENSMUSG00000024064
