baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName
ENSMUSG00000020986	6219.35513928111	0.0180223250444541	0.0423145796290049	0.617847871235108	0.818698627311441	chr12	58958383	59012017	cluster_1	Promoter (<=1kb)	12	58958383	59012017	53635	2	ENSMUST00000021375	0	ENSMUSG00000020986
ENSMUSG00000020988	730.261873571923	0.0117499126214132	0.0710837894107385	0.798383211910173	0.915087760786336	chr12	69690435	69724874	cluster_4	Promoter (<=1kb)	12	69690436	69724874	34439	2	ENSMUST00000021370	0	ENSMUSG00000020988
ENSMUSG00000020990	169.300492910814	0.117599870771016	0.187309095265321	0.0288653312468523	0.152585240687328	chr12	69746847	69790707	cluster_1	Promoter (<=1kb)	12	69746848	69790707	43860	2	ENSMUST00000021377	0	ENSMUSG00000020990
ENSMUSG00000020993	1807.09472432279	-0.060470011845457	0.059888484709233	0.196676255717882	0.46426459130838	chr12	59043091	59061472	cluster_4	Promoter (<=1kb)	12	59043093	59061461	18369	2	ENSMUST00000021380	0	ENSMUSG00000020993
ENSMUSG00000020994	4300.6652215178	-0.0121744268919355	0.0548064385905521	0.781791022824485	0.907094823352514	chr12	59066918	59074017	cluster_4	Promoter (<=1kb)	12	59066919	59074017	7099	1	ENSMUST00000021381	0	ENSMUSG00000020994
ENSMUSG00000021000	1389.81381091256	0.0632421050350903	0.0692777924212452	0.206990091957445	0.477375419199145	chr12	59129745	59190220	cluster_5	Promoter (<=1kb)	12	59129746	59190173	60428	1	ENSMUST00000176892	0	ENSMUSG00000021000
ENSMUSG00000021003	1376.20367824948	0.047551535238027	0.063826011054345	0.321348244727378	0.596294646807987	chr12	98202299	98259459	cluster_4	Promoter (<=1kb)	12	98202304	98259459	57156	2	ENSMUST00000021390	0	ENSMUSG00000021003
ENSMUSG00000021007	587.583806609556	-0.0505075939073864	0.0786758272149544	0.305473439276733	0.581271984021315	chr12	98628141	98669819	cluster_3	Promoter (<=1kb)	12	98628157	98669815	41659	1	ENSMUST00000048402	0	ENSMUSG00000021007
ENSMUSG00000021009	489.028262831246	-0.00839951752011781	0.0741906456524725	0.848302387780468	0.937202422840344	chr12	98676740	98734645	cluster_4	Promoter (<=1kb)	12	98676741	98734645	57905	2	ENSMUST00000085116	0	ENSMUSG00000021009
ENSMUSG00000021010	1325.47879016768	-0.136359973665696	0.0826254272385587	0.0219465073950106	0.129741762054171	chr12	53248676	54072175	cluster_4	Promoter (<=1kb)	12	53248677	54072175	823499	1	ENSMUST00000101432	0	ENSMUSG00000021010
ENSMUSG00000021012	4225.27905952547	-0.0176490792797589	0.0468228607491592	0.661329184657061	0.841045091894513	chr12	98746967	98787774	cluster_5	Promoter (<=1kb)	12	98746968	98787774	40807	1	ENSMUST00000057000	0	ENSMUSG00000021012
ENSMUSG00000021013	736.634551371667	0.00296756281594923	0.0705036072029021	0.948632452755153	0.979826411976845	chr12	98920573	98983238	cluster_2	Promoter (<=1kb)	12	98920574	98983232	62659	1	ENSMUST00000085109	0	ENSMUSG00000021013
ENSMUSG00000021018	1093.50180792838	-0.0271172926987759	0.0728715033879109	0.547015216738343	0.775227146763816	chr16	20717825	20722265	cluster_1	Promoter (<=1kb)	16	20718172	20722007	3836	1	ENSMUST00000161038	0	ENSMUSG00000021018
ENSMUSG00000021022	1248.23631547334	-0.0277530386706514	0.0634926221595567	0.551609689268559	0.777921172159718	chr12	55280813	55303000	cluster_3	Promoter (<=1kb)	12	55280814	55303000	22187	2	ENSMUST00000021410	0	ENSMUSG00000021022
ENSMUSG00000021024	5255.09713549164	-0.117452862729411	0.0597776897970681	0.0151142136398078	0.101960264568689	chr12	55370694	55491306	cluster_5	Promoter (<=1kb)	12	55384222	55418310	34089	1	ENSMUST00000163070	0	ENSMUSG00000021024
ENSMUSG00000021025	1155.9966641956	0.087623192429312	0.0945122208154171	0.114184132509988	0.346072284430686	chr12	55489408	55492647	cluster_3	Promoter (<=1kb)	12	55489411	55492647	3237	2	ENSMUST00000021413	0	ENSMUSG00000021025
ENSMUSG00000021027	3583.89378793036	0.0862824481962334	0.0521818607067679	0.0467196130369426	0.204636333501148	chr12	55602889	55821516	cluster_5	Promoter (<=1kb)	12	55602929	55821167	218239	2	ENSMUST00000085385	0	ENSMUSG00000021027
ENSMUSG00000021028	481.536482118711	0.00959161415475658	0.0769184295340091	0.823545595195573	0.925435223605836	chr12	56328306	56345894	cluster_4	Promoter (<=1kb)	12	56328306	56345894	17589	2	ENSMUST00000021416	0	ENSMUSG00000021028
ENSMUSG00000021032	65.796013518534	0.0139613412045925	0.0916063718657127	0.457178183227774	NA	chr12	87097530	87102539	cluster_5	Promoter (<=1kb)	12	87097531	87102522	4992	2	ENSMUST00000110177	0	ENSMUSG00000021032
ENSMUSG00000021033	1456.51904352915	0.0284728112034001	0.0606839770896848	0.538140909982588	0.769698053569978	chr12	87106860	87147902	cluster_3	Promoter (<=1kb)	12	87147707	87164721	17015	1	ENSMUST00000063117	0	ENSMUSG00000021033
ENSMUSG00000021036	2404.4331971658	0.00664015981654948	0.0539915534452777	0.879772160522527	0.952471451657456	chr12	87305057	87388355	cluster_4	Promoter (<=1kb)	12	87305058	87388355	83298	2	ENSMUST00000021424	0	ENSMUSG00000021036
ENSMUSG00000021037	5208.735106294	-0.0922298121711842	0.0567892428261124	0.0472842732048232	0.205809067327618	chr12	87266727	87273952	cluster_4	Promoter (<=1kb)	12	87266746	87273997	7252	1	ENSMUST00000021425	0	ENSMUSG00000021037
ENSMUSG00000021038	3256.48775435292	-0.0810919267229062	0.0683156513442831	0.110986053869485	0.340872559200302	chr12	87238874	87264244	cluster_1	Promoter (<=1kb)	12	87238875	87264244	25370	2	ENSMUST00000021426	0	ENSMUSG00000021038
ENSMUSG00000021039	4144.00250893505	-0.0675111844265944	0.0487485404921613	0.105079939447777	0.330572805529713	chr12	87449909	87472299	cluster_3	Promoter (<=1kb)	12	87449936	87472299	22364	2	ENSMUST00000021428	0	ENSMUSG00000021039
ENSMUSG00000021040	1296.39238910934	-0.0934825628664477	0.0757882923964946	0.0824452337797831	0.286894348559692	chr12	87442847	87444017	cluster_4	Promoter (<=1kb)	12	87443896	87452206	8311	1	ENSMUST00000161023	0	ENSMUSG00000021040
ENSMUSG00000021044	1528.50173692396	0.0104826705523028	0.0567751021480797	0.816144675417978	0.921653114639902	chr12	88360513	88461726	cluster_3	Promoter (<=1kb)	12	88360554	88461719	101166	1	ENSMUST00000101165	0	ENSMUSG00000021044
ENSMUSG00000021047	1915.10925241177	0.695061435919244	0.125775297328785	1.54457045316389e-09	2.67654752402638e-07	chr12	46694516	46818775	cluster_1	Promoter (<=1kb)	12	46694517	46818775	124259	2	ENSMUST00000021438	0	ENSMUSG00000021047
ENSMUSG00000021048	2045.33424430153	-0.00645757539687962	0.0585052007379257	0.885317758841531	0.954635101032524	chr12	76255231	76319820	cluster_3	Promoter (<=1kb)	12	76255232	76319820	64589	1	ENSMUST00000021443	0	ENSMUSG00000021048
ENSMUSG00000021051	4776.39699167624	-0.0505207342976876	0.0478128153881456	0.216523668203339	0.488393688952633	chr12	75450880	75596200	cluster_4	Promoter (<=1kb)	12	75450883	75596200	145318	2	ENSMUST00000021447	0	ENSMUSG00000021051
ENSMUSG00000021054	1101.72094939006	0.0703797221122257	0.077725722175939	0.175740917749313	0.439308556316377	chr12	75714247	75735729	cluster_1	Promoter (<=1kb)	12	75714248	75735729	21482	2	ENSMUST00000021450	0	ENSMUSG00000021054
ENSMUSG00000021055	5.79949245663041	0.00862267757072507	0.0924108857320806	0.22074785496294	NA	chr12	76120418	76177259	cluster_4	Promoter (<=1kb)	12	76120419	76167715	47297	2	ENSMUST00000110421	0	ENSMUSG00000021055
ENSMUSG00000021057	627.641354126407	0.255101755878201	0.120286604958741	0.00257201964505503	0.031005137686433	chr12	76324890	76334151	cluster_4	Promoter (<=1kb)	12	76324891	76334151	9261	1	ENSMUST00000154078	0	ENSMUSG00000021057
ENSMUSG00000021061	953.221425803601	0.0636382625660026	0.0807415881630029	0.207671770382159	0.478462762249573	chr12	76580487	76710547	cluster_4	Promoter (<=1kb)	12	76580488	76710547	130060	2	ENSMUST00000021458	0	ENSMUSG00000021061
ENSMUSG00000021062	2131.13277670667	0.0381983794518657	0.0752519337753763	0.421834412200424	0.688270481269726	chr12	76797962	76822524	cluster_4	Promoter (<=1kb)	12	76799874	76800834	961	2	ENSMUST00000143863	0	ENSMUSG00000021062
ENSMUSG00000021065	2805.48905498253	0.0483387335339048	0.0605965442471345	0.292215131092854	0.569465411815251	chr12	77238103	77475996	cluster_3	Promoter (<=1kb)	12	77238104	77475996	237893	1	ENSMUST00000171770	0	ENSMUSG00000021065
ENSMUSG00000021066	2947.74122993063	0.0247093205774912	0.0617319001578699	0.596848312466645	0.805266000557187	chr12	69803756	69893163	cluster_4	Promoter (<=1kb)	12	69893105	69964085	70981	1	ENSMUST00000021466	0	ENSMUSG00000021066
ENSMUSG00000021067	1392.93966322743	0.0133673945139237	0.0620124978114295	0.77576089826549	0.904032728030807	chr12	69965012	69987002	cluster_5	Promoter (<=1kb)	12	69965012	69987002	21991	2	ENSMUST00000021467	0	ENSMUSG00000021067
ENSMUSG00000021068	2153.01411501706	-0.102938212623384	0.0819082825704663	0.0667925811255194	0.255222037525655	chr12	70011434	70102854	cluster_1	Promoter (<=1kb)	12	70011435	70102833	91399	2	ENSMUST00000085314	0	ENSMUSG00000021068
ENSMUSG00000021069	601.64701113253	0.0800142356824912	0.126002200128144	0.073797165377716	0.270335621860692	chr12	70190814	70227683	cluster_5	Promoter (<=1kb)	12	70190811	70227683	36873	2	ENSMUST00000071250	0	ENSMUSG00000021069
ENSMUSG00000021070	115.8190641019	0.0538701947190567	0.108162423220688	0.100757348358313	0.322587084451545	chr12	105513432	105515248	cluster_1	Distal Intergenic	12	105563172	105593071	29900	1	ENSMUST00000001652	-47924	ENSMUSG00000021070
ENSMUSG00000021071	3315.47492314562	-0.0380793004285266	0.0587394933277261	0.425917382019689	0.691367205370309	chr12	70244534	70347614	cluster_3	Promoter (<=1kb)	12	70244539	70347614	103076	2	ENSMUST00000110520	0	ENSMUSG00000021071
ENSMUSG00000021072	2620.79046188636	0.073506383073865	0.0621486254937313	0.128466577493801	0.368624190806089	chr12	70453153	70467624	cluster_4	Promoter (<=1kb)	12	70456038	70466253	10216	1	ENSMUST00000162277	0	ENSMUSG00000021072
ENSMUSG00000021076	4626.31407082721	-0.0579188407365404	0.0497366562175435	0.168640263496472	0.428101075416882	chr12	70937856	70964717	cluster_4	Promoter (<=1kb)	12	70937857	70964718	26862	1	ENSMUST00000021479	0	ENSMUSG00000021076
ENSMUSG00000021079	992.058396480536	-0.0927068622468619	0.079906012587816	0.0897916886049093	0.302131596876179	chr12	71123171	71136675	cluster_3	Promoter (<=1kb)	12	71123173	71136675	13503	2	ENSMUST00000021486	0	ENSMUSG00000021079
ENSMUSG00000021087	47640.1350954569	0.0535535893902985	0.0433181651516547	0.160035558621943	0.414514085507695	chr12	72211748	72409054	cluster_1	Promoter (<=1kb)	12	72211752	72235739	23988	2	ENSMUST00000150156	0	ENSMUSG00000021087
ENSMUSG00000021090	70.8948810834597	0.0130715033680894	0.089465204203253	0.609432332002174	0.814240595465125	chr12	72441865	72497239	cluster_4	Promoter (<=1kb)	12	72441866	72510565	68700	1	ENSMUST00000162159	0	ENSMUSG00000021090
ENSMUSG00000021091	93.2493914105156	0.0612636764447688	0.118376804392345	0.0382272443210056	0.181923888782046	chr12	104406707	104414329	cluster_4	Promoter (<=1kb)	12	104406729	104414329	7601	1	ENSMUST00000021506	0	ENSMUSG00000021091
ENSMUSG00000021094	223.447817829695	0.0113228123470153	0.0847688986808535	0.745302179979746	0.888631987706134	chr12	72650352	72664828	cluster_4	Promoter (<=1kb)	12	72650356	72664828	14473	2	ENSMUST00000021512	0	ENSMUSG00000021094
ENSMUSG00000021096	6345.71113196072	-0.00803267991411759	0.0469524215663354	0.847242015001478	0.936749451283675	chr12	72761210	72794940	cluster_4	Promoter (<=1kb)	12	72761211	72794940	33730	1	ENSMUST00000021514	0	ENSMUSG00000021096
ENSMUSG00000021097	500.634178857272	0.125150581029581	0.149236681027415	0.0454298095137035	0.201533903772311	chr12	104763113	104865076	cluster_4	Promoter (<=1kb)	12	104763114	104865076	101963	2	ENSMUST00000109936	0	ENSMUSG00000021097
ENSMUSG00000021098	67.0315785684168	0.01418036650235	0.0895563425917459	0.584406150568812	NA	chr12	72881108	72917765	cluster_5	Promoter (<=1kb)	12	72881109	72917760	36652	2	ENSMUST00000110489	0	ENSMUSG00000021098
ENSMUSG00000021102	1880.87108464719	-0.0373476607209196	0.0703477009720448	0.435047933326353	0.69804045135454	chr12	105032617	105040911	cluster_2	Promoter (<=1kb)	12	105032689	105040910	8222	1	ENSMUST00000021522	0	ENSMUSG00000021102
ENSMUSG00000021103	585.983916145151	0.0806785114093029	0.0924780780126765	0.137211681503247	0.382598316230548	chr12	73123716	73273988	cluster_4	Promoter (<=1kb)	12	73123717	73273988	150272	1	ENSMUST00000021523	0	ENSMUSG00000021103
ENSMUSG00000021108	321.967354624292	0.417257997731075	0.198457739908379	0.0014547718020591	0.0208557409430665	chr12	73584795	73778184	cluster_5	Promoter (<=1kb)	12	73584797	73778185	193389	1	ENSMUST00000021527	0	ENSMUSG00000021108
ENSMUSG00000021109	4509.20481488685	0.0419772891786577	0.0544719183842857	0.343231722214543	0.617629979888398	chr12	73901323	73947530	cluster_5	Promoter (<=1kb)	12	73901375	73947530	46156	1	ENSMUST00000110461	0	ENSMUSG00000021109
ENSMUSG00000021111	7763.74909318263	-0.0175793839655667	0.0433846681689749	0.654715286404584	0.838134455638517	chr12	105784701	105838943	cluster_4	Promoter (<=1kb)	12	105784704	105834893	50190	1	ENSMUST00000168186	0	ENSMUSG00000021111
ENSMUSG00000021112	996.027032553419	0.0632126352832998	0.0738795645243093	0.213011076234581	0.484570487338365	chr12	78748946	78840713	cluster_4	Promoter (<=1kb)	12	78748947	78840711	91765	1	ENSMUST00000082024	0	ENSMUSG00000021112
ENSMUSG00000021113	1847.541281348	0.0674072481860637	0.061791370158615	0.15790030265351	0.411516446011375	chr12	73964529	73984820	cluster_4	Promoter (<=1kb)	12	73964530	73984820	20291	1	ENSMUST00000021532	0	ENSMUSG00000021113
ENSMUSG00000021114	3776.88647788629	-0.0559115998410735	0.0556605023922512	0.208205871711476	0.479536776785698	chr12	78842981	78861638	cluster_2	Promoter (<=1kb)	12	78842989	78861638	18650	2	ENSMUST00000021536	0	ENSMUSG00000021114
ENSMUSG00000021115	1592.50836367747	-0.165908141066309	0.0987502707819097	0.013178824653214	0.0938838880614109	chr12	106010262	106077410	cluster_2	Promoter (<=1kb)	12	106010263	106077410	67148	1	ENSMUST00000021539	0	ENSMUSG00000021115
ENSMUSG00000021116	3123.82109925924	-0.040426939265983	0.051957377693678	0.346672698249211	0.621241418798967	chr12	78862071	78887010	cluster_2	Promoter (<=1kb)	12	78861819	78887010	25192	1	ENSMUST00000071230	253	ENSMUSG00000021116
ENSMUSG00000021118	20.877044642926	0.00913194617236242	0.0918715621447877	0.467640031177404	NA	chr12	78888696	78906938	cluster_5	Promoter (<=1kb)	12	78888691	78906964	18274	2	ENSMUST00000021544	26	ENSMUSG00000021118
ENSMUSG00000021120	513.01125495136	-0.0128840684039476	0.0737029931298776	0.772545830264953	0.902866535572673	chr12	79080669	79089670	cluster_4	Promoter (<=1kb)	12	79080673	79089670	8998	2	ENSMUST00000072154	0	ENSMUSG00000021120
ENSMUSG00000021123	35.8528813733783	0.000107261297769277	0.0899393749399978	0.997767539348592	NA	chr12	79208912	79222664	cluster_5	Promoter (<=1kb)	12	79208914	79222665	13752	1	ENSMUST00000021548	0	ENSMUSG00000021123
ENSMUSG00000021124	3007.27123264887	-0.108639675658943	0.0667627515411014	0.0363379846879518	0.176248820162186	chr12	79156016	79172458	cluster_3	Promoter (<=1kb)	12	79156170	79172448	16279	2	ENSMUST00000162789	0	ENSMUSG00000021124
ENSMUSG00000021125	150.898325958154	-0.0751254457323721	0.124154234158264	0.0714604986857264	0.26540539599202	chr12	79130787	79156301	cluster_5	Promoter (<=1kb)	12	79130777	79156301	25525	1	ENSMUST00000021550	11	ENSMUSG00000021125
ENSMUSG00000021127	2927.88432595302	0.227068710432487	0.0614220948120852	2.69758878509922e-05	0.00106648966524824	chr12	79917018	79924733	cluster_4	Distal Intergenic	12	80108698	80112998	4301	2	ENSMUST00000165114	188265	ENSMUSG00000021127
ENSMUSG00000021130	3346.7465468127	0.0791957723988974	0.0734665524366768	0.130021542112818	0.371096412854611	chr12	80518989	80603896	cluster_2	Promoter (<=1kb)	12	80518990	80603896	84907	1	ENSMUST00000021558	0	ENSMUSG00000021130
ENSMUSG00000021131	5254.15114047658	-0.177982716369325	0.061345149150539	0.00063377959805496	0.0111075683537749	chr12	80634022	80643861	cluster_2	Promoter (<=1kb)	12	80634357	80643832	9476	2	ENSMUST00000166931	0	ENSMUSG00000021131
ENSMUSG00000021133	2275.22448841721	0.161234952582615	0.0665547637119559	0.00301344154416854	0.0343829959891428	chr12	80790531	80880833	cluster_4	Promoter (<=1kb)	12	80790532	80880832	90301	1	ENSMUST00000068519	0	ENSMUSG00000021133
ENSMUSG00000021134	10114.943741449	-0.00272856647017661	0.0545995901296616	0.968723527566965	0.987121019654037	chr12	80942651	80945399	cluster_2	Promoter (<=1kb)	12	80945504	80950507	5004	1	ENSMUST00000094693	-105	ENSMUSG00000021134
ENSMUSG00000021136	997.064850249136	0.0842905651865097	0.119238047913945	0.0919486263708063	0.306267132959752	chr12	81026807	81186414	cluster_5	Promoter (<=1kb)	12	81026808	81186414	159607	1	ENSMUST00000110347	0	ENSMUSG00000021136
ENSMUSG00000021139	36.3745911183814	-0.00545022057442724	0.0901826497860259	0.774434338493367	NA	chr12	81358852	81532911	cluster_4	Promoter (<=1kb)	12	81358860	81532905	174046	2	ENSMUST00000164386	0	ENSMUSG00000021139
ENSMUSG00000021140	5331.9687286136	-0.00213857971273583	0.0453366179211064	0.956150647540891	0.981924193314194	chr12	81860029	82000924	cluster_1	Promoter (<=1kb)	12	81860030	82000924	140895	1	ENSMUST00000021567	0	ENSMUSG00000021140
ENSMUSG00000021143	10478.7270434319	-0.0381380714849808	0.0411174678164837	0.300290107401795	0.577141516554982	chr12	113014507	113074401	cluster_5	Promoter (<=1kb)	12	113014508	113074401	59894	1	ENSMUST00000084891	0	ENSMUSG00000021143
ENSMUSG00000021144	6048.73707711141	-0.126396487374025	0.0622757137838814	0.0123798132502871	0.0903745924637862	chr12	113098277	113137206	cluster_4	Promoter (<=1kb)	12	113098278	113137205	38928	1	ENSMUST00000109727	0	ENSMUSG00000021144
ENSMUSG00000021147	2392.60442627717	-0.0102729043290243	0.0588939826876577	0.819803895250365	0.923874580776028	chr13	8802965	8871044	cluster_4	Promoter (<=1kb)	13	8802995	8871044	68050	2	ENSMUST00000021572	0	ENSMUSG00000021147
ENSMUSG00000021149	2059.29395089603	-0.146028101478508	0.0734007270206889	0.0101588030332859	0.0797912104535086	chr13	8972477	8996012	cluster_2	Promoter (<=1kb)	13	8972071	8996017	23947	2	ENSMUST00000021574	5	ENSMUSG00000021149
ENSMUSG00000021156	10135.4661444646	0.0527507456466963	0.0500007360161464	0.210573573713257	0.481937598245179	chr13	9684835	9765314	cluster_4	Promoter (<=1kb)	13	9684836	9764423	79588	2	ENSMUST00000110637	0	ENSMUSG00000021156
ENSMUSG00000021171	1679.70911763632	0.0595424419556913	0.0657286411466771	0.222988698782197	0.495637699409587	chr12	116281221	116373098	cluster_4	Promoter (<=1kb)	12	116281222	116373096	91875	1	ENSMUST00000100986	0	ENSMUSG00000021171
ENSMUSG00000021175	304.640318851177	-0.0490495308165063	0.0947016618200979	0.247637003057868	0.522843705968812	chr12	117843860	117878706	cluster_5	Promoter (<=1kb)	12	117843884	117873757	29874	1	ENSMUST00000176735	0	ENSMUSG00000021175
ENSMUSG00000021176	145.442479782334	0.00791497700563195	0.0851918980730734	0.812686238272657	0.920005081716155	chr12	99717530	99883442	cluster_4	Promoter (<=1kb)	12	99717531	99883442	165912	2	ENSMUST00000046485	0	ENSMUSG00000021176
ENSMUSG00000021177	1572.9230742172	-0.110852446702203	0.0802532213732744	0.0516334674003618	0.216966378807217	chr12	99884514	99955216	cluster_4	Promoter (<=1kb)	12	99884517	99937362	52846	1	ENSMUST00000151019	0	ENSMUSG00000021177
ENSMUSG00000021178	6045.59812822431	-0.118311554094639	0.0550172053744612	0.0109437086689174	0.0839624729157632	chr12	100112330	100123364	cluster_5	Promoter (2-3kb)	12	100110186	100123364	13179	1	ENSMUST00000021595	2145	ENSMUSG00000021178
ENSMUSG00000021179	1351.11676518776	-0.0142531675709579	0.06302623203587	0.767848074004231	0.900730813282605	chr12	100125449	100159653	cluster_3	Promoter (<=1kb)	12	100125452	100159653	34202	2	ENSMUST00000021596	0	ENSMUSG00000021179
ENSMUSG00000021180	2328.50653326439	-0.165952409107606	0.0673203008056658	0.00260467126379227	0.0312628205454132	chr12	100549777	100725028	cluster_2	Promoter (<=1kb)	12	100549778	100725028	175251	2	ENSMUST00000043599	0	ENSMUSG00000021180
ENSMUSG00000021182	4152.58240726106	-0.0446095636750355	0.0597613135664441	0.337801155457941	0.613546485529679	chr12	100912699	101028983	cluster_1	Promoter (<=1kb)	12	100912700	101028983	116284	2	ENSMUST00000068411	0	ENSMUSG00000021182
ENSMUSG00000021185	182.693456632253	0.0231100100313008	0.0879470046111048	0.502742599989638	0.747119367472279	chr12	100779122	100872610	cluster_5	Promoter (<=1kb)	12	100779136	100841383	62248	1	ENSMUST00000154603	0	ENSMUSG00000021185
ENSMUSG00000021186	281.518925004592	0.0180432383951524	0.0929981308823306	0.297165531978509	0.573934894540604	chr12	101746564	101819119	cluster_5	Promoter (<=1kb)	12	101746565	101819055	72491	2	ENSMUST00000021603	0	ENSMUSG00000021186
ENSMUSG00000021187	5.1969763514059	0.00555926734009005	0.0920547198176306	0.428253952973795	NA	chr12	101645445	101711573	cluster_5	Promoter (<=1kb)	12	101649033	101709536	60504	2	ENSMUST00000160715	0	ENSMUSG00000021187
ENSMUSG00000021188	1545.53785702577	0.0687330782268374	0.0646940682721255	0.164325290152313	0.421079759220243	chr12	101837371	101913171	cluster_3	Promoter (<=1kb)	12	101837546	101894316	56771	2	ENSMUST00000177183	0	ENSMUSG00000021188
ENSMUSG00000021189	945.301026844827	0.00928479211941232	0.0663071504790106	0.841527623138915	0.934223126090037	chr12	101918900	101958243	cluster_4	Promoter (<=1kb)	12	101923081	101934355	11275	2	ENSMUST00000160186	0	ENSMUSG00000021189
ENSMUSG00000021190	2714.17398513955	0.192929515986001	0.0785520271284657	0.00193436949886848	0.0257352824979019	chr12	102394097	102439697	cluster_4	Promoter (<=1kb)	12	102394084	102423769	29686	2	ENSMUST00000110020	0	ENSMUSG00000021190
ENSMUSG00000021192	1262.89724067822	-0.0763150710861453	0.0726010161438725	0.139680724205112	0.386351532253685	chr12	102469133	102497907	cluster_5	Promoter (<=1kb)	12	102469134	102497902	28769	1	ENSMUST00000179218	0	ENSMUSG00000021192
ENSMUSG00000021193	1956.45489472226	-0.0258173467009602	0.0610978046974961	0.586185706545081	0.799774651864598	chr13	6548156	6580149	cluster_4	Promoter (<=1kb)	13	6548157	6580139	31983	1	ENSMUST00000021611	0	ENSMUSG00000021193
ENSMUSG00000021194	3433.5519208183	-0.284483849637248	0.0659405849300856	1.19443310451548e-06	8.40529245070971e-05	chr12	102554940	102565027	cluster_2	Promoter (<=1kb)	12	102554969	102565027	10059	1	ENSMUST00000021610	0	ENSMUSG00000021194
ENSMUSG00000021196	5158.49281466159	0.17506292759774	0.099963046654535	0.0106139278508795	0.082109867074075	chr13	6579873	6648771	cluster_4	Promoter (<=1kb)	13	6579768	6588966	9199	2	ENSMUST00000131648	0	ENSMUSG00000021196
ENSMUSG00000021198	2321.30290041258	-0.0507445703177906	0.0566112653393137	0.262575405544462	0.538075808878473	chr12	102948858	103183997	cluster_3	Promoter (<=1kb)	12	102948859	103184001	235143	1	ENSMUST00000101099	0	ENSMUSG00000021198
ENSMUSG00000021200	31.0727654790252	0.0146791838588155	0.0923905040605996	0.354018329805622	NA	chr12	103321141	103356001	cluster_1	Promoter (<=1kb)	12	103321142	103356001	34860	2	ENSMUST00000021617	0	ENSMUSG00000021200
ENSMUSG00000021203	1232.34209273646	-0.00431281300977693	0.062343477819486	0.934771458183179	0.975362310360279	chr12	103376893	103406350	cluster_2	Promoter (<=1kb)	12	103388682	103406339	17658	1	ENSMUST00000101094	0	ENSMUSG00000021203
ENSMUSG00000021209	405.181418686665	0.00512201176091268	0.0759494686702849	0.90703270322752	0.96398300865096	chr12	103532564	103613832	cluster_1	Promoter (<=1kb)	12	103532565	103613832	81268	1	ENSMUST00000021631	0	ENSMUSG00000021209
ENSMUSG00000021211	2.38269137075784	-5.99083264522696e-05	0.091943182663352	0.987781854423951	NA	chr13	4268171	4279399	cluster_5	Promoter (<=1kb)	13	4268172	4279433	11262	2	ENSMUST00000021632	34	ENSMUSG00000021211
ENSMUSG00000021213	48.7993779567276	0.00381085790027731	0.0895356365492017	0.857027011234715	NA	chr13	4191186	4205603	cluster_5	Promoter (<=1kb)	13	4191187	4205596	14410	1	ENSMUST00000021634	0	ENSMUSG00000021213
ENSMUSG00000021214	3.54421901016462	-0.00794346829123628	0.0923895838472583	0.190650174947003	NA	chr13	4132626	4150631	cluster_5	Promoter (<=1kb)	13	4132615	4150628	18014	2	ENSMUST00000110704	0	ENSMUSG00000021214
ENSMUSG00000021215	656.772386957574	0.103926941031776	0.103809455472996	0.0773431947515268	0.277586167692187	chr13	3882017	3918220	cluster_4	Promoter (<=1kb)	13	3882565	3893578	11014	2	ENSMUST00000099946	0	ENSMUSG00000021215
ENSMUSG00000021217	427.027044196156	-1.3664939233261	0.230039680903749	1.49277873788949e-10	3.08871517065104e-08	chr7	36698117	36773457	cluster_1	Promoter (<=1kb)	7	36698118	36773545	75428	1	ENSMUST00000021641	0	ENSMUSG00000021217
ENSMUSG00000021218	11379.7665096492	-0.0903069542642239	0.0441943049836248	0.0226669635199974	0.132085798771637	chr13	3478302	3492398	cluster_5	Distal Intergenic	13	3538075	3566261	28187	1	ENSMUST00000059515	-45677	ENSMUSG00000021218
ENSMUSG00000021219	3059.25175622802	0.431730814602078	0.110386453302075	5.12695122651486e-06	0.000278725195502649	chr12	82616924	83162056	cluster_4	Promoter (<=1kb)	12	82616925	83092731	475807	1	ENSMUST00000161801	0	ENSMUSG00000021219
ENSMUSG00000021221	1146.89865462868	0.454770818278308	0.171862546943189	0.000350488460245854	0.00716640342830128	chr12	83213750	83487736	cluster_2	Promoter (<=1kb)	12	83213745	83350895	137151	2	ENSMUST00000147469	0	ENSMUSG00000021221
ENSMUSG00000021222	1575.07664376288	-0.0988000864465577	0.0702706525753628	0.0599645867764119	0.238328287408658	chr12	83520465	83541992	cluster_4	Promoter (<=1kb)	12	83520466	83541988	21523	1	ENSMUST00000021645	0	ENSMUSG00000021222
ENSMUSG00000021223	38.94516431003	0.0337995372755668	0.0989367100396356	0.0988170981643654	NA	chr12	83763633	83792384	cluster_5	Promoter (<=1kb)	12	83763634	83792382	28749	1	ENSMUST00000121733	0	ENSMUSG00000021223
ENSMUSG00000021224	807.589869044778	0.11209702985613	0.0907279176616618	0.0569034283851838	0.230928638086593	chr12	83794033	83842358	cluster_5	Promoter (<=1kb)	12	83795439	83842343	46905	2	ENSMUST00000021647	0	ENSMUSG00000021224
