Chrom	Start	End	X4_107803533_107804099	X260.841296038657	X.0.886444407256619	X6.26305834570488e.10	X1.2988539165934299e.06	ENSMUSG00000028613.14	Lrp8	intron	ENSMUSG00000028613.14.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr19	55953379	55953635	19_55953379_55953635	33.4327883485437	-0.6923887763295	0.00119215441992906	0.0399837667039819			Intergenic	Intergenic	Distal Intergenic	19	55898553	55919604	21052	1	ENSMUST00000148666	54827	ENSMUSG00000024985	ENSMUSG00000024985
chr19	42017999	42018149	19_42017999_42018149	34.5083479506761	-0.865115233986653	5.44430426462031e-05	0.00589073721431918	ENSMUSG00000025171.1	Ubtd1	intron	ENSMUSG00000025171.1	Intron (ENSMUST00000026170/ENSMUSG00000025171, intron 1 of 2)	19	42036038	42045110	9073	1	ENSMUST00000026172	-17889	ENSMUSG00000025172	ENSMUSG00000025172
chr19	45079858	45080083	19_45079858_45080083	41.8188151662969	-0.844234616351821	8.43559309195978e-05	0.00779310100926273	ENSMUSG00000025213.11	Kazald1	TTS	ENSMUSG00000025213.11	Distal Intergenic	19	45076139	45079289	3151	1	ENSMUST00000026234	3720	ENSMUSG00000025213	ENSMUSG00000025213
chr7	141476611	141476936	7_141476611_141476936	102.02983888963	-0.650218541559821	0.000595682590077873	0.0269530126121417	ENSMUSG00000025511.14	Tspan4	intron	ENSMUSG00000025511.14	Promoter (<=1kb)	7	141476400	141493421	17022	1	ENSMUST00000117634	212	ENSMUSG00000025511	ENSMUSG00000025511
chr2	10250538	10250772	2_10250538_10250772	27.256785677087	-0.6872994983201	0.00105102792701818	0.0373690934345775	ENSMUSG00000025780.7	Itih5	intron	ENSMUSG00000025780.7	Intron (ENSMUST00000026886/ENSMUSG00000025780, intron 13 of 13)	2	10153571	10256529	102959	1	ENSMUST00000026886	96968	ENSMUSG00000025780	ENSMUSG00000025780
chr1	40444837	40445082	1_40444837_40445082	36.9448358675526	-0.70022384938498	0.00107471441758389	0.0377759081864305	ENSMUSG00000026069.15	Il1rl1	intron	ENSMUSG00000026069.15	Intron (ENSMUST00000174335/ENSMUSG00000026069, intron 6 of 7)	1	40440628	40465396	24769	1	ENSMUST00000053043	4210	ENSMUSG00000026069	ENSMUSG00000026069
chr1	90975006	90975430	1_90975006_90975430	136.37036464442	-0.636545470167586	0.000337269162929403	0.0199365329896939	ENSMUSG00000100791.1	RP23-448B17.2	promoter-TSS	ENSMUSG00000100791.1	Distal Intergenic	1	90958133	90969661	11529	2	ENSMUST00000027529	-5346	ENSMUSG00000026304	ENSMUSG00000026304
chr1	153978371	153978707	1_153978371_153978707	85.3208042385142	-0.644194855321316	0.00111861349575171	0.0385032025660818			Intergenic	Intergenic	Distal Intergenic	1	153906043	153907116	1074	1	ENSMUST00000154576	72329	ENSMUSG00000026473	ENSMUSG00000026473
chr1	153730680	153731068	1_153730680_153731068	90.0204703797784	-0.730486914403699	0.000199963931636762	0.0142180068648928	ENSMUSG00000100334.1	RP23-184B11.4	intron	ENSMUSG00000100334.1	Distal Intergenic	1	153740349	153745468	5120	1	ENSMUST00000027748	-9281	ENSMUSG00000026475	ENSMUSG00000026475
chr1	182095298	182095647	1_182095298_182095647	75.3428381843755	-0.764910447406507	0.000209881985745805	0.0147130228092116			Intergenic	Intergenic	Distal Intergenic	1	182124737	182131919	7183	1	ENSMUST00000111018	-29090	ENSMUSG00000026511	ENSMUSG00000026511
chr1	185493650	185493928	1_185493650_185493928	39.0635155758615	-0.905584858541939	2.58600290860172e-05	0.00349756893388383	ENSMUSG00000102185.1	RP24-170O7.1	intron	ENSMUSG00000102185.1	Distal Intergenic	1	185454848	185468762	13915	1	ENSMUST00000061093	38803	ENSMUSG00000026614	ENSMUSG00000026614
chr2	35271899	35272050	2_35271899_35272050	47.0943492672632	-0.692296376934238	0.00115559726202224	0.0392790139348548	ENSMUSG00000026879.14	Gsn	intron	ENSMUSG00000026879.14	Distal Intergenic	2	35279663	35293567	13905	1	ENSMUST00000142324	-7613	ENSMUSG00000026879	ENSMUSG00000026879
chr2	26501703	26501894	2_26501703_26501894	53.1491226778615	-0.851642403355348	6.21751268926463e-05	0.00652865066603543	ENSMUSG00000026923.15	Notch1	exon	ENSMUSG00000026923.15	Promoter (1-2kb)	2	26457903	26503822	45920	2	ENSMUST00000028288	1928	ENSMUSG00000026923	ENSMUSG00000026923
chr2	84860054	84860188	2_84860054_84860188	25.531798254453	-0.721895668850441	0.000461429428711978	0.0232297014300802	ENSMUSG00000027075.16	Slc43a1	exon	ENSMUSG00000027075.16	Exon (ENSMUST00000121114/ENSMUSG00000027075, exon 13 of 15)	2	84840625	84863594	22970	1	ENSMUST00000111625	19430	ENSMUSG00000027075	ENSMUSG00000027075
chr2	94051994	94052241	2_94051994_94052241	56.89253799182	-0.755680034603678	0.0003303043632169	0.0196180295537369	ENSMUSG00000027195.10	Hsd17b12	intron	ENSMUSG00000027195.10	Intron (ENSMUST00000145967/ENSMUSG00000027195, intron 3 of 5)	2	94032689	94066469	33781	2	ENSMUST00000145967	14228	ENSMUSG00000027195	ENSMUSG00000027195
chr2	92009070	92009314	2_92009070_92009314	54.1547187193756	-0.677531346280478	0.00148750961449085	0.0454250048513643	ENSMUSG00000027230.9	Creb3l1	intron	ENSMUSG00000027230.9	Intron (ENSMUST00000028663/ENSMUSG00000027230, intron 1 of 11)	2	91982328	92024502	42175	2	ENSMUST00000028663	15188	ENSMUSG00000027230	ENSMUSG00000027230
chr2	168518371	168518742	2_168518371_168518742	146.509866720968	-0.674531487620856	0.000108325966433599	0.00942587412820466	ENSMUSG00000027544.16	Nfatc2	TTS	ENSMUSG00000027544.16	Exon (ENSMUST00000099067/ENSMUSG00000027544, exon 1 of 7)	2	168476413	168552276	75864	2	ENSMUST00000151292	33534	ENSMUSG00000027544	ENSMUSG00000027544
chr3	36481717	36482164	3_36481717_36482164	102.021163155387	-0.618649671022375	0.00119394178494439	0.0399898186542747	ENSMUSG00000027713.6	RP23-165D1.1	exon	ENSMUSG00000027713.6	Exon (ENSMUST00000029268/ENSMUSG00000027713, exon 3 of 3)	3	36476135	36481976	5842	1	ENSMUST00000029268	5583	ENSMUSG00000027713	ENSMUSG00000027713
chr3	57575692	57576041	3_57575692_57576041	139.603451203814	-0.746186429434217	1.83086428582568e-05	0.00273421195636665	ENSMUSG00000027803.14	Wwtr1	promoter-TSS	ENSMUSG00000027803.14	Promoter (<=1kb)	3	57455649	57575828	120180	2	ENSMUST00000029380	0	ENSMUSG00000027803	ENSMUSG00000027803
chr3	58372387	58372722	3_58372387_58372722	96.8880447019037	-0.625582953437752	0.00109795605336513	0.0381839117559134			Intergenic	Intergenic	Distal Intergenic	3	58415689	58466787	51099	1	ENSMUST00000099090	-42967	ENSMUSG00000027806	ENSMUSG00000027806
chr3	104993871	104994206	3_104993871_104994206	85.9836908325231	-0.697587130607538	0.000438341516200067	0.0226318816849686	ENSMUSG00000105355.1	RP24-274H19.5	promoter-TSS	ENSMUSG00000105355.1	Distal Intergenic	3	104944805	104961709	16905	2	ENSMUST00000029429	-32163	ENSMUSG00000027840	ENSMUSG00000027840
chr3	108810893	108811137	3_108810893_108811137	44.5441307595632	-0.691224194915664	0.00121921896940088	0.0405634803108427	ENSMUSG00000027882.18	Stxbp3	intron	ENSMUSG00000027882.18	Intron (ENSMUST00000102621/ENSMUSG00000027882, intron 8 of 18)	3	108800112	108805731	5620	2	ENSMUST00000150010	-5163	ENSMUSG00000027882	ENSMUSG00000027882
chr3	89288565	89288849	3_89288565_89288849	53.1137549874337	-0.679296555398519	0.00131088751704523	0.0422027771658313			Intergenic	Intergenic	Distal Intergenic	3	89271736	89281142	9407	2	ENSMUST00000118587	-7424	ENSMUSG00000027954	ENSMUSG00000027954
chr3	116129337	116129578	3_116129337_116129578	52.6377466278734	-0.720098074477638	0.000664854364184636	0.0283800440945092	ENSMUSG00000104653.1	RP24-245I16.3	promoter-TSS	ENSMUSG00000027962.14	Promoter (<=1kb)	3	116110020	116129688	19669	2	ENSMUST00000029574	110	ENSMUSG00000027962	ENSMUSG00000027962
chr3	116129337	116129578	3_116129337_116129578	52.6377466278734	-0.720098074477638	0.000664854364184636	0.0283800440945092	ENSMUSG00000027962.14	Vcam1	promoter-TSS	ENSMUSG00000027962.14	Promoter (<=1kb)	3	116110020	116129688	19669	2	ENSMUST00000029574	110	ENSMUSG00000027962	ENSMUSG00000027962
chr3	122130819	122131149	3_122130819_122131149	97.0075642299565	-0.915718764400717	2.06051648851866e-06	0.000562714175499108	ENSMUSG00000028125.14	Abca4	intron	ENSMUSG00000028125.14	Promoter (<=1kb)	3	122132003	122180061	48059	1	ENSMUST00000141135	-854	ENSMUSG00000028125	ENSMUSG00000028125
chr3	122130819	122131149	3_122130819_122131149	97.0075642299565	-0.915718764400717	2.06051648851866e-06	0.000562714175499108	ENSMUSG00000104887.1	RP24-471B15.3	intron	ENSMUSG00000028125.14	Promoter (<=1kb)	3	122132003	122180061	48059	1	ENSMUST00000141135	-854	ENSMUSG00000028125	ENSMUSG00000028125
chr3	121723323	121723700	3_121723323_121723700	131.25243944663	-0.689520252728148	0.000119901545193385	0.0101838561559133	ENSMUSG00000106224.1	RP24-404P10.2	promoter-TSS	ENSMUSG00000028128.13	Promoter (<=1kb)	3	121723537	121735052	11516	1	ENSMUST00000029771	0	ENSMUSG00000028128	ENSMUSG00000028128
chr3	121723323	121723700	3_121723323_121723700	131.25243944663	-0.689520252728148	0.000119901545193385	0.0101838561559133	ENSMUSG00000028128.13	F3	promoter-TSS	ENSMUSG00000028128.13	Promoter (<=1kb)	3	121723537	121735052	11516	1	ENSMUST00000029771	0	ENSMUSG00000028128	ENSMUSG00000028128
chr4	6383639	6383935	4_6383639_6383935	39.6590081199405	-0.786946265994845	0.000243886137479586	0.0159300535887585	ENSMUSG00000028249.15	Sdcbp	intron	ENSMUSG00000028249.15	Intron (ENSMUST00000029912/ENSMUSG00000028249, intron 4 of 8)	4	6376841	6392995	16155	1	ENSMUST00000153861	6799	ENSMUSG00000028249	ENSMUSG00000028249
chr4	66425849	66426229	4_66425849_66426229	135.300357172035	-0.701792192759786	8.22680469538933e-05	0.00766787496814453			Intergenic	Intergenic	Distal Intergenic	4	65380803	66404611	1023809	2	ENSMUST00000068214	-21239	ENSMUSG00000028373	ENSMUSG00000028373
chr4	57139577	57139728	4_57139577_57139728	42.1303901122801	-0.750824492969033	0.000458769138849162	0.0232297014300802	ENSMUSG00000028434.12	Epb41l4b	intron	ENSMUSG00000028434.12	Promoter (1-2kb)	4	57078875	57138192	59318	2	ENSMUST00000136337	-1386	ENSMUSG00000028434	ENSMUSG00000028434
chr4	107084798	107085192	4_107084798_107085192	109.861023562217	-0.784657879045969	2.49038830851725e-05	0.00342407753843979	ENSMUSG00000028621.17	Cyb5rl	TTS	ENSMUSG00000028621.17	3' UTR	4	107080993	107087777	6785	1	ENSMUST00000127916	3806	ENSMUSG00000028621	ENSMUSG00000028621
chr4	119937899	119938211	4_119937899_119938211	73.6122302610005	-0.708305538363809	0.000504423083898859	0.0243748987687514	ENSMUSG00000028634.17	Hivep3	intron	ENSMUSG00000028634.17	Intron (ENSMUST00000143837/ENSMUSG00000028634, intron 1 of 1)	4	119814495	120138045	323551	1	ENSMUST00000106307	123405	ENSMUSG00000028634	ENSMUSG00000028634
chr4	135973453	135973728	4_135973453_135973728	53.0716008598933	-1.02426070413866	1.57725322087401e-06	0.00046178263123142	ENSMUSG00000028670.14	Lypla2	promoter-TSS	ENSMUSG00000028670.14	Promoter (<=1kb)	4	135968224	135972626	4403	2	ENSMUST00000067567	-828	ENSMUSG00000028670	ENSMUSG00000028670
chr4	152185645	152185789	4_152185645_152185789	27.5469253211143	-0.774679084119106	0.000197674708270748	0.0140955094270082	ENSMUSG00000028937.14	Acot7	promoter-TSS	ENSMUSG00000028937.14	Promoter (<=1kb)	4	152185765	152217796	32032	1	ENSMUST00000124548	0	ENSMUSG00000028937	ENSMUSG00000028937
chr5	31576664	31577030	5_31576664_31577030	160.496348266556	-0.737387017227171	1.41439913095856e-05	0.00225480505114769			Intergenic	Intergenic	Distal Intergenic	5	31596935	31654861	57927	1	ENSMUST00000142345	-19905	ENSMUSG00000029142	ENSMUSG00000029142
chr5	73344293	73344654	5_73344293_73344654	71.4044731766706	-0.779422550463572	0.000144633506925713	0.0112689550257591			Intergenic	Intergenic	Distal Intergenic	5	73332128	73338947	6820	2	ENSMUST00000133164	-5347	ENSMUSG00000029153	ENSMUSG00000029153
chr5	65436440	65436581	5_65436440_65436581	38.4053022526644	-0.714409551088455	0.000825468041810996	0.0324015736411805	ENSMUSG00000029201.14	Ugdh	promoter-TSS	ENSMUSG00000029201.14	Promoter (<=1kb)	5	65413221	65435946	22726	2	ENSMUST00000031103	-495	ENSMUSG00000029201	ENSMUSG00000029201
chr5	65436440	65436581	5_65436440_65436581	38.4053022526644	-0.714409551088455	0.000825468041810996	0.0324015736411805	ENSMUSG00000105835.1	AC136513.6	promoter-TSS	ENSMUSG00000029201.14	Promoter (<=1kb)	5	65413221	65435946	22726	2	ENSMUST00000031103	-495	ENSMUSG00000029201	ENSMUSG00000029201
chr5	72855742	72856123	5_72855742_72856123	115.541744109121	-0.758205439762439	3.77130759717744e-05	0.00460062553251754	ENSMUSG00000029217.16	Tec	intron	ENSMUSG00000029217.16	Intron (ENSMUST00000071944/ENSMUSG00000029217, intron 1 of 18)	5	72755734	72868396	112663	2	ENSMUST00000126481	12273	ENSMUSG00000029217	ENSMUSG00000029217
chr5	103778546	103778787	5_103778546_103778787	37.7900632479072	-0.675859139365527	0.00159200702104404	0.0474555793430782	ENSMUSG00000029313.18	Aff1	intron	ENSMUSG00000029313.18	Intron (ENSMUST00000126335/ENSMUSG00000029313, intron 2 of 6)	5	103784359	103811595	27237	1	ENSMUST00000152145	-5572	ENSMUSG00000029313	ENSMUSG00000029313
chr5	118037888	118038023	5_118037888_118038023	25.6858108574474	-0.894154185431896	1.27619634267869e-05	0.00208943566999354	ENSMUSG00000029359.13	Tesc	intron	ENSMUSG00000029359.13	Promoter (1-2kb)	5	118036031	118061773	25743	1	ENSMUST00000151792	1858	ENSMUSG00000029359	ENSMUSG00000029359
chr6	13607645	13607825	6_13607645_13607825	50.09058608343	-0.67052860251573	0.00165575603276875	0.0487638044815845	ENSMUSG00000029569.9	Tmem168	promoter-TSS	ENSMUSG00000029569.9	Promoter (<=1kb)	6	13603382	13607748	4367	2	ENSMUST00000127050	0	ENSMUSG00000029569	ENSMUSG00000029569
chr5	146867547	146868120	5_146867547_146868120	139.343667267868	-0.640876475012026	0.000229548017152801	0.0155654821658436			Intergenic	Intergenic	Distal Intergenic	5	146845071	146847726	2656	1	ENSMUST00000031646	22477	ENSMUSG00000029641	ENSMUSG00000029641
chr6	90477094	90477348	6_90477094_90477348	34.3466655114037	-0.721051383005493	0.000630541498401281	0.0277237733731701	ENSMUSG00000107451.1	RP23-370A2.7	Intergenic	Intergenic	Distal Intergenic	6	90486427	90559386	72960	1	ENSMUST00000127199	-9079	ENSMUSG00000030088	ENSMUSG00000030088
chr6	91729738	91730122	6_91729738_91730122	142.09812850563	-0.610711103890428	0.000554172785946421	0.0258745665123126	ENSMUSG00000030096.8	Slc6a6	intron	ENSMUSG00000030096.8	Intron (ENSMUST00000032185/ENSMUSG00000030096, intron 5 of 14)	6	91684067	91759063	74997	1	ENSMUST00000032185	45672	ENSMUSG00000030096	ENSMUSG00000030096
chr6	115973974	115974215	6_115973974_115974215	61.7600584371505	-0.71308305692751	0.000667860411554454	0.0284595448663427	ENSMUSG00000030123.15	Plxnd1	intron	ENSMUSG00000030123.15	Intron (ENSMUST00000015511/ENSMUSG00000030123, intron 8 of 35)	6	115966963	115969426	2464	2	ENSMUST00000131590	-4549	ENSMUSG00000030123	ENSMUSG00000030123
chr7	49525420	49525696	7_49525420_49525696	82.2310596369215	-0.791920768181758	6.968209531521e-05	0.00693643449605726	ENSMUSG00000052512.17	Nav2	intron	ENSMUSG00000052512.17	Intron (ENSMUST00000064395/ENSMUSG00000052512, intron 11 of 37)	7	49631499	49636849	5351	2	ENSMUST00000032717	111153	ENSMUSG00000030507	ENSMUSG00000030507
chr7	110109183	110109508	7_110109183_110109508	68.0169321219008	-0.692341470362897	0.000903842450517605	0.034135572574974	ENSMUSG00000101585.6	RP24-272D15.1	intron	ENSMUSG00000101585.6	Distal Intergenic	7	110122350	110142112	19763	1	ENSMUST00000033326	-12842	ENSMUSG00000031016	ENSMUSG00000031016
chrX	96122024	96122209	X_96122024_96122209	32.4844163002667	-0.903519214587951	2.07206362568901e-05	0.00296352732120095	ENSMUSG00000031207.16	Msn	intron	ENSMUSG00000031207.16	Intron (ENSMUST00000117399/ENSMUSG00000031207, intron 1 of 12)	20	96096097	96151959	55863	1	ENSMUST00000135027	25928	ENSMUSG00000031207	ENSMUSG00000031207
chrX	143344599	143344801	X_143344599_143344801	26.6351906141648	-0.908627243543597	1.30837410034316e-05	0.00211429856241168	ENSMUSG00000031283.16	Chrdl1	intron	ENSMUSG00000031283.16	Intron (ENSMUST00000063029/ENSMUSG00000031283, intron 3 of 10)	20	143285674	143390099	104426	2	ENSMUST00000063029	45298	ENSMUSG00000031283	ENSMUSG00000031283
chr9	43011188	43011388	9_43011188_43011388	40.8013179100745	-0.775347232637724	0.000301151835579853	0.0186094427798131	ENSMUSG00000059495.14	Arhgef12	intron	ENSMUSG00000059495.14	Intron (ENSMUST00000165665/ENSMUSG00000059495, intron 11 of 40)	9	42518135	42944493	426359	2	ENSMUST00000114865	-66696	ENSMUSG00000032017	ENSMUSG00000032017
chr9	36865530	36865722	9_36865530_36865722	39.6000417801183	-0.913582854445957	1.99282782542374e-05	0.00288334379438925	ENSMUSG00000032118.16	Fez1	intron	ENSMUSG00000032118.16	Intron (ENSMUST00000034630/ENSMUSG00000032118, intron 5 of 9)	9	36868878	36870765	1888	1	ENSMUST00000162235	-3156	ENSMUSG00000032118	ENSMUSG00000032118
chr9	70942736	70942938	9_70942736_70942938	48.0899357960897	-0.741157471031372	0.00050939925341832	0.0245201350494551	ENSMUSG00000032207.10	Lipc	intron	ENSMUSG00000032207.10	Distal Intergenic	9	70798129	70934808	136680	2	ENSMUST00000034731	-7929	ENSMUSG00000032207	ENSMUSG00000032207
chr9	56128330	56128790	9_56128330_56128790	161.139021758125	-0.609847576168695	0.000410933122376788	0.0219334937092703	ENSMUSG00000032322.14	Pstpip1	intron	ENSMUSG00000032322.14	3' UTR	9	56123055	56125992	2938	1	ENSMUST00000132800	5276	ENSMUSG00000032322	ENSMUSG00000032322
chr9	63706305	63706700	9_63706305_63706700	110.113447975007	-0.815144363462429	1.33633417081466e-05	0.00214554917257378	ENSMUSG00000032402.12	Smad3	intron	ENSMUSG00000032402.12	Intron (ENSMUST00000034973/ENSMUSG00000032402, intron 1 of 8)	9	63654799	63711969	57171	2	ENSMUST00000154323	5269	ENSMUSG00000032402	ENSMUSG00000032402
chr9	99388948	99389225	9_99388948_99389225	82.3948422153666	-0.665422753687427	0.000795513593528759	0.0317849725594312	ENSMUSG00000032470.17	Mras	TTS	ENSMUSG00000032470.17	Intron (ENSMUST00000035045/ENSMUSG00000032470, intron 5 of 5)	9	99389733	99394695	4963	2	ENSMUST00000147078	5470	ENSMUSG00000032470	ENSMUSG00000032470
chr9	99396419	99396632	9_99396419_99396632	31.9806399050871	-0.676935499346249	0.00137063746025422	0.0433965443204662	ENSMUSG00000032470.17	Mras	intron	ENSMUSG00000032470.17	Promoter (1-2kb)	9	99389733	99394695	4963	2	ENSMUST00000147078	-1725	ENSMUSG00000032470	ENSMUSG00000032470
chr15	59759677	59759955	15_59759677_59759955	72.5900001466513	-0.746292766191383	0.000250869667954002	0.0163006333073193			Intergenic	Intergenic	Distal Intergenic	15	59648653	59653689	5037	1	ENSMUST00000118228	111025	ENSMUSG00000032501	ENSMUSG00000032501
chr15	59777466	59777889	15_59777466_59777889	84.0904350781732	-0.727276754502396	0.000241664130684278	0.0159300535887585			Intergenic	Intergenic	Distal Intergenic	15	59648653	59653689	5037	1	ENSMUST00000118228	128814	ENSMUSG00000032501	ENSMUSG00000032501
chr9	103230690	103230934	9_103230690_103230934	34.2032421554802	-0.671337845884292	0.00151579814028167	0.0458422817739858	ENSMUSG00000032554.15	Trf	promoter-TSS	ENSMUSG00000032554.15	Promoter (<=1kb)	9	103208795	103230444	21650	2	ENSMUST00000035158	-247	ENSMUSG00000032554	ENSMUSG00000032554
chr9	103230690	103230934	9_103230690_103230934	34.2032421554802	-0.671337845884292	0.00151579814028167	0.0458422817739858	ENSMUSG00000090639.1	RP24-421P3.2	promoter-TSS	ENSMUSG00000032554.15	Promoter (<=1kb)	9	103208795	103230444	21650	2	ENSMUST00000035158	-247	ENSMUSG00000032554	ENSMUSG00000032554
chr9	107278591	107278850	9_107278591_107278850	55.1182183821056	-0.871580418727048	4.03346843564825e-05	0.00487266482958944	ENSMUSG00000032577.16	Mapkapk3	intron	ENSMUSG00000032577.16	Promoter (2-3kb)	9	107263702	107280915	17214	2	ENSMUST00000134682	2065	ENSMUSG00000032577	ENSMUSG00000032577
chr2	103668228	103668580	2_103668228_103668580	104.331788424357	-1.09249165421624	1.2677630284878e-08	1.05864269877165e-05	ENSMUSG00000032724.5	Abtb2	intron	ENSMUSG00000032724.5	Intron (ENSMUST00000076212/ENSMUSG00000032724, intron 1 of 16)	2	103715035	103717217	2183	1	ENSMUST00000138580	-46455	ENSMUSG00000032724	ENSMUSG00000032724
chr2	101781509	101781786	2_101781509_101781786	54.0982042293062	-0.735410495611012	0.000571263931064436	0.0264278337395061	ENSMUSG00000032841.15	Prr5l	intron	ENSMUSG00000032841.15	Intron (ENSMUST00000171088/ENSMUSG00000032841, intron 1 of 8)	2	101717250	101797650	80401	2	ENSMUST00000141814	15864	ENSMUSG00000032841	ENSMUSG00000032841
chr7	101011933	101012177	7_101011933_101012177	64.6828484851401	-0.688179395558591	0.000883088180051129	0.0339357971467244	ENSMUSG00000032860.5	P2ry2	promoter-TSS	ENSMUSG00000032860.5	Promoter (<=1kb)	7	100996572	101011991	15420	2	ENSMUST00000037540	0	ENSMUSG00000032860	ENSMUSG00000032860
chr11	67586289	67586579	11_67586289_67586579	70.979942784271	-0.661071583896516	0.00136898180285698	0.0433965443204662	ENSMUSG00000033066.15	Gas7	promoter-TSS	ENSMUSG00000033066.15	Promoter (<=1kb)	11	67586500	67605419	18920	1	ENSMUST00000145496	0	ENSMUSG00000033066	ENSMUSG00000033066
chr16	22076554	22076843	16_22076554_22076843	79.361611184564	-0.756787265440312	0.000171532977482509	0.0126669723371802	ENSMUSG00000033581.17	Igf2bp2	intron	ENSMUSG00000033581.17	Promoter (2-3kb)	16	22076018	22079118	3101	2	ENSMUST00000146885	2275	ENSMUSG00000033581	ENSMUSG00000033581
chr16	22067401	22067778	16_22067401_22067778	64.0224131464688	-0.749531143254037	0.000387143022753526	0.0211745961851522	ENSMUSG00000033581.17	Igf2bp2	intron	ENSMUSG00000033581.17	Intron (ENSMUST00000100052/ENSMUSG00000033581, intron 12 of 15)	16	22061366	22063697	2332	2	ENSMUST00000124318	-3705	ENSMUSG00000033581	ENSMUSG00000033581
chr6	84010726	84011085	6_84010726_84011085	76.5092029682913	-0.946054594987752	3.70180286301975e-06	0.000845165743569811	ENSMUSG00000107682.1	RP23-100I21.7	intron	ENSMUSG00000107682.1	Promoter (1-2kb)	6	84008915	84211059	202145	1	ENSMUST00000168387	1812	ENSMUSG00000033788	ENSMUSG00000033788
chr6	84010726	84011085	6_84010726_84011085	76.5092029682913	-0.946054594987752	3.70180286301975e-06	0.000845165743569811	ENSMUSG00000033788.15	Dysf	intron	ENSMUSG00000107682.1	Promoter (1-2kb)	6	84008915	84211059	202145	1	ENSMUST00000168387	1812	ENSMUSG00000033788	ENSMUSG00000033788
chr10	117094992	117095284	10_117094992_117095284	112.64559067345	-0.795790719304406	1.77122144452061e-05	0.00270420962382453	ENSMUSG00000020170.4	Frs2	intron	ENSMUSG00000020170.4	Intron (ENSMUST00000020381/ENSMUSG00000020170, intron 4 of 9)	10	117050998	117063814	12817	2	ENSMUST00000047672	-31179	ENSMUSG00000034024	ENSMUSG00000034024
chr12	85630200	85630410	12_85630200_85630410	40.3155498724371	-0.744929633230105	0.000499591118422654	0.0243068131878388	ENSMUSG00000034271.16	Jdp2	intron	ENSMUSG00000034271.16	Intron (ENSMUST00000177587/ENSMUSG00000034271, intron 2 of 3)	12	85600018	85639878	39861	1	ENSMUST00000171754	30183	ENSMUSG00000034271	ENSMUSG00000034271
chr6	90764046	90764369	6_90764046_90764369	87.7589041387763	-0.692070739721256	0.000481435589922926	0.0238665459976533	ENSMUSG00000034312.14	Iqsec1	promoter-TSS	ENSMUSG00000034312.14	Promoter (<=1kb)	6	90690532	90764141	73610	2	ENSMUST00000156834	0	ENSMUSG00000034312	ENSMUSG00000034312
chr9	75196402	75196617	9_75196402_75196617	39.9620827413728	-0.703905206278972	0.00102685834957355	0.0368750315836758	ENSMUSG00000034593.16	Myo5a	TTS	ENSMUSG00000034593.16	Promoter (2-3kb)	9	75193773	75203752	9980	1	ENSMUST00000153404	2630	ENSMUSG00000034593	ENSMUSG00000034593
chr13	103102559	103103019	13_103102559_103103019	173.916735152061	-0.69598352832516	1.92713800128786e-05	0.00285468787500295	ENSMUSG00000034751.16	Mast4	intron	ENSMUSG00000034751.16	Intron (ENSMUST00000166726/ENSMUSG00000034751, intron 3 of 26)	13	102794128	103096828	302701	2	ENSMUST00000166336	-5732	ENSMUSG00000034751	ENSMUSG00000034751
chr8	123137770	123137991	8_123137770_123137991	48.7428165264449	-1.09217354211532	3.95402070250173e-07	0.000175713855718675	ENSMUSG00000092329.1	AC114005.5	intron	ENSMUSG00000092329.1	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123128623	123131892	3270	1	ENSMUST00000127431	9148	ENSMUSG00000034796	ENSMUSG00000034796
chr11	82033065	82033195	11_82033065_82033195	28.1961102802092	-0.670459682501767	0.00141848678708029	0.044388584992494	ENSMUSG00000092157.1	Gm17268	intron	ENSMUSG00000092157.1	Promoter (2-3kb)	11	82035571	82037453	1883	1	ENSMUST00000000193	-2376	ENSMUSG00000035385	ENSMUSG00000035385
chr2	37855298	37855580	2_37855298_37855580	46.170767770192	-0.715757366666697	0.000797916126568185	0.0317849725594312	ENSMUSG00000035392.17	Dennd1a	intron	ENSMUSG00000035392.17	Promoter (2-3kb)	2	37801072	37852440	51369	2	ENSMUST00000136460	-2859	ENSMUSG00000035392	ENSMUSG00000035392
chr19	56451998	56452242	19_56451998_56452242	40.0076283809764	-0.925118938484124	1.71136750034292e-05	0.00266181822584587			Intergenic	Intergenic	Distal Intergenic	19	56461637	56486729	25093	1	ENSMUST00000039666	-9395	ENSMUSG00000035818	ENSMUSG00000035818
chr2	24975789	24976002	2_24975789_24976002	63.6291321586889	-0.692855851548586	0.000820102824412854	0.0323440235948309	ENSMUSG00000036833.16	Pnpla7	promoter-TSS	ENSMUSG00000036833.16	Promoter (<=1kb)	2	24976033	25054057	78025	1	ENSMUST00000045295	-31	ENSMUSG00000036833	ENSMUSG00000036833
chr2	24975789	24976002	2_24975789_24976002	63.6291321586889	-0.692855851548586	0.000820102824412854	0.0323440235948309	ENSMUSG00000036850.4	Mrpl41	promoter-TSS	ENSMUSG00000036833.16	Promoter (<=1kb)	2	24976033	25054057	78025	1	ENSMUST00000045295	-31	ENSMUSG00000036833	ENSMUSG00000036833
