Chrom	Start	End	X6_147090921_147092694	X165.121662921692	X0.0205346477690151	X0.412600373007824	X0.93426291500998	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr17	47694339	47695876	17_47694339_47695876	194.334594009303	0.0310631045937632	0.267458810223074	0.878715352079211	Promoter (<=1kb)	17	47695198	47704286	9089	1	ENSMUST00000113296	0	ENSMUSG00000023266	ENSMUSG00000023266
chr17	47694339	47695876	17_47694339_47695876	194.334594009303	0.0310631045937632	0.267458810223074	0.878715352079211	Promoter (<=1kb)	17	47695198	47704286	9089	1	ENSMUST00000113296	0	ENSMUSG00000023266	ENSMUSG00000023266
chr17	45571556	45574506	17_45571556_45574506	437.237222792238	0.0928147407096097	0.0551425633355209	0.622334623624279	Promoter (<=1kb)	17	45567775	45573271	5497	2	ENSMUST00000024739	0	ENSMUSG00000023944	ENSMUSG00000023944
chr17	47610369	47612501	17_47610369_47612501	348.559909251628	0.0491159329228153	0.181200887108254	0.830594858321405	Promoter (<=1kb)	17	47611589	47650289	38701	1	ENSMUST00000146105	0	ENSMUSG00000023984	ENSMUSG00000023984
chr17	85089206	85092065	17_85089206_85092065	305.379619056245	0.0455687847480339	0.184559234870549	0.833289456750547	Promoter (<=1kb)	17	85063477	85090267	26791	2	ENSMUST00000072406	0	ENSMUSG00000024127	ENSMUSG00000024127
chr17	24426750	24427427	17_24426750_24427427	65.4781378553522	0.00612577193124806	0.715268516725164	0.976991403389968	Promoter (<=1kb)	17	24426683	24439316	12634	1	ENSMUST00000024946	68	ENSMUSG00000024132	ENSMUSG00000024132
chr17	26139111	26140275	17_26139111_26140275	126.257026510636	-0.00244334351437832	0.911763233581104	0.992946705109312	Promoter (<=1kb)	17	26138950	26195294	56345	1	ENSMUST00000163421	162	ENSMUSG00000024182	ENSMUSG00000024182
chr17	26932396	26934194	17_26932396_26934194	149.719004109764	-0.0488919548104475	0.0809271654546444	0.708559138322901	Promoter (<=1kb)	17	26933127	26937890	4764	1	ENSMUST00000073724	0	ENSMUSG00000024193	ENSMUSG00000024193
chr18	24465975	24467935	18_24465975_24467935	180.60409419558	-0.00990556995091851	0.698613916393026	0.974731554699123	Promoter (2-3kb)	18	24470861	24477765	6905	1	ENSMUST00000097646	-2926	ENSMUSG00000024273	ENSMUSG00000024273
chr17	35120146	35122711	17_35120146_35122711	322.292995296409	0.121050373537433	0.0280452927197594	0.524261157590325	Promoter (<=1kb)	17	35116196	35121429	5234	2	ENSMUST00000173114	0	ENSMUSG00000024387	ENSMUSG00000024387
chr17	35915409	35919086	17_35915409_35919086	624.828044991504	0.00962601203584998	0.767446344878516	0.982912903332066	Promoter (<=1kb)	17	35910379	35916389	6011	2	ENSMUST00000025305	0	ENSMUSG00000024436	ENSMUSG00000024436
chr18	42261085	42262709	18_42261085_42262709	233.298152370068	-0.0217779429905937	0.440428560765089	0.93879880389918	Promoter (<=1kb)	18	42202350	42262122	59773	2	ENSMUST00000097590	0	ENSMUSG00000024493	ENSMUSG00000024493
chr18	61736873	61737781	18_61736873_61737781	76.724565500457	0.0286843466815602	0.129607424671444	0.791740823823746	5' UTR	18	61712440	61726331	13892	2	ENSMUST00000062991	-10543	ENSMUSG00000024580	ENSMUSG00000024580
chr18	56974983	56975211	18_56974983_56975211	34.9814994077387	-0.00835255111512896	0.472274479247137	NA	Promoter (<=1kb)	18	56968520	56975246	6727	2	ENSMUST00000152087	35	ENSMUSG00000024592	ENSMUSG00000024592
chr18	57133302	57134079	18_57133302_57134079	48.0164552917461	0.023386037957094	0.107724952722172	0.753875778247352	Promoter (<=1kb)	18	57133090	57297467	164378	1	ENSMUST00000075770	213	ENSMUSG00000024593	ENSMUSG00000024593
chr19	10867380	10870102	19_10867380_10870102	255.084819466883	0.000668665808188953	0.986886370637275	0.99851204645082	Promoter (<=1kb)	19	10857822	10869940	12119	2	ENSMUST00000025645	0	ENSMUSG00000024736	ENSMUSG00000024736
chr19	6117266	6118557	19_6117266_6118557	134.462570439608	0.0381642453473337	0.121541642031022	0.782588265859225	Promoter (<=1kb)	19	6116004	6118586	2583	2	ENSMUST00000113533	29	ENSMUSG00000024790	ENSMUSG00000024790
chr19	30173961	30175685	19_30173961_30175685	131.299218283239	0.0557965511340385	0.0397229221663964	0.580656312705109	Promoter (<=1kb)	19	30098449	30175418	76970	2	ENSMUST00000025778	0	ENSMUSG00000024827	ENSMUSG00000024827
chr19	3281605	3283783	19_3281605_3283783	200.74111825484	-0.0445436692891357	0.140524218426922	0.800171974795911	Promoter (<=1kb)	19	3282901	3292837	9937	1	ENSMUST00000025745	0	ENSMUSG00000024829	ENSMUSG00000024829
chr19	3851230	3853998	19_3851230_3853998	217.302707212376	-0.0183258930432927	0.49103777499394	0.94453100694857	Promoter (<=1kb)	19	3851773	3894365	42593	1	ENSMUST00000128694	0	ENSMUSG00000024843	ENSMUSG00000024843
chr19	38053981	38055460	19_38053981_38055460	200.301276689467	0.0415309801203741	0.166281319130676	0.823267762127554	Promoter (<=1kb)	19	38055025	38074425	19401	1	ENSMUST00000096096	0	ENSMUSG00000024989	ENSMUSG00000024989
chr19	57452443	57453889	19_57452443_57453889	100.539873800507	-0.0062421117789333	0.756887028821238	0.982123134890008	Promoter (<=1kb)	19	57452906	57488910	36005	1	ENSMUST00000026072	0	ENSMUSG00000025086	ENSMUSG00000025086
chr19	41979837	41983511	19_41979837_41983511	425.517824982169	0.00457489425392441	0.887555788583145	0.989872655017534	Promoter (<=1kb)	19	41941086	41981114	40029	2	ENSMUST00000167927	0	ENSMUSG00000025159	ENSMUSG00000025159
chr19	45301218	45302714	19_45301218_45302714	96.7259216715079	0.0051463669272272	0.791097343674681	0.986290512122211	Distal Intergenic	19	45363734	45533341	169608	1	ENSMUST00000065601	-61020	ENSMUSG00000025217	ENSMUSG00000025217
chr10	128564780	128567036	10_128564780_128567036	278.869855793374	0.027536153808459	0.376228772208429	0.928316279272019	Promoter (<=1kb)	10	128557766	128565934	8169	2	ENSMUST00000026425	0	ENSMUSG00000025364	ENSMUSG00000025364
chr7	140125371	140126161	7_140125371_140126161	64.3324299344566	0.0288137899840552	0.0942681729492741	0.73217764034609	Promoter (<=1kb)	7	140125657	140134334	8678	1	ENSMUST00000026537	0	ENSMUSG00000025464	ENSMUSG00000025464
chr7	140101861	140102144	7_140101861_140102144	17.9107017479385	-0.00145715494772142	0.845889996594299	NA	Promoter (<=1kb)	7	140101155	140101966	812	2	ENSMUST00000125421	0	ENSMUSG00000025466	ENSMUSG00000025466
chr7	141193077	141194899	7_141193077_141194899	183.656975267424	-0.011688634406196	0.638366716921113	0.968216178791339	Promoter (<=1kb)	7	141189105	141193960	4856	2	ENSMUST00000026572	0	ENSMUSG00000025499	ENSMUSG00000025499
chr17	25867471	25869236	17_25867471_25869236	142.562697896464	0.023254911514774	0.328985361658411	0.911692441145285	Promoter (<=1kb)	17	25863698	25868738	5041	2	ENSMUST00000026828	0	ENSMUSG00000025732	ENSMUSG00000025732
chr1	18057071	18059206	1_18057071_18059206	173.712775771734	-0.0383088600195593	0.150525792832781	0.811895898409295	Distal Intergenic	1	18115204	18137051	21848	2	ENSMUST00000115340	77845	ENSMUSG00000025774	ENSMUSG00000025774
chr2	5894304	5895383	2_5894304_5895383	138.28132291152	-0.0133018445765432	0.568147605847392	0.95335090938763	Promoter (<=1kb)	2	5877855	5895319	17465	2	ENSMUST00000026926	0	ENSMUSG00000025816	ENSMUSG00000025816
chr5	138992980	138995419	5_138992980_138995419	210.44933181407	0.00432308904870449	0.872105173536891	0.989872655017534	Promoter (<=1kb)	5	138976014	138995037	19024	2	ENSMUST00000076095	0	ENSMUSG00000025856	ENSMUSG00000025856
chr5	138992980	138995419	5_138992980_138995419	210.44933181407	0.00432308904870449	0.872105173536891	0.989872655017534	Promoter (<=1kb)	5	138976014	138995037	19024	2	ENSMUST00000076095	0	ENSMUSG00000025856	ENSMUSG00000025856
chr13	54371130	54374456	13_54371130_54374456	200.397125331426	-0.00525398248906475	0.840220453900098	0.988423309158925	Promoter (<=1kb)	13	54371349	54383917	12569	1	ENSMUST00000026985	0	ENSMUSG00000025867	ENSMUSG00000025867
chr18	75366320	75372077	18_75366320_75372077	470.094656375749	0.0649480008549528	0.113590413825176	0.764749667329097	Promoter (<=1kb)	18	75367529	75395935	28407	1	ENSMUST00000026999	0	ENSMUSG00000025880	ENSMUSG00000025880
chr1	12835752	12836451	1_12835752_12836451	30.284682403969	0.0150575110834332	0.120067950383933	NA	Exon (ENSMUST00000177608/ENSMUSG00000016918, exon 13 of 22)	1	12881330	12925043	43714	2	ENSMUST00000133201	88592	ENSMUSG00000025938	ENSMUSG00000025938
chr1	63730315	63731556	1_63730315_63731556	180.704306444055	-0.00807164816292627	0.734834278781501	0.978660198033766	Promoter (<=1kb)	1	63730614	63754655	24042	1	ENSMUST00000027103	0	ENSMUSG00000025962	ENSMUSG00000025962
chr1	62713966	62714297	1_62713966_62714297	7.1520330841309	-0.00405832511647106	0.384748889332193	NA	Intron (ENSMUST00000126344/ENSMUSG00000025969, intron 1 of 2)	1	62703702	62818695	114994	1	ENSMUST00000114157	10265	ENSMUSG00000025969	ENSMUSG00000025969
chr1	69685286	69688363	1_69685286_69688363	298.987372540672	0.0071397304556462	0.812930073251129	0.986975626687857	Promoter (<=1kb)	1	69531214	69685960	154747	2	ENSMUST00000027146	0	ENSMUSG00000025997	ENSMUSG00000025997
chr1	32172715	32174712	1_32172715_32174712	159.798816764085	0.0162113497470627	0.493839316761172	0.944569554112337	Promoter (<=1kb)	1	32172806	32657738	484933	1	ENSMUST00000027226	0	ENSMUSG00000026058	ENSMUSG00000026058
chr1	51476211	51479678	1_51476211_51479678	296.610004506436	-0.0905058911242413	0.0455415529700159	0.602542016068858	Promoter (<=1kb)	1	51469498	51478399	8902	2	ENSMUST00000027279	0	ENSMUSG00000026107	ENSMUSG00000026107
chr1	83405316	83405900	1_83405316_83405900	30.5899123828749	-0.0081599849241465	0.407044975675138	NA	Promoter (2-3kb)	1	83339146	83408139	68994	2	ENSMUST00000160237	2239	ENSMUSG00000026163	ENSMUSG00000026163
chr1	71651808	71653686	1_71651808_71653686	156.488967309725	0.0253099039699194	0.261544508777314	0.87524259742476	Promoter (<=1kb)	1	71585523	71653171	67649	2	ENSMUST00000055226	0	ENSMUSG00000026193	ENSMUSG00000026193
chr1	71102168	71103645	1_71102168_71103645	164.573298878692	-0.00681257129965664	0.769262368116769	0.982912903332066	Promoter (<=1kb)	1	71027498	71103146	75649	2	ENSMUST00000027393	0	ENSMUSG00000026196	ENSMUSG00000026196
chr1	86486667	86488412	1_86486667_86488412	172.60225494217	0.0354199280097686	0.150730497196831	0.811895898409295	Distal Intergenic	1	86526736	86530698	3963	1	ENSMUST00000045897	-38324	ENSMUSG00000026238	ENSMUSG00000026238
chr1	166047942	166049031	1_166047942_166049031	59.7692391788158	0.00433475900607782	0.788876365849011	0.985819719880514	Distal Intergenic	1	165865154	166002678	137525	2	ENSMUST00000160260	-45265	ENSMUSG00000026565	ENSMUSG00000026565
chr1	185331653	185333259	1_185331653_185333259	141.306740747772	0.00357684878341564	0.87304194622261	0.989872655017534	Promoter (<=1kb)	1	185332149	185357777	25629	1	ENSMUST00000027916	0	ENSMUSG00000026617	ENSMUSG00000026617
chr1	170214329	170215815	1_170214329_170215815	122.478014956383	0.00483006299507916	0.827128427201864	0.986975626687857	Promoter (<=1kb)	1	170193420	170214734	21315	2	ENSMUST00000150821	0	ENSMUSG00000026667	ENSMUSG00000026667
chr2	32845199	32847240	2_32845199_32847240	284.611096006203	0.0575401020499753	0.111697583828769	0.763338928754021	Promoter (<=1kb)	2	32787602	32847239	59638	2	ENSMUST00000050000	0	ENSMUSG00000026797	ENSMUSG00000026797
chr2	26603757	26604064	2_26603757_26604064	33.3517310823628	-0.00319281311047828	0.779911573949837	NA	Promoter (<=1kb)	2	26596441	26603926	7486	2	ENSMUST00000154753	0	ENSMUSG00000026922	ENSMUSG00000026922
chr2	60880218	60881542	2_60880218_60881542	87.0376843090497	0.0317455991698659	0.129474458878972	0.791327020211432	Promoter (<=1kb)	2	60751953	60881438	129486	2	ENSMUST00000164147	0	ENSMUSG00000026970	ENSMUSG00000026970
chr2	78868326	78874217	2_78868326_78874217	482.594926726051	-0.0179419092848243	0.591646811743492	0.957814133983459	Promoter (<=1kb)	2	78869047	78921293	52247	1	ENSMUST00000028398	0	ENSMUSG00000027011	ENSMUSG00000027011
chr2	105015640	105017757	2_105015640_105017757	209.890068547855	-0.0039365731432043	0.875145466772421	0.989872655017534	Promoter (<=1kb)	2	104999656	105017080	17425	2	ENSMUST00000028592	0	ENSMUSG00000027170	ENSMUSG00000027170
chr2	105015640	105017757	2_105015640_105017757	209.890068547855	-0.0039365731432043	0.875145466772421	0.989872655017534	Promoter (<=1kb)	2	104999656	105017080	17425	2	ENSMUST00000028592	0	ENSMUSG00000027170	ENSMUSG00000027170
chr2	122301614	122301878	2_122301614_122301878	25.7425336248556	0.00775423482632886	0.441766245120655	NA	Promoter (2-3kb)	2	122298900	122302885	3986	1	ENSMUST00000028656	2715	ENSMUSG00000027225	ENSMUSG00000027225
chr2	121295392	121297895	2_121295392_121297895	229.967504529127	-0.00155427702713255	0.917229847697433	0.992946705109312	Promoter (<=1kb)	2	121295454	121309438	13985	1	ENSMUST00000110639	0	ENSMUSG00000027254	ENSMUSG00000027254
chr2	121169773	121172111	2_121169773_121172111	216.91407157804	0.0253354320843085	0.399658117740193	0.931652042775262	Promoter (<=1kb)	2	121170654	121184430	13777	1	ENSMUST00000144123	0	ENSMUSG00000027263	ENSMUSG00000027263
chr2	119799229	119800895	2_119799229_119800895	106.583612760593	-0.0193429732254765	0.34818027377833	0.922144448242249	Promoter (<=1kb)	2	119799239	119805650	6412	1	ENSMUST00000147636	0	ENSMUSG00000027298	ENSMUSG00000027298
chr2	131040915	131041777	2_131040915_131041777	76.8939868400993	-0.00454753670090762	0.780395032480459	0.983480587645145	Promoter (<=1kb)	2	131039639	131041457	1819	2	ENSMUST00000156509	0	ENSMUSG00000027316	ENSMUSG00000027316
chr2	127269494	127272027	2_127269494_127272027	291.784373780449	-0.0715631416662873	0.0716052521136831	0.679214166257391	Promoter (<=1kb)	2	127270218	127284584	14367	1	ENSMUST00000131196	0	ENSMUSG00000027367	ENSMUSG00000027367
chr2	144555294	144557514	2_144555294_144557514	232.239161034517	-0.0224889080564506	0.405537400197159	0.932088408573523	Promoter (<=1kb)	2	144556229	144568027	11799	1	ENSMUST00000143573	0	ENSMUSG00000027429	ENSMUSG00000027429
chr2	168679268	168679624	2_168679268_168679624	12.3441061524083	-0.00289620075167296	0.629274408118351	NA	Intron (ENSMUST00000109175/ENSMUSG00000027546, intron 9 of 27)	2	168662083	168670346	8264	2	ENSMUST00000147757	-8923	ENSMUSG00000027546	ENSMUSG00000027546
chr2	170731933	170734498	2_170731933_170734498	169.538931762426	0.0513003042865897	0.0721348704816969	0.680353352609131	Promoter (<=1kb)	2	170731807	170879769	147963	1	ENSMUST00000029075	127	ENSMUSG00000027560	ENSMUSG00000027560
chr2	155825277	155827243	2_155825277_155827243	187.663586287545	0.0305859667583638	0.257996447205062	0.874620439500908	Promoter (<=1kb)	2	155819832	155826925	7094	2	ENSMUST00000029142	0	ENSMUSG00000027613	ENSMUSG00000027613
chr2	157279002	157280787	2_157279002_157280787	186.760437771944	0.0498474270069272	0.10396872838058	0.745615990059591	Promoter (<=1kb)	2	157279017	157289561	10545	1	ENSMUST00000142463	0	ENSMUSG00000027642	ENSMUSG00000027642
chr3	57572333	57572532	3_57572333_57572532	15.4539731070353	0.00953798601064485	0.175405462376401	NA	Intron (ENSMUST00000029380/ENSMUSG00000027803, intron 2 of 6)	3	57455649	57575828	120180	2	ENSMUST00000029380	3296	ENSMUSG00000027803	ENSMUSG00000027803
chr3	58524168	58526936	3_58524168_58526936	290.708569662418	-0.0658067935433052	0.0834393839953254	0.70937106835681	Promoter (<=1kb)	3	58521969	58525873	3905	2	ENSMUST00000029385	0	ENSMUSG00000027808	ENSMUSG00000027808
chr3	65974179	65975353	3_65974179_65975353	144.665856650805	0.0390448789718325	0.105134566655084	0.749106404458885	Distal Intergenic	3	65946151	65958249	12099	2	ENSMUST00000029416	-15931	ENSMUSG00000027829	ENSMUSG00000027829
chr3	102734854	102735276	3_102734854_102735276	41.2411465334981	0.0201161158061471	0.141683056022587	0.800171974795911	Promoter (<=1kb)	3	102735215	102769205	33991	1	ENSMUST00000119902	0	ENSMUSG00000027858	ENSMUSG00000027858
chr3	89458883	89460153	3_89458883_89460153	176.606431201697	0.0567730580680516	0.0610716687364215	0.640115785853594	Promoter (<=1kb)	3	89459118	89469013	9896	1	ENSMUST00000029564	0	ENSMUSG00000027952	ENSMUSG00000027952
chr3	113629132	113631234	3_113629132_113631234	269.435754813015	0.0188302058210667	0.51999696433002	0.945240196728788	Promoter (<=1kb)	3	113605067	113629900	24834	2	ENSMUST00000153853	0	ENSMUSG00000027981	ENSMUSG00000027981
chr3	95105202	95107534	3_95105202_95107534	322.972068034034	-0.0103014681398637	0.736923842543969	0.978660198033766	Promoter (<=1kb)	3	95058530	95106875	48346	2	ENSMUST00000107236	0	ENSMUSG00000028126	ENSMUSG00000028126
chr3	138742006	138744835	3_138742006_138744835	285.306043658809	-0.000444807881509495	0.986545069077948	0.99851204645082	Promoter (<=1kb)	3	138742195	138904433	162239	1	ENSMUST00000029800	0	ENSMUSG00000028152	ENSMUSG00000028152
chr3	155092337	155093721	3_155092337_155093721	151.445376124218	-0.0086570983872049	0.689169251535797	0.973645260623095	Promoter (<=1kb)	3	155093434	155194278	100845	1	ENSMUST00000029833	0	ENSMUSG00000028182	ENSMUSG00000028182
chr4	15944918	15945643	4_15944918_15945643	67.8016473025249	-0.00918311136085078	0.590070497694387	0.957814133983459	Promoter (<=1kb)	4	15917240	15945507	28268	2	ENSMUST00000029877	0	ENSMUSG00000028223	ENSMUSG00000028223
chr4	21930405	21932751	4_21930405_21932751	219.411593353276	-0.0519744585223264	0.111068423138346	0.761719677509563	Promoter (<=1kb)	4	21931329	21994146	62818	1	ENSMUST00000124440	0	ENSMUSG00000028246	ENSMUSG00000028246
chr4	35224570	35226696	4_35224570_35226696	242.841025518312	0.013394723896407	0.646047660262751	0.969181286496	Promoter (<=1kb)	4	35191285	35226123	34839	2	ENSMUST00000084724	0	ENSMUSG00000028300	ENSMUSG00000028300
chr4	62470201	62470957	4_62470201_62470957	43.5203894321523	-0.00478202175698223	0.724363821812809	0.978660198033766	Promoter (<=1kb)	4	62452632	62470887	18256	2	ENSMUST00000120095	0	ENSMUSG00000028391	ENSMUSG00000028391
chr4	76447693	76451164	4_76447693_76451164	397.815787706709	0.0609309529775534	0.132119561336375	0.797225646247754	Promoter (<=1kb)	4	75941238	76449980	508743	2	ENSMUST00000107289	0	ENSMUSG00000028399	ENSMUSG00000028399
chr4	55349227	55351655	4_55349227_55351655	269.021544691816	0.0271512559537362	0.379221137528748	0.928316279272019	Promoter (<=1kb)	4	55350043	55392237	42195	1	ENSMUST00000030134	0	ENSMUSG00000028426	ENSMUSG00000028426
chr4	83417131	83418945	4_83417131_83418945	249.635471969033	-0.0697059390875242	0.0650603550182506	0.657760189234514	Promoter (<=1kb)	4	83417724	83453340	35617	1	ENSMUST00000030206	0	ENSMUSG00000028483	ENSMUSG00000028483
chr4	123526797	123527916	4_123526797_123527916	81.1968861087706	0.0115300924441706	0.517726795365843	0.945240196728788	Promoter (<=1kb)	4	123349718	123527459	177742	2	ENSMUST00000106220	0	ENSMUSG00000028649	ENSMUSG00000028649
chr4	118620095	118622080	4_118620095_118622080	226.608342701811	-0.0345670633977888	0.246113858495242	0.869075814776434	Promoter (<=1kb)	4	118620799	118627776	6978	1	ENSMUST00000030501	0	ENSMUSG00000028729	ENSMUSG00000028729
chr4	139350891	139353582	4_139350891_139353582	274.788071363404	0.0288514250533216	0.356518696820906	0.923617321564537	Promoter (<=1kb)	4	139347435	139352576	5142	2	ENSMUST00000102503	0	ENSMUSG00000028741	ENSMUSG00000028741
chr4	153973329	153975883	4_153973329_153975883	257.337522744321	0.000392161089543984	0.996703471300799	0.999093625951058	Promoter (<=1kb)	4	153964449	153975126	10678	2	ENSMUST00000030893	0	ENSMUSG00000029027	ENSMUSG00000029027
chr5	33935168	33937187	5_33935168_33937187	236.312215422805	0.0199567792353772	0.464672328188824	0.93879880389918	Promoter (<=1kb)	5	33896936	33936413	39478	2	ENSMUST00000030993	0	ENSMUSG00000029111	ENSMUSG00000029111
chr5	37230715	37230929	5_37230715_37230929	9.13280464460022	0.00772962365270355	0.10798266249449	NA	Distal Intergenic	5	37242080	37292131	50052	1	ENSMUST00000114158	-11151	ENSMUSG00000029121	ENSMUSG00000029121
chr5	51551651	51554617	5_51551651_51554617	248.032192620362	0.020733644392772	0.478974894301953	0.942545983594424	Promoter (<=1kb)	5	51454249	51553921	99673	2	ENSMUST00000132734	0	ENSMUSG00000029167	ENSMUSG00000029167
chr5	64802490	64806661	5_64802490_64806661	427.616735151885	-0.0396993208014015	0.25195758284216	0.873061867755899	Promoter (<=1kb)	5	64803523	64830129	26607	1	ENSMUST00000165536	0	ENSMUSG00000029178	ENSMUSG00000029178
chr5	36694336	36695716	5_36694336_36695716	125.84405153294	-0.00265395332118907	0.904375866108312	0.992585105991255	Promoter (<=1kb)	5	36600504	36695969	95466	2	ENSMUST00000031091	253	ENSMUSG00000029190	ENSMUSG00000029190
chr5	65536165	65539779	5_65536165_65539779	420.878746565253	-0.0433342169238021	0.236341251240441	0.864586330813832	Promoter (<=1kb)	5	65537233	65598988	61756	1	ENSMUST00000142407	0	ENSMUSG00000029203	ENSMUSG00000029203
chr5	98029999	98031391	5_98029999_98031391	133.085981114887	-0.0122055023889302	0.586863093652173	0.957418376306767	Promoter (<=1kb)	5	97882783	98030733	147951	2	ENSMUST00000031281	0	ENSMUSG00000029338	ENSMUSG00000029338
chr5	124350780	124355570	5_124350780_124355570	314.552281876994	0.0338700513808004	0.310306617679372	0.903875122613721	Promoter (<=1kb)	5	124345417	124354671	9255	2	ENSMUST00000031341	0	ENSMUSG00000029394	ENSMUSG00000029394
chr5	122778099	122779791	5_122778099_122779791	127.619753947763	0.0129498419320261	0.568364255007004	0.95335090938763	Promoter (<=1kb)	5	122731173	122779410	48238	2	ENSMUST00000111668	0	ENSMUSG00000029471	ENSMUSG00000029471
chr6	17065147	17065862	6_17065147_17065862	70.8628940315997	-0.013377792492126	0.44384875021083	0.93879880389918	Promoter (<=1kb)	6	17065149	17105823	40675	1	ENSMUST00000115467	0	ENSMUSG00000029552	ENSMUSG00000029552
chr6	16317099	16317361	6_16317099_16317361	21.8409889713049	0.0149972823960417	0.0770815689089419	NA	Distal Intergenic	6	16833381	16898441	65061	2	ENSMUST00000031533	581080	ENSMUSG00000029553	ENSMUSG00000029553
chr5	140606784	140609227	5_140606784_140609227	164.73310291942	0.0227951778566582	0.370947533606101	0.928316279272019	Promoter (<=1kb)	5	140607341	140615543	8203	1	ENSMUST00000031555	0	ENSMUSG00000029570	ENSMUSG00000029570
chr5	135167992	135169408	5_135167992_135169408	197.569430583167	0.00682306806942271	0.794261475703673	0.986975626687857	Promoter (<=1kb)	5	135168283	135181855	13573	1	ENSMUST00000031692	0	ENSMUSG00000029681	ENSMUSG00000029681
chr5	137756512	137756732	5_137756512_137756732	12.021207690043	0.00548568611903177	0.383986831544543	NA	Promoter (1-2kb)	5	137758145	137759548	1404	1	ENSMUST00000141733	-1413	ENSMUSG00000029723	ENSMUSG00000029723
chr6	42349144	42351205	6_42349144_42351205	302.341787923921	-0.0295157628993563	0.343945805781712	0.919918544035213	Promoter (<=1kb)	6	42349828	42358392	8565	1	ENSMUST00000070635	0	ENSMUSG00000029860	ENSMUSG00000029860
chr6	39418007	39420735	6_39418007_39420735	294.162100337398	-0.112170202725029	0.0285198381349761	0.527512067437671	Promoter (<=1kb)	6	39397804	39419776	21973	2	ENSMUST00000114823	0	ENSMUSG00000029922	ENSMUSG00000029922
chr6	87671271	87672246	6_87671271_87672246	129.093575898471	-0.00459757801685106	0.835742078520384	0.988324680437596	Promoter (<=1kb)	6	87628429	87672168	43740	2	ENSMUST00000032130	0	ENSMUSG00000030051	ENSMUSG00000030051
chr6	108659173	108665556	6_108659173_108665556	507.68122489185	-0.00119507696125032	0.971842491880808	0.995617969677312	Promoter (<=1kb)	6	108660629	108666925	6297	1	ENSMUST00000032194	0	ENSMUSG00000030103	ENSMUSG00000030103
chr6	116106998	116108300	6_116106998_116108300	97.7925882419893	-0.0172086868462615	0.349624228622212	0.922818584522502	Promoter (<=1kb)	6	116043768	116107567	63800	2	ENSMUST00000173117	0	ENSMUSG00000030126	ENSMUSG00000030126
chr6	145934292	145934602	6_145934292_145934602	28.2391130682607	-0.00637724401362016	0.552735027252632	NA	Promoter (<=1kb)	6	145934122	145965223	31102	1	ENSMUST00000032383	171	ENSMUSG00000030255	ENSMUSG00000030255
chr6	145862254	145866745	6_145862254_145866745	398.210593423322	-0.0614425771073955	0.121513063625445	0.782588265859225	Promoter (<=1kb)	6	145858243	145865558	7316	2	ENSMUST00000032386	0	ENSMUSG00000030256	ENSMUSG00000030256
chr6	113530667	113531616	6_113530667_113531616	110.563016910525	0.0102954621772235	0.621304674533246	0.964284754675924	Promoter (<=1kb)	6	113514874	113531638	16765	2	ENSMUST00000032425	22	ENSMUSG00000030286	ENSMUSG00000030286
chr6	125039371	125040625	6_125039371_125040625	151.131157438288	-0.0220733361541638	0.390619247069898	0.930253587148849	Promoter (<=1kb)	6	125039760	125049002	9243	1	ENSMUST00000140131	0	ENSMUSG00000030330	ENSMUSG00000030330
chr7	28451380	28453568	7_28451380_28453568	125.631650582762	-0.0213747654901639	0.348893028020807	0.922144448242249	Intron (ENSMUST00000040531/ENSMUSG00000037513, intron 1 of 12)	7	28458658	28462067	3410	1	ENSMUST00000055110	-5090	ENSMUSG00000030600	ENSMUSG00000030600
chr7	89632511	89633462	7_89632511_89633462	80.3218015786633	-0.00770627709563466	0.680796833830187	0.973645260623095	Promoter (<=1kb)	7	89632534	89643673	11140	1	ENSMUST00000162145	0	ENSMUSG00000030621	ENSMUSG00000030621
chr7	118241935	118244474	7_118241935_118244474	203.726562530707	-0.0208046449550174	0.409714837341392	0.934145025576165	Promoter (<=1kb)	7	118131308	118243637	112330	2	ENSMUST00000032891	0	ENSMUSG00000030655	ENSMUSG00000030655
chr7	110164416	110164947	7_110164416_110164947	64.4215816596576	-0.0258734612454052	0.114465058676324	0.766385260409032	Distal Intergenic	7	110122350	110142112	19763	1	ENSMUST00000033326	42067	ENSMUSG00000031016	ENSMUSG00000031016
chr9	94669570	94671236	9_94669570_94671236	199.812078913897	-0.0482528039448982	0.117308326193866	0.775855979128765	Promoter (<=1kb)	9	94669909	95230445	560537	1	ENSMUST00000033463	0	ENSMUSG00000031129	ENSMUSG00000031129
chr3	85886977	85888046	3_85886977_85888046	97.3646744832495	-0.0307039397618457	0.123619206343493	0.782588265859225	Promoter (<=1kb)	3	85801047	85887518	86472	2	ENSMUST00000125216	0	ENSMUSG00000031286	ENSMUSG00000031286
chr8	13104113	13107120	8_13104113_13107120	299.365822176616	0.00346670969662788	0.90963188747457	0.9927745992856	Promoter (<=1kb)	8	13105621	13147940	42320	1	ENSMUST00000016680	0	ENSMUSG00000031446	ENSMUSG00000031446
chr8	27041978	27043912	8_27041978_27043912	236.952816639053	0.054931213379889	0.0918932848959251	0.728183757254973	Promoter (<=1kb)	8	27042555	27050240	7686	1	ENSMUST00000098851	0	ENSMUSG00000031485	ENSMUSG00000031485
